,colonialism,often,means,a,country,doing,what,?
to,0.24242931604385376,0.4351843297481537,0.2301892638206482,0.45503583550453186,0.31281599402427673,0.3272162973880768,0.455847829580307,0.29463258385658264
the,0.25141018629074097,0.38004449009895325,0.32225894927978516,0.5829201340675354,0.30432501435279846,0.29305580258369446,0.42745697498321533,0.22068053483963013
political,0.44026440382003784,0.21065454185009003,0.11567234992980957,0.21418654918670654,0.35069605708122253,0.21527042984962463,0.21846716105937958,0.17130474746227264
and,0.22906047105789185,0.42465832829475403,0.25371095538139343,0.3739250600337982,0.30884742736816406,0.31533369421958923,0.31309178471565247,0.20544172823429108
monetary,0.3326495587825775,0.18037132918834686,0.16138920187950134,0.18932966887950897,0.22058404982089996,0.17679135501384735,0.21370409429073334,0.12205808609724045
dominance,0.36685410141944885,0.3003650903701782,0.2639865279197693,0.25288090109825134,0.218621626496315,0.17964449524879456,0.27423277497291565,0.08315658569335938
",",0.25518688559532166,0.24139221012592316,0.24041147530078888,0.427140474319458,0.27878350019454956,0.31285786628723145,0.3087472915649414,0.31091248989105225
either,0.1511240005493164,0.45749467611312866,0.34535080194473267,0.40784984827041626,0.16049957275390625,0.3212617337703705,0.3851809501647949,0.31498292088508606
formally,0.23640386760234833,0.32566162943840027,0.2524670660495758,0.2875966727733612,0.1860748678445816,0.1878083348274231,0.19840256869792938,0.1371411830186844
or,0.17756415903568268,0.5791526436805725,0.5554915070533752,0.48853766918182373,0.2667475640773773,0.34053513407707214,0.33867141604423523,0.32389625906944275
informally,0.13671931624412537,0.42572450637817383,0.24666203558444977,0.314856618642807,0.171312615275383,0.21103675663471222,0.28550592064857483,0.15135891735553741
.,0.22091162204742432,0.30710849165916443,0.18089891970157623,0.50484299659729,0.26130348443984985,0.3253456652164459,0.3567904531955719,0.4130953550338745
,colonialism,often,means,a,country,doing,what,?
colonialism,0.9999999403953552,0.27811336517333984,0.22142089903354645,0.19192901253700256,0.3037540018558502,0.19178041815757751,0.27914220094680786,0.1519109606742859
is,0.15186980366706848,0.3856629431247711,0.4087343215942383,0.658733606338501,0.24409033358097076,0.21740670502185822,0.28837618231773376,0.22961433231830597
when,0.22256247699260712,0.47236984968185425,0.28682997822761536,0.44397395849227905,0.21558639407157898,0.3315412998199463,0.4700249433517456,0.22841128706932068
the,0.25141018629074097,0.38004449009895325,0.32225894927978516,0.5829201340675354,0.30432501435279846,0.29305580258369446,0.42745697498321533,0.22068053483963013
imperial,0.1798476278781891,0.16145285964012146,0.09953135997056961,0.1928369700908661,0.12035691738128662,0.12594890594482422,0.09280271828174591,0.10900196433067322
nation,0.37969160079956055,0.15990695357322693,0.2442072033882141,0.23379194736480713,0.49281540513038635,0.17220772802829742,0.21990635991096497,0.17865248024463654
begins,0.18304212391376495,0.1498945951461792,0.19737766683101654,0.24529282748699188,0.1446983814239502,0.141757532954216,0.1788426637649536,0.09518900513648987
a,0.19192901253700256,0.3930865228176117,0.34418490529060364,1.0,0.20991116762161255,0.3023574650287628,0.3320399522781372,0.23916715383529663
conquest,0.42764365673065186,0.08410656452178955,0.16332201659679413,0.1266939491033554,0.22699834406375885,0.13503973186016083,0.21597714722156525,0.12928934395313263
over,0.1836649477481842,0.3047408163547516,0.22699569165706635,0.32199642062187195,0.23639845848083496,0.2800770401954651,0.28007611632347107,0.25742942094802856
an,0.1578160524368286,0.18115736544132233,0.256989985704422,0.44552403688430786,0.19811232388019562,0.21229656040668488,0.2821882665157318,0.19793890416622162
area,0.16434884071350098,0.2406948357820511,0.17297832667827606,0.2782127559185028,0.33299076557159424,0.18552879989147186,0.21965408325195312,0.12640461325645447
and,0.22906047105789185,0.42465832829475403,0.25371095538139343,0.3739250600337982,0.30884742736816406,0.31533369421958923,0.31309178471565247,0.20544172823429108
then,0.17914673686027527,0.2575196921825409,0.18357323110103607,0.3970017731189728,0.20922450721263885,0.30840399861335754,0.4072686731815338,0.2884598970413208
eventually,0.2554281949996948,0.25025033950805664,0.22544075548648834,0.28132501244544983,0.19688741862773895,0.23762130737304688,0.28470873832702637,0.13642115890979767
is,0.15186980366706848,0.3856629431247711,0.4087343215942383,0.658733606338501,0.24409033358097076,0.21740670502185822,0.28837618231773376,0.22961433231830597
able,0.1497918665409088,0.2636028528213501,0.2398725003004074,0.2874686121940613,0.14274631440639496,0.3580235540866852,0.3404487371444702,0.260649710893631
to,0.24242931604385376,0.4351843297481537,0.2301892638206482,0.45503583550453186,0.31281599402427673,0.3272162973880768,0.455847829580307,0.29463258385658264
rule,0.3468208312988281,0.19253410398960114,0.22341851890087128,0.2032480239868164,0.19268158078193665,0.2277892380952835,0.30539435148239136,0.1955260932445526
over,0.1836649477481842,0.3047408163547516,0.22699569165706635,0.32199642062187195,0.23639845848083496,0.2800770401954651,0.28007611632347107,0.25742942094802856
the,0.25141018629074097,0.38004449009895325,0.32225894927978516,0.5829201340675354,0.30432501435279846,0.29305580258369446,0.42745697498321533,0.22068053483963013
areas,0.15930935740470886,0.3573741614818573,0.2177305966615677,0.24730755388736725,0.25412359833717346,0.1921308934688568,0.23739881813526154,0.1273590475320816
the,0.25141018629074097,0.38004449009895325,0.32225894927978516,0.5829201340675354,0.30432501435279846,0.29305580258369446,0.42745697498321533,0.22068053483963013
previous,0.16093803942203522,0.19907422363758087,0.13298308849334717,0.23051196336746216,0.17860759794712067,0.16612902283668518,0.2743692696094513,0.16724538803100586
nation,0.37969160079956055,0.15990695357322693,0.2442072033882141,0.23379194736480713,0.49281540513038635,0.17220772802829742,0.21990635991096497,0.17865248024463654
had,0.18211132287979126,0.3018968403339386,0.19668522477149963,0.34897568821907043,0.2020130157470703,0.27665045857429504,0.23849567770957947,0.20728366076946259
controlled,0.25508591532707214,0.25568801164627075,0.22562026977539062,0.22610771656036377,0.20778796076774597,0.2636493742465973,0.24713590741157532,0.1105743944644928
.,0.22091162204742432,0.30710849165916443,0.18089891970157623,0.50484299659729,0.26130348443984985,0.3253456652164459,0.3567904531955719,0.4130953550338745
,colonialism,often,means,a,country,doing,what,?
colonialism,0.9999999403953552,0.27811336517333984,0.22142089903354645,0.19192901253700256,0.3037540018558502,0.19178041815757751,0.27914220094680786,0.1519109606742859
is,0.15186980366706848,0.3856629431247711,0.4087343215942383,0.658733606338501,0.24409033358097076,0.21740670502185822,0.28837618231773376,0.22961433231830597
seen,0.18988294899463654,0.375270277261734,0.29065144062042236,0.26090866327285767,0.09360862523317337,0.3665766417980194,0.3087027072906494,0.2567344307899475
to,0.24242931604385376,0.4351843297481537,0.2301892638206482,0.45503583550453186,0.31281599402427673,0.3272162973880768,0.455847829580307,0.29463258385658264
be,0.15940050780773163,0.463177889585495,0.33581557869911194,0.39883795380592346,0.2115473747253418,0.33108022809028625,0.3929833769798279,0.3324260413646698
the,0.25141018629074097,0.38004449009895325,0.32225894927978516,0.5829201340675354,0.30432501435279846,0.29305580258369446,0.42745697498321533,0.22068053483963013
architect,0.16543054580688477,0.057406894862651825,0.04288007691502571,0.15499725937843323,0.11724697053432465,0.16987241804599762,0.12894795835018158,0.11996878683567047
deciding,0.2533567249774933,0.2768298387527466,0.2046559900045395,0.341842383146286,0.25013071298599243,0.42382436990737915,0.49117511510849,0.3707043528556824
how,0.18853160738945007,0.41107481718063354,0.27608850598335266,0.29312583804130554,0.17206698656082153,0.43684718012809753,0.6468034982681274,0.4024120569229126
to,0.24242931604385376,0.4351843297481537,0.2301892638206482,0.45503583550453186,0.31281599402427673,0.3272162973880768,0.455847829580307,0.29463258385658264
start,0.25779107213020325,0.2042384296655655,0.21243220567703247,0.29672953486442566,0.1861429661512375,0.3278579115867615,0.3207288086414337,0.26634979248046875
dominating,0.34256789088249207,0.2201719731092453,0.1671842485666275,0.2591332495212555,0.22028259932994843,0.23533795773983002,0.2434386909008026,0.11536987125873566
areas,0.15930935740470886,0.3573741614818573,0.2177305966615677,0.24730755388736725,0.25412359833717346,0.1921308934688568,0.23739881813526154,0.1273590475320816
and,0.22906047105789185,0.42465832829475403,0.25371095538139343,0.3739250600337982,0.30884742736816406,0.31533369421958923,0.31309178471565247,0.20544172823429108
then,0.17914673686027527,0.2575196921825409,0.18357323110103607,0.3970017731189728,0.20922450721263885,0.30840399861335754,0.4072686731815338,0.2884598970413208
imperialism,0.6857813596725464,0.239182248711586,0.180331289768219,0.17335295677185059,0.2708059251308441,0.21335960924625397,0.24614648520946503,0.14998586475849152
can,0.1700136661529541,0.5252479314804077,0.40289559960365295,0.3915780484676361,0.15319520235061646,0.3366906940937042,0.34502777457237244,0.3226337134838104
be,0.15940050780773163,0.463177889585495,0.33581557869911194,0.39883795380592346,0.2115473747253418,0.33108022809028625,0.3929833769798279,0.3324260413646698
seen,0.18988294899463654,0.375270277261734,0.29065144062042236,0.26090866327285767,0.09360862523317337,0.3665766417980194,0.3087027072906494,0.2567344307899475
as,0.18886442482471466,0.405699223279953,0.19043149054050446,0.39550232887268066,0.2241005152463913,0.3420897126197815,0.31749409437179565,0.27043893933296204
creating,0.2259223610162735,0.22347837686538696,0.24999453127384186,0.3242962658405304,0.17185232043266296,0.46848157048225403,0.28780505061149597,0.2842518985271454
the,0.25141018629074097,0.38004449009895325,0.32225894927978516,0.5829201340675354,0.30432501435279846,0.29305580258369446,0.42745697498321533,0.22068053483963013
idea,0.3449433743953705,0.2764318585395813,0.2754925787448883,0.3483608067035675,0.15311670303344727,0.4006287455558777,0.44512778520584106,0.2952161729335785
behind,0.0811520367860794,0.21560516953468323,0.09459156543016434,0.26228266954421997,0.12861879169940948,0.24705080687999725,0.1959938108921051,0.19274599850177765
conquest,0.42764365673065186,0.08410656452178955,0.16332201659679413,0.1266939491033554,0.22699834406375885,0.13503973186016083,0.21597714722156525,0.12928934395313263
cooperating,0.3128814101219177,0.21427443623542786,0.1767619550228119,0.2486228197813034,0.19451157748699188,0.31176236271858215,0.280538946390152,0.19951635599136353
with,0.13810612261295319,0.41081544756889343,0.18411244451999664,0.3783375024795532,0.24760155379772186,0.26442378759384155,0.2464839518070221,0.2433311939239502
colonialism,0.9999999403953552,0.27811336517333984,0.22142089903354645,0.19192901253700256,0.3037540018558502,0.19178041815757751,0.27914220094680786,0.1519109606742859
.,0.22091162204742432,0.30710849165916443,0.18089891970157623,0.50484299659729,0.26130348443984985,0.3253456652164459,0.3567904531955719,0.4130953550338745
