,whose,saying,about,purgatory,did,martin,luther,object,to,?
also,0.3275339901447296,0.3477623462677002,0.32894372940063477,0.23446044325828552,0.39334940910339355,0.23446783423423767,0.22154976427555084,0.22071200609207153,0.5348826050758362,0.21848613023757935
attested,0.2624741494655609,0.3021921217441559,0.27064722776412964,0.18364766240119934,0.32520923018455505,0.1181432232260704,0.13658878207206726,0.14317958056926727,0.2615404725074768,0.15816816687583923
as,0.3202406167984009,0.36268365383148193,0.2989700436592102,0.2063038945198059,0.3596470057964325,0.13608874380588531,0.20242992043495178,0.22475431859493256,0.42092081904411316,0.27043893933296204
'into,0.17713765799999237,0.09254731982946396,0.18105448782444,0.2937549948692322,0.0895964503288269,0.15075190365314484,0.10091057419776917,0.11369137465953827,0.2269492745399475,0.14387957751750946
heaven,0.06573791056871414,0.32172855734825134,0.17883992195129395,0.43697404861450195,0.2245408147573471,0.17515535652637482,0.2604575455188751,0.16100654006004333,0.23186542093753815,0.261896550655365
',0.2224467694759369,0.24615782499313354,0.2788675129413605,0.2100532203912735,0.25488927960395813,0.21534205973148346,0.142246812582016,0.18291863799095154,0.34544456005096436,0.330942302942276
),0.24064770340919495,0.14171722531318665,0.2775460183620453,0.19624179601669312,0.18584993481636047,0.22626493871212006,0.18587662279605865,0.13732478022575378,0.31236231327056885,0.42300865054130554
springs,0.10010426491498947,0.0855523869395256,0.17627869546413422,0.20531681180000305,0.10978550463914871,0.18151800334453583,0.1380859613418579,0.13250404596328735,0.2137940526008606,0.0950024425983429
.,0.2718997597694397,0.2796854078769684,0.42038556933403015,0.25153276324272156,0.35288307070732117,0.25235527753829956,0.24907569587230682,0.22102774679660797,0.4645031690597534,0.4130953550338745
'',0.044685691595077515,-0.03083854354918003,0.007750829216092825,-0.014154287986457348,0.01978493109345436,-0.10166443884372711,-0.04572787508368492,-0.037886347621679306,-0.009905828163027763,0.018684765323996544
