,what,battle,outside,quebec,city,did,british,lose,in,1760,?
outside,0.3224688768386841,0.0891791582107544,0.9999999403953552,0.1269364356994629,0.24333782494068146,0.21874573826789856,0.1577790379524231,0.1842806339263916,0.4191201329231262,0.053988147526979446,0.14839068055152893
quebec,0.19603441655635834,0.10620998591184616,0.1269364356994629,1.0,0.22710677981376648,0.1443757861852646,0.3132122755050659,0.08346260339021683,0.19739758968353271,0.20811611413955688,0.11506577581167221
city,0.17493832111358643,0.2568034827709198,0.24333782494068146,0.22710677981376648,1.0,0.12266099452972412,0.2015840709209442,0.12166240066289902,0.3911624252796173,0.14386413991451263,0.13423943519592285
in,0.30808621644973755,0.24353940784931183,0.4191201329231262,0.19739758968353271,0.3911624252796173,0.2593238651752472,0.23084034025669098,0.26334479451179504,1.0,0.1117415502667427,0.20430970191955566
the,0.42745697498321533,0.2820790410041809,0.3879719078540802,0.23410074412822723,0.35769423842430115,0.34736719727516174,0.28973397612571716,0.29030492901802063,0.6662389636039734,0.13955122232437134,0.22068053483963013
battle,0.17112864553928375,1.0000001192092896,0.0891791582107544,0.10620998591184616,0.2568034827709198,0.12105695903301239,0.17756831645965576,0.2159295678138733,0.24353940784931183,0.07964713126420975,0.1680624783039093
of,0.33290785551071167,0.2291749268770218,0.2973117530345917,0.13664869964122772,0.32503411173820496,0.2513895630836487,0.23701532185077667,0.2904243767261505,0.5696388483047485,0.17469289898872375,0.1826142966747284
sainte-foy,0.24179905652999878,0.24287296831607819,0.238564595580101,0.407901793718338,0.2836897671222687,0.21238891780376434,0.24213826656341553,0.16818225383758545,0.24526508152484894,0.35412004590034485,0.2140454202890396
",",0.3087472915649414,0.23037992417812347,0.2726076543331146,0.22051149606704712,0.35839709639549255,0.3015086054801941,0.25734075903892517,0.28248098492622375,0.5201468467712402,0.12693288922309875,0.31091248989105225
the,0.42745697498321533,0.2820790410041809,0.3879719078540802,0.23410074412822723,0.35769423842430115,0.34736719727516174,0.28973397612571716,0.29030492901802063,0.6662389636039734,0.13955122232437134,0.22068053483963013
british,0.19255435466766357,0.17756831645965576,0.1577790379524231,0.3132122755050659,0.2015840709209442,0.2039594054222107,1.0,0.11390135437250137,0.23084034025669098,0.025434056296944618,0.09711728990077972
were,0.22298263013362885,0.23233242332935333,0.22631162405014038,0.1282530128955841,0.20383071899414062,0.4162326455116272,0.27742838859558105,0.21252237260341644,0.3815755248069763,0.14226804673671722,0.17890112102031708
able,0.3404487371444702,0.16407209634780884,0.23131944239139557,0.19618916511535645,0.09880541265010834,0.43777281045913696,0.20578287541866302,0.41297730803489685,0.23456627130508423,0.08208535611629486,0.260649710893631
to,0.455847829580307,0.17405389249324799,0.3292369544506073,0.17656674981117249,0.20300441980361938,0.4452643394470215,0.22690963745117188,0.33073529601097107,0.45010748505592346,0.0883357971906662,0.29463258385658264
prevent,0.2723881006240845,0.06958191841840744,0.2963789999485016,0.16828715801239014,0.08561982959508896,0.20838871598243713,0.06799879670143127,0.3083122968673706,0.14883868396282196,0.16081242263317108,0.2547389566898346
the,0.42745697498321533,0.2820790410041809,0.3879719078540802,0.23410074412822723,0.35769423842430115,0.34736719727516174,0.28973397612571716,0.29030492901802063,0.6662389636039734,0.13955122232437134,0.22068053483963013
arrival,0.24079416692256927,0.2293165624141693,0.2856093645095825,0.07846091687679291,0.17682726681232452,0.21235014498233795,0.1927490234375,0.11781693994998932,0.2351498007774353,0.019428031519055367,0.07185088098049164
of,0.33290785551071167,0.2291749268770218,0.2973117530345917,0.13664869964122772,0.32503411173820496,0.2513895630836487,0.23701532185077667,0.2904243767261505,0.5696388483047485,0.17469289898872375,0.1826142966747284
french,0.17393042147159576,0.1784413456916809,0.10899151116609573,0.40937498211860657,0.17549027502536774,0.1584041714668274,0.43574923276901245,0.0676342025399208,0.22093388438224792,0.25753486156463623,0.1386883556842804
relief,0.1674574613571167,0.10414860397577286,0.18642888963222504,0.14595910906791687,0.16828607022762299,0.10913018882274628,0.15301162004470825,0.0663815587759018,0.27761659026145935,0.13180947303771973,0.06312807649374008
ships,0.18164707720279694,0.3010637164115906,0.10933477431535721,0.15445804595947266,0.2258746325969696,0.20675621926784515,0.2579096555709839,0.16275763511657715,0.2328297346830368,0.05118527263402939,0.18477600812911987
in,0.30808621644973755,0.24353940784931183,0.4191201329231262,0.19739758968353271,0.3911624252796173,0.2593238651752472,0.23084034025669098,0.26334479451179504,1.0,0.1117415502667427,0.20430970191955566
the,0.42745697498321533,0.2820790410041809,0.3879719078540802,0.23410074412822723,0.35769423842430115,0.34736719727516174,0.28973397612571716,0.29030492901802063,0.6662389636039734,0.13955122232437134,0.22068053483963013
naval,0.160405233502388,0.3303416967391968,0.15171238780021667,0.14644449949264526,0.19186723232269287,0.18841907382011414,0.24917373061180115,0.1140289381146431,0.2151644080877304,0.041963979601860046,0.12642952799797058
battle,0.17112864553928375,1.0000001192092896,0.0891791582107544,0.10620998591184616,0.2568034827709198,0.12105695903301239,0.17756831645965576,0.2159295678138733,0.24353940784931183,0.07964713126420975,0.1680624783039093
of,0.33290785551071167,0.2291749268770218,0.2973117530345917,0.13664869964122772,0.32503411173820496,0.2513895630836487,0.23701532185077667,0.2904243767261505,0.5696388483047485,0.17469289898872375,0.1826142966747284
the,0.42745697498321533,0.2820790410041809,0.3879719078540802,0.23410074412822723,0.35769423842430115,0.34736719727516174,0.28973397612571716,0.29030492901802063,0.6662389636039734,0.13955122232437134,0.22068053483963013
restigouche,0.16990523040294647,0.25094303488731384,0.2850739061832428,0.3310571312904358,0.29731541872024536,0.15050365030765533,0.14785505831241608,0.183717280626297,0.3525344431400299,0.30652788281440735,0.16751550137996674
while,0.35511791706085205,0.1715109944343567,0.3747594654560089,0.1518268883228302,0.17350441217422485,0.3330625295639038,0.11608131974935532,0.2611275017261505,0.3399278521537781,0.03947018086910248,0.21076419949531555
armies,0.18706263601779938,0.545516848564148,0.14623741805553436,0.11969135701656342,0.2462751269340515,0.1978844404220581,0.22143766283988953,0.14184920489788055,0.23347583413124084,0.15723660588264465,0.17227305471897125
marched,0.14081943035125732,0.3045208752155304,0.23697160184383392,0.20068170130252838,0.28677502274513245,0.27348342537879944,0.21663178503513336,0.16648703813552856,0.2845587730407715,0.14849410951137543,0.11712592840194702
on,0.34226128458976746,0.19314859807491302,0.3252089023590088,0.18830278515815735,0.2549738585948944,0.2670976221561432,0.19917237758636475,0.22867318987846375,0.46853652596473694,0.040272604674100876,0.2714994251728058
montreal,0.1556982845067978,0.16548946499824524,0.1448514759540558,0.7177119851112366,0.22665424644947052,0.13094767928123474,0.3027436137199402,0.0911068320274353,0.18092122673988342,0.1363859623670578,0.13639995455741882
from,0.2737620174884796,0.1628955453634262,0.28049299120903015,0.1618676483631134,0.3118290305137634,0.20248863101005554,0.21991202235221863,0.24814023077487946,0.4274188280105591,0.08623892068862915,0.19969791173934937
three,0.24888746440410614,0.19804972410202026,0.15646883845329285,0.18421964347362518,0.21737682819366455,0.2043166607618332,0.16520416736602783,0.16570903360843658,0.34828072786331177,0.1838511973619461,0.20928427577018738
sides,0.2306775599718094,0.24337217211723328,0.23007218539714813,0.16825556755065918,0.1642616242170334,0.22216519713401794,0.17515523731708527,0.1588188111782074,0.2717741131782532,0.1608557254076004,0.09230148047208786
.,0.3567904531955719,0.1661834716796875,0.28971612453460693,0.2196997106075287,0.29856356978416443,0.35288307070732117,0.23159366846084595,0.28971824049949646,0.5591574311256409,0.16449762880802155,0.4130953550338745
