,who,were,the,creators,of,the,flintstones,?
beginning,0.25200510025024414,0.31133952736854553,0.49622642993927,0.24332749843597412,0.36558160185813904,0.49622642993927,0.21456196904182434,0.19413669407367706
",",0.3365725874900818,0.36755475401878357,0.4933079481124878,0.23671454191207886,0.4946078956127167,0.4933079481124878,0.24699905514717102,0.31091248989105225
it,0.2868398427963257,0.25487732887268066,0.6251175999641418,0.21255339682102203,0.38761502504348755,0.6251175999641418,0.18518789112567902,0.25732165575027466
was,0.3318818509578705,0.590133786201477,0.48711544275283813,0.24440065026283264,0.4069072902202606,0.48711544275283813,0.2534482479095459,0.18412111699581146
initially,0.24857781827449799,0.3423236906528473,0.2997018098831177,0.24891632795333862,0.21367986500263214,0.2997018098831177,0.18800242245197296,0.0699334517121315
broadcast,0.18632595241069794,0.12331408262252808,0.2713715434074402,0.24758775532245636,0.20155203342437744,0.2713715434074402,0.26799288392066956,0.15760008990764618
in,0.2792111933231354,0.3815755248069763,0.6662389636039734,0.13583984971046448,0.5696388483047485,0.6662389636039734,0.23422248661518097,0.20430970191955566
black-and-white,0.293375700712204,0.21715639531612396,0.3203617334365845,0.22328825294971466,0.2723461091518402,0.3203617334365845,0.4100746810436249,0.22171147167682648
",",0.3365725874900818,0.36755475401878357,0.4933079481124878,0.23671454191207886,0.4946078956127167,0.4933079481124878,0.24699905514717102,0.31091248989105225
as,0.3923053741455078,0.3025437891483307,0.48381632566452026,0.2280741035938263,0.3886612355709076,0.48381632566452026,0.2655009329319,0.27043893933296204
abc,0.14673753082752228,0.09045279771089554,0.2068762183189392,0.20179063081741333,0.14607268571853638,0.2068762183189392,0.27111661434173584,0.19065172970294952
had,0.36173108220100403,0.6150832772254944,0.3875846862792969,0.22850030660629272,0.37755560874938965,0.3875846862792969,0.22914578020572662,0.20728366076946259
not,0.369414746761322,0.33318549394607544,0.4310511648654938,0.20013558864593506,0.3307090103626251,0.4310511648654938,0.15092012286186218,0.41942933201789856
made,0.2576322853565216,0.32412371039390564,0.3885267674922943,0.22741909325122833,0.33167365193367004,0.3885267674922943,0.21974842250347137,0.17218779027462006
the,0.3733934462070465,0.3906462490558624,1.0,0.23856082558631897,0.733189046382904,1.0,0.1954326629638672,0.22068053483963013
necessary,0.22728025913238525,0.1941717118024826,0.28364068269729614,0.17648400366306305,0.26879626512527466,0.28364068269729614,0.12822562456130981,0.3430270850658417
technical,0.15799535810947418,0.11491190642118454,0.21600495278835297,0.14845378696918488,0.2775585949420929,0.21600495278835297,0.10697828978300095,0.1962660700082779
upgrades,0.09583369642496109,0.20937709510326385,0.23512938618659973,0.20189814269542694,0.1866581290960312,0.23512938618659973,0.2133818417787552,0.1715753972530365
to,0.42656609416007996,0.31913647055625916,0.535392165184021,0.24459797143936157,0.41548454761505127,0.535392165184021,0.1365019679069519,0.29463258385658264
broadcast,0.18632595241069794,0.12331408262252808,0.2713715434074402,0.24758775532245636,0.20155203342437744,0.2713715434074402,0.26799288392066956,0.15760008990764618
its,0.1326070874929428,0.20452921092510223,0.559237003326416,0.20199894905090332,0.48690423369407654,0.559237003326416,0.16222627460956573,0.15103481709957123
programming,0.17227613925933838,0.10785797983407974,0.17869283258914948,0.3012648820877075,0.14286333322525024,0.17869283258914948,0.25955283641815186,0.22249025106430054
in,0.2792111933231354,0.3815755248069763,0.6662389636039734,0.13583984971046448,0.5696388483047485,0.6662389636039734,0.23422248661518097,0.20430970191955566
color,0.1621498465538025,0.12284558266401291,0.21895472705364227,0.11553330719470978,0.1876296103000641,0.21895472705364227,0.24665632843971252,0.21299609541893005
at,0.22096660733222961,0.2947486639022827,0.457212895154953,0.10161636024713516,0.42558613419532776,0.457212895154953,0.16141775250434875,0.21978627145290375
the,0.3733934462070465,0.3906462490558624,1.0,0.23856082558631897,0.733189046382904,1.0,0.1954326629638672,0.22068053483963013
time,0.36634087562561035,0.3104150593280792,0.43061500787734985,0.18621225655078888,0.35127586126327515,0.43061500787734985,0.1382995992898941,0.27391523122787476
.,0.3541337847709656,0.3378238379955292,0.5934505462646484,0.2129584550857544,0.5352458953857422,0.5934505462646484,0.22793804109096527,0.4130953550338745
