,what,year,did,abc,'s,``,tgif,'',end,?
held,0.0974166989326477,0.2161356508731842,0.18607917428016663,0.10214708000421524,0.02657921425998211,-0.018358707427978516,0.1348191350698471,-0.060258932411670685,0.21515105664730072,0.14103956520557404
over,0.28007611632347107,0.2620522379875183,0.2535076439380646,0.13036851584911346,0.016215575858950615,-0.0124106016010046,0.19530147314071655,-0.03928302973508835,0.24116770923137665,0.25742942094802856
from,0.2737620174884796,0.2101740688085556,0.20248863101005554,0.12159302085638046,-0.01936490088701248,0.02677825279533863,0.22363883256912231,-0.011389154009521008,0.31609439849853516,0.19969791173934937
the,0.42745697498321533,0.3609684407711029,0.34736719727516174,0.2068762183189392,-0.01540423184633255,0.029072100296616554,0.28913572430610657,0.041273195296525955,0.39658910036087036,0.22068053483963013
previous,0.2743692696094513,0.2990727424621582,0.24347156286239624,0.19241854548454285,0.046779852360486984,-0.0010520428186282516,0.11947164684534073,0.04656168445944786,0.3157999813556671,0.16724538803100586
decade,0.1613653302192688,0.5310594439506531,0.15830519795417786,0.21094603836536407,-0.05015040934085846,0.07431915402412415,0.04302182048559189,-0.06707823276519775,0.2844902575016022,0.11237446963787079
such,0.23989605903625488,0.11548022925853729,0.24497397243976593,0.12735801935195923,0.05073437839746475,0.02061607502400875,0.17098675668239594,0.04183737933635712,0.17651818692684174,0.17851735651493073
as,0.31749409437179565,0.28440728783607483,0.3596470057964325,0.2286096066236496,-0.05775856226682663,0.03910288214683533,0.24886266887187958,0.006628023460507393,0.23417671024799347,0.27043893933296204
the,0.42745697498321533,0.3609684407711029,0.34736719727516174,0.2068762183189392,-0.01540423184633255,0.029072100296616554,0.28913572430610657,0.041273195296525955,0.39658910036087036,0.22068053483963013
practice,0.2749895751476288,0.18077608942985535,0.256716251373291,0.11947856843471527,0.06984969228506088,0.04819212853908539,0.11526743322610855,-0.01546788401901722,0.13627077639102936,0.21386858820915222
",",0.3087472915649414,0.28560417890548706,0.3015086054801941,0.2097204476594925,-0.0016132977325469255,0.09681109338998795,0.25964197516441345,-0.037358131259679794,0.25448864698410034,0.31091248989105225
nypd,0.23559677600860596,0.1575859785079956,0.17316029965877533,0.3286745548248291,0.016934743151068687,-0.12239927798509598,0.19253991544246674,0.10564057528972626,0.06967749446630478,0.24937035143375397
blue,0.17981211841106415,0.11267708241939545,0.10842680186033249,0.20072442293167114,-0.0033745844848454,-8.974596130428836e-05,0.18693147599697113,0.06523816287517548,0.09035740792751312,0.15668673813343048
and,0.31309178471565247,0.2506658732891083,0.34479495882987976,0.16453155875205994,0.06895173341035843,0.036644238978624344,0.19440199434757233,0.021612688899040222,0.24708716571331024,0.20544172823429108
the,0.42745697498321533,0.3609684407711029,0.34736719727516174,0.2068762183189392,-0.01540423184633255,0.029072100296616554,0.28913572430610657,0.041273195296525955,0.39658910036087036,0.22068053483963013
wonderful,0.3673533499240875,0.17660821974277496,0.24350856244564056,0.1969894915819168,0.06647507101297379,-0.09033708274364471,0.217070534825325,0.009444906376302242,0.19157058000564575,0.2753289043903351
world,0.21669597923755646,0.25931429862976074,0.1944720596075058,0.16711202263832092,0.11877062171697617,-0.0740956962108612,0.13954909145832062,-0.07833857089281082,0.23514898121356964,0.17579582333564758
of,0.33290785551071167,0.2578314542770386,0.2513895630836487,0.14607268571853638,-0.03817026689648628,0.06780257821083069,0.23987232148647308,0.13035868108272552,0.2215006798505783,0.1826142966747284
disney,0.19632026553153992,0.19369487464427948,0.16180537641048431,0.37895750999450684,0.0786653682589531,-0.07781864702701569,0.18913036584854126,0.053309451788663864,0.17961914837360382,0.22150784730911255
and,0.31309178471565247,0.2506658732891083,0.34479495882987976,0.16453155875205994,0.06895173341035843,0.036644238978624344,0.19440199434757233,0.021612688899040222,0.24708716571331024,0.20544172823429108
new,0.2130378633737564,0.25045546889305115,0.227974995970726,0.20663127303123474,-0.008355522528290749,-0.03575563058257103,0.13681672513484955,-0.021915066987276077,0.20483514666557312,0.14782847464084625
series,0.17328087985515594,0.2600080966949463,0.15581852197647095,0.38518208265304565,0.0006390819908119738,-0.08478077501058578,0.11284953355789185,-0.014226003549993038,0.21410182118415833,0.1709602326154709
such,0.23989605903625488,0.11548022925853729,0.24497397243976593,0.12735801935195923,0.05073437839746475,0.02061607502400875,0.17098675668239594,0.04183737933635712,0.17651818692684174,0.17851735651493073
as,0.31749409437179565,0.28440728783607483,0.3596470057964325,0.2286096066236496,-0.05775856226682663,0.03910288214683533,0.24886266887187958,0.006628023460507393,0.23417671024799347,0.27043893933296204
my,0.3588488698005676,0.1651209145784378,0.2537900507450104,0.24335843324661255,0.11324785649776459,-0.0261007659137249,0.26740747690200806,-0.005182634573429823,0.06879216432571411,0.4195883572101593
wife,0.15537087619304657,0.19412116706371307,0.23308776319026947,0.17348603904247284,0.004705954808741808,0.04050786420702934,0.20626090466976166,-0.053916607052087784,0.071131132543087,0.19987250864505768
and,0.31309178471565247,0.2506658732891083,0.34479495882987976,0.16453155875205994,0.06895173341035843,0.036644238978624344,0.19440199434757233,0.021612688899040222,0.24708716571331024,0.20544172823429108
kids,0.2709776759147644,0.193904310464859,0.16802208125591278,0.37791305780410767,0.0726420134305954,-0.1293829381465912,0.20893147587776184,-0.0574054941534996,0.1396285742521286,0.29497838020324707
and,0.31309178471565247,0.2506658732891083,0.34479495882987976,0.16453155875205994,0.06895173341035843,0.036644238978624344,0.19440199434757233,0.021612688899040222,0.24708716571331024,0.20544172823429108
according,0.2776208221912384,0.22832731902599335,0.19118738174438477,0.17095112800598145,-0.0037221983075141907,0.008405309170484543,0.08700381964445114,0.06436512619256973,0.13835811614990234,0.21173474192619324
to,0.455847829580307,0.23523004353046417,0.4452643394470215,0.1762417107820511,0.03782717138528824,0.06720756739377975,0.21771599352359772,-0.009905828163027763,0.3229445815086365,0.29463258385658264
jim,0.17815354466438293,0.15792220830917358,0.11088504642248154,0.2690267860889435,0.03200199455022812,-0.07565624266862869,0.0783798098564148,0.05875936895608902,0.10483383387327194,0.09886423498392105
",",0.3087472915649414,0.28560417890548706,0.3015086054801941,0.2097204476594925,-0.0016132977325469255,0.09681109338998795,0.25964197516441345,-0.037358131259679794,0.25448864698410034,0.31091248989105225
all,0.41981086134910583,0.2920427918434143,0.33943864703178406,0.18112415075302124,0.03181743621826172,0.0555710643529892,0.16251063346862793,-0.05933554098010063,0.31533852219581604,0.29575422406196594
of,0.33290785551071167,0.2578314542770386,0.2513895630836487,0.14607268571853638,-0.03817026689648628,0.06780257821083069,0.23987232148647308,0.13035868108272552,0.2215006798505783,0.1826142966747284
which,0.5261979103088379,0.242343008518219,0.2750149369239807,0.1991286277770996,0.03856118768453598,0.05178012326359749,0.22292566299438477,-0.03332270681858063,0.31110426783561707,0.25814583897590637
managed,0.1400795578956604,0.1975180208683014,0.31631556153297424,0.056083835661411285,-0.056825872510671616,-0.029761487618088722,0.1605706810951233,-0.04498051106929779,0.17685028910636902,0.1315973401069641
to,0.455847829580307,0.23523004353046417,0.4452643394470215,0.1762417107820511,0.03782717138528824,0.06720756739377975,0.21771599352359772,-0.009905828163027763,0.3229445815086365,0.29463258385658264
help,0.3728281855583191,0.12805280089378357,0.35430794954299927,0.10666012763977051,0.01472728792577982,0.03754311054944992,0.19027066230773926,-0.037916842848062515,0.2503265142440796,0.28403452038764954
abc,0.1317344456911087,0.2373921275138855,0.13353709876537323,1.0000001192092896,0.06670809537172318,-0.04806871339678764,0.20804943144321442,-0.05768610164523125,0.16926881670951843,0.19065172970294952
stay,0.30565327405929565,0.22471846640110016,0.2606133222579956,0.11596246063709259,0.017655545845627785,-0.027252953499555588,0.17831134796142578,-0.0063467854633927345,0.2828902304172516,0.22141321003437042
ahead,0.2410549521446228,0.1417311131954193,0.2808329164981842,0.07904794067144394,0.006113677751272917,0.09693964570760727,0.24896632134914398,-0.004838692490011454,0.19114014506340027,0.2496778815984726
of,0.33290785551071167,0.2578314542770386,0.2513895630836487,0.14607268571853638,-0.03817026689648628,0.06780257821083069,0.23987232148647308,0.13035868108272552,0.2215006798505783,0.1826142966747284
the,0.42745697498321533,0.3609684407711029,0.34736719727516174,0.2068762183189392,-0.01540423184633255,0.029072100296616554,0.28913572430610657,0.041273195296525955,0.39658910036087036,0.22068053483963013
competition,0.18313148617744446,0.27299433946609497,0.1774688959121704,0.16764429211616516,0.04565756022930145,0.017966635525226593,0.1712459772825241,-0.06682099401950836,0.12579122185707092,0.1394461691379547
in,0.30808621644973755,0.3359307050704956,0.2593238651752472,0.1697147786617279,-0.037580832839012146,0.04765888676047325,0.2538115680217743,0.07432962208986282,0.28539085388183594,0.20430970191955566
the,0.42745697498321533,0.3609684407711029,0.34736719727516174,0.2068762183189392,-0.01540423184633255,0.029072100296616554,0.28913572430610657,0.041273195296525955,0.39658910036087036,0.22068053483963013
ratings,0.19882218539714813,0.21106885373592377,0.22082966566085815,0.2876999080181122,0.11937817931175232,0.04379674792289734,0.17740312218666077,-0.08857711404561996,0.2266886830329895,0.19248855113983154
in,0.30808621644973755,0.3359307050704956,0.2593238651752472,0.1697147786617279,-0.037580832839012146,0.04765888676047325,0.2538115680217743,0.07432962208986282,0.28539085388183594,0.20430970191955566
spite,0.21531596779823303,0.16098344326019287,0.3877200484275818,0.11174105852842331,0.04518602043390274,0.016358550637960434,0.1340630054473877,-0.05642514303326607,0.13794469833374023,0.1537058800458908
of,0.33290785551071167,0.2578314542770386,0.2513895630836487,0.14607268571853638,-0.03817026689648628,0.06780257821083069,0.23987232148647308,0.13035868108272552,0.2215006798505783,0.1826142966747284
the,0.42745697498321533,0.3609684407711029,0.34736719727516174,0.2068762183189392,-0.01540423184633255,0.029072100296616554,0.28913572430610657,0.041273195296525955,0.39658910036087036,0.22068053483963013
later,0.2517229914665222,0.27576395869255066,0.38386887311935425,0.20194683969020844,0.05591587722301483,-0.017956512048840523,0.16650769114494324,-0.019435737282037735,0.256742924451828,0.1417175978422165
departure,0.2173941284418106,0.23324140906333923,0.18361756205558777,0.21423403918743134,-0.0172578077763319,0.000672072172164917,0.14295458793640137,-4.7506069677183405e-05,0.21255400776863098,0.09800856560468674
of,0.33290785551071167,0.2578314542770386,0.2513895630836487,0.14607268571853638,-0.03817026689648628,0.06780257821083069,0.23987232148647308,0.13035868108272552,0.2215006798505783,0.1826142966747284
millionaire,0.20887447893619537,0.19962263107299805,0.16146524250507355,0.2397671937942505,0.05900312587618828,-0.01520981453359127,0.18575479090213776,0.04452797770500183,0.10473623126745224,0.24294789135456085
.,0.3567904531955719,0.32538118958473206,0.35288307070732117,0.2567209303379059,-0.003708066651597619,0.05720457062125206,0.3540515899658203,-0.07181349396705627,0.26526886224746704,0.4130953550338745
