,which,carolina,panthers,wide,receiver,suffered,a,torn,acl,before,the,season,began,?
seventh,0.22439445555210114,0.16935549676418304,0.23150372505187988,0.021605627611279488,0.1154334619641304,0.25597819685935974,0.2745407223701477,0.19439050555229187,0.1335618942975998,0.29722023010253906,0.36732497811317444,0.25105464458465576,0.20366723835468292,0.10981480032205582
team,0.17144864797592163,0.14482109248638153,0.333659291267395,0.08190646767616272,0.26599493622779846,0.10149199515581131,0.19125498831272125,0.10052528232336044,0.18752607703208923,0.19962456822395325,0.22564226388931274,0.3451383709907532,0.10451414436101913,0.11243411153554916
to,0.5345056653022766,0.23296888172626495,0.2185782641172409,0.27017152309417725,0.25238820910453796,0.15722067654132843,0.45503583550453186,0.18432354927062988,0.1536690592765808,0.4190867841243744,0.535392165184021,0.22382742166519165,0.2731419503688812,0.29463258385658264
win,0.16484159231185913,0.16034352779388428,0.2894786596298218,0.1582016944885254,0.3182125687599182,0.2278812825679779,0.2358047515153885,0.1819431632757187,0.2536435127258301,0.19812476634979248,0.28308698534965515,0.2685241401195526,0.1735551506280899,0.1873117983341217
at,0.3286694884300232,0.2052631825208664,0.21283596754074097,0.1889733225107193,0.20387621223926544,0.23065312206745148,0.3095070421695709,0.16373781859874725,0.19286185503005981,0.36107107996940613,0.457212895154953,0.18120098114013672,0.2547261416912079,0.21978627145290375
least,0.38271406292915344,0.11534178256988525,0.17517921328544617,0.19653448462486267,0.053946603089571,0.18222618103027344,0.3442045748233795,0.14718393981456757,0.175352081656456,0.33476588129997253,0.3428877890110016,0.19100981950759888,0.14195340871810913,0.28866854310035706
15,-0.08059433102607727,-0.0020914659835398197,0.16927485167980194,-0.05618598312139511,-0.03222621977329254,0.08994538336992264,-0.052463941276073456,0.10450245440006256,0.01729806512594223,0.06528489291667938,-0.011810222640633583,0.058130551129579544,0.05973435193300247,-0.010706285014748573
regular,0.35800397396087646,0.14601212739944458,0.2117871195077896,0.225326806306839,0.20337006449699402,0.15956899523735046,0.313107967376709,0.16226182878017426,0.1781291514635086,0.2358778715133667,0.3214086890220642,0.4002528786659241,0.21140921115875244,0.18334713578224182
season,0.20103639364242554,0.2196287363767624,0.3867887854576111,0.1078408807516098,0.21946853399276733,0.21271176636219025,0.1855505406856537,0.19888190925121307,0.3185107111930847,0.2670373320579529,0.2507155239582062,1.0,0.2107011079788208,0.16793298721313477
games,0.2158995121717453,0.18658822774887085,0.38664546608924866,0.12222672998905182,0.18216568231582642,0.17956574261188507,0.19753754138946533,0.13313107192516327,0.17497782409191132,0.24718880653381348,0.2676136791706085,0.34330427646636963,0.15069563686847687,0.1360001415014267
since,0.3523256182670593,0.1732138842344284,0.12518474459648132,0.15343783795833588,0.10437017679214478,0.2589896619319916,0.3303585946559906,0.2488325834274292,0.13187256455421448,0.4754606783390045,0.4054957628250122,0.25668418407440186,0.30789849162101746,0.2876587212085724
the,0.6521818041801453,0.24749229848384857,0.2602776288986206,0.28078147768974304,0.21850530803203583,0.2558774948120117,0.5829201340675354,0.270181804895401,0.23845629394054413,0.45900648832321167,1.0,0.2507155239582062,0.3059147596359253,0.22068053483963013
league,0.22541923820972443,0.16983580589294434,0.38784167170524597,0.1351335346698761,0.2915164530277252,0.1443963199853897,0.17562834918498993,0.16590970754623413,0.28258001804351807,0.20857034623622894,0.2724147439002991,0.41418924927711487,0.10534469038248062,0.15941482782363892
expanded,0.2827520966529846,0.09606634825468063,0.130808487534523,0.25466039776802063,0.10027385503053665,0.15182778239250183,0.20242644846439362,0.24909637868404388,0.11250704526901245,0.23022542893886566,0.3258892893791199,0.1161201074719429,0.22012755274772644,0.2124357968568802
to,0.5345056653022766,0.23296888172626495,0.2185782641172409,0.27017152309417725,0.25238820910453796,0.15722067654132843,0.45503583550453186,0.18432354927062988,0.1536690592765808,0.4190867841243744,0.535392165184021,0.22382742166519165,0.2731419503688812,0.29463258385658264
a,0.56894451379776,0.1979188621044159,0.2255268394947052,0.301088809967041,0.2591530680656433,0.2735525667667389,1.0,0.2563896179199219,0.20035260915756226,0.3583870828151703,0.5829201340675354,0.1855505406856537,0.21651826798915863,0.23916715383529663
16-game,0.2934814691543579,0.2132527232170105,0.29366227984428406,0.1707233339548111,0.2289649397134781,0.14695298671722412,0.3130919337272644,0.18544206023216248,0.21018554270267487,0.26131612062454224,0.3390442430973053,0.31891191005706787,0.14147019386291504,0.26639387011528015
schedule,0.2934156060218811,0.06613580137491226,0.20437495410442352,0.10768990963697433,0.13377876579761505,0.14774289727210999,0.20767942070960999,0.07272236794233322,0.1437089592218399,0.2487773895263672,0.21986375749111176,0.29308274388313293,0.28168776631355286,0.16743622720241547
in,0.4840516746044159,0.2380082756280899,0.2115829735994339,0.22946839034557343,0.16248875856399536,0.277639776468277,0.539380669593811,0.24918708205223083,0.15011103451251984,0.4155850410461426,0.6662389636039734,0.2184021919965744,0.34154343605041504,0.20430970191955566
1978,0.0774756446480751,0.03599119186401367,-0.01030989084392786,0.03252603858709335,0.022349907085299492,0.03568919375538826,0.07501233369112015,0.021628757938742638,0.06135963648557663,0.07003534585237503,0.1314823180437088,0.08949889242649078,0.10806786268949509,0.06364871561527252
.,0.45942068099975586,0.2702518403530121,0.23446570336818695,0.2710442841053009,0.23982074856758118,0.14637410640716553,0.50484299659729,0.2621116638183594,0.23204316198825836,0.36693984270095825,0.5934505462646484,0.24674734473228455,0.19236212968826294,0.4130953550338745
