,which,smartphone,customers,were,the,only,people,who,could,stream,the,game,on,their,phones,?
only,0.5654799342155457,0.2735521197319031,0.25098717212677,0.34466472268104553,0.5497692227363586,1.0,0.32472479343414307,0.4202229380607605,0.4374507963657379,0.20634180307388306,0.5497692227363586,0.2288096845149994,0.38586410880088806,0.374733567237854,0.3062189817428589,0.2767370045185089
provided,0.26667746901512146,0.21365727484226227,0.28032565116882324,0.23583292961120605,0.304488867521286,0.33241546154022217,0.11998306959867477,0.18789203464984894,0.34931424260139465,0.1834273636341095,0.304488867521286,0.16750991344451904,0.24629086256027222,0.2698320150375366,0.22746437788009644,0.16893617808818817
to,0.5345056653022766,0.24273492395877838,0.3428913950920105,0.31913647055625916,0.535392165184021,0.5096819996833801,0.37275731563568115,0.42656609416007996,0.5461788773536682,0.2466391623020172,0.535392165184021,0.2540906071662903,0.41031414270401,0.44619059562683105,0.2380242794752121,0.29463258385658264
verizon,0.23696771264076233,0.4314710795879364,0.4136163592338562,0.17193268239498138,0.25158894062042236,0.21507270634174347,0.18438167870044708,0.16132478415966034,0.2110619693994522,0.23847942054271698,0.25158894062042236,0.23836243152618408,0.27186712622642517,0.18617357313632965,0.3730786442756653,0.17554552853107452
wireless,0.31771835684776306,0.5769455432891846,0.36041244864463806,0.16222113370895386,0.2474355399608612,0.26584863662719727,0.19303420186042786,0.20816148817539215,0.18679805099964142,0.24458177387714386,0.2474355399608612,0.3200130760669708,0.23828737437725067,0.15725412964820862,0.5513677597045898,0.08461163192987442
customers,0.24059362709522247,0.44451040029525757,1.0,0.25617995858192444,0.18648205697536469,0.25098717212677,0.33156079053878784,0.2715907692909241,0.28008168935775757,0.14929962158203125,0.18648205697536469,0.20146805047988892,0.18067432940006256,0.36871853470802307,0.43885791301727295,0.203953355550766
via,0.2865810990333557,0.2792855203151703,0.16003625094890594,0.11589916050434113,0.23979412019252777,0.29833564162254333,0.1498737633228302,0.12545354664325714,0.18436478078365326,0.32058706879615784,0.23979412019252777,0.11397305876016617,0.29968157410621643,0.0970168262720108,0.2387612760066986,0.19443516433238983
the,0.6521818041801453,0.1866784542798996,0.18648205697536469,0.3906462490558624,1.0,0.5497692227363586,0.36838498711586,0.3733934462070465,0.35393214225769043,0.2507912814617157,1.0,0.285271555185318,0.5107308030128479,0.516537070274353,0.19289788603782654,0.22068053483963013
nfl,0.1353975087404251,0.23652340471744537,0.20511570572853088,0.12345176935195923,0.15305201709270477,0.17798107862472534,0.0641818717122078,0.13425186276435852,0.10604840517044067,0.14925768971443176,0.15305201709270477,0.3143478333950043,0.18523651361465454,0.14959773421287537,0.2016931176185608,0.10610254108905792
mobile,0.26005467772483826,0.5191925764083862,0.27586305141448975,0.1336328089237213,0.22962960600852966,0.2616855502128601,0.17888836562633514,0.13817812502384186,0.21915091574192047,0.12349716573953629,0.22962960600852966,0.24308064579963684,0.2281070202589035,0.1784258335828781,0.6548705101013184,0.15319456160068512
service,0.25458550453186035,0.30527377128601074,0.3561539351940155,0.15802285075187683,0.22661015391349792,0.22657595574855804,0.19679485261440277,0.21098247170448303,0.18462923169136047,0.1854102462530136,0.22661015391349792,0.18696928024291992,0.21384719014167786,0.1622014343738556,0.26155591011047363,0.1676298975944519
.,0.45942068099975586,0.23095698654651642,0.1883411705493927,0.3378238379955292,0.5934505462646484,0.49507418274879456,0.33118996024131775,0.3541337847709656,0.3200591504573822,0.2079722285270691,0.5934505462646484,0.2581658959388733,0.49257001280784607,0.34427863359451294,0.22880391776561737,0.4130953550338745
