,how,many,factors,of,health,and,social,problems,did,wilkinson,and,pickett,identify,?
nine,0.1557593196630478,0.3415135145187378,0.13331060111522675,0.29486238956451416,0.1968674212694168,0.3451005816459656,0.09882020950317383,0.15628787875175476,0.16091835498809814,0.2263912707567215,0.3451005816459656,0.17780114710330963,0.1954929232597351,0.13964155316352844
factors,0.2858751714229584,0.32235896587371826,0.9999998807907104,0.30045145750045776,0.3263867497444153,0.2477942556142807,0.23937837779521942,0.43909165263175964,0.17898888885974884,0.15566739439964294,0.2477942556142807,0.13374634087085724,0.24841883778572083,0.2019491046667099
",",0.22659391164779663,0.40610817074775696,0.20595882833003998,0.4946078956127167,0.2331448197364807,0.6633074283599854,0.2674078345298767,0.2596952021121979,0.3015086054801941,0.34057655930519104,0.6633074283599854,0.2721730172634125,0.1614028364419937,0.31091248989105225
authors,0.1367211639881134,0.23873990774154663,0.2894490659236908,0.19112128019332886,0.1403706669807434,0.2311880737543106,0.14100231230258942,0.1349322348833084,0.1709192842245102,0.11473674327135086,0.2311880737543106,0.16062557697296143,0.25538578629493713,0.19121912121772766
richard,0.18155698478221893,0.1515733003616333,0.02313409559428692,0.2227524220943451,0.10134519636631012,0.22443673014640808,0.05272114649415016,0.09825029969215393,0.17407897114753723,0.3072867691516876,0.22443673014640808,0.32225584983825684,0.11409032344818115,0.15003317594528198
wilkinson,0.23855720460414886,0.21986247599124908,0.15566739439964294,0.21511130034923553,0.2323635369539261,0.32041966915130615,0.1871601790189743,0.1660344898700714,0.1924467235803604,1.0000001192092896,0.32041966915130615,0.3709461987018585,0.20473530888557434,0.16808927059173584
and,0.33647966384887695,0.5296266674995422,0.2477942556142807,0.5116966962814331,0.3215619623661041,1.0,0.38231831789016724,0.285793662071228,0.34479495882987976,0.32041966915130615,1.0,0.24974514544010162,0.2600044310092926,0.20544172823429108
kate,0.17900043725967407,0.13364018499851227,0.05968720093369484,0.08729267120361328,0.09731198847293854,0.2076733410358429,0.1802108734846115,0.12195709347724915,0.16479019820690155,0.3141983449459076,0.2076733410358429,0.278277724981308,0.2038961499929428,0.13810789585113525
pickett,0.19589558243751526,0.18032687902450562,0.13374634087085724,0.17273010313510895,0.1474691778421402,0.24974514544010162,0.10927283763885498,0.1314532458782196,0.2032918483018875,0.3709461987018585,0.24974514544010162,0.9999998807907104,0.18396492302417755,0.19584017992019653
found,0.12975606322288513,0.27700337767601013,0.13512994349002838,0.2982911467552185,0.16176854074001312,0.27978911995887756,0.17261944711208344,0.1616072952747345,0.15878844261169434,0.20864316821098328,0.27978911995887756,0.07716769725084305,0.29438844323158264,0.16790300607681274
health,0.24691897630691528,0.2277422696352005,0.3263867497444153,0.28076469898223877,1.0000001192092896,0.3215619623661041,0.3956437110900879,0.40322181582450867,0.21597589552402496,0.2323635369539261,0.3215619623661041,0.1474691778421402,0.20547914505004883,0.16094304621219635
and,0.33647966384887695,0.5296266674995422,0.2477942556142807,0.5116966962814331,0.3215619623661041,1.0,0.38231831789016724,0.285793662071228,0.34479495882987976,0.32041966915130615,1.0,0.24974514544010162,0.2600044310092926,0.20544172823429108
social,0.2205141931772232,0.2721116840839386,0.23937837779521942,0.2605111300945282,0.3956437110900879,0.38231831789016724,1.0,0.24665296077728271,0.1977856606245041,0.1871601790189743,0.38231831789016724,0.10927283763885498,0.18205462396144867,0.1615191102027893
problems,0.37939780950546265,0.33828115463256836,0.43909165263175964,0.2450421154499054,0.40322181582450867,0.285793662071228,0.24665296077728271,1.0,0.2553269863128662,0.1660344898700714,0.285793662071228,0.1314532458782196,0.20285017788410187,0.2638136148452759
``,-0.01591024175286293,0.012824942357838154,0.17154639959335327,0.06780257821083069,0.003065527183935046,0.036644238978624344,0.0685405433177948,0.07921574264764786,-0.029888948425650597,-0.03806747868657112,0.036644238978624344,-0.016437623649835587,0.09565182030200958,0.0685480609536171
more,0.4319567084312439,0.48608261346817017,0.3159894049167633,0.30478984117507935,0.2228650152683258,0.39880692958831787,0.21873395144939423,0.3108620345592499,0.2803135812282562,0.1937500238418579,0.39880692958831787,0.17013640701770782,0.3175554871559143,0.27894994616508484
common,0.17140580713748932,0.3503221273422241,0.2310592383146286,0.2949881851673126,0.1459171622991562,0.229714497923851,0.1517033725976944,0.23478636145591736,0.12848728895187378,0.1376989185810089,0.229714497923851,0.16504384577274323,0.24071642756462097,0.20434872806072235
in,0.2601168751716614,0.41474202275276184,0.19490711390972137,0.5696388483047485,0.2500189542770386,0.4954058527946472,0.23382627964019775,0.21061907708644867,0.2593238651752472,0.2663007378578186,0.4954058527946472,0.15635621547698975,0.1658037155866623,0.20430970191955566
countries,0.22695748507976532,0.4298940598964691,0.31382352113723755,0.2800094783306122,0.25483372807502747,0.37200918793678284,0.24800002574920654,0.2361592799425125,0.2888847887516022,0.0318184532225132,0.37200918793678284,0.07149326056241989,0.18726873397827148,0.15128466486930847
with,0.3525622487068176,0.35744401812553406,0.18700295686721802,0.41827285289764404,0.21318627893924713,0.5477725267410278,0.20528239011764526,0.3139011859893799,0.25472134351730347,0.2344539612531662,0.5477725267410278,0.1623300164937973,0.30236154794692993,0.2433311939239502
bigger,0.22102540731430054,0.3334599733352661,0.2209755778312683,0.3085831105709076,0.1478417068719864,0.3198147416114807,0.13503839075565338,0.263405978679657,0.2163727730512619,0.17203904688358307,0.3198147416114807,0.16195306181907654,0.17122237384319305,0.16528849303722382
income,0.24416807293891907,0.22169648110866547,0.29602232575416565,0.2581324577331543,0.33056288957595825,0.2518245577812195,0.23773884773254395,0.21276745200157166,0.20239697396755219,0.11566745489835739,0.2518245577812195,0.15803110599517822,0.2079182118177414,0.14935168623924255
inequalities,0.3045893609523773,0.3142266869544983,0.49736833572387695,0.27897384762763977,0.30945318937301636,0.2735365331172943,0.3978012204170227,0.43437227606773376,0.21601365506649017,0.19762298464775085,0.2735365331172943,0.16070576012134552,0.23279228806495667,0.19635117053985596
'',-0.0029843549709767103,-0.016843097284436226,0.030209749937057495,0.13035868108272552,-0.002438992029055953,0.021612688899040222,0.01732291281223297,0.003717846004292369,0.01978493109345436,-0.04737384244799614,0.021612688899040222,-0.031203698366880417,0.09505373239517212,0.018684765323996544
",",0.22659391164779663,0.40610817074775696,0.20595882833003998,0.4946078956127167,0.2331448197364807,0.6633074283599854,0.2674078345298767,0.2596952021121979,0.3015086054801941,0.34057655930519104,0.6633074283599854,0.2721730172634125,0.1614028364419937,0.31091248989105225
and,0.33647966384887695,0.5296266674995422,0.2477942556142807,0.5116966962814331,0.3215619623661041,1.0,0.38231831789016724,0.285793662071228,0.34479495882987976,0.32041966915130615,1.0,0.24974514544010162,0.2600044310092926,0.20544172823429108
more,0.4319567084312439,0.48608261346817017,0.3159894049167633,0.30478984117507935,0.2228650152683258,0.39880692958831787,0.21873395144939423,0.3108620345592499,0.2803135812282562,0.1937500238418579,0.39880692958831787,0.17013640701770782,0.3175554871559143,0.27894994616508484
common,0.17140580713748932,0.3503221273422241,0.2310592383146286,0.2949881851673126,0.1459171622991562,0.229714497923851,0.1517033725976944,0.23478636145591736,0.12848728895187378,0.1376989185810089,0.229714497923851,0.16504384577274323,0.24071642756462097,0.20434872806072235
among,0.24921207129955292,0.4631800651550293,0.26927709579467773,0.3679063022136688,0.1879897564649582,0.39211368560791016,0.3091006875038147,0.2574266791343689,0.2415449470281601,0.19658342003822327,0.39211368560791016,0.1284899115562439,0.2885724902153015,0.14343059062957764
states,0.20841296017169952,0.29976361989974976,0.21220515668392181,0.30884552001953125,0.24974636733531952,0.2974761426448822,0.1574816107749939,0.178767591714859,0.21754568815231323,0.18785932660102844,0.2974761426448822,0.23922733962535858,0.20449402928352356,0.16272737085819244
in,0.2601168751716614,0.41474202275276184,0.19490711390972137,0.5696388483047485,0.2500189542770386,0.4954058527946472,0.23382627964019775,0.21061907708644867,0.2593238651752472,0.2663007378578186,0.4954058527946472,0.15635621547698975,0.1658037155866623,0.20430970191955566
the,0.33890387415885925,0.4335206151008606,0.2769666314125061,0.733189046382904,0.2340974360704422,0.5171257257461548,0.21797899901866913,0.2659202516078949,0.34736719727516174,0.21124061942100525,0.5171257257461548,0.23088346421718597,0.2653810381889343,0.22068053483963013
us,0.2815901041030884,0.2307271808385849,0.1626492142677307,0.23568789660930634,0.17097721993923187,0.25715014338493347,0.12494571506977081,0.14903272688388824,0.23250600695610046,0.11953876167535782,0.25715014338493347,0.2330053150653839,0.14251823723316193,0.2742428481578827
with,0.3525622487068176,0.35744401812553406,0.18700295686721802,0.41827285289764404,0.21318627893924713,0.5477725267410278,0.20528239011764526,0.3139011859893799,0.25472134351730347,0.2344539612531662,0.5477725267410278,0.1623300164937973,0.30236154794692993,0.2433311939239502
larger,0.23193183541297913,0.2907698154449463,0.2211882472038269,0.32469573616981506,0.054273370653390884,0.34781917929649353,0.17217935621738434,0.16658766567707062,0.17694389820098877,0.1654323786497116,0.34781917929649353,0.18768154084682465,0.23999762535095215,0.1602165699005127
income,0.24416807293891907,0.22169648110866547,0.29602232575416565,0.2581324577331543,0.33056288957595825,0.2518245577812195,0.23773884773254395,0.21276745200157166,0.20239697396755219,0.11566745489835739,0.2518245577812195,0.15803110599517822,0.2079182118177414,0.14935168623924255
inequalities,0.3045893609523773,0.3142266869544983,0.49736833572387695,0.27897384762763977,0.30945318937301636,0.2735365331172943,0.3978012204170227,0.43437227606773376,0.21601365506649017,0.19762298464775085,0.2735365331172943,0.16070576012134552,0.23279228806495667,0.19635117053985596
.,0.3287222981452942,0.3974229395389557,0.21191899478435516,0.5352458953857422,0.25832483172416687,0.588965117931366,0.2614770531654358,0.2602308988571167,0.35288307070732117,0.305820494890213,0.588965117931366,0.25186431407928467,0.2023741602897644,0.4130953550338745
