,what,is,the,title,for,a,seminary,graduate,who,serves,a,two-three-year,term,in,full-time,appointment,after,being,commissioned,?
or,0.33867141604423523,0.41870999336242676,0.4174870550632477,0.19265349209308624,0.4111599624156952,0.48853766918182373,0.1010873094201088,0.12645001709461212,0.31144875288009644,0.22351416945457458,0.48853766918182373,0.28413277864456177,0.34949591755867004,0.3586423695087433,0.24932032823562622,0.1877116858959198,0.2693394720554352,0.3904624283313751,0.17563746869564056,0.32389625906944275
``,0.008517155423760414,0.058766357600688934,0.029072100296616554,0.02549407258629799,0.01270448137074709,0.07272057235240936,0.0656917616724968,0.009000440128147602,0.02397952415049076,0.07424002140760422,0.07272057235240936,0.20263737440109253,0.11803510040044785,0.04765888676047325,0.0329725556075573,0.06505896896123886,0.040442656725645065,0.0027407517191022635,-0.03756143897771835,0.0685480609536171
provisional,0.1830057054758072,0.15504229068756104,0.28786423802375793,0.17004281282424927,0.2626315653324127,0.2264648973941803,0.2565882205963135,0.14560651779174805,0.1897742748260498,0.10776270925998688,0.2264648973941803,0.31277355551719666,0.18106688559055328,0.21454453468322754,0.20511919260025024,0.34092798829078674,0.2503902316093445,0.23389680683612823,0.32231152057647705,0.11487715691328049
deacon,0.18630772829055786,0.17186632752418518,0.20322346687316895,0.1974940001964569,0.20276455581188202,0.2198643535375595,0.34038472175598145,0.26987600326538086,0.3450450003147125,0.2220778912305832,0.2198643535375595,0.32092171907424927,0.16248130798339844,0.1634988784790039,0.29086118936538696,0.3766849935054779,0.2119232714176178,0.23755547404289246,0.35346803069114685,0.15454089641571045
'',0.08143015950918198,0.0793738141655922,0.041273195296525955,0.05258110910654068,-0.04479556903243065,0.04890415817499161,-0.028027892112731934,0.05237257853150368,0.024401003494858742,0.08059635758399963,0.04890415817499161,-0.035386744886636734,0.13619764149188995,0.07432962208986282,-0.07559231668710709,-0.006116515025496483,-0.08605624735355377,-0.015289289876818657,0.05347238853573799,0.018684765323996544
for,0.3017193675041199,0.43268078565597534,0.4739971458911896,0.2096623331308365,0.9999999403953552,0.44038116931915283,0.14866109192371368,0.18703565001487732,0.37110671401023865,0.3172421455383301,0.44038116931915283,0.29995837807655334,0.2766548991203308,0.4322226941585541,0.4070794880390167,0.26162248849868774,0.3650246858596802,0.41687241196632385,0.23078955709934235,0.264628142118454
those,0.44466671347618103,0.2352088838815689,0.42861196398735046,0.15495280921459198,0.3446582555770874,0.24251152575016022,0.1989278644323349,0.19892728328704834,0.44778117537498474,0.1499580591917038,0.24251152575016022,0.31815284490585327,0.241348996758461,0.3419301211833954,0.2543353736400604,0.2206314653158188,0.2409856766462326,0.4007330536842346,0.21810749173164368,0.3328189253807068
who,0.40942975878715515,0.24293622374534607,0.3733934462070465,0.18150031566619873,0.37110671401023865,0.36608949303627014,0.1845640242099762,0.21463854610919952,0.9999998807907104,0.1898333877325058,0.36608949303627014,0.24962131679058075,0.19649659097194672,0.2792111933231354,0.30980023741722107,0.26856571435928345,0.32549580931663513,0.44037187099456787,0.21646440029144287,0.26220351457595825
seek,0.23056937754154205,0.14621992409229279,0.24523614346981049,0.1376647800207138,0.2794013023376465,0.24095171689987183,0.17769989371299744,0.1887841820716858,0.29546961188316345,0.17289988696575165,0.24095171689987183,0.23273368179798126,0.3132641911506653,0.1813114583492279,0.27465736865997314,0.29522573947906494,0.2149759978055954,0.2256172001361847,0.12684215605258942,0.18530094623565674
to,0.455847829580307,0.42745086550712585,0.535392165184021,0.24913249909877777,0.4451248347759247,0.45503583550453186,0.21910998225212097,0.22082558274269104,0.42656609416007996,0.27723458409309387,0.45503583550453186,0.3037269711494446,0.3310292959213257,0.45010748505592346,0.3979185223579407,0.24941734969615936,0.37890323996543884,0.4514104127883911,0.23057107627391815,0.29463258385658264
be,0.3929833769798279,0.4819129705429077,0.4248143136501312,0.2216247171163559,0.3801851272583008,0.39883795380592346,0.11498520523309708,0.11696750670671463,0.3371641933917999,0.2277926355600357,0.39883795380592346,0.2806290090084076,0.2703228294849396,0.3481820821762085,0.34142136573791504,0.16607241332530975,0.32360681891441345,0.5586286783218384,0.18844634294509888,0.3324260413646698
ordained,0.17727525532245636,0.18988816440105438,0.20148134231567383,0.22597406804561615,0.1616830676794052,0.20081542432308197,0.5211108326911926,0.2796623706817627,0.2565222978591919,0.2541210651397705,0.20081542432308197,0.30066415667533875,0.1929892599582672,0.2727404534816742,0.23770664632320404,0.48782312870025635,0.2642631232738495,0.22925938665866852,0.3550017476081848,0.2412128895521164
in,0.30808621644973755,0.5394441485404968,0.6662389636039734,0.2263992726802826,0.4322226941585541,0.539380669593811,0.30546894669532776,0.2576194703578949,0.2792111933231354,0.2791841924190521,0.539380669593811,0.32746073603630066,0.27866655588150024,1.0,0.2711765170097351,0.20805789530277252,0.44050168991088867,0.33162933588027954,0.2544098198413849,0.20430970191955566
the,0.42745697498321533,0.5823672413825989,1.0,0.27465343475341797,0.4739971458911896,0.5829201340675354,0.24656996130943298,0.1983441710472107,0.3733934462070465,0.3302452266216278,0.5829201340675354,0.36784714460372925,0.2740369141101837,0.6662389636039734,0.32999011874198914,0.27414143085479736,0.4565047025680542,0.419739305973053,0.2864282727241516,0.22068053483963013
respective,0.29216688871383667,0.19384396076202393,0.3637433648109436,0.21754762530326843,0.34873059391975403,0.23026332259178162,0.15555886924266815,0.20601853728294373,0.26903626322746277,0.17895974218845367,0.23026332259178162,0.3239494264125824,0.20340126752853394,0.2688440978527069,0.3255651593208313,0.2414371222257614,0.21357709169387817,0.3520751893520355,0.2041247934103012,0.2512778639793396
orders,0.1898462176322937,0.09346234053373337,0.26927345991134644,0.15709973871707916,0.11300233006477356,0.1862567514181137,0.1461184173822403,0.1394166201353073,0.22359956800937653,0.11299596726894379,0.1862567514181137,0.2867288887500763,0.11813216656446457,0.20494955778121948,0.1330661028623581,0.24172420799732208,0.20406779646873474,0.2125256508588791,0.19291649758815765,0.18005457520484924
.,0.3567904531955719,0.4569662809371948,0.5934505462646484,0.26782113313674927,0.4726039469242096,0.50484299659729,0.23294614255428314,0.22357110679149628,0.3541337847709656,0.20502176880836487,0.50484299659729,0.39701592922210693,0.18456575274467468,0.5591574311256409,0.36889058351516724,0.24278326332569122,0.35870397090911865,0.35574623942375183,0.243389293551445,0.4130953550338745
