,what,is,the,nickname,for,the,``,millennial,northern,hemisphere,temperature,reconstruction,'',graph,?
reconstruction,0.22496719658374786,0.1812308430671692,0.32034212350845337,0.13343596458435059,0.20098422467708588,0.32034212350845337,-0.03536171838641167,0.3260490298271179,0.2446863204240799,0.24254855513572693,0.09737630933523178,1.0,0.009135350584983826,0.24534845352172852,0.13694316148757935
'',0.08143015950918198,0.0793738141655922,0.041273195296525955,-0.010328101925551891,-0.04479556903243065,0.041273195296525955,-0.09173435717821121,0.004906277637928724,-0.00325992819853127,-0.013914857991039753,-0.012803425081074238,0.009135350584983826,1.0,0.09174125641584396,0.018684765323996544
based,0.274813175201416,0.3248139023780823,0.29860720038414,0.10562997311353683,0.2761107087135315,0.29860720038414,-0.05678893253207207,0.18873918056488037,0.0922129899263382,0.08348624408245087,0.12090952694416046,0.1731971651315689,0.08127152919769287,0.23571859300136566,0.134929820895195
on,0.34226128458976746,0.3635730445384979,0.5107308030128479,0.060533732175827026,0.36199691891670227,0.5107308030128479,-0.03274054825305939,0.2171631008386612,0.1784326285123825,0.256923109292984,0.2164885550737381,0.20713630318641663,0.04238596186041832,0.2519398033618927,0.2714994251728058
a,0.3320399522781372,0.658733606338501,0.5829201340675354,0.26108431816101074,0.44038116931915283,0.5829201340675354,0.07272057235240936,0.2664129137992859,0.22329643368721008,0.20307886600494385,0.2321433275938034,0.2340194433927536,0.04890415817499161,0.2952152192592621,0.23916715383529663
1999,0.09112130105495453,-0.0019369778456166387,0.06755080074071884,-0.05415251478552818,-0.05938625708222389,0.06755080074071884,-0.00891428254544735,0.03747672215104103,0.1237243115901947,0.1416347324848175,0.052080944180488586,0.032723911106586456,0.05106012523174286,0.07344698160886765,0.05416720360517502
paper,0.21202662587165833,0.20328976213932037,0.2077420949935913,0.14724120497703552,0.22010697424411774,0.2077420949935913,-0.00819169171154499,0.19984330236911774,0.0531652495265007,0.11637958884239197,0.21489009261131287,0.2150297909975052,0.048351090401411057,0.30146703124046326,0.12693770229816437
by,0.2455483376979828,0.3899846076965332,0.4408751428127289,0.17565250396728516,0.3248702883720398,0.4408751428127289,-0.030704375356435776,0.1941961795091629,0.15989580750465393,0.14348028600215912,0.15203699469566345,0.1603986918926239,-0.010275691747665405,0.18581947684288025,0.17966607213020325
michael,0.12049687653779984,0.1714853197336197,0.21768254041671753,0.12623608112335205,0.15234217047691345,0.21768254041671753,-0.01925450749695301,0.10382921993732452,0.13382817804813385,0.06161775439977646,0.06356775015592575,0.08524847775697708,0.008236967958509922,0.16614165902137756,0.0667748749256134
e.,0.05773794278502464,-0.027958322316408157,0.04129594564437866,0.006435259710997343,0.04695102199912071,0.04129594564437866,-0.05336301401257515,-0.0014539540279656649,0.0346931591629982,0.0531703419983387,-0.03334261104464531,0.09192214161157608,-0.12448649853467941,0.09925935417413712,0.04848470166325569
mann,0.18591351807117462,0.13421370089054108,0.24622340500354767,0.1642540842294693,0.1937328577041626,0.24622340500354767,-0.03694453835487366,0.23634666204452515,0.27051496505737305,0.11354049295186996,0.14268043637275696,0.1779293566942215,-0.06099822372198105,0.20214524865150452,0.1585768312215805
",",0.3087472915649414,0.4691906273365021,0.4933079481124878,0.1957998126745224,0.4464869201183319,0.4933079481124878,0.09681109338998795,0.2631746828556061,0.29473260045051575,0.25009313225746155,0.2439086139202118,0.24031616747379303,-0.037358131259679794,0.21839329600334167,0.31091248989105225
raymond,0.12816627323627472,0.14546002447605133,0.18966493010520935,0.0958118662238121,0.16116847097873688,0.18966493010520935,0.022215671837329865,0.09691392630338669,0.07242990285158157,0.021703394129872322,0.12404556572437286,0.1074494868516922,-0.013948239386081696,0.06763222813606262,0.09700554609298706
s.,0.027025721967220306,-0.06830571591854095,-0.04539619758725166,0.10062669217586517,0.046290744096040726,-0.04539619758725166,0.034315139055252075,-0.19088928401470184,-0.06978170573711395,-0.1534208059310913,-0.060730356723070145,-0.1284738928079605,-0.08669212460517883,0.015880431979894638,0.07581593841314316
bradley,0.16965243220329285,0.14789021015167236,0.21225079894065857,0.10236405581235886,0.18399184942245483,0.21225079894065857,-0.0593874454498291,0.22235633432865143,0.13912765681743622,0.13256724178791046,0.03997628763318062,0.2044546902179718,-0.03866201266646385,0.21652528643608093,0.14008547365665436
and,0.31309178471565247,0.3859752118587494,0.5171257257461548,0.1929931789636612,0.5064792633056641,0.5171257257461548,0.036644238978624344,0.26210686564445496,0.2852024435997009,0.25601619482040405,0.2216416299343109,0.21288913488388062,0.021612688899040222,0.15086640417575836,0.20544172823429108
malcolm,0.19602543115615845,0.13280951976776123,0.22249609231948853,0.054382577538490295,0.2036682665348053,0.22249609231948853,0.03734332695603371,0.15264181792736053,0.11471566557884216,0.07213713228702545,0.05595623701810837,0.12451272457838058,-0.008954877965152264,0.16699305176734924,0.1363493651151657
k.,0.2149118036031723,0.12449722737073898,-0.04743805527687073,0.017008082941174507,0.16370145976543427,-0.04743805527687073,0.08434928953647614,0.04032671079039574,-0.0023292466066777706,0.07831692695617676,0.07602507621049881,-0.04178076982498169,-0.014107992872595787,0.06337937712669373,0.4099535048007965
hughes,0.1980774700641632,0.13423453271389008,0.2516627907752991,0.12426977604627609,0.20105977356433868,0.2516627907752991,0.041732873767614365,0.2225179225206375,0.163086399435997,0.09521983563899994,0.10660386830568314,0.17548689246177673,-0.018347833305597305,0.11313540488481522,0.1937333196401596
(,0.2411840260028839,0.35393038392066956,0.33289089798927307,0.18479742109775543,0.3357032239437103,0.33289089798927307,0.15585018694400787,0.17656046152114868,0.21831387281417847,0.24475286900997162,0.20595431327819824,0.192762553691864,-0.022970275953412056,0.1669061928987503,0.40561532974243164
mbh99,0.07808590680360794,0.0937112346291542,0.13540832698345184,0.18442188203334808,0.11523924767971039,0.13540832698345184,-0.14937153458595276,0.16583696007728577,0.032137833535671234,0.13188442587852478,0.1570265144109726,0.18653157353401184,-0.07464812695980072,0.137247696518898,0.09168721735477448
),0.26259949803352356,0.37732169032096863,0.3456730246543884,0.21224816143512726,0.3639558255672455,0.3456730246543884,0.1698397845029831,0.1471124291419983,0.19624486565589905,0.23663382232189178,0.2232651710510254,0.1923089325428009,-0.028269650414586067,0.17717987298965454,0.42300865054130554
",",0.3087472915649414,0.4691906273365021,0.4933079481124878,0.1957998126745224,0.4464869201183319,0.4933079481124878,0.09681109338998795,0.2631746828556061,0.29473260045051575,0.25009313225746155,0.2439086139202118,0.24031616747379303,-0.037358131259679794,0.21839329600334167,0.31091248989105225
which,0.5261979103088379,0.4457404911518097,0.6521818041801453,0.14653779566287994,0.44095608592033386,0.6521818041801453,0.05178012326359749,0.3207462728023529,0.2470913678407669,0.2741374969482422,0.29479682445526123,0.3072117865085602,-0.03332270681858063,0.28537800908088684,0.25814583897590637
has,0.20338068902492523,0.5668748617172241,0.4177538752555847,0.2405463457107544,0.450642853975296,0.4177538752555847,0.06254398077726364,0.2796068787574768,0.18187843263149261,0.21072019636631012,0.2092798501253128,0.15994593501091003,0.004576915875077248,0.161570206284523,0.15994466841220856
been,0.2567804455757141,0.39566612243652344,0.3563927710056305,0.10416131466627121,0.39068686962127686,0.3563927710056305,0.006640665698796511,0.30099207162857056,0.1896851509809494,0.22305119037628174,0.1488739401102066,0.30551955103874207,-0.031851496547460556,0.15766800940036774,0.24354910850524902
referred,0.16724665462970734,0.3144040107727051,0.3088674545288086,0.3100006580352783,0.21213997900485992,0.3088674545288086,0.017554139718413353,0.2224297970533371,0.1986096352338791,0.21880502998828888,0.100581094622612,0.24510975182056427,0.10532526671886444,0.15927866101264954,0.06677805632352829
to,0.455847829580307,0.42745086550712585,0.535392165184021,0.16497400403022766,0.4451248347759247,0.535392165184021,0.06720756739377975,0.28455451130867004,0.1886475831270218,0.22518083453178406,0.26598888635635376,0.2496781051158905,-0.009905828163027763,0.19438183307647705,0.29463258385658264
as,0.31749409437179565,0.43216490745544434,0.48381632566452026,0.3114950358867645,0.44774648547172546,0.48381632566452026,0.03910288214683533,0.24053241312503815,0.2425830066204071,0.20830599963665009,0.16889309883117676,0.24368667602539062,0.006628023460507393,0.18860995769500732,0.27043893933296204
the,0.42745697498321533,0.5823672413825989,1.0,0.20167101919651031,0.4739971458911896,1.0,0.029072100296616554,0.3342130482196808,0.3422943353652954,0.33851611614227295,0.27585095167160034,0.32034212350845337,0.041273195296525955,0.26083993911743164,0.22068053483963013
``,0.008517155423760414,0.058766357600688934,0.029072100296616554,0.029698669910430908,0.01270448137074709,0.029072100296616554,1.0,-0.06066574528813362,0.06596051156520844,0.08712878078222275,0.12101208418607712,-0.03536171838641167,-0.09173435717821121,0.05664617568254471,0.0685480609536171
hockey,0.20640204846858978,0.18384061753749847,0.24753902852535248,0.2110462337732315,0.17463630437850952,0.24753902852535248,0.04327111691236496,0.19392172992229462,0.18822495639324188,0.210975781083107,0.14931386709213257,0.17072798311710358,-0.011124787852168083,0.13610947132110596,0.15142327547073364
stick,0.32095134258270264,0.23642635345458984,0.18121327459812164,0.1332058310508728,0.17815038561820984,0.18121327459812164,0.07047262042760849,0.22581826150417328,0.10877533257007599,0.2018858939409256,0.13229212164878845,0.1685229241847992,0.04703310877084732,0.2656591832637787,0.23316644132137299
graph,0.2775743007659912,0.2441651076078415,0.26083993911743164,0.04340462386608124,0.16102299094200134,0.26083993911743164,0.05664617568254471,0.25293946266174316,0.16213791072368622,0.28676512837409973,0.2838182747364044,0.24534845352172852,0.09174125641584396,0.9999999403953552,0.20263607800006866
'',0.08143015950918198,0.0793738141655922,0.041273195296525955,-0.010328101925551891,-0.04479556903243065,0.041273195296525955,-0.09173435717821121,0.004906277637928724,-0.00325992819853127,-0.013914857991039753,-0.012803425081074238,0.009135350584983826,1.0,0.09174125641584396,0.018684765323996544
.,0.3567904531955719,0.4569662809371948,0.5934505462646484,0.18442372977733612,0.4726039469242096,0.5934505462646484,0.05720457062125206,0.2192305326461792,0.2815330922603607,0.22292393445968628,0.2795942425727844,0.26780372858047485,-0.07181349396705627,0.2842925190925598,0.4130953550338745
