,when,did,costa,v,enel,take,place,?
milanese,0.1485556662082672,0.15599162876605988,0.2640456557273865,0.14013081789016724,0.3074322044849396,0.11829746514558792,0.11788453906774521,0.16933661699295044
lawyer,0.1925000548362732,0.20493638515472412,0.19588595628738403,0.20063157379627228,0.31401604413986206,0.12137778103351593,0.14019079506397247,0.23041324317455292
",",0.36674630641937256,0.3015086054801941,0.22488754987716675,0.22053663432598114,0.2555016577243805,0.2881867289543152,0.34068408608436584,0.31091248989105225
and,0.4716290831565857,0.34479495882987976,0.22883391380310059,0.19040757417678833,0.28485122323036194,0.296702116727829,0.2813849449157715,0.20544172823429108
former,0.1756535917520523,0.0988369733095169,0.18980637192726135,0.14463679492473602,0.14113345742225647,0.09056903421878815,0.09085440635681152,0.10570605844259262
shareholder,0.18569566309452057,0.1275440901517868,0.21375338733196259,0.134130597114563,0.2594199478626251,0.219267338514328,0.17021618783473969,0.1924872249364853
of,0.3757161796092987,0.2513895630836487,0.24671833217144012,0.1655031144618988,0.3312707543373108,0.29282352328300476,0.2685627043247223,0.1826142966747284
an,0.33026179671287537,0.22598257660865784,0.16208243370056152,0.13768543303012848,0.27771997451782227,0.20120757818222046,0.20706063508987427,0.19793890416622162
energy,0.24666637182235718,0.14123573899269104,0.12468769401311874,0.13299299776554108,0.44734466075897217,0.19583745300769806,0.1969548910856247,0.14860127866268158
company,0.2219121903181076,0.16800642013549805,0.09930088371038437,0.11989524215459824,0.23610736429691315,0.17336603999137878,0.20848074555397034,0.12195809185504913
",",0.36674630641937256,0.3015086054801941,0.22488754987716675,0.22053663432598114,0.2555016577243805,0.2881867289543152,0.34068408608436584,0.31091248989105225
named,0.2802571952342987,0.1507878601551056,0.11463706940412521,0.08800143748521805,0.24776330590248108,0.15068405866622925,0.23380717635154724,0.1297498345375061
mr,0.1720357984304428,0.1890934705734253,0.09486458450555801,0.11449340730905533,0.1351257562637329,0.11114417016506195,0.037768587470054626,0.15658774971961975
costa,0.1418716013431549,0.13265416026115417,1.0000001192092896,0.10257819294929504,0.15852579474449158,0.17359037697315216,0.17114512622356415,0.1834104061126709
refused,0.24253329634666443,0.5581128597259521,0.10086164623498917,0.19259372353553772,0.25732332468032837,0.25093647837638855,0.1572621613740921,0.14580921828746796
to,0.5423505902290344,0.4452643394470215,0.18133358657360077,0.2109750658273697,0.3083740472793579,0.4075521230697632,0.3346366882324219,0.29463258385658264
pay,0.22002696990966797,0.29416757822036743,0.17323222756385803,0.17669576406478882,0.24182811379432678,0.3248782753944397,0.1416134238243103,0.19821009039878845
his,0.37120407819747925,0.3546801507472992,0.173637256026268,0.1461172252893448,0.3060707747936249,0.24483558535575867,0.2274911254644394,0.18075084686279297
electricity,0.3229100704193115,0.22498734295368195,0.11659272015094757,0.20957832038402557,0.32560431957244873,0.18291537463665009,0.2011072188615799,0.17856204509735107
bill,0.2075754553079605,0.1905326098203659,0.11856549233198166,0.17635168135166168,0.17522816359996796,0.15782028436660767,0.03826909139752388,0.12855131924152374
to,0.5423505902290344,0.4452643394470215,0.18133358657360077,0.2109750658273697,0.3083740472793579,0.4075521230697632,0.3346366882324219,0.29463258385658264
enel,0.25629889965057373,0.21207718551158905,0.15852579474449158,0.18415406346321106,1.0000001192092896,0.23330415785312653,0.16879501938819885,0.12787048518657684
",",0.36674630641937256,0.3015086054801941,0.22488754987716675,0.22053663432598114,0.2555016577243805,0.2881867289543152,0.34068408608436584,0.31091248989105225
as,0.4437963366508484,0.3596470057964325,0.20556429028511047,0.10349564254283905,0.2914487421512604,0.26337623596191406,0.24125029146671295,0.27043893933296204
a,0.44397395849227905,0.2552328109741211,0.2119731903076172,0.21861357986927032,0.340326726436615,0.2789212465286255,0.3079278767108917,0.23916715383529663
protest,0.1924060732126236,0.23183682560920715,0.13585057854652405,0.16495884954929352,0.1859511137008667,0.22918623685836792,0.22224152088165283,0.1878921240568161
against,0.32684949040412903,0.22514554858207703,0.1329142451286316,0.19552305340766907,0.19620169699192047,0.24572813510894775,0.20561166107654572,0.18095137178897858
the,0.5091903209686279,0.34736719727516174,0.2266753762960434,0.18580520153045654,0.37260618805885315,0.31620436906814575,0.4179787337779999,0.22068053483963013
nationalisation,0.21937400102615356,0.214163139462471,0.1495274007320404,0.1607241928577423,0.3008246421813965,0.1406063735485077,0.22349081933498383,0.23116526007652283
of,0.3757161796092987,0.2513895630836487,0.24671833217144012,0.1655031144618988,0.3312707543373108,0.29282352328300476,0.2685627043247223,0.1826142966747284
the,0.5091903209686279,0.34736719727516174,0.2266753762960434,0.18580520153045654,0.37260618805885315,0.31620436906814575,0.4179787337779999,0.22068053483963013
italian,0.17401134967803955,0.16107788681983948,0.31354883313179016,0.09236983954906464,0.28652364015579224,0.09435588121414185,0.10570865869522095,0.1156633123755455
energy,0.24666637182235718,0.14123573899269104,0.12468769401311874,0.13299299776554108,0.44734466075897217,0.19583745300769806,0.1969548910856247,0.14860127866268158
corporations,0.16981084644794464,0.17029958963394165,0.1127200573682785,0.14319780468940735,0.24472106993198395,0.19147837162017822,0.1575186550617218,0.16678984463214874
.,0.475719153881073,0.35288307070732117,0.24743148684501648,0.2973858416080475,0.26925408840179443,0.3045158088207245,0.2844318151473999,0.4130953550338745
