,what,was,the,final,score,of,the,afc,championship,game,?
",",0.3087472915649414,0.45456063747406006,0.4933079481124878,0.24864837527275085,0.16025088727474213,0.4946078956127167,0.4933079481124878,0.30482783913612366,0.256124883890152,0.2653886377811432,0.31091248989105225
by,0.2455483376979828,0.4752357602119446,0.4408751428127289,0.1934421956539154,0.19075021147727966,0.3646814823150635,0.4408751428127289,0.0871235653758049,0.18574652075767517,0.21372540295124054,0.17966607213020325
intercepting,0.2151184380054474,0.16712085902690887,0.23398640751838684,0.22297675907611847,0.23166108131408691,0.17757906019687653,0.23398640751838684,0.33752667903900146,0.35089585185050964,0.2920619547367096,0.1177937239408493
a,0.3320399522781372,0.4508470594882965,0.5829201340675354,0.24625235795974731,0.19997252523899078,0.5052502155303955,0.5829201340675354,0.13271647691726685,0.18214380741119385,0.23211604356765747,0.23916715383529663
pass,0.24105259776115417,0.1040167361497879,0.25961899757385254,0.15732483565807343,0.15402163565158844,0.18302802741527557,0.25961899757385254,0.21053078770637512,0.14239217340946198,0.16048191487789154,0.09478675574064255
on,0.34226128458976746,0.3909217119216919,0.5107308030128479,0.20678670704364777,0.1815592646598816,0.3966929316520691,0.5107308030128479,0.17265000939369202,0.16095735132694244,0.22967135906219482,0.2714994251728058
new,0.2130378633737564,0.2748313844203949,0.3845241069793701,0.19231615960597992,0.1504337638616562,0.343457967042923,0.3845241069793701,0.21401186287403107,0.16864041984081268,0.20104768872261047,0.14782847464084625
england,0.21399550139904022,0.2656741440296173,0.28280043601989746,0.19347596168518066,0.15861229598522186,0.24624483287334442,0.28280043601989746,0.28026673197746277,0.19480040669441223,0.23439037799835205,0.13436897099018097
's,0.02692362666130066,0.008974763564765453,-0.01540423184633255,0.03147284314036369,0.06112585589289665,-0.03817026689648628,-0.01540423184633255,-0.07818128913640976,0.005009881220757961,0.07448072731494904,-0.023395681753754616
2-point,0.3616398870944977,0.16213767230510712,0.2521202266216278,0.15956875681877136,0.26211270689964294,0.26897308230400085,0.2521202266216278,0.18501506745815277,0.13201618194580078,0.1634867787361145,0.3058913052082062
conversion,0.21660274267196655,0.12238868325948715,0.2308437079191208,0.1914304941892624,0.1410120725631714,0.20104190707206726,0.2308437079191208,0.1120326817035675,0.16072490811347961,0.16785351932048798,0.1924358606338501
attempt,0.2411041408777237,0.2327374517917633,0.2614527940750122,0.15033504366874695,0.1256648749113083,0.21525268256664276,0.2614527940750122,0.10011870414018631,0.18116438388824463,0.19536855816841125,0.16559520363807678
with,0.2464839518070221,0.27411898970603943,0.4223487675189972,0.21215812861919403,0.1785384863615036,0.41827285289764404,0.4223487675189972,0.1709529012441635,0.21191054582595825,0.19394829869270325,0.2433311939239502
17,0.1129629984498024,0.06704052537679672,0.10537172853946686,0.10555095225572586,0.13757649064064026,0.12138522416353226,0.10537172853946686,0.18683677911758423,0.198648601770401,0.06002664938569069,0.17603135108947754
seconds,0.18972116708755493,0.1993371546268463,0.1997634470462799,0.32915517687797546,0.26482635736465454,0.13684065639972687,0.1997634470462799,0.2205982357263565,0.2885448932647705,0.275033175945282,0.20335537195205688
left,0.2442072629928589,0.21956826746463776,0.33113980293273926,0.19053258001804352,0.12552513182163239,0.2218635529279709,0.33113980293273926,0.07834911346435547,0.12941879034042358,0.12498873472213745,0.13251960277557373
on,0.34226128458976746,0.3909217119216919,0.5107308030128479,0.20678670704364777,0.1815592646598816,0.3966929316520691,0.5107308030128479,0.17265000939369202,0.16095735132694244,0.22967135906219482,0.2714994251728058
the,0.42745697498321533,0.48711544275283813,1.0,0.3543182611465454,0.2042495757341385,0.733189046382904,1.0,0.25863510370254517,0.2540402412414551,0.285271555185318,0.22068053483963013
clock,0.23404870927333832,0.135147824883461,0.25408005714416504,0.20374225080013275,0.12401607632637024,0.19902075827121735,0.25408005714416504,0.0518224835395813,0.1545504629611969,0.20158430933952332,0.15814508497714996
.,0.3567904531955719,0.40146201848983765,0.5934505462646484,0.24325628578662872,0.17928162217140198,0.5352458953857422,0.5934505462646484,0.28921979665756226,0.23509643971920013,0.2581658959388733,0.4130953550338745
