,what,is,a,protein,that,is,closely,intertwined,with,circadian,rhythms,?
shown,0.2601207196712494,0.2509501576423645,0.2581788897514343,0.17913447320461273,0.3633551597595215,0.2509501576423645,0.19015437364578247,0.33824366331100464,0.2707523703575134,0.20842061936855316,0.1327228546142578,0.2433658242225647
to,0.455847829580307,0.42745086550712585,0.45503583550453186,0.18705467879772186,0.5436353087425232,0.42745086550712585,0.34768539667129517,0.31149181723594666,0.4239959120750427,0.28773829340934753,0.16856932640075684,0.29463258385658264
be,0.3929833769798279,0.4819129705429077,0.39883795380592346,0.27038121223449707,0.6036020517349243,0.4819129705429077,0.27273544669151306,0.3570981025695801,0.36101722717285156,0.3056333363056183,0.2149740606546402,0.3324260413646698
closely,0.24221673607826233,0.23299719393253326,0.18793180584907532,0.24387171864509583,0.3023269474506378,0.23299719393253326,1.0000001192092896,0.35911568999290466,0.30844801664352417,0.23396994173526764,0.23958060145378113,0.08341413736343384
intertwined,0.3472363352775574,0.3069470226764679,0.36584973335266113,0.29636603593826294,0.4149489104747772,0.3069470226764679,0.35911568999290466,1.0000001192092896,0.3887811303138733,0.43134650588035583,0.41356730461120605,0.26563137769699097
with,0.2464839518070221,0.3250955045223236,0.3783375024795532,0.23903673887252808,0.4154358208179474,0.3250955045223236,0.30844801664352417,0.3887811303138733,0.9999999403953552,0.2620144784450531,0.2488728165626526,0.2433311939239502
both,0.3361809551715851,0.31409940123558044,0.3171786069869995,0.2315022200345993,0.4532228112220764,0.31409940123558044,0.2420523464679718,0.3682681620121002,0.4766458570957184,0.2468712478876114,0.18395516276359558,0.19455738365650177
t-cell,0.23781754076480865,0.12826094031333923,0.2623685896396637,0.3569217026233673,0.2928447723388672,0.12826094031333923,0.12829139828681946,0.21271975338459015,0.20146258175373077,0.24643251299858093,0.15162578225135803,0.2173434942960739
differentiation,0.3201747536659241,0.25669628381729126,0.2718757092952728,0.41219189763069153,0.3426690995693207,0.25669628381729126,0.24105660617351532,0.4714646339416504,0.19106470048427582,0.40382906794548035,0.30147072672843933,0.22217005491256714
and,0.31309178471565247,0.3859752118587494,0.3739250600337982,0.2513568103313446,0.4731321930885315,0.3859752118587494,0.29668989777565,0.35871368646621704,0.5477725267410278,0.31355956196784973,0.27311471104621887,0.20544172823429108
our,0.3871900141239166,0.21384528279304504,0.23281335830688477,0.18989597260951996,0.3767656981945038,0.21384528279304504,0.0952150821685791,0.27725252509117126,0.1942424178123474,0.243012934923172,0.21318307518959045,0.2894428074359894
circadian,0.3420102894306183,0.23878374695777893,0.2362029105424881,0.2888314127922058,0.35435429215431213,0.23878374695777893,0.23396994173526764,0.43134650588035583,0.2620144784450531,0.9999998807907104,0.49845272302627563,0.18100199103355408
rhythms,0.2231750786304474,0.17337186634540558,0.21012794971466064,0.1835300177335739,0.2904922068119049,0.17337186634540558,0.23958060145378113,0.41356730461120605,0.2488728165626526,0.49845272302627563,1.0000001192092896,0.12498904764652252
",",0.3087472915649414,0.4691906273365021,0.427140474319458,0.19672410190105438,0.4137537479400635,0.4691906273365021,0.24965941905975342,0.33409374952316284,0.4120737314224243,0.24315546452999115,0.24559620022773743,0.31091248989105225
can,0.34502777457237244,0.44256699085235596,0.3915780484676361,0.2810310125350952,0.4522190988063812,0.44256699085235596,0.20527610182762146,0.3334437310695648,0.3572797477245331,0.3336363136768341,0.20093169808387756,0.3226337134838104
be,0.3929833769798279,0.4819129705429077,0.39883795380592346,0.27038121223449707,0.6036020517349243,0.4819129705429077,0.27273544669151306,0.3570981025695801,0.36101722717285156,0.3056333363056183,0.2149740606546402,0.3324260413646698
affected,0.2881362736225128,0.1918252855539322,0.22631970047950745,0.21989697217941284,0.35536494851112366,0.1918252855539322,0.2134067714214325,0.31750795245170593,0.3476172387599945,0.32879069447517395,0.23566165566444397,0.21614891290664673
through,0.23167094588279724,0.27805060148239136,0.3399752974510193,0.19644057750701904,0.3152649402618408,0.27805060148239136,0.10568741708993912,0.2597319781780243,0.26801666617393494,0.20781758427619934,0.17985345423221588,0.16913433372974396
the,0.42745697498321533,0.5823672413825989,0.5829201340675354,0.22310464084148407,0.5473989248275757,0.5823672413825989,0.2750711441040039,0.38594576716423035,0.4223487675189972,0.3031189441680908,0.23964014649391174,0.22068053483963013
disturbance,0.27971792221069336,0.20943288505077362,0.2831096947193146,0.1785513013601303,0.30072519183158875,0.20943288505077362,0.20489875972270966,0.32407745718955994,0.21099619567394257,0.40475547313690186,0.2813574969768524,0.12488951534032822
of,0.33290785551071167,0.4854315221309662,0.5052502155303955,0.24403050541877747,0.41498205065727234,0.4854315221309662,0.21746549010276794,0.363722562789917,0.41827285289764404,0.2876878082752228,0.23665685951709747,0.1826142966747284
natural,0.15666867792606354,0.24589021503925323,0.19475746154785156,0.21565528213977814,0.23673862218856812,0.24589021503925323,0.07385677844285965,0.282514750957489,0.09072273224592209,0.2474406212568283,0.21904832124710083,0.16155436635017395
light,0.22953972220420837,0.2457275241613388,0.2622554302215576,0.23646531999111176,0.28159382939338684,0.2457275241613388,0.1295395791530609,0.25455620884895325,0.20245222747325897,0.21106189489364624,0.10892395675182343,0.17429810762405396
and,0.31309178471565247,0.3859752118587494,0.3739250600337982,0.2513568103313446,0.4731321930885315,0.3859752118587494,0.29668989777565,0.35871368646621704,0.5477725267410278,0.31355956196784973,0.27311471104621887,0.20544172823429108
dark,0.2004920244216919,0.20557492971420288,0.23787176609039307,0.2049056738615036,0.24870313704013824,0.20557492971420288,0.19142264127731323,0.32507458329200745,0.25584572553634644,0.2657429873943329,0.1464654952287674,0.1327134519815445
cycles,0.22229748964309692,0.18264725804328918,0.226085364818573,0.3111070394515991,0.28841379284858704,0.18264725804328918,0.1699574738740921,0.33770740032196045,0.21968509256839752,0.4361875653266907,0.40726354718208313,0.10661901533603668
through,0.23167094588279724,0.27805060148239136,0.3399752974510193,0.19644057750701904,0.3152649402618408,0.27805060148239136,0.10568741708993912,0.2597319781780243,0.26801666617393494,0.20781758427619934,0.17985345423221588,0.16913433372974396
instances,0.37020906805992126,0.25202253460884094,0.3550227880477905,0.22760650515556335,0.4536515772342682,0.25202253460884094,0.17056743800640106,0.38421565294265747,0.31131184101104736,0.25702449679374695,0.24548272788524628,0.3098512887954712
of,0.33290785551071167,0.4854315221309662,0.5052502155303955,0.24403050541877747,0.41498205065727234,0.4854315221309662,0.21746549010276794,0.363722562789917,0.41827285289764404,0.2876878082752228,0.23665685951709747,0.1826142966747284
sleep,0.21082337200641632,0.14102518558502197,0.1731252670288086,0.13332083821296692,0.22555981576442719,0.14102518558502197,0.14545764029026031,0.37828829884529114,0.1967238336801529,0.4303501546382904,0.3357429802417755,0.20425266027450562
deprivation,0.22857558727264404,0.25300711393356323,0.26385948061943054,0.3622581362724304,0.2872733473777771,0.25300711393356323,0.1224830150604248,0.40588805079460144,0.24233053624629974,0.446207731962204,0.2935630679130554,0.1423202008008957
",",0.3087472915649414,0.4691906273365021,0.427140474319458,0.19672410190105438,0.4137537479400635,0.4691906273365021,0.24965941905975342,0.33409374952316284,0.4120737314224243,0.24315546452999115,0.24559620022773743,0.31091248989105225
shift,0.3028343617916107,0.1446281522512436,0.18296891450881958,0.13285697996616364,0.22266706824302673,0.1446281522512436,0.15592050552368164,0.26083463430404663,0.15137404203414917,0.3252032697200775,0.2864917814731598,0.1848975419998169
work,0.3762225806713104,0.22475390136241913,0.266241192817688,0.2851124703884125,0.34257015585899353,0.22475390136241913,0.1960090845823288,0.3274310529232025,0.2649822533130646,0.28903236985206604,0.2358618527650833,0.2621155381202698
",",0.3087472915649414,0.4691906273365021,0.427140474319458,0.19672410190105438,0.4137537479400635,0.4691906273365021,0.24965941905975342,0.33409374952316284,0.4120737314224243,0.24315546452999115,0.24559620022773743,0.31091248989105225
etc,0.2803364396095276,0.1353025883436203,0.18482376635074615,0.1798987239599228,0.2764754593372345,0.1353025883436203,0.19489027559757233,0.20913340151309967,0.2842464745044708,0.1615297645330429,0.17585116624832153,0.38010111451148987
.,0.3567904531955719,0.4569662809371948,0.50484299659729,0.24917416274547577,0.4460422694683075,0.4569662809371948,0.16596785187721252,0.3295193910598755,0.4446153938770294,0.2166609913110733,0.17245909571647644,0.4130953550338745
