,what,appears,to,be,used,exclusively,in,newcastle,and,surrounding,areas,?
in,0.30808621644973755,0.2565433084964752,0.45010748505592346,0.3481820821762085,0.3090210556983948,0.23381662368774414,1.0,0.19270820915699005,0.4954058527946472,0.3548126816749573,0.33029478788375854,0.20430970191955566
newcastle,0.16276082396507263,0.10347240418195724,0.23559264838695526,0.15002311766147614,0.15575248003005981,0.11200381070375443,0.19270820915699005,1.0000001192092896,0.20204751193523407,0.21553559601306915,0.1562691181898117,0.0902252271771431
and,0.31309178471565247,0.24003387987613678,0.48971283435821533,0.41766801476478577,0.3150506615638733,0.29048579931259155,0.4954058527946472,0.20204751193523407,1.0,0.330792099237442,0.40107932686805725,0.20544172823429108
the,0.42745697498321533,0.3605367839336395,0.535392165184021,0.4248143136501312,0.3718377649784088,0.3155750334262848,0.6662389636039734,0.2253497689962387,0.5171257257461548,0.37289485335350037,0.3311663568019867,0.22068053483963013
surrounding,0.2419222742319107,0.15483906865119934,0.29437771439552307,0.23079825937747955,0.19045507907867432,0.20074713230133057,0.3548126816749573,0.21553559601306915,0.330792099237442,1.0,0.4998030364513397,0.05288729816675186
area,0.21965408325195312,0.11180181056261063,0.2797197997570038,0.20397496223449707,0.2307427078485489,0.13213932514190674,0.33632898330688477,0.18503880500793457,0.3044000566005707,0.5064348578453064,0.6056747436523438,0.12640461325645447
",",0.3087472915649414,0.27400943636894226,0.44245919585227966,0.39254459738731384,0.3120402991771698,0.2359321564435959,0.5201468467712402,0.251589834690094,0.6633074283599854,0.26042264699935913,0.2789289653301239,0.31091248989105225
such,0.23989605903625488,0.27405908703804016,0.2871878743171692,0.5239806771278381,0.4262988865375519,0.2563125789165497,0.2704046070575714,0.13593998551368713,0.44540345668792725,0.24394574761390686,0.314820796251297,0.17851735651493073
as,0.31749409437179565,0.31381309032440186,0.42092081904411316,0.5230465531349182,0.35160550475120544,0.3014242947101593,0.3887844979763031,0.21526619791984558,0.49487000703811646,0.2259271889925003,0.24697712063789368,0.27043893933296204
``,0.008517155423760414,-0.07374291867017746,0.06720756739377975,0.07670000940561295,0.08103004097938538,-0.03172356262803078,0.04765888676047325,0.025922706350684166,0.036644238978624344,0.06084218621253967,0.06787070631980896,0.0685480609536171
canny,0.23507548868656158,0.2790911793708801,0.20718491077423096,0.21160195767879486,0.2413259893655777,0.2666068971157074,0.23880252242088318,0.1893041878938675,0.2445915788412094,0.10112261772155762,0.11696456372737885,0.21121251583099365
'',0.08143015950918198,0.08596348017454147,-0.009905828163027763,0.08835477381944656,0.050410956144332886,0.08037906885147095,0.07432962208986282,-0.0023020231164991856,0.021612688899040222,0.0062334551475942135,0.04147288575768471,0.018684765323996544
(,0.2411840260028839,0.22700390219688416,0.30882009863853455,0.2349044382572174,0.19005385041236877,0.06971553713083267,0.3087427020072937,0.13896974921226501,0.4862271547317505,0.09211333096027374,0.19302652776241302,0.40561532974243164
a,0.3320399522781372,0.34673067927360535,0.45503583550453186,0.39883795380592346,0.3864384889602661,0.22076930105686188,0.539380669593811,0.21405641734600067,0.3739250600337982,0.24113072454929352,0.24730755388736725,0.23916715383529663
versatile,0.2270461618900299,0.21934224665164948,0.19734825193881989,0.2664559483528137,0.27497830986976624,0.3213346302509308,0.16915862262248993,0.16236768662929535,0.28526070713996887,0.18660585582256317,0.20251423120498657,0.20499899983406067
word,0.30982115864753723,0.2764641344547272,0.2865414023399353,0.27129513025283813,0.42108669877052307,0.22827042639255524,0.19815877079963684,0.10254917293787003,0.20273149013519287,0.17428410053253174,0.1601165533065796,0.19046713411808014
meaning,0.24135559797286987,0.24846197664737701,0.24619491398334503,0.2869851291179657,0.36533409357070923,0.22471177577972412,0.2137773334980011,0.11518334597349167,0.20612139999866486,0.20490165054798126,0.16364562511444092,0.20420892536640167
``,0.008517155423760414,-0.07374291867017746,0.06720756739377975,0.07670000940561295,0.08103004097938538,-0.03172356262803078,0.04765888676047325,0.025922706350684166,0.036644238978624344,0.06084218621253967,0.06787070631980896,0.0685480609536171
good,0.3916934132575989,0.1842660903930664,0.30719634890556335,0.3490540385246277,0.26788651943206787,0.14755083620548248,0.2152448445558548,0.15614882111549377,0.3426591157913208,0.14648526906967163,0.11505838483572006,0.3187684714794159
'',0.08143015950918198,0.08596348017454147,-0.009905828163027763,0.08835477381944656,0.050410956144332886,0.08037906885147095,0.07432962208986282,-0.0023020231164991856,0.021612688899040222,0.0062334551475942135,0.04147288575768471,0.018684765323996544
",",0.3087472915649414,0.27400943636894226,0.44245919585227966,0.39254459738731384,0.3120402991771698,0.2359321564435959,0.5201468467712402,0.251589834690094,0.6633074283599854,0.26042264699935913,0.2789289653301239,0.31091248989105225
``,0.008517155423760414,-0.07374291867017746,0.06720756739377975,0.07670000940561295,0.08103004097938538,-0.03172356262803078,0.04765888676047325,0.025922706350684166,0.036644238978624344,0.06084218621253967,0.06787070631980896,0.0685480609536171
nice,0.31001901626586914,0.21259629726409912,0.29025769233703613,0.34207916259765625,0.15968742966651917,0.07384583353996277,0.27451092004776,0.20959797501564026,0.29075828194618225,0.2440737932920456,0.16235406696796417,0.26011520624160767
'',0.08143015950918198,0.08596348017454147,-0.009905828163027763,0.08835477381944656,0.050410956144332886,0.08037906885147095,0.07432962208986282,-0.0023020231164991856,0.021612688899040222,0.0062334551475942135,0.04147288575768471,0.018684765323996544
or,0.33867141604423523,0.2511136531829834,0.38921234011650085,0.5260903835296631,0.4951852560043335,0.2708505392074585,0.3586423695087433,0.1669546514749527,0.4713204801082611,0.2893688380718231,0.3565015196800232,0.32389625906944275
``,0.008517155423760414,-0.07374291867017746,0.06720756739377975,0.07670000940561295,0.08103004097938538,-0.03172356262803078,0.04765888676047325,0.025922706350684166,0.036644238978624344,0.06084218621253967,0.06787070631980896,0.0685480609536171
very,0.37053924798965454,0.2591571509838104,0.3902553617954254,0.4292002320289612,0.36569854617118835,0.19687476754188538,0.3209688663482666,0.12876668572425842,0.4546867609024048,0.3004653751850128,0.3280986249446869,0.20864155888557434
'',0.08143015950918198,0.08596348017454147,-0.009905828163027763,0.08835477381944656,0.050410956144332886,0.08037906885147095,0.07432962208986282,-0.0023020231164991856,0.021612688899040222,0.0062334551475942135,0.04147288575768471,0.018684765323996544
