,what,did,the,license,to,build,this,type,of,car,expire,in,2011,?
the,0.42745697498321533,0.34736719727516174,1.0,0.1774267554283142,0.535392165184021,0.2602573335170746,0.6274310946464539,0.21819381415843964,0.733189046382904,0.19754165410995483,0.2778683006763458,0.6662389636039734,0.07811610400676727,0.22068053483963013
license,0.2059483528137207,0.2565965950489044,0.1774267554283142,1.0,0.24317960441112518,0.12797516584396362,0.22086027264595032,0.17696413397789001,0.1283414661884308,0.23509706556797028,0.35899069905281067,0.15557733178138733,0.010888294316828251,0.20579127967357635
for,0.3017193675041199,0.318512886762619,0.4739971458911896,0.19358643889427185,0.4451248347759247,0.24264922738075256,0.5082864165306091,0.20848464965820312,0.4185989499092102,0.17186157405376434,0.3042025864124298,0.4322226941585541,0.10438573360443115,0.264628142118454
the,0.42745697498321533,0.34736719727516174,1.0,0.1774267554283142,0.535392165184021,0.2602573335170746,0.6274310946464539,0.21819381415843964,0.733189046382904,0.19754165410995483,0.2778683006763458,0.6662389636039734,0.07811610400676727,0.22068053483963013
production,0.16636081039905548,0.1752309501171112,0.2657334506511688,0.17176787555217743,0.2144220918416977,0.19550690054893494,0.29359349608421326,0.13184167444705963,0.1928233802318573,0.20519916713237762,0.18927067518234253,0.22079120576381683,0.08101334422826767,0.19318072497844696
of,0.33290785551071167,0.2513895630836487,0.733189046382904,0.1283414661884308,0.41548454761505127,0.22630037367343903,0.45148900151252747,0.18112817406654358,1.0,0.1781313419342041,0.16875793039798737,0.5696388483047485,0.09709474444389343,0.1826142966747284
the,0.42745697498321533,0.34736719727516174,1.0,0.1774267554283142,0.535392165184021,0.2602573335170746,0.6274310946464539,0.21819381415843964,0.733189046382904,0.19754165410995483,0.2778683006763458,0.6662389636039734,0.07811610400676727,0.22068053483963013
aveo,0.1543923318386078,0.0824507400393486,0.2452358454465866,0.22008204460144043,0.2210971713066101,0.2148330807685852,0.23020796477794647,0.19201551377773285,0.1872210055589676,0.2830537259578705,0.12291523814201355,0.21192730963230133,0.04318207874894142,0.1795371174812317
expired,0.19969679415225983,0.2535422444343567,0.26217955350875854,0.3084879517555237,0.3069126605987549,0.19042500853538513,0.3240934908390045,0.07952576875686646,0.16303057968616486,0.176364004611969,0.8999870419502258,0.16136841475963593,0.010854154825210571,0.22768248617649078
in,0.30808621644973755,0.2593238651752472,0.6662389636039734,0.15557733178138733,0.45010748505592346,0.26063278317451477,0.45205554366111755,0.20604541897773743,0.5696388483047485,0.22567488253116608,0.17287667095661163,1.0,0.08290185779333115,0.20430970191955566
february,0.1913013905286789,0.25426602363586426,0.26483774185180664,0.13771435618400574,0.20325583219528198,0.13511386513710022,0.257377564907074,0.05446082353591919,0.20366249978542328,0.13714784383773804,0.3175486624240875,0.2990526556968689,-0.041422635316848755,0.29594847559928894
2011,0.04286744073033333,-0.03760814294219017,0.07811610400676727,0.010888294316828251,0.03410811722278595,0.08000366389751434,0.0691872388124466,0.09249930828809738,0.09709474444389343,-0.03295155614614487,0.020403390750288963,0.08290185779333115,1.0,0.005212190095335245
and,0.31309178471565247,0.34479495882987976,0.5171257257461548,0.17496050894260406,0.48971283435821533,0.27539998292922974,0.42353692650794983,0.16898801922798157,0.5116966962814331,0.19568514823913574,0.20547935366630554,0.4954058527946472,0.0998905599117279,0.20544172823429108
has,0.20338068902492523,0.2124989777803421,0.4177538752555847,0.10120516270399094,0.3619994819164276,0.2289673238992691,0.4198763072490692,0.1795734018087387,0.3909035325050354,0.16813571751117706,0.18758031725883484,0.4173259735107422,0.037375278770923615,0.15994466841220856
since,0.29783400893211365,0.27613121271133423,0.4054957628250122,0.17568159103393555,0.3733763098716736,0.1667102724313736,0.36720824241638184,0.17056550085544586,0.35513219237327576,0.2342481017112732,0.30718180537223816,0.4325680434703827,0.0386914424598217,0.2876587212085724
not,0.5449194312095642,0.6481515765190125,0.4310511648654938,0.28584742546081543,0.5149973034858704,0.2529595196247101,0.557635486125946,0.2697264850139618,0.3307090103626251,0.20513930916786194,0.31423330307006836,0.3403114080429077,0.0744374468922615,0.41942933201789856
been,0.2567804455757141,0.2835664749145508,0.3563927710056305,0.1671428084373474,0.34945759177207947,0.21744780242443085,0.3736515939235687,0.19062602519989014,0.31685134768486023,0.1932159811258316,0.23058491945266724,0.3515113592147827,0.036697834730148315,0.24354910850524902
renewed,0.17414875328540802,0.21804755926132202,0.3146619200706482,0.16354770958423615,0.2594389319419861,0.2548777461051941,0.2799050211906433,0.0662035197019577,0.2304973006248474,0.1409473866224289,0.35414353013038635,0.23410382866859436,-0.04232379049062729,0.1604815125465393
.,0.3567904531955719,0.35288307070732117,0.5934505462646484,0.19337931275367737,0.4645031690597534,0.275961309671402,0.500583827495575,0.23195341229438782,0.5352458953857422,0.2388465255498886,0.21515992283821106,0.5591574311256409,0.10024500638246536,0.4130953550338745
