,who,lost,to,the,broncos,in,the,afc,championship,?
the,0.3733934462070465,0.3376973867416382,0.535392165184021,1.0,0.25985947251319885,0.6662389636039734,1.0,0.25863510370254517,0.2540402412414551,0.22068053483963013
new,0.2378052920103073,0.21479268372058868,0.33159172534942627,0.3845241069793701,0.2461613565683365,0.3758552670478821,0.3845241069793701,0.21401186287403107,0.16864041984081268,0.14782847464084625
england,0.23733465373516083,0.16037917137145996,0.27769553661346436,0.28280043601989746,0.24413880705833435,0.33311840891838074,0.28280043601989746,0.28026673197746277,0.19480040669441223,0.13436897099018097
patriots,0.19197839498519897,0.22197751700878143,0.17375174164772034,0.2345433384180069,0.4857134521007538,0.22389881312847137,0.2345433384180069,0.3464110493659973,0.2684765160083771,0.11474817991256714
a,0.36608949303627014,0.24504798650741577,0.45503583550453186,0.5829201340675354,0.19771797955036163,0.539380669593811,0.5829201340675354,0.13271647691726685,0.18214380741119385,0.23916715383529663
chance,0.3253352642059326,0.2673789858818054,0.3269282877445221,0.26683303713798523,0.17331574857234955,0.14831462502479553,0.26683303713798523,0.185190349817276,0.21501068770885468,0.274066299200058
to,0.42656609416007996,0.23270919919013977,1.0,0.535392165184021,0.23674264550209045,0.45010748505592346,0.535392165184021,0.18302594125270844,0.18725894391536713,0.29463258385658264
defend,0.2716797888278961,0.31927603483200073,0.35914552211761475,0.2784505784511566,0.18776969611644745,0.25465187430381775,0.2784505784511566,0.19840431213378906,0.23536162078380585,0.21878457069396973
their,0.3767721951007843,0.2547711431980133,0.44619059562683105,0.516537070274353,0.2565864324569702,0.34976133704185486,0.516537070274353,0.13482747972011566,0.12631161510944366,0.1898253709077835
title,0.18150031566619873,0.24474579095840454,0.24913249909877777,0.27465343475341797,0.20769044756889343,0.2263992726802826,0.27465343475341797,0.2193080484867096,0.2913929522037506,0.34551161527633667
from,0.27839982509613037,0.257583886384964,0.4069952368736267,0.40150508284568787,0.21041777729988098,0.4274188280105591,0.40150508284568787,0.13748395442962646,0.15355956554412842,0.19969791173934937
super,0.1819351613521576,0.19755052030086517,0.17783479392528534,0.21959073841571808,0.36141330003738403,0.18576006591320038,0.21959073841571808,0.37206512689590454,0.28836938738822937,0.166326642036438
bowl,0.09189514070749283,0.20279569923877716,0.16993016004562378,0.21576224267482758,0.4351775348186493,0.17236235737800598,0.21576224267482758,0.41199249029159546,0.3428266644477844,0.21118052303791046
xlix,0.14243003726005554,0.2571689784526825,0.19751311838626862,0.28379157185554504,0.4259836971759796,0.264173686504364,0.28379157185554504,0.40457528829574585,0.39353930950164795,0.2639070451259613
by,0.39727845788002014,0.2040068507194519,0.33534231781959534,0.4408751428127289,0.11333504319190979,0.370934396982193,0.4408751428127289,0.0871235653758049,0.18574652075767517,0.17966607213020325
defeating,0.22841358184814453,0.5052948594093323,0.22420017421245575,0.31832075119018555,0.3432357609272003,0.25722265243530273,0.31832075119018555,0.3278405964374542,0.43557143211364746,0.15296590328216553
them,0.5243523120880127,0.24758267402648926,0.5916602611541748,0.4788833558559418,0.21801872551441193,0.29119014739990234,0.4788833558559418,0.13120247423648834,0.14212070405483246,0.35435691475868225
20–18,0.20716576278209686,0.12671039998531342,0.18741266429424286,0.07738925516605377,-0.010921397246420383,0.1783762127161026,0.07738925516605377,-0.008962220512330532,0.05231450870633125,0.10603919625282288
in,0.2792111933231354,0.3167656362056732,0.45010748505592346,0.6662389636039734,0.20316283404827118,1.0,0.6662389636039734,0.20746317505836487,0.20047812163829803,0.20430970191955566
the,0.3733934462070465,0.3376973867416382,0.535392165184021,1.0,0.25985947251319885,0.6662389636039734,1.0,0.25863510370254517,0.2540402412414551,0.22068053483963013
afc,0.13655321300029755,0.16016243398189545,0.18302594125270844,0.25863510370254517,0.4436691403388977,0.20746317505836487,0.25863510370254517,1.0,0.41897451877593994,0.2026895433664322
championship,0.15638136863708496,0.2882636785507202,0.18725894391536713,0.2540402412414551,0.38168099522590637,0.20047812163829803,0.2540402412414551,0.41897451877593994,1.0000001192092896,0.1390383541584015
game,0.2523840069770813,0.18611027300357819,0.2540906071662903,0.285271555185318,0.32325026392936707,0.23986028134822845,0.285271555185318,0.2785787284374237,0.24432945251464844,0.1829071193933487
.,0.3541337847709656,0.2800092399120331,0.4645031690597534,0.5934505462646484,0.2612393796443939,0.5591574311256409,0.5934505462646484,0.28921979665756226,0.23509643971920013,0.4130953550338745
