,who,was,the,mvp,of,super,bowl,i,and,ii,?
mvp,0.15547040104866028,0.23143374919891357,0.19830666482448578,0.9999998807907104,0.16760475933551788,0.3814384639263153,0.5169888734817505,0.23060163855552673,0.16702094674110413,0.16465602815151215,0.19954749941825867
of,0.2827862501144409,0.4069072902202606,0.733189046382904,0.16760475933551788,1.0,0.14718765020370483,0.2243070751428604,0.25849398970603943,0.5116966962814331,0.2844806909561157,0.1826142966747284
super,0.1819351613521576,0.21420986950397491,0.21959073841571808,0.3814384639263153,0.14718765020370483,1.0000001192092896,0.4848237931728363,0.1390690803527832,0.18368244171142578,0.14591240882873535,0.166326642036438
bowl,0.09189514070749283,0.21915455162525177,0.21576224267482758,0.5169888734817505,0.2243070751428604,0.4848237931728363,1.0,0.13425463438034058,0.1698254644870758,0.142541766166687,0.21118052303791046
v,0.06742344051599503,0.16128918528556824,0.18580520153045654,0.16715121269226074,0.1655031144618988,0.12199956178665161,0.17199891805648804,0.2959514260292053,0.19040757417678833,0.31702449917793274,0.28677162528038025
),0.2457384318113327,0.3267642855644226,0.3456730246543884,0.23705145716667175,0.3680361211299896,0.1971341073513031,0.16361013054847717,0.3128665089607239,0.4961937665939331,0.22346186637878418,0.42300865054130554
appeared,0.22738154232501984,0.35842156410217285,0.30265679955482483,0.18005269765853882,0.24007049202919006,0.23804286122322083,0.1632842868566513,0.12691399455070496,0.2529698610305786,0.13902217149734497,0.1384376585483551
via,0.12545354664325714,0.1762484461069107,0.23979412019252777,0.12894853949546814,0.1293322592973709,0.15354342758655548,0.11781672388315201,0.17901913821697235,0.20018906891345978,0.0027220547199249268,0.19443516433238983
video,0.24429279565811157,0.2250826209783554,0.2506899833679199,0.17074552178382874,0.20452004671096802,0.23280853033065796,0.11146090924739838,0.18417683243751526,0.22093096375465393,0.15960147976875305,0.22771678864955902
",",0.3365725874900818,0.45456063747406006,0.4933079481124878,0.2245774120092392,0.4946078956127167,0.22322475910186768,0.1810409277677536,0.3467482030391693,0.6633074283599854,0.27159881591796875,0.31091248989105225
while,0.4068111777305603,0.3253832161426544,0.39804592728614807,0.05988391861319542,0.3366928696632385,0.20227555930614471,0.15627816319465637,0.28890591859817505,0.45699796080589294,0.18464428186416626,0.21076419949531555
peyton,0.2135157585144043,0.30385082960128784,0.2709864377975464,0.31993234157562256,0.19771021604537964,0.2683632969856262,0.2604644298553467,0.179495170712471,0.27112144231796265,0.1273164600133896,0.17519715428352356
manning,0.33436715602874756,0.2607507109642029,0.27058160305023193,0.3574136793613434,0.20024974644184113,0.30535250902175903,0.32417115569114685,0.19709746539592743,0.2638654112815857,0.14388079941272736,0.15856626629829407
(,0.2443375140428543,0.2980341613292694,0.33289089798927307,0.24375715851783752,0.35032153129577637,0.17553061246871948,0.15949074923992157,0.3179941475391388,0.4862271547317505,0.2315233051776886,0.40561532974243164
mvp,0.15547040104866028,0.23143374919891357,0.19830666482448578,0.9999998807907104,0.16760475933551788,0.3814384639263153,0.5169888734817505,0.23060163855552673,0.16702094674110413,0.16465602815151215,0.19954749941825867
of,0.2827862501144409,0.4069072902202606,0.733189046382904,0.16760475933551788,1.0,0.14718765020370483,0.2243070751428604,0.25849398970603943,0.5116966962814331,0.2844806909561157,0.1826142966747284
super,0.1819351613521576,0.21420986950397491,0.21959073841571808,0.3814384639263153,0.14718765020370483,1.0000001192092896,0.4848237931728363,0.1390690803527832,0.18368244171142578,0.14591240882873535,0.166326642036438
bowl,0.09189514070749283,0.21915455162525177,0.21576224267482758,0.5169888734817505,0.2243070751428604,0.4848237931728363,1.0,0.13425463438034058,0.1698254644870758,0.142541766166687,0.21118052303791046
xli,0.15607629716396332,0.23609445989131927,0.2716911733150482,0.5291078090667725,0.1748717576265335,0.5658465623855591,0.5610740184783936,0.25516799092292786,0.16661562025547028,0.18645134568214417,0.17183956503868103
and,0.41279885172843933,0.3740963041782379,0.5171257257461548,0.16702094674110413,0.5116966962814331,0.18368244171142578,0.1698254644870758,0.31928038597106934,1.0,0.27599602937698364,0.20544172823429108
current,0.18425484001636505,0.20140352845191956,0.3314409554004669,0.14299221336841583,0.31470298767089844,0.15260912477970123,0.10544963926076889,0.19871413707733154,0.23919939994812012,0.09489882737398148,0.12074550241231918
broncos,0.1763724684715271,0.23574475944042206,0.25985947251319885,0.43668341636657715,0.19310332834720612,0.36141330003738403,0.4351775348186493,0.12916399538516998,0.20959050953388214,0.17609332501888275,0.18377114832401276
quarterback,0.17410103976726532,0.24103644490242004,0.23757418990135193,0.49506956338882446,0.19996441900730133,0.28511252999305725,0.37160974740982056,0.19403864443302155,0.202833354473114,0.11042829602956772,0.13221268355846405
),0.2457384318113327,0.3267642855644226,0.3456730246543884,0.23705145716667175,0.3680361211299896,0.1971341073513031,0.16361013054847717,0.3128665089607239,0.4961937665939331,0.22346186637878418,0.42300865054130554
was,0.3318818509578705,1.0000001192092896,0.48711544275283813,0.23143374919891357,0.4069072902202606,0.21420986950397491,0.21915455162525177,0.23566235601902008,0.3740963041782379,0.25630512833595276,0.18412111699581146
shown,0.16586925089359283,0.21061603724956512,0.3387985825538635,0.08311758935451508,0.24332952499389648,0.09250687062740326,0.12991680204868317,0.1548679769039154,0.28805026412010193,0.11188220232725143,0.2433658242225647
in,0.2792111933231354,0.45514053106307983,0.6662389636039734,0.15104249119758606,0.5696388483047485,0.18576006591320038,0.17236235737800598,0.22907796502113342,0.4954058527946472,0.21453368663787842,0.20430970191955566
the,0.3733934462070465,0.48711544275283813,1.0,0.19830666482448578,0.733189046382904,0.21959073841571808,0.21576224267482758,0.26687872409820557,0.5171257257461548,0.2631464898586273,0.22068053483963013
locker,0.25872573256492615,0.16082142293453217,0.23370850086212158,0.20677192509174347,0.13386467099189758,0.15439563989639282,0.1468813717365265,0.15525135397911072,0.2638232409954071,0.12491914629936218,0.172280952334404
room,0.2733173370361328,0.18439160287380219,0.2031363844871521,0.073203906416893,0.15195634961128235,0.1193331629037857,0.1825386881828308,0.17228184640407562,0.2611854374408722,0.12225992232561111,0.1769251674413681
preparing,0.1806691586971283,0.11593728512525558,0.2806416451931,0.05090315267443657,0.28603753447532654,0.10941296070814133,0.20560093224048615,0.19993406534194946,0.24624121189117432,0.19727805256843567,0.18170884251594543
for,0.37110671401023865,0.3863949179649353,0.4739971458911896,0.27104631066322327,0.4185989499092102,0.22938419878482819,0.24430087208747864,0.257647842168808,0.5064792633056641,0.11304846405982971,0.264628142118454
the,0.3733934462070465,0.48711544275283813,1.0,0.19830666482448578,0.733189046382904,0.21959073841571808,0.21576224267482758,0.26687872409820557,0.5171257257461548,0.2631464898586273,0.22068053483963013
game,0.2523840069770813,0.2568269371986389,0.285271555185318,0.33141279220581055,0.2298848181962967,0.3480181396007538,0.2413962334394455,0.16165371239185333,0.25192898511886597,0.13823260366916656,0.1829071193933487
.,0.3541337847709656,0.40146201848983765,0.5934505462646484,0.19778521358966827,0.5352458953857422,0.2757420241832733,0.21516893804073334,0.33645379543304443,0.588965117931366,0.27393630146980286,0.4130953550338745
