,the,paintings,donated,by,john,sheepshanks,were,by,artists,of,which,nationality,?
forming,0.3776164948940277,0.13406610488891602,0.21889807283878326,0.1977503001689911,0.14097130298614502,0.2103802114725113,0.21391989290714264,0.1977503001689911,0.13620126247406006,0.36614730954170227,0.39201000332832336,0.08491263538599014,0.11404796689748764
a,0.5829201340675354,0.15623857080936432,0.25708192586898804,0.32094135880470276,0.20638683438301086,0.30057379603385925,0.17203083634376526,0.32094135880470276,0.14613932371139526,0.5052502155303955,0.56894451379776,0.16426464915275574,0.23916715383529663
'a,0.02646963857114315,-0.056350190192461014,0.05889539420604706,0.1258857101202011,0.22114001214504242,-0.018356095999479294,-0.061513274908065796,0.1258857101202011,0.08096803724765778,0.03202611953020096,-0.05600879713892937,0.03856393322348595,0.07730923593044281
national,0.32739606499671936,0.18414539098739624,0.2566697597503662,0.19307640194892883,0.12190906703472137,0.12023680657148361,0.13822269439697266,0.19307640194892883,0.1609320491552353,0.3314673602581024,0.28337109088897705,0.3865121901035309,0.15643028914928436
gallery,0.19251246750354767,0.5526458621025085,0.3024440407752991,0.17317011952400208,0.12570537626743317,0.19808930158615112,0.13873814046382904,0.17317011952400208,0.3605184257030487,0.1971534639596939,0.19994710385799408,0.15868838131427765,0.18202216923236847
of,0.733189046382904,0.21768251061439514,0.27521181106567383,0.3646814823150635,0.2407056987285614,0.23987549543380737,0.34038281440734863,0.3646814823150635,0.18416832387447357,1.0,0.5011631846427917,0.16924145817756653,0.1826142966747284
british,0.28973397612571716,0.16699564456939697,0.1522148698568344,0.26707085967063904,0.2667495906352997,0.31396764516830444,0.27742838859558105,0.26707085967063904,0.10065519064664841,0.23701532185077667,0.2002234309911728,0.3241701126098633,0.09711728990077972
art,0.20297785103321075,0.535490870475769,0.327901154756546,0.2189643532037735,0.14772957563400269,0.25941646099090576,0.15372702479362488,0.2189643532037735,0.4704072177410126,0.22648051381111145,0.19862167537212372,0.12839365005493164,0.138971745967865
',0.474788099527359,0.17073166370391846,0.1792885661125183,0.2610379159450531,0.19397948682308197,0.2715352773666382,0.17108602821826935,0.2610379159450531,0.14208249747753143,0.39136970043182373,0.32852497696876526,0.14939779043197632,0.330942302942276
",",0.4933079481124878,0.22040317952632904,0.2569865584373474,0.3680937886238098,0.23961079120635986,0.3846465051174164,0.36755475401878357,0.3680937886238098,0.2220294177532196,0.4946078956127167,0.3658004403114319,0.25539466738700867,0.31091248989105225
a,0.5829201340675354,0.15623857080936432,0.25708192586898804,0.32094135880470276,0.20638683438301086,0.30057379603385925,0.17203083634376526,0.32094135880470276,0.14613932371139526,0.5052502155303955,0.56894451379776,0.16426464915275574,0.23916715383529663
role,0.26607486605644226,0.10556610673666,0.11557938903570175,0.20783835649490356,0.1990225911140442,0.28213441371917725,0.12640441954135895,0.20783835649490356,0.07100860029459,0.1797693818807602,0.18845273554325104,0.053754210472106934,0.18676944077014923
since,0.4054957628250122,0.1852654069662094,0.20638856291770935,0.32704517245292664,0.1370808482170105,0.22505106031894684,0.3373812139034271,0.32704517245292664,0.21775425970554352,0.35513219237327576,0.3523256182670593,0.1741078495979309,0.2876587212085724
taken,0.3309854567050934,0.21357741951942444,0.28684836626052856,0.2738271653652191,0.1658785045146942,0.20072928071022034,0.31235402822494507,0.2738271653652191,0.11653507500886917,0.2889742851257324,0.287870854139328,0.17216268181800842,0.17662954330444336
on,0.5107308030128479,0.20831486582756042,0.16190804541110992,0.33887791633605957,0.194100484251976,0.32939526438713074,0.2774328887462616,0.33887791633605957,0.18142518401145935,0.3966929316520691,0.4245251417160034,0.11810911446809769,0.2714994251728058
by,0.4408751428127289,0.24946486949920654,0.24880395829677582,1.0000001192092896,0.2502059042453766,0.3757704794406891,0.4406847059726715,1.0000001192092896,0.3067220449447632,0.3646814823150635,0.40543368458747864,0.2942885756492615,0.17966607213020325
tate,0.18388135731220245,0.2925175130367279,0.24346697330474854,0.2108873873949051,0.23915334045886993,0.3812029957771301,0.20011408627033234,0.2108873873949051,0.2820987105369568,0.15911735594272614,0.170210599899292,0.21104303002357483,0.20980916917324066
britain,0.29784059524536133,0.19071927666664124,0.11698660999536514,0.20873384177684784,0.2414906769990921,0.29546239972114563,0.2944076955318451,0.20873384177684784,0.21275319159030914,0.28899943828582764,0.25284263491630554,0.21802681684494019,0.1268460750579834
;,0.09152708947658539,0.026017429307103157,0.006606978829950094,0.10469875484704971,-0.03077564761042595,-0.010300624184310436,0.14040996134281158,0.10469875484704971,0.0873970091342926,0.054534342139959335,-0.01244901679456234,0.09404853731393814,0.10349778085947037
artists,0.2150506228208542,0.525743842124939,0.19301623106002808,0.3067220449447632,0.1472584307193756,0.28953954577445984,0.2431362122297287,0.3067220449447632,1.0000001192092896,0.18416832387447357,0.15925386548042297,0.27011075615882874,0.1482434719800949
represented,0.3256146013736725,0.21890172362327576,0.18903802335262299,0.23673410713672638,0.12029799073934555,0.13725821673870087,0.2571416199207306,0.23673410713672638,0.20256054401397705,0.3891753554344177,0.2635336220264435,0.2087215632200241,0.11276352405548096
are,0.40399202704429626,0.2476382851600647,0.13930656015872955,0.37842893600463867,0.12806348502635956,0.3077036142349243,0.6489362716674805,0.37842893600463867,0.18602241575717926,0.39081433415412903,0.42922598123550415,0.21881723403930664,0.24591213464736938
william,0.21537061035633087,0.2111300528049469,0.18981784582138062,0.2472190260887146,0.45851513743400574,0.23687507212162018,0.18914814293384552,0.2472190260887146,0.15049761533737183,0.20272590219974518,0.13988013565540314,0.1191522404551506,0.14462219178676605
blake,0.2173265963792801,0.2529239058494568,0.17742018401622772,0.24672259390354156,0.31202176213264465,0.35687240958213806,0.18451274931430817,0.24672259390354156,0.1944131851196289,0.173129603266716,0.13002963364124298,0.1672639399766922,0.1444810926914215
",",0.4933079481124878,0.22040317952632904,0.2569865584373474,0.3680937886238098,0.23961079120635986,0.3846465051174164,0.36755475401878357,0.3680937886238098,0.2220294177532196,0.4946078956127167,0.3658004403114319,0.25539466738700867,0.31091248989105225
james,0.22481533885002136,0.09725338965654373,0.1605204939842224,0.18369881808757782,0.4770623743534088,0.2803886830806732,0.20760557055473328,0.18369881808757782,0.13714155554771423,0.18323110044002533,0.18419533967971802,0.14214582741260529,0.12139993160963058
barry,0.22098763287067413,0.14276781678199768,0.17786905169487,0.2672840654850006,0.3074069321155548,0.37693992257118225,0.18258124589920044,0.2672840654850006,0.12102333456277847,0.11729247868061066,0.17567740380764008,0.19130459427833557,0.12684106826782227
",",0.4933079481124878,0.22040317952632904,0.2569865584373474,0.3680937886238098,0.23961079120635986,0.3846465051174164,0.36755475401878357,0.3680937886238098,0.2220294177532196,0.4946078956127167,0.3658004403114319,0.25539466738700867,0.31091248989105225
henry,0.2542637586593628,0.1520490050315857,0.25211551785469055,0.23741036653518677,0.3833702504634857,0.3192232847213745,0.22800198197364807,0.23741036653518677,0.15341557562351227,0.2390729784965515,0.16498084366321564,0.10321129113435745,0.16836383938789368
fuseli,0.2640753388404846,0.15212060511112213,0.17075258493423462,0.2128172367811203,0.10718420892953873,0.31310564279556274,0.20656688511371613,0.2128172367811203,0.1510915756225586,0.21708132326602936,0.35025736689567566,0.2007509171962738,0.1850273758172989
",",0.4933079481124878,0.22040317952632904,0.2569865584373474,0.3680937886238098,0.23961079120635986,0.3846465051174164,0.36755475401878357,0.3680937886238098,0.2220294177532196,0.4946078956127167,0.3658004403114319,0.25539466738700867,0.31091248989105225
sir,0.20237073302268982,0.21540594100952148,0.23645460605621338,0.25479987263679504,0.34155043959617615,0.3368484079837799,0.194364532828331,0.25479987263679504,0.12725818157196045,0.17569157481193542,0.16247086226940155,0.14400477707386017,0.10503887385129929
edwin,0.19826023280620575,0.15527351200580597,0.20305557548999786,0.20008721947669983,0.33745673298835754,0.2765624225139618,0.18665020167827606,0.20008721947669983,0.10676764696836472,0.1521919071674347,0.13674814999103546,0.17772835493087769,0.1910800039768219
henry,0.2542637586593628,0.1520490050315857,0.25211551785469055,0.23741036653518677,0.3833702504634857,0.3192232847213745,0.22800198197364807,0.23741036653518677,0.15341557562351227,0.2390729784965515,0.16498084366321564,0.10321129113435745,0.16836383938789368
landseer,0.3042328953742981,0.2915154695510864,0.1803368180990219,0.21789152920246124,0.21170541644096375,0.2821011245250702,0.21711978316307068,0.21789152920246124,0.19526293873786926,0.28116604685783386,0.20276670157909393,0.1583523452281952,0.14386266469955444
",",0.4933079481124878,0.22040317952632904,0.2569865584373474,0.3680937886238098,0.23961079120635986,0.3846465051174164,0.36755475401878357,0.3680937886238098,0.2220294177532196,0.4946078956127167,0.3658004403114319,0.25539466738700867,0.31091248989105225
sir,0.20237073302268982,0.21540594100952148,0.23645460605621338,0.25479987263679504,0.34155043959617615,0.3368484079837799,0.194364532828331,0.25479987263679504,0.12725818157196045,0.17569157481193542,0.16247086226940155,0.14400477707386017,0.10503887385129929
david,0.2237231284379959,0.10141903907060623,0.2328645884990692,0.23508615791797638,0.38872188329696655,0.3035207688808441,0.20172768831253052,0.23508615791797638,0.16321876645088196,0.191870778799057,0.16383904218673706,0.16908833384513855,0.04158485680818558
wilkie,0.2626578211784363,0.2183210253715515,0.17722634971141815,0.17709779739379883,0.3954602777957916,0.39828526973724365,0.16602475941181183,0.17709779739379883,0.18520943820476532,0.19975170493125916,0.1315290480852127,0.1846563220024109,0.12453664839267731
",",0.4933079481124878,0.22040317952632904,0.2569865584373474,0.3680937886238098,0.23961079120635986,0.3846465051174164,0.36755475401878357,0.3680937886238098,0.2220294177532196,0.4946078956127167,0.3658004403114319,0.25539466738700867,0.31091248989105225
william,0.21537061035633087,0.2111300528049469,0.18981784582138062,0.2472190260887146,0.45851513743400574,0.23687507212162018,0.18914814293384552,0.2472190260887146,0.15049761533737183,0.20272590219974518,0.13988013565540314,0.1191522404551506,0.14462219178676605
mulready,0.37372925877571106,0.21895278990268707,0.29170548915863037,0.33482393622398376,0.29270729422569275,0.4562547206878662,0.31110841035842896,0.33482393622398376,0.2249855250120163,0.3280111849308014,0.3572736084461212,0.2268180251121521,0.2971127927303314
",",0.4933079481124878,0.22040317952632904,0.2569865584373474,0.3680937886238098,0.23961079120635986,0.3846465051174164,0.36755475401878357,0.3680937886238098,0.2220294177532196,0.4946078956127167,0.3658004403114319,0.25539466738700867,0.31091248989105225
william,0.21537061035633087,0.2111300528049469,0.18981784582138062,0.2472190260887146,0.45851513743400574,0.23687507212162018,0.18914814293384552,0.2472190260887146,0.15049761533737183,0.20272590219974518,0.13988013565540314,0.1191522404551506,0.14462219178676605
powell,0.2418341487646103,0.10911762714385986,0.10669047385454178,0.21637612581253052,0.34062889218330383,0.42455947399139404,0.15366938710212708,0.21637612581253052,0.17038455605506897,0.235233336687088,0.18089722096920013,0.13336285948753357,0.2445029318332672
frith,0.2448570281267166,0.25657767057418823,0.1977866142988205,0.21088814735412598,0.3219396770000458,0.42126354575157166,0.25000104308128357,0.21088814735412598,0.24503649771213531,0.21577191352844238,0.22261732816696167,0.16217519342899323,0.0917111411690712
",",0.4933079481124878,0.22040317952632904,0.2569865584373474,0.3680937886238098,0.23961079120635986,0.3846465051174164,0.36755475401878357,0.3680937886238098,0.2220294177532196,0.4946078956127167,0.3658004403114319,0.25539466738700867,0.31091248989105225
millais,0.2509969174861908,0.29847630858421326,0.229999840259552,0.25560304522514343,0.33561190962791443,0.3670482039451599,0.16894763708114624,0.25560304522514343,0.212395578622818,0.1970224827528,0.1706976443529129,0.18273183703422546,0.13049952685832977
and,0.5171257257461548,0.2532086968421936,0.2513214945793152,0.4289871156215668,0.21634717285633087,0.3736935555934906,0.42175528407096863,0.4289871156215668,0.22698481380939484,0.5116966962814331,0.506277859210968,0.23912757635116577,0.20544172823429108
hippolyte,0.29227396845817566,0.16787190735340118,0.1786147505044937,0.16797849535942078,0.22197283804416656,0.281328946352005,0.2012878656387329,0.16797849535942078,0.10016432404518127,0.3028835952281952,0.20010456442832947,0.15365059673786163,0.1894065886735916
delaroche,0.2932325601577759,0.25132662057876587,0.1982511729001999,0.22716541588306427,0.2327616810798645,0.36352694034576416,0.15056651830673218,0.22716541588306427,0.1975172907114029,0.26778408885002136,0.21858884394168854,0.15922732651233673,0.17048823833465576
.,0.5934505462646484,0.26640555262565613,0.28309792280197144,0.3936232924461365,0.26428887248039246,0.331969678401947,0.3378238379955292,0.3936232924461365,0.18245595693588257,0.5352458953857422,0.45942068099975586,0.23392154276371002,0.4130953550338745
