,in,which,year,did,the,v,&,a,opened,the,first,permanent,architectural,history,gallery,in,the,uk,?
permanent,0.25959497690200806,0.3103250563144684,0.14762265980243683,0.17201969027519226,0.34165191650390625,0.1526453197002411,0.010885902680456638,0.3049525022506714,0.22337153553962708,0.34165191650390625,0.31070181727409363,1.0,0.20682314038276672,0.17002072930335999,0.19970692694187164,0.25959497690200806,0.34165191650390625,0.1272604763507843,0.14813289046287537
gallery,0.21665531396865845,0.19994710385799408,0.11597850918769836,0.10746263712644577,0.19251246750354767,0.14258474111557007,0.21348820626735687,0.13071094453334808,0.249263733625412,0.19251246750354767,0.19828085601329803,0.19970692694187164,0.31863221526145935,0.26364588737487793,1.0,0.21665531396865845,0.19251246750354767,0.16793400049209595,0.18202216923236847
in,1.0,0.4840516746044159,0.3359307050704956,0.2593238651752472,0.6662389636039734,0.15216681361198425,0.1358654648065567,0.539380669593811,0.2972770035266876,0.6662389636039734,0.4127444326877594,0.25959497690200806,0.25104397535324097,0.29215577244758606,0.21665531396865845,1.0,0.6662389636039734,0.2261405885219574,0.20430970191955566
the,0.6662389636039734,0.6521818041801453,0.3609684407711029,0.34736719727516174,1.0,0.18580520153045654,0.14992168545722961,0.5829201340675354,0.28544309735298157,1.0,0.49448907375335693,0.34165191650390625,0.22612835466861725,0.33215048909187317,0.19251246750354767,0.6662389636039734,1.0,0.2143084555864334,0.22068053483963013
uk,0.2261405885219574,0.1906050443649292,0.179987832903862,0.128135547041893,0.2143084555864334,0.12703083455562592,0.1643190234899521,0.19665123522281647,0.12459544837474823,0.2143084555864334,0.205926313996315,0.1272604763507843,0.15044870972633362,0.14619489014148712,0.16793400049209595,0.2261405885219574,0.2143084555864334,1.0,0.20222434401512146
covering,0.31768515706062317,0.3523010313510895,0.1431942880153656,0.14005444943904877,0.36934760212898254,0.07321976870298386,0.13109473884105682,0.28134289383888245,0.1483825445175171,0.36934760212898254,0.1634332239627838,0.1919383406639099,0.17694233357906342,0.21610943973064423,0.15799689292907715,0.31768515706062317,0.36934760212898254,0.19019991159439087,0.10643069446086884
the,0.6662389636039734,0.6521818041801453,0.3609684407711029,0.34736719727516174,1.0,0.18580520153045654,0.14992168545722961,0.5829201340675354,0.28544309735298157,1.0,0.49448907375335693,0.34165191650390625,0.22612835466861725,0.33215048909187317,0.19251246750354767,0.6662389636039734,1.0,0.2143084555864334,0.22068053483963013
history,0.29215577244758606,0.2426081746816635,0.20572951436042786,0.24950987100601196,0.33215048909187317,0.1850040704011917,0.22272753715515137,0.2123815417289734,0.19285601377487183,0.33215048909187317,0.3202230632305145,0.17002072930335999,0.3053028881549835,1.0000001192092896,0.26364588737487793,0.29215577244758606,0.33215048909187317,0.14619489014148712,0.2501974403858185
of,0.5696388483047485,0.5011631846427917,0.2578314542770386,0.2513895630836487,0.733189046382904,0.1655031144618988,0.19900451600551605,0.5052502155303955,0.16720551252365112,0.733189046382904,0.3536086082458496,0.3283363878726959,0.2795933783054352,0.31014925241470337,0.1971534639596939,0.5696388483047485,0.733189046382904,0.21513383090496063,0.1826142966747284
architecture,0.2624244689941406,0.23836448788642883,0.15625877678394318,0.15944568812847137,0.24488379061222076,0.18126939237117767,0.15631765127182007,0.2194099873304367,0.21378614008426666,0.24488379061222076,0.1720719337463379,0.144502192735672,0.8855648636817932,0.33225974440574646,0.30409112572669983,0.2624244689941406,0.24488379061222076,0.10064754635095596,0.14343059062957764
with,0.4080928862094879,0.46403205394744873,0.3220449686050415,0.25472134351730347,0.4223487675189972,0.14314915239810944,0.20013411343097687,0.3783375024795532,0.16281741857528687,0.4223487675189972,0.2691199779510498,0.21179525554180145,0.15642374753952026,0.1947222352027893,0.172745481133461,0.4080928862094879,0.4223487675189972,0.170000359416008,0.2433311939239502
displays,0.23497463762760162,0.3360707461833954,0.211785688996315,0.055373914539813995,0.287814199924469,0.07066147774457932,0.07585547119379044,0.25922253727912903,0.16194288432598114,0.287814199924469,0.18333642184734344,0.22741152346134186,0.20385129749774933,0.19253724813461304,0.36107510328292847,0.23497463762760162,0.287814199924469,0.11278542876243591,0.13452474772930145
using,0.2717311978340149,0.43351176381111145,0.13926532864570618,0.25429773330688477,0.28364112973213196,0.11179538816213608,0.11165100336074829,0.32226553559303284,0.1580861210823059,0.28364112973213196,0.30465447902679443,0.1641286313533783,0.10864648222923279,0.18768225610256195,0.14597868919372559,0.2717311978340149,0.28364112973213196,0.10446852445602417,0.2804589569568634
models,0.2122073471546173,0.23248709738254547,0.15670961141586304,0.17353540658950806,0.16804195940494537,0.15175093710422516,0.1060512363910675,0.2741396725177765,0.09472854435443878,0.16804195940494537,0.18779227137565613,0.11947549879550934,0.2959543764591217,0.14325271546840668,0.20796233415603638,0.2122073471546173,0.16804195940494537,0.07452700287103653,0.16656708717346191
",",0.5201468467712402,0.3658004403114319,0.28560417890548706,0.3015086054801941,0.4933079481124878,0.22053663432598114,0.2516871392726898,0.427140474319458,0.24598844349384308,0.4933079481124878,0.34503069519996643,0.22933200001716614,0.21142789721488953,0.2728564441204071,0.21593497693538666,0.5201468467712402,0.4933079481124878,0.2632971405982971,0.31091248989105225
photographs,0.1980009377002716,0.15271450579166412,0.13461712002754211,0.1559889018535614,0.16852141916751862,0.1506359726190567,0.1363387405872345,0.17449244856834412,0.09755901992321014,0.16852141916751862,0.14992250502109528,0.1502854824066162,0.2693699300289154,0.21068724989891052,0.4171411991119385,0.1980009377002716,0.16852141916751862,0.17423057556152344,0.16775095462799072
",",0.5201468467712402,0.3658004403114319,0.28560417890548706,0.3015086054801941,0.4933079481124878,0.22053663432598114,0.2516871392726898,0.427140474319458,0.24598844349384308,0.4933079481124878,0.34503069519996643,0.22933200001716614,0.21142789721488953,0.2728564441204071,0.21593497693538666,0.5201468467712402,0.4933079481124878,0.2632971405982971,0.31091248989105225
elements,0.18130259215831757,0.3362616300582886,0.07736150920391083,0.14570437371730804,0.22297804057598114,0.09818856418132782,0.043740253895521164,0.2716076672077179,0.08116433024406433,0.22297804057598114,0.20978042483329773,0.14733977615833282,0.3110944926738739,0.14340953528881073,0.0855991542339325,0.18130259215831757,0.22297804057598114,0.09914304316043854,0.15222592651844025
from,0.4274188280105591,0.38755592703819275,0.2101740688085556,0.20248863101005554,0.40150508284568787,0.13980557024478912,0.14301162958145142,0.322764128446579,0.14575611054897308,0.40150508284568787,0.23348960280418396,0.160145565867424,0.1424436867237091,0.23008158802986145,0.16936369240283966,0.4274188280105591,0.40150508284568787,0.18174080550670624,0.19969791173934937
buildings,0.3479180932044983,0.2618054151535034,0.15418000519275665,0.17572498321533203,0.25566717982292175,0.12033937126398087,0.12428570538759232,0.22776827216148376,0.34678274393081665,0.25566717982292175,0.1312522441148758,0.21653221547603607,0.5336077809333801,0.23018322885036469,0.32629936933517456,0.3479180932044983,0.25566717982292175,0.16541430354118347,0.11192528158426285
and,0.4954058527946472,0.506277859210968,0.2506658732891083,0.34479495882987976,0.5171257257461548,0.19040757417678833,0.34093084931373596,0.3739250600337982,0.22545495629310608,0.5171257257461548,0.3167642652988434,0.246588796377182,0.2561565637588501,0.23541007936000824,0.20957361161708832,0.4954058527946472,0.5171257257461548,0.2701246440410614,0.20544172823429108
original,0.2534193694591522,0.3607312738895416,0.18830199539661407,0.2664784789085388,0.4037000238895416,0.14203913509845734,0.13115526735782623,0.25438275933265686,0.208029106259346,0.4037000238895416,0.3307017385959625,0.23359912633895874,0.21867141127586365,0.20845332741737366,0.1527075320482254,0.2534193694591522,0.4037000238895416,0.15192431211471558,0.17256900668144226
drawings,0.18445944786071777,0.23354779183864594,0.06543227285146713,0.210775688290596,0.19117170572280884,0.08071447908878326,0.14873763918876648,0.15433108806610107,0.15800483524799347,0.19117170572280884,0.22541840374469757,0.15557800233364105,0.38340455293655396,0.2532028257846832,0.47614723443984985,0.18445944786071777,0.19117170572280884,0.09870130568742752,0.15541397035121918
.,0.5591574311256409,0.45942068099975586,0.32538118958473206,0.35288307070732117,0.5934505462646484,0.2973858416080475,0.16452857851982117,0.50484299659729,0.26111578941345215,0.5934505462646484,0.4345304071903229,0.24822813272476196,0.20860576629638672,0.30310705304145813,0.21326512098312378,0.5591574311256409,0.5934505462646484,0.24075214564800262,0.4130953550338745
