,what,did,graham,twigg,publish,in,1984,?
a,0.3320399522781372,0.2552328109741211,0.24513362348079681,0.26934510469436646,0.16920465230941772,0.539380669593811,-9.57133379415609e-05,0.23916715383529663
number,0.23046229779720306,0.19046731293201447,0.17016491293907166,0.18927617371082306,0.14553529024124146,0.3024539053440094,-0.03837456554174423,0.19256845116615295
of,0.33290785551071167,0.2513895630836487,0.1767251193523407,0.22761499881744385,0.12460750341415405,0.5696388483047485,0.018355052918195724,0.1826142966747284
authors,0.20440030097961426,0.1709192842245102,0.11846417933702469,0.12867078185081482,0.3976764380931854,0.17017622292041779,0.10594748705625534,0.19121912121772766
",",0.3087472915649414,0.3015086054801941,0.27060064673423767,0.31409451365470886,0.25024911761283875,0.5201468467712402,0.1623975932598114,0.31091248989105225
including,0.18328791856765747,0.26678287982940674,0.13797511160373688,0.14006073772907257,0.1450217068195343,0.35857823491096497,0.10427889227867126,0.1633303165435791
samuel,0.14263929426670074,0.15969319641590118,0.3541136085987091,0.24429447948932648,0.2199212908744812,0.20420196652412415,0.09471246600151062,0.09954892843961716
k.,0.2149118036031723,0.11360865086317062,0.07043382525444031,0.1290598064661026,0.11976007372140884,-0.0025218194350600243,0.08509813994169235,0.4099535048007965
cohn,0.23090417683124542,0.17122183740139008,0.3058508634567261,0.2549028694629669,0.1660272628068924,0.34919169545173645,0.16306768357753754,0.2628079354763031
",",0.3087472915649414,0.3015086054801941,0.27060064673423767,0.31409451365470886,0.25024911761283875,0.5201468467712402,0.1623975932598114,0.31091248989105225
jr.,0.2862679958343506,0.2600257098674774,0.15079009532928467,0.2714040279388428,0.03450983017683029,0.16787508130073547,-0.15146765112876892,0.3112807273864746
(,0.2411840260028839,0.18979617953300476,0.2114674299955368,0.2833290994167328,0.13715749979019165,0.3087427020072937,0.2548593580722809,0.40561532974243164
2002,0.02542238123714924,-0.009445956908166409,-0.14122474193572998,0.06748121231794357,-0.042621687054634094,-0.15852214395999908,-0.19640317559242249,0.045828185975551605
),0.26259949803352356,0.18584993481636047,0.19504685699939728,0.29110249876976013,0.11827100813388824,0.3326910734176636,0.21429310739040375,0.42300865054130554
",",0.3087472915649414,0.3015086054801941,0.27060064673423767,0.31409451365470886,0.25024911761283875,0.5201468467712402,0.1623975932598114,0.31091248989105225
david,0.1299152821302414,0.15711668133735657,0.3116551637649536,0.2348243147134781,0.13317415118217468,0.17107756435871124,0.21665610373020172,0.04158485680818558
herlihy,0.23014651238918304,0.17174866795539856,0.39255744218826294,0.38550931215286255,0.18672041594982147,0.34596702456474304,0.2244875580072403,0.21515081822872162
(,0.2411840260028839,0.18979617953300476,0.2114674299955368,0.2833290994167328,0.13715749979019165,0.3087427020072937,0.2548593580722809,0.40561532974243164
1997,0.09033724665641785,0.106808140873909,-0.012784210965037346,-0.217865988612175,0.03583340346813202,-0.06112837791442871,-0.23818491399288177,0.03663474693894386
),0.26259949803352356,0.18584993481636047,0.19504685699939728,0.29110249876976013,0.11827100813388824,0.3326910734176636,0.21429310739040375,0.42300865054130554
",",0.3087472915649414,0.3015086054801941,0.27060064673423767,0.31409451365470886,0.25024911761283875,0.5201468467712402,0.1623975932598114,0.31091248989105225
and,0.31309178471565247,0.34479495882987976,0.23618346452713013,0.2821139693260193,0.23082147538661957,0.4954058527946472,0.01118233148008585,0.20544172823429108
susan,0.17920079827308655,0.15243086218833923,0.32193928956985474,0.26090243458747864,0.18000070750713348,0.1138414815068245,0.2180803120136261,0.12975265085697174
scott,0.09048497676849365,0.1324414312839508,0.3580012619495392,0.3349940776824951,0.14953778684139252,0.2145105004310608,0.17729105055332184,0.0875725969672203
and,0.31309178471565247,0.34479495882987976,0.23618346452713013,0.2821139693260193,0.23082147538661957,0.4954058527946472,0.01118233148008585,0.20544172823429108
christopher,0.20198525488376617,0.12944325804710388,0.23586779832839966,0.30689573287963867,0.04506755992770195,0.19567829370498657,0.22522179782390594,0.09195942431688309
duncan,0.21817006170749664,0.19239921867847443,0.33783286809921265,0.37435293197631836,0.0897628590464592,0.24124056100845337,0.17147864401340485,0.17013710737228394
(,0.2411840260028839,0.18979617953300476,0.2114674299955368,0.2833290994167328,0.13715749979019165,0.3087427020072937,0.2548593580722809,0.40561532974243164
2001,-0.11417052894830704,-0.12195117026567459,-0.20705531537532806,-0.08509736508131027,-0.01270484458655119,-0.10387769341468811,-0.025831032544374466,-0.08740651607513428
),0.26259949803352356,0.18584993481636047,0.19504685699939728,0.29110249876976013,0.11827100813388824,0.3326910734176636,0.21429310739040375,0.42300865054130554
.,0.3567904531955719,0.35288307070732117,0.22026626765727997,0.2528034746646881,0.19971393048763275,0.5591574311256409,0.08901527523994446,0.4130953550338745
