,in,2000,",",abc,started,an,internet,based,campaign,focused,on,what,?
to,0.45010748505592346,-0.05413077399134636,0.44245919585227966,0.1762417107820511,0.24973157048225403,0.3138085603713989,0.21228709816932678,0.19629007577896118,0.24738837778568268,0.26053386926651,0.41031414270401,0.455847829580307,0.29463258385658264
fly,0.19532781839370728,-0.1204545870423317,0.21246083080768585,0.08935515582561493,0.12328062951564789,0.1558956652879715,0.14331664144992828,0.09374598413705826,-0.00312480959109962,0.17950809001922607,0.2057695835828781,0.16755075752735138,0.14858663082122803
around,0.41294145584106445,-0.16631372272968292,0.3298884332180023,0.14110837876796722,0.2997186779975891,0.25606366991996765,0.14546319842338562,0.242187961935997,0.19408488273620605,0.2785845398902893,0.43118709325790405,0.27475327253341675,0.14729668200016022
the,0.6662389636039734,-0.015081177465617657,0.4933079481124878,0.2068762183189392,0.3222070634365082,0.4207492768764496,0.2156122475862503,0.29860720038414,0.2755736708641052,0.2969476580619812,0.5107308030128479,0.42745697498321533,0.22068053483963013
screen,0.14476974308490753,0.0596536323428154,0.23373909294605255,0.18018165230751038,0.08125486224889755,0.22782962024211884,0.2931862771511078,0.10919711738824844,0.14657533168792725,0.20169706642627716,0.25898346304893494,0.2579151391983032,0.1954205334186554
and,0.4954058527946472,-0.004737076815217733,0.6633074283599854,0.16453155875205994,0.2649672031402588,0.2838519215583801,0.2236168533563614,0.2660958170890808,0.20802859961986542,0.28606054186820984,0.4077630043029785,0.31309178471565247,0.20544172823429108
settle,0.2407265156507492,-0.13248227536678314,0.27913352847099304,0.08705485612154007,0.2716221809387207,0.13825714588165283,0.07699846476316452,0.14634469151496887,0.1712566465139389,0.1605949103832245,0.18805578351020813,0.3276752829551697,0.19976577162742615
in,1.0,-0.0435720756649971,0.5201468467712402,0.1697147786617279,0.3199414014816284,0.2605783939361572,0.15279750525951385,0.3070422410964966,0.2438942790031433,0.29637840390205383,0.46853652596473694,0.30808621644973755,0.20430970191955566
the,0.6662389636039734,-0.015081177465617657,0.4933079481124878,0.2068762183189392,0.3222070634365082,0.4207492768764496,0.2156122475862503,0.29860720038414,0.2755736708641052,0.2969476580619812,0.5107308030128479,0.42745697498321533,0.22068053483963013
bottom-right,0.20543695986270905,-0.08933990448713303,0.31238695979118347,0.2140342891216278,0.1323210895061493,0.14920972287654877,0.19691260159015656,0.14887262880802155,0.14468908309936523,0.21281039714813232,0.3176001310348511,0.3421005606651306,0.3546759784221649
corner,0.25297805666923523,-0.11300551146268845,0.2347419112920761,0.10174081474542618,0.12875477969646454,0.09319307655096054,0.08444835990667343,0.12589046359062195,0.08314360678195953,0.12587220966815948,0.3050437271595001,0.1708107590675354,0.10029187798500061
.,0.5591574311256409,-0.03837863355875015,0.6812511086463928,0.2567209303379059,0.3230702877044678,0.3581749200820923,0.206785187125206,0.29699069261550903,0.23225265741348267,0.2629340887069702,0.49257001280784607,0.3567904531955719,0.4130953550338745
