,whose,shrine,did,the,pilgrims,go,to,in,1016,?
a,0.3225097060203552,0.1518636792898178,0.2552328109741211,0.5829201340675354,0.1964104175567627,0.24019409716129303,0.45503583550453186,0.539380669593811,-0.044319652020931244,0.23916715383529663
lombard,0.08840062469244003,0.1954265683889389,0.17860069870948792,0.23132100701332092,0.1557830572128296,0.164284348487854,0.18106824159622192,0.2096066176891327,-0.09972194582223892,0.1444772183895111
nobleman,0.2232402265071869,0.2243303656578064,0.1593681424856186,0.20079657435417175,0.22159232199192047,0.07526284456253052,0.14679604768753052,0.2053644210100174,-0.19836820662021637,0.1730993539094925
and,0.3339773118495941,0.19033773243427277,0.34479495882987976,0.5171257257461548,0.19557294249534607,0.35260969400405884,0.48971283435821533,0.4954058527946472,-0.02353554032742977,0.20544172823429108
rebel,0.14009253680706024,0.12492889910936356,0.16666586697101593,0.2621999979019165,0.1537596583366394,0.10702373087406158,0.13353575766086578,0.20774626731872559,-0.10124251246452332,0.08906780928373337
",",0.25601375102996826,0.1703834980726242,0.3015086054801941,0.4933079481124878,0.17744287848472595,0.3043581247329712,0.44245919585227966,0.5201468467712402,-0.12388361990451813,0.31091248989105225
who,0.48551782965660095,0.23182733356952667,0.34038686752319336,0.3733934462070465,0.2798035442829132,0.2566888630390167,0.42656609416007996,0.2792111933231354,-0.01998733915388584,0.26220351457595825
persuaded,0.2690635621547699,0.2099943608045578,0.4882606565952301,0.24903278052806854,0.2657215893268585,0.30922558903694153,0.3965211808681488,0.2198953926563263,-0.06527829170227051,0.1790418177843094
them,0.29175978899002075,0.16122658550739288,0.44189682602882385,0.4788833558559418,0.32114657759666443,0.42614883184432983,0.5916602611541748,0.29119014739990234,0.0990491509437561,0.35435691475868225
to,0.320825457572937,0.20128968358039856,0.4452643394470215,0.535392165184021,0.3290237486362457,0.384844571352005,1.0,0.45010748505592346,0.1377459615468979,0.29463258385658264
return,0.13519655168056488,0.12001430243253708,0.21141748130321503,0.2543797492980957,0.20242677628993988,0.31855812668800354,0.3110596537590027,0.1852470338344574,0.04220817983150482,0.14655634760856628
with,0.3480498492717743,0.17147596180438995,0.25472134351730347,0.4223487675189972,0.1988448202610016,0.18863290548324585,0.4239959120750427,0.4080928862094879,0.04068336635828018,0.2433311939239502
more,0.22870679199695587,0.10813933610916138,0.2803135812282562,0.39758381247520447,0.1615603268146515,0.2412637323141098,0.47084665298461914,0.32563260197639465,0.0430326908826828,0.27894994616508484
warriors,0.14474591612815857,0.1893828809261322,0.19582636654376984,0.25818830728530884,0.2136170119047165,0.11277016997337341,0.22249600291252136,0.13349492847919464,-0.005455562379211187,0.10605888813734055
to,0.320825457572937,0.20128968358039856,0.4452643394470215,0.535392165184021,0.3290237486362457,0.384844571352005,1.0,0.45010748505592346,0.1377459615468979,0.29463258385658264
help,0.15765820443630219,0.15130463242530823,0.35430794954299927,0.30064165592193604,0.17051927745342255,0.3266462981700897,0.46191298961639404,0.21321536600589752,0.01850169152021408,0.28403452038764954
throw,0.16505858302116394,0.10932878404855728,0.2320234477519989,0.23050227761268616,0.13600265979766846,0.3544274568557739,0.32880792021751404,0.15931737422943115,0.09449491649866104,0.2296752780675888
off,0.15726564824581146,0.06615226715803146,0.17696987092494965,0.2773582935333252,0.20304426550865173,0.25121602416038513,0.3533020317554474,0.25627145171165466,-0.03454838693141937,0.12937544286251068
the,0.38253846764564514,0.2431814819574356,0.34736719727516174,1.0,0.1926509439945221,0.29801803827285767,0.535392165184021,0.6662389636039734,0.06486023217439651,0.22068053483963013
byzantine,0.17237573862075806,0.2039506882429123,0.13554735481739044,0.20800244808197021,0.19612085819244385,0.12209700047969818,0.19445456564426422,0.12042805552482605,-0.03946087881922722,0.21581105887889862
rule,0.15192216634750366,0.09248735010623932,0.2618204951286316,0.29894936084747314,0.11792004853487015,0.247270867228508,0.2587790787220001,0.2128441035747528,-0.04197163134813309,0.1955260932445526
",",0.25601375102996826,0.1703834980726242,0.3015086054801941,0.4933079481124878,0.17744287848472595,0.3043581247329712,0.44245919585227966,0.5201468467712402,-0.12388361990451813,0.31091248989105225
which,0.37205496430397034,0.2178536206483841,0.2750149369239807,0.6521818041801453,0.16529150307178497,0.26887866854667664,0.5345056653022766,0.4840516746044159,0.11769429594278336,0.25814583897590637
they,0.35754722356796265,0.14853227138519287,0.4879390597343445,0.49925389885902405,0.2587565779685974,0.35253602266311646,0.5452046394348145,0.4330179989337921,0.1176631897687912,0.2753053903579712
did,0.197230726480484,0.09751862287521362,1.0,0.34736719727516174,0.1405429244041443,0.2978402376174927,0.4452643394470215,0.2593238651752472,0.16712456941604614,0.3023456633090973
.,0.2718997597694397,0.17529705166816711,0.35288307070732117,0.5934505462646484,0.20187336206436157,0.3313661813735962,0.4645031690597534,0.5591574311256409,-0.08095492422580719,0.4130953550338745
