,what,was,the,first,super,bowl,branded,with,roman,numerals,?
would,0.45766422152519226,0.41663143038749695,0.4133751392364502,0.2882738411426544,0.16404198110103607,0.17156143486499786,0.2821216285228729,0.38372042775154114,0.21116627752780914,0.21986085176467896,0.37178951501846313
be,0.3929833769798279,0.42228707671165466,0.4248143136501312,0.29818081855773926,0.1880253106355667,0.18567830324172974,0.17648109793663025,0.36101722717285156,0.16603216528892517,0.21984203159809113,0.3324260413646698
temporarily,0.2163034975528717,0.2520272731781006,0.35498616099357605,0.22659537196159363,0.16314555704593658,0.13392890989780426,0.2410716861486435,0.2445702850818634,0.16546212136745453,0.13996119797229767,0.11896703392267227
suspended,0.15452195703983307,0.2645036280155182,0.28768354654312134,0.19983074069023132,0.194660022854805,0.21673765778541565,0.22629804909229279,0.18917925655841827,0.14428016543388367,0.20410187542438507,0.13118882477283478
",",0.3087472915649414,0.45456063747406006,0.4933079481124878,0.34503069519996643,0.22322475910186768,0.1810409277677536,0.2695249915122986,0.4120737314224243,0.26863154768943787,0.23818567395210266,0.31091248989105225
and,0.31309178471565247,0.3740963041782379,0.5171257257461548,0.3167642652988434,0.18368244171142578,0.1698254644870758,0.22164249420166016,0.5477725267410278,0.2730041444301605,0.20779448747634888,0.20544172823429108
that,0.6297725439071655,0.33670201897621155,0.5473989248275757,0.3482176661491394,0.18258553743362427,0.10987387597560883,0.1895422339439392,0.4154358208179474,0.20374512672424316,0.2481309473514557,0.32716336846351624
the,0.42745697498321533,0.48711544275283813,1.0,0.49448907375335693,0.21959073841571808,0.21576224267482758,0.21853436529636383,0.4223487675189972,0.2862859070301056,0.25819507241249084,0.22068053483963013
game,0.2246788740158081,0.2568269371986389,0.285271555185318,0.258794367313385,0.3480181396007538,0.2413962334394455,0.24809806048870087,0.19394829869270325,0.11391695588827133,0.25392043590545654,0.1829071193933487
would,0.45766422152519226,0.41663143038749695,0.4133751392364502,0.2882738411426544,0.16404198110103607,0.17156143486499786,0.2821216285228729,0.38372042775154114,0.21116627752780914,0.21986085176467896,0.37178951501846313
be,0.3929833769798279,0.42228707671165466,0.4248143136501312,0.29818081855773926,0.1880253106355667,0.18567830324172974,0.17648109793663025,0.36101722717285156,0.16603216528892517,0.21984203159809113,0.3324260413646698
named,0.1525408923625946,0.37528327107429504,0.3521348536014557,0.35798725485801697,0.2206273078918457,0.18541297316551208,0.2606875002384186,0.21388062834739685,0.10008247196674347,0.1596381515264511,0.1297498345375061
using,0.27984681725502014,0.18766598403453827,0.28364112973213196,0.30465447902679443,0.12041214108467102,0.10332484543323517,0.14969705045223236,0.3917884826660156,0.13972263038158417,0.29941174387931824,0.2804589569568634
arabic,0.1854897290468216,0.17652206122875214,0.23818454146385193,0.1669784039258957,0.18190370500087738,0.1547006070613861,0.07639345526695251,0.146597757935524,0.1966908574104309,0.41452375054359436,0.18792502582073212
numerals,0.2182469516992569,0.15565448999404907,0.25819507241249084,0.209809347987175,0.27254608273506165,0.26416486501693726,0.1367952525615692,0.16614378988742828,0.4669416546821594,1.0,0.22188253700733185
as,0.31749409437179565,0.3677520453929901,0.48381632566452026,0.33842000365257263,0.21450649201869965,0.14539222419261932,0.2152906060218811,0.40387406945228577,0.22062699496746063,0.21114006638526917,0.27043893933296204
super,0.13651713728904724,0.21420986950397491,0.21959073841571808,0.2717077434062958,1.0000001192092896,0.4848237931728363,0.19141574203968048,0.1518537551164627,0.07821496576070786,0.27254608273506165,0.166326642036438
bowl,0.15942467749118805,0.21915455162525177,0.21576224267482758,0.20817767083644867,0.4848237931728363,1.0,0.11057250946760178,0.18353787064552307,0.12339023500680923,0.26416486501693726,0.21118052303791046
50,-0.04124141484498978,-0.0011744623770937324,0.03602437674999237,0.07933352887630463,0.0833745002746582,0.005446359980851412,-0.020435238257050514,0.08371289074420929,0.01018556673079729,0.0405484102666378,0.030512850731611252
as,0.31749409437179565,0.3677520453929901,0.48381632566452026,0.33842000365257263,0.21450649201869965,0.14539222419261932,0.2152906060218811,0.40387406945228577,0.22062699496746063,0.21114006638526917,0.27043893933296204
opposed,0.35573211312294006,0.2790595591068268,0.24302934110164642,0.20592594146728516,0.09677048772573471,0.12780041992664337,0.2569354474544525,0.24262261390686035,0.17820458114147186,0.22317832708358765,0.23428945243358612
to,0.455847829580307,0.3636345863342285,0.535392165184021,0.3792489171028137,0.17783479392528534,0.16993016004562378,0.16568227112293243,0.4239959120750427,0.24710409343242645,0.21088573336601257,0.29463258385658264
super,0.13651713728904724,0.21420986950397491,0.21959073841571808,0.2717077434062958,1.0000001192092896,0.4848237931728363,0.19141574203968048,0.1518537551164627,0.07821496576070786,0.27254608273506165,0.166326642036438
bowl,0.15942467749118805,0.21915455162525177,0.21576224267482758,0.20817767083644867,0.4848237931728363,1.0,0.11057250946760178,0.18353787064552307,0.12339023500680923,0.26416486501693726,0.21118052303791046
l.,0.11054152995347977,0.006958117242902517,0.06809674203395844,0.04492134228348732,0.058923691511154175,-0.052533600479364395,0.0327264666557312,0.02208939753472805,0.05787437781691551,0.01405404508113861,0.05018472298979759
the,0.42745697498321533,0.48711544275283813,1.0,0.49448907375335693,0.21959073841571808,0.21576224267482758,0.21853436529636383,0.4223487675189972,0.2862859070301056,0.25819507241249084,0.22068053483963013
use,0.3453877568244934,0.17744606733322144,0.34342584013938904,0.3305151164531708,0.17267648875713348,0.13564810156822205,0.18898805975914001,0.3356984257698059,0.17430752515792847,0.3054240047931671,0.32795652747154236
of,0.33290785551071167,0.4069072902202606,0.733189046382904,0.3536086082458496,0.14718765020370483,0.2243070751428604,0.17310917377471924,0.41827285289764404,0.31028008460998535,0.2555062174797058,0.1826142966747284
roman,0.17852471768856049,0.23496849834918976,0.2862859070301056,0.16811686754226685,0.07821496576070786,0.12339023500680923,0.17748752236366272,0.16514341533184052,1.0,0.4669416546821594,0.1663191318511963
numerals,0.2182469516992569,0.15565448999404907,0.25819507241249084,0.209809347987175,0.27254608273506165,0.26416486501693726,0.1367952525615692,0.16614378988742828,0.4669416546821594,1.0,0.22188253700733185
will,0.3510494530200958,0.22588570415973663,0.3635469079017639,0.27595582604408264,0.1544499397277832,0.1507955938577652,0.21564288437366486,0.33888739347457886,0.13640916347503662,0.16965042054653168,0.35046905279159546
be,0.3929833769798279,0.42228707671165466,0.4248143136501312,0.29818081855773926,0.1880253106355667,0.18567830324172974,0.17648109793663025,0.36101722717285156,0.16603216528892517,0.21984203159809113,0.3324260413646698
reinstated,0.2940208911895752,0.3791258931159973,0.2586565315723419,0.25914910435676575,0.11153620481491089,0.11042346805334091,0.22528158128261566,0.1802978664636612,0.2652885317802429,0.2735072076320648,0.29092538356781006
for,0.3017193675041199,0.3863949179649353,0.4739971458911896,0.3800288736820221,0.22938419878482819,0.24430087208747864,0.1857294887304306,0.39140474796295166,0.13499169051647186,0.18570570647716522,0.264628142118454
super,0.13651713728904724,0.21420986950397491,0.21959073841571808,0.2717077434062958,1.0000001192092896,0.4848237931728363,0.19141574203968048,0.1518537551164627,0.07821496576070786,0.27254608273506165,0.166326642036438
bowl,0.15942467749118805,0.21915455162525177,0.21576224267482758,0.20817767083644867,0.4848237931728363,1.0,0.11057250946760178,0.18353787064552307,0.12339023500680923,0.26416486501693726,0.21118052303791046
li,0.03134606406092644,0.12489592283964157,0.1979183703660965,0.17650826275348663,0.24357181787490845,0.18137063086032867,0.07638099044561386,0.1507982313632965,0.14842745661735535,0.1693873405456543,0.17020992934703827
.,0.3567904531955719,0.40146201848983765,0.5934505462646484,0.4345304071903229,0.2757420241832733,0.21516893804073334,0.21424522995948792,0.4446153938770294,0.27629324793815613,0.25345009565353394,0.4130953550338745
