,why,did,they,teach,them,to,grow,peas,?
pea,0.11103840172290802,0.15861578285694122,0.22295962274074554,0.0932561606168747,0.1910821497440338,0.18366989493370056,0.34837159514427185,0.6525412201881409,0.17694024741649628
varieties,0.16060657799243927,0.11220923811197281,0.22053372859954834,0.16783227026462555,0.24148881435394287,0.12224897742271423,0.29393699765205383,0.42662522196769714,0.20348937809467316
",",0.2827242314815521,0.3015086054801941,0.390799880027771,0.22192275524139404,0.3985835015773773,0.44245919585227966,0.2585790455341339,0.29967543482780457,0.31091248989105225
instead,0.4018612504005432,0.34208473563194275,0.3707234859466553,0.2984161674976349,0.509936511516571,0.457004189491272,0.2533816695213318,0.2508835792541504,0.2942638397216797
of,0.28464117646217346,0.2513895630836487,0.3426007330417633,0.2383975088596344,0.34503093361854553,0.41548454761505127,0.2535724341869354,0.12554925680160522,0.1826142966747284
maize,0.18623316287994385,0.1472415179014206,0.21457058191299438,0.20808880031108856,0.1949155479669571,0.17028915882110596,0.41058239340782166,0.5124689340591431,0.21763238310813904
",",0.2827242314815521,0.3015086054801941,0.390799880027771,0.22192275524139404,0.3985835015773773,0.44245919585227966,0.2585790455341339,0.29967543482780457,0.31091248989105225
in,0.23227278888225555,0.2593238651752472,0.4330179989337921,0.23312166333198547,0.29119014739990234,0.45010748505592346,0.2526702880859375,0.1897689551115036,0.20430970191955566
particularly,0.44974151253700256,0.2694823145866394,0.374696284532547,0.22434400022029877,0.3707391023635864,0.33588847517967224,0.24507886171340942,0.2662176191806793,0.2644225060939789
dry,0.24066868424415588,0.1395312249660492,0.24629004299640656,0.05780348926782608,0.21323972940444946,0.21135932207107544,0.3326437771320343,0.2911030650138855,0.13395056128501892
areas,0.2656618356704712,0.19908885657787323,0.346399188041687,0.17124484479427338,0.35560402274131775,0.29808273911476135,0.28895318508148193,0.25792139768600464,0.1273590475320816
.,0.32909876108169556,0.35288307070732117,0.4510921239852905,0.2642667293548584,0.39945515990257263,0.4645031690597534,0.30482572317123413,0.21226993203163147,0.4130953550338745
,why,did,they,teach,them,to,grow,peas,?
pigeon,0.13899902999401093,0.14203093945980072,0.20382234454154968,0.08772944658994675,0.1818995475769043,0.16653646528720856,0.16818338632583618,0.3367568254470825,0.18346887826919556
peas,0.17533466219902039,0.24053224921226501,0.2845270037651062,0.14125192165374756,0.27155616879463196,0.2114586979150772,0.3094318211078644,0.9999999403953552,0.21277329325675964
are,0.3273901343345642,0.2159031480550766,0.610666811466217,0.24484765529632568,0.5206625461578369,0.3504326641559601,0.31653815507888794,0.21624130010604858,0.24591213464736938
very,0.42126598954200745,0.3388260006904602,0.46804940700531006,0.2117716521024704,0.41886600852012634,0.3902553617954254,0.3151264190673828,0.1965836137533188,0.20864155888557434
drought,0.2163868397474289,0.2488846629858017,0.28557726740837097,0.08653878420591354,0.2696489989757538,0.2686719596385956,0.3931741714477539,0.27343884110450745,0.1524890512228012
resistant,0.20165568590164185,0.1836281716823578,0.303924024105072,0.09763821214437485,0.2734549939632416,0.2521497905254364,0.31850704550743103,0.2147095799446106,0.0663314014673233
",",0.2827242314815521,0.3015086054801941,0.390799880027771,0.22192275524139404,0.3985835015773773,0.44245919585227966,0.2585790455341339,0.29967543482780457,0.31091248989105225
so,0.5904637575149536,0.43696269392967224,0.5883795619010925,0.2936077415943146,0.6291936039924622,0.5091881155967712,0.3125651180744171,0.24123066663742065,0.43163934350013733
can,0.38329222798347473,0.32383522391319275,0.47909218072891235,0.2583193778991699,0.4612884819507599,0.4979398250579834,0.3570415675640106,0.1955152302980423,0.3226337134838104
be,0.4042811989784241,0.22657383978366852,0.4858434796333313,0.24814555048942566,0.4282684326171875,0.4972836375236511,0.2903392016887665,0.24092423915863037,0.3324260413646698
grown,0.1869395226240158,0.16298606991767883,0.2869272530078888,0.19541367888450623,0.2737293541431427,0.24028044939041138,0.6778074502944946,0.37820181250572205,0.10581663250923157
in,0.23227278888225555,0.2593238651752472,0.4330179989337921,0.23312166333198547,0.29119014739990234,0.45010748505592346,0.2526702880859375,0.1897689551115036,0.20430970191955566
areas,0.2656618356704712,0.19908885657787323,0.346399188041687,0.17124484479427338,0.35560402274131775,0.29808273911476135,0.28895318508148193,0.25792139768600464,0.1273590475320816
with,0.24107445776462555,0.25472134351730347,0.42091572284698486,0.19712631404399872,0.4064640402793884,0.4239959120750427,0.2057950794696808,0.2426905483007431,0.2433311939239502
less,0.3511216938495636,0.1984580159187317,0.39704006910324097,0.15841445326805115,0.40375879406929016,0.38397523760795593,0.31915611028671265,0.1821279674768448,0.22418740391731262
than,0.30495476722717285,0.24820660054683685,0.3383907079696655,0.17174886167049408,0.37931621074676514,0.3192550539970398,0.3003598749637604,0.1448933184146881,0.24917294085025787
650,0.14780396223068237,0.20148710906505585,0.048032961785793304,0.10760743916034698,0.07118052244186401,0.08763190358877182,0.021761396899819374,0.11872480064630508,0.1771179437637329
mm,0.10946924984455109,0.1144808754324913,0.19420085847377777,0.06900278478860855,0.16994687914848328,0.10979681462049484,0.29190564155578613,0.19410812854766846,0.16094553470611572
annual,0.11703411489725113,0.13183704018592834,0.13273659348487854,0.06642930209636688,0.15721701085567474,0.2023409903049469,0.20849192142486572,0.19671308994293213,0.1083487942814827
rainfall,0.17271587252616882,0.11819510161876678,0.1407875269651413,0.06955873966217041,0.17378076910972595,0.18647831678390503,0.3120904564857483,0.28058046102523804,0.17489276826381683
.,0.32909876108169556,0.35288307070732117,0.4510921239852905,0.2642667293548584,0.39945515990257263,0.4645031690597534,0.30482572317123413,0.21226993203163147,0.4130953550338745
