,what,would,type,of,studying,would,require,a,teacher,to,take,on,a,supervisor,role,?
",",0.3087472915649414,0.32586824893951416,0.1804078221321106,0.4946078956127167,0.28254297375679016,0.32586824893951416,0.20549376308918,0.427140474319458,0.2884024977684021,0.44245919585227966,0.2881867289543152,0.49057599902153015,0.427140474319458,0.24987323582172394,0.199491485953331,0.31091248989105225
supervise,0.2805338203907013,0.31812772154808044,0.10144075006246567,0.23048622906208038,0.2648482918739319,0.31812772154808044,0.2733137309551239,0.21311701834201813,0.310066819190979,0.2737656831741333,0.33306369185447693,0.20417149364948273,0.21311701834201813,0.8107941746711731,0.22062726318836212,0.20844393968582153
study,0.3123835027217865,0.1529979407787323,0.16852396726608276,0.29377859830856323,0.7506858110427856,0.1529979407787323,0.149089515209198,0.2268155962228775,0.3525848984718323,0.3326032757759094,0.22886760532855988,0.1889076977968216,0.2268155962228775,0.2238619327545166,0.1598806232213974,0.15902167558670044
halls,0.1426827609539032,0.15879413485527039,0.13793770968914032,0.24519692361354828,0.2004188746213913,0.15879413485527039,0.19804321229457855,0.24942845106124878,0.23660916090011597,0.20179446041584015,0.16224317252635956,0.16737575829029083,0.24942845106124878,0.1868228316307068,0.20840169489383698,0.10686422884464264
",",0.3087472915649414,0.32586824893951416,0.1804078221321106,0.4946078956127167,0.28254297375679016,0.32586824893951416,0.20549376308918,0.427140474319458,0.2884024977684021,0.44245919585227966,0.2881867289543152,0.49057599902153015,0.427140474319458,0.24987323582172394,0.199491485953331,0.31091248989105225
help,0.3728281855583191,0.429985910654068,0.1797555685043335,0.22745388746261597,0.2528858780860901,0.429985910654068,0.3282386064529419,0.23381464183330536,0.2973319888114929,0.46191298961639404,0.4087250828742981,0.24844828248023987,0.23381464183330536,0.18683506548404694,0.1999872922897339,0.28403452038764954
with,0.2464839518070221,0.38372042775154114,0.1964726597070694,0.41827285289764404,0.180222749710083,0.38372042775154114,0.2634866237640381,0.3783375024795532,0.13737362623214722,0.4239959120750427,0.21222369372844696,0.40749499201774597,0.3783375024795532,0.14079204201698303,0.1617812067270279,0.2433311939239502
the,0.42745697498321533,0.4133751392364502,0.21819381415843964,0.733189046382904,0.24704718589782715,0.4133751392364502,0.17356595396995544,0.5829201340675354,0.17760860919952393,0.535392165184021,0.31620436906814575,0.5107308030128479,0.5829201340675354,0.1879754215478897,0.26607486605644226,0.22068053483963013
organization,0.22617296874523163,0.1268124133348465,0.15880177915096283,0.25438958406448364,0.15898054838180542,0.1268124133348465,0.16690966486930847,0.2565373480319977,0.12677717208862305,0.26166829466819763,0.17731453478336334,0.19383496046066284,0.2565373480319977,0.329982727766037,0.1751299351453781,0.2069297879934311
of,0.33290785551071167,0.3353942930698395,0.18112817406654358,1.0,0.2883101999759674,0.3353942930698395,0.20683176815509796,0.5052502155303955,0.19968076050281525,0.41548454761505127,0.29282352328300476,0.3966929316520691,0.5052502155303955,0.21963465213775635,0.1797693818807602,0.1826142966747284
school,0.18774057924747467,0.13300096988677979,0.11896730959415436,0.2391800880432129,0.37555450201034546,0.13300096988677979,0.08515637367963791,0.2245093584060669,0.5442529320716858,0.24496325850486755,0.19297656416893005,0.2388053983449936,0.2245093584060669,0.2593154311180115,0.13374219834804535,0.15091250836849213
functions,0.22357098758220673,0.2512938380241394,0.20136284828186035,0.2328059822320938,0.21912474930286407,0.2512938380241394,0.4011606276035309,0.21638484299182892,0.14569424092769623,0.24301983416080475,0.23473940789699554,0.17429310083389282,0.21638484299182892,0.23179109394550323,0.24643424153327942,0.13745930790901184
",",0.3087472915649414,0.32586824893951416,0.1804078221321106,0.4946078956127167,0.28254297375679016,0.32586824893951416,0.20549376308918,0.427140474319458,0.2884024977684021,0.44245919585227966,0.2881867289543152,0.49057599902153015,0.427140474319458,0.24987323582172394,0.199491485953331,0.31091248989105225
and,0.31309178471565247,0.34921059012413025,0.16898801922798157,0.5116966962814331,0.3061647117137909,0.34921059012413025,0.24569399654865265,0.3739250600337982,0.27571162581443787,0.48971283435821533,0.296702116727829,0.4077630043029785,0.3739250600337982,0.26534566283226013,0.2629789710044861,0.20544172823429108
serve,0.23061832785606384,0.3319612145423889,0.1185079962015152,0.2656401991844177,0.12828315794467926,0.3319612145423889,0.30849790573120117,0.22927480936050415,0.12982116639614105,0.3411368131637573,0.3267861604690552,0.19575612246990204,0.22927480936050415,0.2810937762260437,0.24339838325977325,0.19925682246685028
as,0.31749409437179565,0.3824005722999573,0.19307732582092285,0.3886612355709076,0.2365650236606598,0.3824005722999573,0.23686568439006805,0.39550232887268066,0.27420735359191895,0.42092081904411316,0.26337623596191406,0.36047765612602234,0.39550232887268066,0.2785431146621704,0.4036863148212433,0.27043893933296204
supervisors,0.21743333339691162,0.26977160573005676,0.11751947551965714,0.29808762669563293,0.22790570557117462,0.26977160573005676,0.1963128298521042,0.20991358160972595,0.24434271454811096,0.2675996720790863,0.27824267745018005,0.2214939147233963,0.20991358160972595,0.919633686542511,0.20572085678577423,0.1287984699010849
for,0.3017193675041199,0.39877474308013916,0.20848464965820312,0.4185989499092102,0.22843459248542786,0.39877474308013916,0.33956968784332275,0.44038116931915283,0.23373261094093323,0.4451248347759247,0.33445194363594055,0.36199691891670227,0.44038116931915283,0.30380451679229736,0.34694939851760864,0.264628142118454
extracurricular,0.2601011097431183,0.257593035697937,0.21452246606349945,0.3498011827468872,0.392000287771225,0.257593035697937,0.42531079053878784,0.3009025454521179,0.35458824038505554,0.31165748834609985,0.31552770733833313,0.26939526200294495,0.3009025454521179,0.30746179819107056,0.22284427285194397,0.23387525975704193
activities,0.21757790446281433,0.23419402539730072,0.1750895082950592,0.23520112037658691,0.2624465227127075,0.23419402539730072,0.24857963621616364,0.2222801148891449,0.2962445616722107,0.2740468382835388,0.246210977435112,0.24141795933246613,0.2222801148891449,0.28724953532218933,0.23378823697566986,0.11289679259061813
.,0.3567904531955719,0.35067233443260193,0.23195341229438782,0.5352458953857422,0.2383679449558258,0.35067233443260193,0.21465444564819336,0.50484299659729,0.225234717130661,0.4645031690597534,0.3045158088207245,0.49257001280784607,0.50484299659729,0.1854904741048813,0.22067026793956757,0.4130953550338745
