,what,was,the,percentage,of,black,or,african-americans,living,in,the,city,?
(,0.2411840260028839,0.2980341613292694,0.33289089798927307,0.15512096881866455,0.35032153129577637,0.14539995789527893,0.3582012951374054,0.17479662597179413,0.17554375529289246,0.3087427020072937,0.33289089798927307,0.19590984284877777,0.40561532974243164
about,0.47976887226104736,0.2577359974384308,0.37995871901512146,0.1676761358976364,0.40939709544181824,0.19304651021957397,0.3335071802139282,0.2625249922275543,0.3724324107170105,0.39797019958496094,0.37995871901512146,0.20384573936462402,0.302409827709198
a,0.3320399522781372,0.4508470594882965,0.5829201340675354,0.25336048007011414,0.5052502155303955,0.23173153400421143,0.48853766918182373,0.22780461609363556,0.21367067098617554,0.539380669593811,0.5829201340675354,0.2349124401807785,0.23916715383529663
third,0.2033906877040863,0.3460187017917633,0.4229298532009125,0.17833442986011505,0.30602210760116577,0.15172983705997467,0.1674894094467163,0.17041487991809845,0.12009996175765991,0.3309578001499176,0.4229298532009125,0.20464834570884705,0.15394791960716248
of,0.33290785551071167,0.4069072902202606,0.733189046382904,0.24724560976028442,1.0,0.23966942727565765,0.3792596757411957,0.26648733019828796,0.3499443829059601,0.5696388483047485,0.733189046382904,0.32503411173820496,0.1826142966747284
which,0.5261979103088379,0.2830964922904968,0.6521818041801453,0.28743335604667664,0.5011631846427917,0.22594642639160156,0.5105096101760864,0.2281782627105713,0.23109818994998932,0.4840516746044159,0.6521818041801453,0.22264601290225983,0.25814583897590637
is,0.28837618231773376,0.5810302495956421,0.5823672413825989,0.23538601398468018,0.4854315221309662,0.20887219905853271,0.41870999336242676,0.20171673595905304,0.2306187003850937,0.5394441485404968,0.5823672413825989,0.3186660706996918,0.22961433231830597
hmong,0.16884775459766388,0.16487382352352142,0.22958515584468842,0.17874743044376373,0.23823729157447815,0.16902093589305878,0.25904351472854614,0.33409029245376587,0.27489206194877625,0.220341756939888,0.22958515584468842,0.2556396722793579,0.20981226861476898
),0.26259949803352356,0.3267642855644226,0.3456730246543884,0.18347817659378052,0.3680361211299896,0.15729744732379913,0.3706604242324829,0.15812784433364868,0.19151180982589722,0.3326910734176636,0.3456730246543884,0.2113075703382492,0.42300865054130554
",",0.3087472915649414,0.45456063747406006,0.4933079481124878,0.21945469081401825,0.4946078956127167,0.23807229101657867,0.3769497275352478,0.2759692966938019,0.26278790831565857,0.5201468467712402,0.4933079481124878,0.35839709639549255,0.31091248989105225
0.1,0.18857643008232117,-0.15993034839630127,-0.010016062296926975,0.06653782725334167,0.1042587086558342,0.012420550920069218,0.02823253907263279,-0.027092615142464638,0.07692255824804306,0.005624927114695311,-0.010016062296926975,-0.09612143784761429,0.09288341552019119
%,0.20738190412521362,0.11743833869695663,0.21490740776062012,0.5639340281486511,0.19953428208827972,0.19874867796897888,0.24279601871967316,0.2551237940788269,0.2514876425266266,0.19465309381484985,0.21490740776062012,0.1702996790409088,0.21441808342933655
pacific,0.12389002740383148,0.14671295881271362,0.28543707728385925,0.11950746178627014,0.21646003425121307,0.21681974828243256,0.17510244250297546,0.37850964069366455,0.09437894076108932,0.19652380049228668,0.28543707728385925,0.15942703187465668,0.13060949742794037
islander,0.15669113397598267,0.202179417014122,0.2831306755542755,0.22542081773281097,0.23059505224227905,0.23142874240875244,0.18536560237407684,0.3901161253452301,0.17962032556533813,0.2078763097524643,0.2831306755542755,0.2221956104040146,0.18424275517463684
",",0.3087472915649414,0.45456063747406006,0.4933079481124878,0.21945469081401825,0.4946078956127167,0.23807229101657867,0.3769497275352478,0.2759692966938019,0.26278790831565857,0.5201468467712402,0.4933079481124878,0.35839709639549255,0.31091248989105225
23.4,0.14564195275306702,0.062374163419008255,0.2855614125728607,0.17224344611167908,0.26679474115371704,0.132229745388031,0.19076398015022278,0.20521728694438934,0.14402079582214355,0.22285091876983643,0.2855614125728607,0.2506938874721527,0.06599248200654984
%,0.20738190412521362,0.11743833869695663,0.21490740776062012,0.5639340281486511,0.19953428208827972,0.19874867796897888,0.24279601871967316,0.2551237940788269,0.2514876425266266,0.19465309381484985,0.21490740776062012,0.1702996790409088,0.21441808342933655
from,0.2737620174884796,0.31171464920043945,0.40150508284568787,0.18376870453357697,0.4249346852302551,0.1814838945865631,0.31242018938064575,0.21105797588825226,0.21752916276454926,0.4274188280105591,0.40150508284568787,0.3118290305137634,0.19969791173934937
other,0.341873437166214,0.14651623368263245,0.44152235984802246,0.3094887435436249,0.38583824038505554,0.1947280913591385,0.5325124859809875,0.300243079662323,0.31328481435775757,0.39989137649536133,0.44152235984802246,0.20028837025165558,0.24682199954986572
races,0.13319574296474457,0.17400409281253815,0.20953570306301117,0.24288861453533173,0.1723267138004303,0.18051323294639587,0.22318433225154877,0.3617369532585144,0.21849702298641205,0.20279844105243683,0.20953570306301117,0.12372411787509918,0.12153562903404236
",",0.3087472915649414,0.45456063747406006,0.4933079481124878,0.21945469081401825,0.4946078956127167,0.23807229101657867,0.3769497275352478,0.2759692966938019,0.26278790831565857,0.5201468467712402,0.4933079481124878,0.35839709639549255,0.31091248989105225
and,0.31309178471565247,0.3740963041782379,0.5171257257461548,0.24926191568374634,0.5116966962814331,0.24407927691936493,0.4713204801082611,0.28568074107170105,0.27568840980529785,0.4954058527946472,0.5171257257461548,0.2827445864677429,0.20544172823429108
5.2,0.014770143665373325,-0.005158110521733761,0.08403005450963974,0.061772000044584274,0.09677878767251968,-0.028753772377967834,-0.03868428245186806,0.017453508451581,0.10624130070209503,-0.05891210958361626,0.08403005450963974,0.0708780586719513,-0.030824657529592514
%,0.20738190412521362,0.11743833869695663,0.21490740776062012,0.5639340281486511,0.19953428208827972,0.19874867796897888,0.24279601871967316,0.2551237940788269,0.2514876425266266,0.19465309381484985,0.21490740776062012,0.1702996790409088,0.21441808342933655
from,0.2737620174884796,0.31171464920043945,0.40150508284568787,0.18376870453357697,0.4249346852302551,0.1814838945865631,0.31242018938064575,0.21105797588825226,0.21752916276454926,0.4274188280105591,0.40150508284568787,0.3118290305137634,0.19969791173934937
two,0.23363454639911652,0.27166637778282166,0.43858039379119873,0.19571928679943085,0.37726253271102905,0.21436366438865662,0.3349444568157196,0.22704404592514038,0.20929616689682007,0.36463531851768494,0.43858039379119873,0.17386646568775177,0.19645625352859497
or,0.33867141604423523,0.2330796718597412,0.4174870550632477,0.29796382784843445,0.3792596757411957,0.2541639804840088,1.0000001192092896,0.2668132185935974,0.20090705156326294,0.3586423695087433,0.4174870550632477,0.129682257771492,0.32389625906944275
more,0.3484537899494171,0.21525104343891144,0.39758381247520447,0.33488085865974426,0.30478984117507935,0.2299932986497879,0.41612157225608826,0.29353073239326477,0.22981250286102295,0.32563260197639465,0.39758381247520447,0.12291889637708664,0.27894994616508484
races,0.13319574296474457,0.17400409281253815,0.20953570306301117,0.24288861453533173,0.1723267138004303,0.18051323294639587,0.22318433225154877,0.3617369532585144,0.21849702298641205,0.20279844105243683,0.20953570306301117,0.12372411787509918,0.12153562903404236
.,0.3567904531955719,0.40146201848983765,0.5934505462646484,0.28866735100746155,0.5352458953857422,0.24577875435352325,0.36683785915374756,0.30092552304267883,0.27785244584083557,0.5591574311256409,0.5934505462646484,0.29856356978416443,0.4130953550338745
