,what,percentage,of,global,assets,does,the,richest,1,%,of,people,have,?
adults,0.2567427158355713,0.2978045642375946,0.1983904391527176,0.14512741565704346,0.16503776609897614,0.17722420394420624,0.24781310558319092,0.17597684264183044,-0.24380210041999817,0.2808147072792053,0.1983904391527176,0.331067830324173,0.3424038589000702,0.22581297159194946
alone,0.3431425094604492,0.26241108775138855,0.2295283079147339,0.08216549456119537,0.20377518236637115,0.2488425225019455,0.2769272029399872,0.1697726547718048,-0.17771181464195251,0.24419598281383514,0.2295283079147339,0.25848618149757385,0.33635756373405457,0.25589054822921753
owned,0.12432919442653656,0.1965537667274475,0.17190153896808624,0.20221325755119324,0.4000755250453949,0.12177995592355728,0.1999378502368927,0.3170395493507385,-0.16954536736011505,0.17171457409858704,0.17190153896808624,0.16796442866325378,0.18517647683620453,0.1288648396730423
40,-0.05768606811761856,0.03126995638012886,-0.03308193385601044,-0.028921423479914665,0.005222547333687544,0.05612829700112343,-0.09923846274614334,0.07161679863929749,-0.011948520317673683,-0.0775439515709877,-0.03308193385601044,-0.03849737346172333,0.031185489147901535,0.010195288807153702
%,0.20738190412521362,0.5639340281486511,0.19953428208827972,0.1467813104391098,0.210049107670784,0.1996830552816391,0.21490740776062012,0.18681630492210388,-0.09401865303516388,1.0,0.19953428208827972,0.26192399859428406,0.25054386258125305,0.21441808342933655
of,0.33290785551071167,0.24724560976028442,1.0,0.19114547967910767,0.19511719048023224,0.3119818866252899,0.733189046382904,0.3122171461582184,-0.09473495930433273,0.19953428208827972,1.0,0.3251037895679474,0.3802283704280853,0.1826142966747284
global,0.21706031262874603,0.21346727013587952,0.19114547967910767,0.9999999403953552,0.32477524876594543,0.17425571382045746,0.17898012697696686,0.2052832543849945,-0.10420378297567368,0.1467813104391098,0.19114547967910767,0.1215856522321701,0.20687803626060486,0.22985349595546722
assets,0.2038845717906952,0.3404870629310608,0.19511719048023224,0.32477524876594543,1.0,0.22454270720481873,0.19560842216014862,0.3898482620716095,-0.24012234807014465,0.210049107670784,0.19511719048023224,0.20325501263141632,0.22112035751342773,0.1990663707256317
in,0.30808621644973755,0.18874377012252808,0.5696388483047485,0.10151144117116928,0.15452972054481506,0.214483380317688,0.6662389636039734,0.2720588445663452,-0.10660158097743988,0.19465309381484985,0.5696388483047485,0.39605680108070374,0.36843645572662354,0.20430970191955566
the,0.42745697498321533,0.2736506462097168,0.733189046382904,0.17898012697696686,0.19560842216014862,0.35928019881248474,1.0,0.27766263484954834,-0.1554475575685501,0.21490740776062012,0.733189046382904,0.36838498711586,0.40389683842658997,0.22068053483963013
year,0.15184831619262695,0.17343677580356598,0.2578314542770386,0.20678992569446564,0.20213310420513153,0.16000528633594513,0.3609684407711029,0.22221294045448303,-0.17201529443264008,0.12068747729063034,0.2578314542770386,0.2049565613269806,0.23220738768577576,0.18315006792545319
2000,-0.10562582314014435,-0.1340600699186325,0.010344067588448524,-0.10635142028331757,-0.11138385534286499,-0.014839278534054756,-0.015081177465617657,-0.029465287923812866,-0.206721693277359,-0.165690615773201,0.010344067588448524,-0.15824614465236664,-0.12468268722295761,-0.0824366956949234
.,0.3567904531955719,0.28866735100746155,0.5352458953857422,0.23260977864265442,0.1991698443889618,0.3022993505001068,0.5934505462646484,0.25926893949508667,-0.15870751440525055,0.29872366786003113,0.5352458953857422,0.33118996024131775,0.41614407300949097,0.4130953550338745
