,who,is,the,head,coach,of,the,broncos,?
of,0.2827862501144409,0.4854315221309662,0.733189046382904,0.2945564389228821,0.144924595952034,1.0,0.733189046382904,0.19310332834720612,0.1826142966747284
gary,0.2093702107667923,0.12081560492515564,0.16962489485740662,0.1472642421722412,0.2571870684623718,0.153360977768898,0.16962489485740662,0.2396838366985321,0.06767930835485458
kubiak,0.1886254996061325,0.16076134145259857,0.1740415245294571,0.38312670588493347,0.4861065447330475,0.15710368752479553,0.1740415245294571,0.40566664934158325,0.15975911915302277
as,0.3923053741455078,0.43216490745544434,0.48381632566452026,0.23658350110054016,0.1861812025308609,0.3886612355709076,0.48381632566452026,0.23052668571472168,0.27043893933296204
the,0.3733934462070465,0.5823672413825989,1.0,0.3079071640968323,0.14297698438167572,0.733189046382904,1.0,0.25985947251319885,0.22068053483963013
new,0.2378052920103073,0.2208656519651413,0.3845241069793701,0.18110334873199463,0.16024479269981384,0.343457967042923,0.3845241069793701,0.2461613565683365,0.14782847464084625
head,0.20998527109622955,0.23193342983722687,0.3079071640968323,0.9999998807907104,0.41754329204559326,0.2945564389228821,0.3079071640968323,0.2802664041519165,0.10879309475421906
coach,0.1715262234210968,0.1173417791724205,0.14297698438167572,0.41754329204559326,0.9999998807907104,0.144924595952034,0.14297698438167572,0.40552663803100586,0.11963751912117004
.,0.3541337847709656,0.4569662809371948,0.5934505462646484,0.2515932321548462,0.20588655769824982,0.5352458953857422,0.5934505462646484,0.2612393796443939,0.4130953550338745
,who,is,the,head,coach,of,the,broncos,?
under,0.2962189018726349,0.21294879913330078,0.3348022699356079,0.167936772108078,0.1083541288971901,0.32766106724739075,0.3348022699356079,0.17581799626350403,0.18233340978622437
kubiak,0.1886254996061325,0.16076134145259857,0.1740415245294571,0.38312670588493347,0.4861065447330475,0.15710368752479553,0.1740415245294571,0.40566664934158325,0.15975911915302277
",",0.3365725874900818,0.4691906273365021,0.4933079481124878,0.2711189091205597,0.2760384678840637,0.4946078956127167,0.4933079481124878,0.2558487057685852,0.31091248989105225
the,0.3733934462070465,0.5823672413825989,1.0,0.3079071640968323,0.14297698438167572,0.733189046382904,1.0,0.25985947251319885,0.22068053483963013
broncos,0.1763724684715271,0.1288805603981018,0.25985947251319885,0.2802664041519165,0.40552663803100586,0.19310332834720612,0.25985947251319885,1.0000001192092896,0.18377114832401276
planned,0.189250648021698,0.17169371247291565,0.3010992109775543,0.0659017562866211,0.05843478813767433,0.2487981617450714,0.3010992109775543,0.1254848688840866,0.16188396513462067
to,0.42656609416007996,0.42745086550712585,0.535392165184021,0.2177244871854782,0.19063067436218262,0.41548454761505127,0.535392165184021,0.23674264550209045,0.29463258385658264
install,0.20267795026302338,0.19530867040157318,0.18724390864372253,0.16874204576015472,0.08513140678405762,0.14315830171108246,0.18724390864372253,0.1311037689447403,0.2745343744754791
a,0.36608949303627014,0.658733606338501,0.5829201340675354,0.2807295620441437,0.16662418842315674,0.5052502155303955,0.5829201340675354,0.19771797955036163,0.23916715383529663
run-oriented,0.17028045654296875,0.26972487568855286,0.26444050669670105,0.1827668398618698,0.12268520146608353,0.23865288496017456,0.26444050669670105,0.12628668546676636,0.10559862107038498
offense,0.28307947516441345,0.23369482159614563,0.25977253913879395,0.18965592980384827,0.2386634200811386,0.23099714517593384,0.25977253913879395,0.2953772246837616,0.28476977348327637
with,0.3282766342163086,0.3250955045223236,0.4223487675189972,0.2096976488828659,0.2121175080537796,0.41827285289764404,0.4223487675189972,0.2245701551437378,0.2433311939239502
zone,0.11138155311346054,0.22679060697555542,0.26423242688179016,0.05987181141972542,0.08090242743492126,0.22467142343521118,0.26423242688179016,0.13718454539775848,0.1173049733042717
blocking,0.217539981007576,0.2572687268257141,0.28961867094039917,0.11955899000167847,0.13783486187458038,0.21747972071170807,0.28961867094039917,0.2409251183271408,0.3374691307544708
to,0.42656609416007996,0.42745086550712585,0.535392165184021,0.2177244871854782,0.19063067436218262,0.41548454761505127,0.535392165184021,0.23674264550209045,0.29463258385658264
blend,0.18596486747264862,0.17217591404914856,0.18428699672222137,0.07832582294940948,0.08920471370220184,0.14231498539447784,0.18428699672222137,0.10536674410104752,0.09344823658466339
in,0.2792111933231354,0.5394441485404968,0.6662389636039734,0.21927717328071594,0.1651318073272705,0.5696388483047485,0.6662389636039734,0.20316283404827118,0.20430970191955566
with,0.3282766342163086,0.3250955045223236,0.4223487675189972,0.2096976488828659,0.2121175080537796,0.41827285289764404,0.4223487675189972,0.2245701551437378,0.2433311939239502
quarterback,0.17410103976726532,0.19901543855667114,0.23757418990135193,0.2418513000011444,0.447138249874115,0.19996441900730133,0.23757418990135193,0.5632858872413635,0.13221268355846405
peyton,0.2135157585144043,0.23490853607654572,0.2709864377975464,0.13734108209609985,0.20441755652427673,0.19771021604537964,0.2709864377975464,0.34262970089912415,0.17519715428352356
manning,0.33436715602874756,0.15379270911216736,0.27058160305023193,0.1677197366952896,0.26993462443351746,0.20024974644184113,0.27058160305023193,0.4807402193546295,0.15856626629829407
's,0.05599616840481758,0.02396530658006668,-0.01540423184633255,-0.041913021355867386,-0.02642884850502014,-0.03817026689648628,-0.01540423184633255,-0.037254199385643005,-0.023395681753754616
shotgun,0.20518219470977783,0.133713036775589,0.13242065906524658,0.1796407550573349,0.21663779020309448,0.13166861236095428,0.13242065906524658,0.3136073648929596,0.22133255004882812
passing,0.14387445151805878,0.20053766667842865,0.3088957965373993,0.11275800317525864,0.2060195803642273,0.24086934328079224,0.3088957965373993,0.26884856820106506,0.10353918373584747
skills,0.3790695369243622,0.15945598483085632,0.20564566552639008,0.1783284842967987,0.22834110260009766,0.1968628317117691,0.20564566552639008,0.23882617056369781,0.1864275485277176
",",0.3365725874900818,0.4691906273365021,0.4933079481124878,0.2711189091205597,0.2760384678840637,0.4946078956127167,0.4933079481124878,0.2558487057685852,0.31091248989105225
but,0.4487357437610626,0.4106791317462921,0.4859698414802551,0.18595284223556519,0.16887445747852325,0.39942997694015503,0.4859698414802551,0.15171389281749725,0.27921953797340393
struggled,0.32841312885284424,0.0820235013961792,0.28537142276763916,0.17792178690433502,0.2605136036872864,0.2758544981479645,0.28537142276763916,0.2929910123348236,0.11264374107122421
with,0.3282766342163086,0.3250955045223236,0.4223487675189972,0.2096976488828659,0.2121175080537796,0.41827285289764404,0.4223487675189972,0.2245701551437378,0.2433311939239502
numerous,0.24434210360050201,0.14785398542881012,0.3353725075721741,0.1484152227640152,0.07306059449911118,0.3024154603481293,0.3353725075721741,0.10706484317779541,0.0875130444765091
changes,0.20586563646793365,0.23356598615646362,0.3427845537662506,0.15704670548439026,0.09272276610136032,0.25827232003211975,0.3427845537662506,0.14588016271591187,0.21264225244522095
and,0.41279885172843933,0.3859752118587494,0.5171257257461548,0.24040718376636505,0.2508825957775116,0.5116966962814331,0.5171257257461548,0.20959050953388214,0.20544172823429108
injuries,0.2513408958911896,0.11567260324954987,0.20518366992473602,0.24998024106025696,0.24603497982025146,0.23467452824115753,0.20518366992473602,0.36925095319747925,0.14870837330818176
to,0.42656609416007996,0.42745086550712585,0.535392165184021,0.2177244871854782,0.19063067436218262,0.41548454761505127,0.535392165184021,0.23674264550209045,0.29463258385658264
the,0.3733934462070465,0.5823672413825989,1.0,0.3079071640968323,0.14297698438167572,0.733189046382904,1.0,0.25985947251319885,0.22068053483963013
offensive,0.20906679332256317,0.22049112617969513,0.2699996531009674,0.15398168563842773,0.3148437738418579,0.20176489651203156,0.2699996531009674,0.37855350971221924,0.20278584957122803
line,0.1774713397026062,0.19879867136478424,0.29789501428604126,0.1760851889848709,0.2100418359041214,0.23765452206134796,0.29789501428604126,0.18832378089427948,0.16271452605724335
",",0.3365725874900818,0.4691906273365021,0.4933079481124878,0.2711189091205597,0.2760384678840637,0.4946078956127167,0.4933079481124878,0.2558487057685852,0.31091248989105225
as,0.3923053741455078,0.43216490745544434,0.48381632566452026,0.23658350110054016,0.1861812025308609,0.3886612355709076,0.48381632566452026,0.23052668571472168,0.27043893933296204
well,0.3480316996574402,0.33406564593315125,0.42630070447921753,0.22817009687423706,0.1621701419353485,0.3343164324760437,0.42630070447921753,0.17004984617233276,0.24815571308135986
as,0.3923053741455078,0.43216490745544434,0.48381632566452026,0.23658350110054016,0.1861812025308609,0.3886612355709076,0.48381632566452026,0.23052668571472168,0.27043893933296204
manning,0.33436715602874756,0.15379270911216736,0.27058160305023193,0.1677197366952896,0.26993462443351746,0.20024974644184113,0.27058160305023193,0.4807402193546295,0.15856626629829407
having,0.4130314290523529,0.29556408524513245,0.3821379244327545,0.23802119493484497,0.0727459192276001,0.38889452815055847,0.3821379244327545,0.17299437522888184,0.22418256103992462
his,0.44966956973075867,0.24372583627700806,0.4394008219242096,0.2232082635164261,0.21406444907188416,0.38364991545677185,0.4394008219242096,0.22318051755428314,0.18075084686279297
worst,0.14436687529087067,0.14648406207561493,0.21166902780532837,0.08827463537454605,0.07978630810976028,0.16431279480457306,0.21166902780532837,0.10329394042491913,0.21551604568958282
statistical,0.14060083031654358,0.18036481738090515,0.26417747139930725,0.09870163351297379,0.03792450949549675,0.3284662663936615,0.26417747139930725,0.20476508140563965,0.1697750836610794
season,0.13809308409690857,0.1786249428987503,0.2507155239582062,0.1542927622795105,0.24411138892173767,0.1598338931798935,0.2507155239582062,0.3664494454860687,0.16793298721313477
since,0.27765995264053345,0.3567592203617096,0.4054957628250122,0.20682649314403534,0.2176297903060913,0.35513219237327576,0.4054957628250122,0.16061389446258545,0.2876587212085724
his,0.44966956973075867,0.24372583627700806,0.4394008219242096,0.2232082635164261,0.21406444907188416,0.38364991545677185,0.4394008219242096,0.22318051755428314,0.18075084686279297
rookie,0.17461314797401428,0.12423693388700485,0.2438497394323349,0.1485532820224762,0.34984150528907776,0.15998511016368866,0.2438497394323349,0.49952560663223267,0.14955708384513855
year,0.2851492762565613,0.2402215600013733,0.3609684407711029,0.13792212307453156,0.23797547817230225,0.2578314542770386,0.3609684407711029,0.23290012776851654,0.18315006792545319
with,0.3282766342163086,0.3250955045223236,0.4223487675189972,0.2096976488828659,0.2121175080537796,0.41827285289764404,0.4223487675189972,0.2245701551437378,0.2433311939239502
the,0.3733934462070465,0.5823672413825989,1.0,0.3079071640968323,0.14297698438167572,0.733189046382904,1.0,0.25985947251319885,0.22068053483963013
indianapolis,0.18802113831043243,0.1594902127981186,0.25879812240600586,0.16098976135253906,0.32204902172088623,0.20248150825500488,0.25879812240600586,0.5067797303199768,0.10281907767057419
colts,0.20528243482112885,0.13015155494213104,0.2615845501422882,0.29049113392829895,0.4236876964569092,0.15765886008739471,0.2615845501422882,0.6631835699081421,0.1482221484184265
in,0.2792111933231354,0.5394441485404968,0.6662389636039734,0.21927717328071594,0.1651318073272705,0.5696388483047485,0.6662389636039734,0.20316283404827118,0.20430970191955566
1998,0.10716468840837479,-0.09994695335626602,-0.047468025237321854,-0.01757381111383438,-0.013948447071015835,-0.06454750150442123,-0.047468025237321854,-0.05604337155818939,0.11714459210634232
",",0.3365725874900818,0.4691906273365021,0.4933079481124878,0.2711189091205597,0.2760384678840637,0.4946078956127167,0.4933079481124878,0.2558487057685852,0.31091248989105225
due,0.1198829784989357,0.24065633118152618,0.22577603161334991,0.15881867706775665,0.11569813638925552,0.2533245384693146,0.22577603161334991,0.14721551537513733,0.10954997688531876
to,0.42656609416007996,0.42745086550712585,0.535392165184021,0.2177244871854782,0.19063067436218262,0.41548454761505127,0.535392165184021,0.23674264550209045,0.29463258385658264
a,0.36608949303627014,0.658733606338501,0.5829201340675354,0.2807295620441437,0.16662418842315674,0.5052502155303955,0.5829201340675354,0.19771797955036163,0.23916715383529663
plantar,0.22626790404319763,0.175923153758049,0.23765602707862854,0.14024168252944946,0.13070690631866455,0.30038854479789734,0.23765602707862854,0.20850567519664764,0.12419132888317108
fasciitis,0.23468850553035736,0.16038529574871063,0.14955414831638336,0.13791507482528687,0.1331447958946228,0.1541329026222229,0.14955414831638336,0.2390175461769104,0.23458775877952576
injury,0.18636278808116913,0.17255422472953796,0.22097580134868622,0.25340181589126587,0.27294182777404785,0.21304923295974731,0.22097580134868622,0.38810256123542786,0.1309780478477478
in,0.2792111933231354,0.5394441485404968,0.6662389636039734,0.21927717328071594,0.1651318073272705,0.5696388483047485,0.6662389636039734,0.20316283404827118,0.20430970191955566
his,0.44966956973075867,0.24372583627700806,0.4394008219242096,0.2232082635164261,0.21406444907188416,0.38364991545677185,0.4394008219242096,0.22318051755428314,0.18075084686279297
heel,0.25280386209487915,0.18863074481487274,0.2303585559129715,0.2515140473842621,0.13202904164791107,0.14273640513420105,0.2303585559129715,0.29370442032814026,0.13895626366138458
that,0.45444270968437195,0.3995479643344879,0.5473989248275757,0.17899899184703827,0.12140347808599472,0.41498205065727234,0.5473989248275757,0.15371358394622803,0.32716336846351624
he,0.5500732064247131,0.36230841279029846,0.4571082592010498,0.26063814759254456,0.29736822843551636,0.38706058263778687,0.4571082592010498,0.2534533441066742,0.2089974731206894
had,0.36173108220100403,0.2932159900665283,0.3875846862792969,0.24529026448726654,0.1863328069448471,0.37755560874938965,0.3875846862792969,0.19590453803539276,0.20728366076946259
suffered,0.18016760051250458,0.17168132960796356,0.2558774948120117,0.23603254556655884,0.2149227112531662,0.2524636387825012,0.2558774948120117,0.26362344622612,0.08963493257761002
since,0.27765995264053345,0.3567592203617096,0.4054957628250122,0.20682649314403534,0.2176297903060913,0.35513219237327576,0.4054957628250122,0.16061389446258545,0.2876587212085724
the,0.3733934462070465,0.5823672413825989,1.0,0.3079071640968323,0.14297698438167572,0.733189046382904,1.0,0.25985947251319885,0.22068053483963013
summer,0.1388430893421173,0.17436888813972473,0.2685571610927582,0.11852485686540604,0.24412240087985992,0.2329561412334442,0.2685571610927582,0.17400752007961273,0.11625723540782928
",",0.3365725874900818,0.4691906273365021,0.4933079481124878,0.2711189091205597,0.2760384678840637,0.4946078956127167,0.4933079481124878,0.2558487057685852,0.31091248989105225
and,0.41279885172843933,0.3859752118587494,0.5171257257461548,0.24040718376636505,0.2508825957775116,0.5116966962814331,0.5171257257461548,0.20959050953388214,0.20544172823429108
the,0.3733934462070465,0.5823672413825989,1.0,0.3079071640968323,0.14297698438167572,0.733189046382904,1.0,0.25985947251319885,0.22068053483963013
simple,0.26573318243026733,0.29377081990242004,0.24738673865795135,0.10086347162723541,0.13169342279434204,0.23205730319023132,0.24738673865795135,0.1627659946680069,0.4614735543727875
fact,0.3179011940956116,0.3122292160987854,0.32878658175468445,0.12416306883096695,0.08788648247718811,0.3007645010948181,0.32878658175468445,0.050056591629981995,0.2798655927181244
that,0.45444270968437195,0.3995479643344879,0.5473989248275757,0.17899899184703827,0.12140347808599472,0.41498205065727234,0.5473989248275757,0.15371358394622803,0.32716336846351624
manning,0.33436715602874756,0.15379270911216736,0.27058160305023193,0.1677197366952896,0.26993462443351746,0.20024974644184113,0.27058160305023193,0.4807402193546295,0.15856626629829407
was,0.3318818509578705,0.5810302495956421,0.48711544275283813,0.2465479075908661,0.20918557047843933,0.4069072902202606,0.48711544275283813,0.23574475944042206,0.18412111699581146
getting,0.3006364703178406,0.25932952761650085,0.2930673360824585,0.1685144305229187,0.1365964412689209,0.24251262843608856,0.2930673360824585,0.21133212745189667,0.28468504548072815
old,0.2511109709739685,0.24332627654075623,0.31849798560142517,0.08878083527088165,0.1610066294670105,0.30522194504737854,0.31849798560142517,0.0845843181014061,0.20577076077461243
",",0.3365725874900818,0.4691906273365021,0.4933079481124878,0.2711189091205597,0.2760384678840637,0.4946078956127167,0.4933079481124878,0.2558487057685852,0.31091248989105225
as,0.3923053741455078,0.43216490745544434,0.48381632566452026,0.23658350110054016,0.1861812025308609,0.3886612355709076,0.48381632566452026,0.23052668571472168,0.27043893933296204
he,0.5500732064247131,0.36230841279029846,0.4571082592010498,0.26063814759254456,0.29736822843551636,0.38706058263778687,0.4571082592010498,0.2534533441066742,0.2089974731206894
turned,0.29454195499420166,0.2681102156639099,0.3414173722267151,0.19130346179008484,0.14242947101593018,0.27018553018569946,0.3414173722267151,0.23388348519802094,0.130948007106781
39,-0.020977824926376343,0.017304329201579094,0.12403792142868042,0.043932054191827774,-0.0024669342674314976,0.13766054809093475,0.12403792142868042,0.17060622572898865,0.04514012485742569
in,0.2792111933231354,0.5394441485404968,0.6662389636039734,0.21927717328071594,0.1651318073272705,0.5696388483047485,0.6662389636039734,0.20316283404827118,0.20430970191955566
the,0.3733934462070465,0.5823672413825989,1.0,0.3079071640968323,0.14297698438167572,0.733189046382904,1.0,0.25985947251319885,0.22068053483963013
2015,0.0437915064394474,0.04366588220000267,0.1466771513223648,0.0762634128332138,-0.06573570519685745,0.21138253808021545,0.1466771513223648,-0.0028495145961642265,-0.029954981058835983
off-season,0.3018527030944824,0.21259304881095886,0.2915349304676056,0.22423730790615082,0.3562222123146057,0.21329936385154724,0.2915349304676056,0.5205284357070923,0.25146612524986267
.,0.3541337847709656,0.4569662809371948,0.5934505462646484,0.2515932321548462,0.20588655769824982,0.5352458953857422,0.5934505462646484,0.2612393796443939,0.4130953550338745
