,what,is,the,roman,numeral,for,50,?
bowl,0.15942467749118805,0.14233897626399994,0.21576224267482758,0.12339023500680923,0.22180944681167603,0.24430087208747864,0.005446359980851412,0.21118052303791046
l.,0.11054152995347977,0.049993179738521576,0.06809674203395844,0.05787437781691551,0.0037560954224318266,0.02781061641871929,0.005302604753524065,0.05018472298979759
the,0.42745697498321533,0.5823672413825989,1.0,0.2862859070301056,0.275889128446579,0.4739971458911896,0.03602437674999237,0.22068053483963013
use,0.3453877568244934,0.3357410430908203,0.34342584013938904,0.17430752515792847,0.2894173860549927,0.47655582427978516,0.03817262873053551,0.32795652747154236
of,0.33290785551071167,0.4854315221309662,0.733189046382904,0.31028008460998535,0.25982263684272766,0.4185989499092102,0.006577443331480026,0.1826142966747284
roman,0.17852471768856049,0.16690842807292938,0.2862859070301056,1.0,0.4465825855731964,0.13499169051647186,0.01018556673079729,0.1663191318511963
numerals,0.2182469516992569,0.21682307124137878,0.25819507241249084,0.4669416546821594,0.9101918339729309,0.18570570647716522,0.0405484102666378,0.22188253700733185
will,0.3510494530200958,0.3723262846469879,0.3635469079017639,0.13640916347503662,0.15578429400920868,0.3647450804710388,0.07188837975263596,0.35046905279159546
be,0.3929833769798279,0.4819129705429077,0.4248143136501312,0.16603216528892517,0.20195305347442627,0.3801851272583008,0.015184788033366203,0.3324260413646698
reinstated,0.2940208911895752,0.18320846557617188,0.2586565315723419,0.2652885317802429,0.27771541476249695,0.2822796702384949,0.01169524434953928,0.29092538356781006
for,0.3017193675041199,0.43268078565597534,0.4739971458911896,0.13499169051647186,0.18125362694263458,0.9999999403953552,0.029183456674218178,0.264628142118454
super,0.13651713728904724,0.15390309691429138,0.21959073841571808,0.07821496576070786,0.24823492765426636,0.22938419878482819,0.0833745002746582,0.166326642036438
bowl,0.15942467749118805,0.14233897626399994,0.21576224267482758,0.12339023500680923,0.22180944681167603,0.24430087208747864,0.005446359980851412,0.21118052303791046
li,0.03134606406092644,0.14863839745521545,0.1979183703660965,0.14842745661735535,0.15966537594795227,0.08407051116228104,0.047517869621515274,0.17020992934703827
.,0.3567904531955719,0.4569662809371948,0.5934505462646484,0.27629324793815613,0.23044683039188385,0.4726039469242096,0.04325474053621292,0.4130953550338745
