,how,far,did,he,claim,the,mechanical,energy,could,be,transmitted,?
communication,0.2830936014652252,0.22684699296951294,0.1962505280971527,0.19700880348682404,0.22497084736824036,0.2984345257282257,0.3681146800518036,0.28185275197029114,0.266076922416687,0.24270014464855194,0.4578826427459717,0.1517418920993805
",",0.22659391164779663,0.346853643655777,0.3015086054801941,0.40251094102859497,0.2664267122745514,0.4933079481124878,0.21404018998146057,0.21156731247901917,0.27399855852127075,0.39254459738731384,0.2063266634941101,0.31091248989105225
and,0.33647966384887695,0.3353408873081207,0.34479495882987976,0.45427167415618896,0.22851447761058807,0.5171257257461548,0.2240421026945114,0.23934243619441986,0.3385082483291626,0.41766801476478577,0.20762556791305542,0.20544172823429108
a,0.29312583804130554,0.21638330817222595,0.2552328109741211,0.4393508732318878,0.19074557721614838,0.5829201340675354,0.3179347515106201,0.21513298153877258,0.3736826181411743,0.39883795380592346,0.2326798290014267,0.23916715383529663
method,0.3021480143070221,0.12399225682020187,0.21537424623966217,0.12526355683803558,0.20876219868659973,0.21624743938446045,0.35944563150405884,0.24453726410865784,0.23463889956474304,0.22966717183589935,0.29602429270744324,0.2194802314043045
of,0.2480744868516922,0.3005201518535614,0.2513895630836487,0.38706058263778687,0.2833690047264099,0.733189046382904,0.3339124023914337,0.26257598400115967,0.29043012857437134,0.33904364705085754,0.22560763359069824,0.1826142966747284
accurately,0.4027516543865204,0.31346988677978516,0.2980344295501709,0.2181059867143631,0.26252394914627075,0.2295762449502945,0.31732499599456787,0.260189950466156,0.3992998003959656,0.39790111780166626,0.3029409646987915,0.22476822137832642
determining,0.3799237310886383,0.2600802183151245,0.20227448642253876,0.16495293378829956,0.28392860293388367,0.35818397998809814,0.3047475814819336,0.3354143798351288,0.32645145058631897,0.3475683033466339,0.2896054685115814,0.25675374269485474
the,0.33890387415885925,0.38564538955688477,0.34736719727516174,0.4571082592010498,0.25873351097106934,1.0,0.2918589413166046,0.26756542921066284,0.35393214225769043,0.4248143136501312,0.2535918653011322,0.22068053483963013
location,0.15129302442073822,0.21942484378814697,0.1365937441587448,0.1530473828315735,0.21715332567691803,0.351087361574173,0.09945482760667801,0.15244418382644653,0.14473918080329895,0.2322239875793457,0.16162531077861786,0.15759775042533875
of,0.2480744868516922,0.3005201518535614,0.2513895630836487,0.38706058263778687,0.2833690047264099,0.733189046382904,0.3339124023914337,0.26257598400115967,0.29043012857437134,0.33904364705085754,0.22560763359069824,0.1826142966747284
underground,0.17977754771709442,0.18641172349452972,0.13514548540115356,0.18173527717590332,0.11588282883167267,0.24716822803020477,0.2407170534133911,0.22214318811893463,0.1944895088672638,0.2172420173883438,0.21293503046035767,0.1097135841846466
mineral,0.17132316529750824,0.18963254988193512,0.04814280569553375,0.1245376318693161,0.2023012489080429,0.229726642370224,0.2727526128292084,0.331936240196228,0.2111799567937851,0.24076826870441437,0.10055064409971237,0.1975122094154358
deposits,0.125545471906662,0.1921698898077011,0.1024630069732666,0.11405245214700699,0.20677302777767181,0.27324897050857544,0.2081923931837082,0.26301392912864685,0.20738957822322845,0.20414331555366516,0.20212945342063904,0.1225230023264885
.,0.3287222981452942,0.3168189823627472,0.35288307070732117,0.38061028718948364,0.24773532152175903,0.5934505462646484,0.19855202734470367,0.22292809188365936,0.3200591504573822,0.4383580684661865,0.21686874330043793,0.4130953550338745
