,excessive,bureaucratic,red,tape,is,one,of,the,reasons,for,what,type,of,ownership,?
can,0.3473753333091736,0.3015068471431732,0.18177342414855957,0.23007361590862274,0.44256699085235596,0.34032124280929565,0.2603091299533844,0.312528520822525,0.32952752709388733,0.35690054297447205,0.34502777457237244,0.33094167709350586,0.2603091299533844,0.21059231460094452,0.3226337134838104
take,0.27931755781173706,0.31535604596138,0.14105753600597382,0.21192772686481476,0.22669753432273865,0.3211195170879364,0.29282352328300476,0.31620436906814575,0.2589835524559021,0.33445194363594055,0.3275112509727478,0.1395569145679474,0.29282352328300476,0.23670978844165802,0.21897350251674652
over,0.26077690720558167,0.2324686348438263,0.22473964095115662,0.24702736735343933,0.2159561663866043,0.3846774995326996,0.36136594414711,0.39856547117233276,0.27391403913497925,0.3419422209262848,0.28007611632347107,0.13094623386859894,0.36136594414711,0.31437382102012634,0.25742942094802856
200,-0.1622259020805359,-0.30460745096206665,-0.14487291872501373,-0.02566767856478691,-0.21774201095104218,-0.20916610956192017,-0.26440301537513733,-0.23840995132923126,-0.22288931906223297,-0.2096150517463684,-0.2539483904838562,-0.1994783580303192,-0.26440301537513733,-0.23946046829223633,-0.22913911938667297
steps,0.17154334485530853,0.21999825537204742,0.11696851998567581,0.22225207090377808,0.21692372858524323,0.2657788097858429,0.21110065281391144,0.252070814371109,0.2524658143520355,0.23473642766475677,0.29850611090660095,0.12286579608917236,0.21110065281391144,0.15482647716999054,0.17527498304843903
and,0.22873662412166595,0.2162616103887558,0.20267853140830994,0.16998353600502014,0.3859752118587494,0.42438167333602905,0.5116966962814331,0.5171257257461548,0.31014180183410645,0.5064792633056641,0.31309178471565247,0.16898801922798157,0.5116966962814331,0.246654212474823,0.20544172823429108
up,0.20699694752693176,0.2400769293308258,0.16150492429733276,0.20231963694095612,0.2853454053401947,0.30488982796669006,0.32945773005485535,0.38423117995262146,0.26368215680122375,0.342966228723526,0.28591108322143555,0.1313350349664688,0.32945773005485535,0.21557874977588654,0.1819818764925003
to,0.28889620304107666,0.29053381085395813,0.19477520883083344,0.2686920464038849,0.42745086550712585,0.4025384783744812,0.41548454761505127,0.535392165184021,0.32146772742271423,0.4451248347759247,0.455847829580307,0.19930607080459595,0.41548454761505127,0.2847251296043396,0.29463258385658264
14,0.06548821181058884,0.08813396096229553,0.10477244853973389,0.04905477911233902,0.09000016748905182,0.042107224464416504,0.05099077150225639,-0.011880298145115376,-0.04525502398610115,-0.055861979722976685,0.050140514969825745,-0.040468133985996246,0.05099077150225639,0.04711807519197464,0.11697390675544739
years,0.18389517068862915,0.19820697605609894,0.18575726449489594,0.15214309096336365,0.19551363587379456,0.33127376437187195,0.2904134690761566,0.2912273406982422,0.2425234317779541,0.2878222167491913,0.1981470286846161,0.13421817123889923,0.2904134690761566,0.2159581035375595,0.1914375126361847
to,0.28889620304107666,0.29053381085395813,0.19477520883083344,0.2686920464038849,0.42745086550712585,0.4025384783744812,0.41548454761505127,0.535392165184021,0.32146772742271423,0.4451248347759247,0.455847829580307,0.19930607080459595,0.41548454761505127,0.2847251296043396,0.29463258385658264
build,0.14038461446762085,0.19593201577663422,0.1423088014125824,0.14392150938510895,0.21933425962924957,0.23749952018260956,0.22630037367343903,0.2602573335170746,0.21852311491966248,0.24264922738075256,0.27055490016937256,0.20549337565898895,0.22630037367343903,0.2510008215904236,0.1704305112361908
on,0.1725468784570694,0.21061573922634125,0.22689273953437805,0.16172082722187042,0.3635730445384979,0.3601475656032562,0.3966929316520691,0.5107308030128479,0.24593403935432434,0.36199691891670227,0.34226128458976746,0.2118636518716812,0.3966929316520691,0.2279193252325058,0.2714994251728058
government,0.2597845196723938,0.2901671528816223,0.1151575967669487,0.15869496762752533,0.20343491435050964,0.22701126337051392,0.3475167155265808,0.31798112392425537,0.21547546982765198,0.23902073502540588,0.28074538707733154,0.09938877820968628,0.3475167155265808,0.37173572182655334,0.18851417303085327
land,0.1331050992012024,0.20742003619670868,0.10784377157688141,0.06175150349736214,0.22457899153232574,0.19078339636325836,0.3057127296924591,0.28587454557418823,0.1039452776312828,0.19845563173294067,0.23411516845226288,0.06559000164270401,0.3057127296924591,0.3698562681674957,0.1432059109210968
.,0.13780678808689117,0.2168637067079544,0.27710169553756714,0.13330180943012238,0.4569662809371948,0.4123194217681885,0.5352458953857422,0.5934505462646484,0.298481822013855,0.4726039469242096,0.3567904531955719,0.23195341229438782,0.5352458953857422,0.20808322727680206,0.4130953550338745
