,what,was,one,of,tesla,'s,books,where,articles,can,be,read,?
high,0.20466077327728271,0.19978567957878113,0.2040119767189026,0.2803038954734802,0.2007197141647339,-0.04658069461584091,0.12404666095972061,0.26466572284698486,0.1785636991262436,0.24255423247814178,0.1991795301437378,0.1764356642961502,0.11137914657592773
frequency,0.2807137370109558,0.1326495260000229,0.26674219965934753,0.1939978003501892,0.2809634506702423,-0.013367456384003162,0.13379643857479095,0.21177531778812408,0.22006258368492126,0.33845457434654236,0.2725064158439636,0.23983825743198395,0.17067383229732513
",",0.3087472915649414,0.45456063747406006,0.3696635365486145,0.4946078956127167,0.20599327981472015,-0.0016132977325469255,0.258169561624527,0.3149496018886566,0.2689467966556549,0.3139454126358032,0.39254459738731384,0.26081135869026184,0.31091248989105225
'',0.08143015950918198,0.04456103965640068,0.036477331072092056,0.13035868108272552,0.048713020980358124,-0.04859459400177002,0.03635586425662041,0.016034942120313644,0.059632983058691025,0.008988718502223492,0.08835477381944656,0.05735994875431061,0.018684765323996544
published,0.20457668602466583,0.2896443009376526,0.17832237482070923,0.23023100197315216,0.16719935834407806,0.01244857907295227,0.4908095896244049,0.15168938040733337,0.2628025412559509,0.11972122639417648,0.16607414186000824,0.32066646218299866,0.16280238330364227
in,0.30808621644973755,0.45514053106307983,0.4129433035850525,0.5696388483047485,0.17097744345664978,-0.037580832839012146,0.250139981508255,0.5344807505607605,0.26378124952316284,0.26527702808380127,0.3481820821762085,0.19694635272026062,0.20430970191955566
his,0.26976513862609863,0.4405253231525421,0.3774510324001312,0.38364991545677185,0.1580733060836792,0.047556519508361816,0.23605668544769287,0.29880598187446594,0.18692603707313538,0.13348791003227234,0.21738691627979279,0.16718733310699463,0.18075084686279297
book,0.2872225046157837,0.24848085641860962,0.2301844358444214,0.22602593898773193,0.1437511444091797,0.03493255004286766,0.7363759875297546,0.16606031358242035,0.22784973680973053,0.15686039626598358,0.21336250007152557,0.36899876594543457,0.20572158694267273
inventions,0.26480668783187866,0.216258704662323,0.2829105854034424,0.20976124703884125,0.32972049713134766,0.007885277271270752,0.329654335975647,0.20719052851200104,0.25613120198249817,0.23262834548950195,0.20107531547546387,0.2289676070213318,0.1723206788301468
",",0.3087472915649414,0.45456063747406006,0.3696635365486145,0.4946078956127167,0.20599327981472015,-0.0016132977325469255,0.258169561624527,0.3149496018886566,0.2689467966556549,0.3139454126358032,0.39254459738731384,0.26081135869026184,0.31091248989105225
researches,0.21330875158309937,0.21227778494358063,0.27891555428504944,0.26274779438972473,0.18938443064689636,-0.05433008819818497,0.30818793177604675,0.20040132105350494,0.2220420390367508,0.2380712479352951,0.24977125227451324,0.25781333446502686,0.15066739916801453
and,0.31309178471565247,0.3740963041782379,0.42438167333602905,0.5116966962814331,0.19560420513153076,0.06895173341035843,0.3090738356113434,0.43859338760375977,0.27254265546798706,0.3675691485404968,0.41766801476478577,0.23960065841674805,0.20544172823429108
writings,0.31019967794418335,0.21465790271759033,0.18129920959472656,0.24593348801136017,0.1577753871679306,0.029720310121774673,0.564620316028595,0.16331380605697632,0.3382209539413452,0.1416664719581604,0.1719188243150711,0.4054390490055084,0.1770159751176834
of,0.33290785551071167,0.4069072902202606,0.4999135136604309,1.0,0.18837453424930573,-0.03817026689648628,0.18863578140735626,0.38066378235816956,0.24931834638118744,0.2603091299533844,0.33904364705085754,0.16905911266803741,0.1826142966747284
nikola,0.1137276440858841,0.19991572201251984,0.1464548408985138,0.15320609509944916,0.5656248331069946,0.03191572055220604,0.12774789333343506,0.12770186364650726,0.09102677553892136,0.11326063424348831,0.12545478343963623,0.12399760633707047,0.06297405064105988
tesla,0.23221199214458466,0.16455206274986267,0.2218162566423416,0.18837453424930573,0.9999999403953552,0.06449045985937119,0.1716867834329605,0.12761090695858002,0.12904474139213562,0.19812452793121338,0.15180771052837372,0.18323293328285217,0.10250775516033173
.,0.3567904531955719,0.40146201848983765,0.4123194217681885,0.5352458953857422,0.17949827015399933,-0.003708066651597619,0.2393038123846054,0.41390106081962585,0.27623623609542847,0.35783761739730835,0.4383580684661865,0.28855186700820923,0.4130953550338745
