,what,did,abc,do,that,was,special,in,2003,?
anniversary,0.15616674721240997,0.21896307170391083,0.22889697551727295,0.08149459213018417,0.18585778772830963,0.28924626111984253,0.3297252953052521,0.25491592288017273,-0.03392336517572403,0.1981802135705948
",",0.3087472915649414,0.3015086054801941,0.2097204476594925,0.3283645510673523,0.4137537479400635,0.45456063747406006,0.23880577087402344,0.5201468467712402,-0.21511344611644745,0.31091248989105225
and,0.31309178471565247,0.34479495882987976,0.16453155875205994,0.276123583316803,0.4731321930885315,0.3740963041782379,0.22352655231952667,0.4954058527946472,-0.15655243396759033,0.20544172823429108
the,0.42745697498321533,0.34736719727516174,0.2068762183189392,0.30239659547805786,0.5473989248275757,0.48711544275283813,0.3027077615261078,0.6662389636039734,-0.14761915802955627,0.22068053483963013
weekdaily,0.2640607953071594,0.1693546324968338,0.36151576042175293,0.2551681399345398,0.2960720956325531,0.17729836702346802,0.22950983047485352,0.24810941517353058,-0.08056442439556122,0.27191874384880066
screenings,0.20189741253852844,0.18837939202785492,0.27310213446617126,0.1941303014755249,0.24773405492305756,0.14553643763065338,0.22881513833999634,0.17354409396648407,-0.10488045960664749,0.1640898734331131
of,0.33290785551071167,0.2513895630836487,0.14607268571853638,0.26150479912757874,0.41498205065727234,0.4069072902202606,0.27998968958854675,0.5696388483047485,-0.16871118545532227,0.1826142966747284
all,0.41981086134910583,0.33943864703178406,0.18112415075302124,0.38664430379867554,0.53305584192276,0.23179835081100464,0.24764396250247955,0.3335905969142914,-0.13151590526103973,0.29575422406196594
available,0.22032985091209412,0.16359347105026245,0.17715942859649658,0.2372470647096634,0.2840282618999481,0.1657772958278656,0.2659451365470886,0.1939793825149536,-0.10050983726978302,0.2501629889011383
revived,0.1789238303899765,0.26464715600013733,0.211515873670578,0.14124642312526703,0.30575376749038696,0.35525935888290405,0.20032517611980438,0.2954840660095215,-0.14199858903884888,0.1299351006746292
episodes,0.15438014268875122,0.1200496256351471,0.4064764380455017,0.14111679792404175,0.24730995297431946,0.157072052359581,0.17448042333126068,0.17357411980628967,0.024801479652523994,0.21740183234214783
in,0.30808621644973755,0.2593238651752472,0.1697147786617279,0.23402775824069977,0.435920387506485,0.45514053106307983,0.2897285223007202,1.0,-0.1320333480834961,0.20430970191955566
2013,-0.3886653184890747,-0.264662504196167,-0.1548854112625122,-0.3497098386287689,-0.49828678369522095,-0.16685336828231812,-0.2518657147884369,-0.2606481909751892,0.010165322571992874,-0.2969330847263336
for,0.3017193675041199,0.318512886762619,0.22510288655757904,0.29510271549224854,0.4137635827064514,0.3863949179649353,0.311454176902771,0.4322226941585541,-0.12971410155296326,0.264628142118454
the,0.42745697498321533,0.34736719727516174,0.2068762183189392,0.30239659547805786,0.5473989248275757,0.48711544275283813,0.3027077615261078,0.6662389636039734,-0.14761915802955627,0.22068053483963013
show,0.29653704166412354,0.1697595715522766,0.4449407458305359,0.23687462508678436,0.3486354649066925,0.20142383873462677,0.2602277398109436,0.27595704793930054,-0.06855401396751404,0.2520138621330261
's,0.02692362666130066,0.05069678649306297,0.06670809537172318,-0.01994597539305687,0.04397977516055107,0.008974763564765453,-0.03405539691448212,-0.037580832839012146,-0.05068197846412659,-0.023395681753754616
50th,0.08142440766096115,0.04507705196738243,0.07553687691688538,0.009880286641418934,0.11724865436553955,0.17689552903175354,0.050610799342393875,0.11835864186286926,0.11640182137489319,0.004919986240565777
anniversary,0.15616674721240997,0.21896307170391083,0.22889697551727295,0.08149459213018417,0.18585778772830963,0.28924626111984253,0.3297252953052521,0.25491592288017273,-0.03392336517572403,0.1981802135705948
.,0.3567904531955719,0.35288307070732117,0.2567209303379059,0.3613996207714081,0.4460422694683075,0.40146201848983765,0.26337340474128723,0.5591574311256409,-0.226094052195549,0.4130953550338745
