,what,is,the,catholic,doctrine,of,fides,caritate,formata,?
only,0.41415658593177795,0.44708555936813354,0.5497692227363586,0.2404482513666153,0.17303016781806946,0.49632513523101807,0.22233299911022186,0.33255884051322937,0.27620387077331543,0.2767370045185089
on,0.34226128458976746,0.3635730445384979,0.5107308030128479,0.14063064754009247,0.13018092513084412,0.3966929316520691,0.15929150581359863,0.28322187066078186,0.16955220699310303,0.2714994251728058
such,0.23989605903625488,0.23545363545417786,0.3575236201286316,0.1238645389676094,0.13891473412513733,0.3209529519081116,0.156484916806221,0.3598911166191101,0.22696156799793243,0.17851735651493073
faith,0.3120079040527344,0.2154717594385147,0.20665863156318665,0.35558444261550903,0.4240439236164093,0.20991961658000946,0.282986581325531,0.363626092672348,0.16038095951080322,0.2833177447319031
as,0.31749409437179565,0.43216490745544434,0.48381632566452026,0.2185802161693573,0.24600312113761902,0.3886612355709076,0.16194047033786774,0.3622239828109741,0.21794484555721283,0.27043893933296204
is,0.28837618231773376,1.0,0.5823672413825989,0.19233417510986328,0.15716557204723358,0.4854315221309662,0.21547915041446686,0.26192933320999146,0.23499388992786407,0.22961433231830597
active,0.2610722482204437,0.2193424552679062,0.2376219779253006,0.17493076622486115,0.1216447502374649,0.23132829368114471,0.14260582625865936,0.25105148553848267,0.14276139438152313,0.20374006032943726
in,0.30808621644973755,0.5394441485404968,0.6662389636039734,0.26313918828964233,0.1543712466955185,0.5696388483047485,0.19871146976947784,0.25682270526885986,0.22890669107437134,0.20430970191955566
charity,0.2074352502822876,0.1745821237564087,0.21295595169067383,0.28416746854782104,0.23392510414123535,0.1712716668844223,0.26246798038482666,0.5119341015815735,0.13199865818023682,0.17256353795528412
and,0.31309178471565247,0.3859752118587494,0.5171257257461548,0.2147825062274933,0.16517424583435059,0.5116966962814331,0.1491573005914688,0.3977561295032501,0.22604571282863617,0.20544172823429108
good,0.3916934132575989,0.24055646359920502,0.2735973596572876,0.21771962940692902,0.14138011634349823,0.2696770131587982,0.2385399043560028,0.34228643774986267,0.13496612012386322,0.3187684714794159
works,0.2418437898159027,0.30236580967903137,0.26337864995002747,0.1340988129377365,0.15306413173675537,0.1964656114578247,0.23174507915973663,0.26818233728408813,0.1845679134130478,0.19597402215003967
(,0.2411840260028839,0.35393038392066956,0.33289089798927307,0.18460820615291595,0.14262975752353668,0.35032153129577637,0.1300819367170334,0.30584797263145447,0.2998203635215759,0.40561532974243164
fides,0.118021160364151,0.21547915041446686,0.22594763338565826,0.35404616594314575,0.3276166319847107,0.25068268179893494,1.0000001192092896,0.3448115587234497,0.20269039273262024,0.15007606148719788
caritate,0.3919585049152374,0.26192933320999146,0.2866325080394745,0.2857269048690796,0.2729380428791046,0.3073485195636749,0.3448115587234497,0.9999999403953552,0.2529119551181793,0.40160128474235535
formata,0.20492814481258392,0.23499388992786407,0.27226969599723816,0.21855534613132477,0.16963012516498566,0.2466183453798294,0.20269039273262024,0.2529119551181793,1.0,0.21832621097564697
),0.26259949803352356,0.37732169032096863,0.3456730246543884,0.19267836213111877,0.14259175956249237,0.3680361211299896,0.141287162899971,0.294607013463974,0.31499001383781433,0.42300865054130554
.,0.3567904531955719,0.4569662809371948,0.5934505462646484,0.270730584859848,0.19162513315677643,0.5352458953857422,0.16716741025447845,0.29794877767562866,0.26062822341918945,0.4130953550338745
,what,is,the,catholic,doctrine,of,fides,caritate,formata,?
the,0.42745697498321533,0.5823672413825989,1.0,0.26391419768333435,0.23041051626205444,0.733189046382904,0.22594763338565826,0.2866325080394745,0.27226969599723816,0.22068053483963013
benefits,0.26291319727897644,0.18887722492218018,0.20434671640396118,0.13098369538784027,0.22917218506336212,0.1838720440864563,0.21875177323818207,0.4077264070510864,0.2040584236383438,0.25678688287734985
of,0.33290785551071167,0.4854315221309662,0.733189046382904,0.3452084958553314,0.23378130793571472,1.0,0.25068268179893494,0.3073485195636749,0.2466183453798294,0.1826142966747284
good,0.3916934132575989,0.24055646359920502,0.2735973596572876,0.21771962940692902,0.14138011634349823,0.2696770131587982,0.2385399043560028,0.34228643774986267,0.13496612012386322,0.3187684714794159
works,0.2418437898159027,0.30236580967903137,0.26337864995002747,0.1340988129377365,0.15306413173675537,0.1964656114578247,0.23174507915973663,0.26818233728408813,0.1845679134130478,0.19597402215003967
could,0.4188697934150696,0.2763098180294037,0.35393214225769043,0.18918350338935852,0.23481176793575287,0.29043012857437134,0.18948780000209808,0.2979698181152344,0.16510707139968872,0.3411986827850342
be,0.3929833769798279,0.4819129705429077,0.4248143136501312,0.1558610200881958,0.22212094068527222,0.33904364705085754,0.18692466616630554,0.39501145482063293,0.25141263008117676,0.3324260413646698
obtained,0.15716862678527832,0.22839020192623138,0.2607382833957672,0.19329993426799774,0.20945119857788086,0.32358500361442566,0.2200881838798523,0.2741028070449829,0.2078557163476944,0.10347618907690048
by,0.2455483376979828,0.3899846076965332,0.4408751428127289,0.17329150438308716,0.1644960641860962,0.3646814823150635,0.204942986369133,0.24504530429840088,0.11827196180820465,0.17966607213020325
donating,0.2517426609992981,0.23672077059745789,0.32038500905036926,0.2740277051925659,0.17380402982234955,0.33144035935401917,0.15014047920703888,0.41144466400146484,0.16035738587379456,0.1736663430929184
money,0.2704482674598694,0.19318200647830963,0.2699695825576782,0.16017675399780273,0.12714368104934692,0.23114095628261566,0.21046194434165955,0.34134751558303833,0.07406939566135406,0.2069680541753769
to,0.455847829580307,0.42745086550712585,0.535392165184021,0.2619607746601105,0.18971149623394012,0.41548454761505127,0.19343045353889465,0.3645896911621094,0.23832052946090698,0.29463258385658264
the,0.42745697498321533,0.5823672413825989,1.0,0.26391419768333435,0.23041051626205444,0.733189046382904,0.22594763338565826,0.2866325080394745,0.27226969599723816,0.22068053483963013
church,0.1944202184677124,0.203276589512825,0.23846197128295898,0.6546704173088074,0.3869072198867798,0.3079429268836975,0.28375887870788574,0.24511411786079407,0.16834628582000732,0.18081501126289368
.,0.3567904531955719,0.4569662809371948,0.5934505462646484,0.270730584859848,0.19162513315677643,0.5352458953857422,0.16716741025447845,0.29794877767562866,0.26062822341918945,0.4130953550338745
