,what,is,the,name,of,the,law,which,imposed,the,speed,limit,?
about,0.47976887226104736,0.3532065451145172,0.37995871901512146,0.16679374873638153,0.40939709544181824,0.37995871901512146,0.16579607129096985,0.4059852957725525,0.22798410058021545,0.37995871901512146,0.2037346363067627,0.27823805809020996,0.302409827709198
88,-0.045913759618997574,-0.04659116640686989,-0.06044774129986763,0.06329511851072311,0.007528162095695734,-0.06044774129986763,-0.015427090227603912,0.01549353078007698,0.0023714627604931593,-0.06044774129986763,-0.0045067379251122475,-0.044192831963300705,0.0018956762505695224
km/h,0.2144847959280014,0.11993075907230377,0.17834779620170593,0.09688520431518555,0.11389811336994171,0.17834779620170593,0.12903811037540436,0.1968804895877838,0.12266077101230621,0.17834779620170593,0.513081967830658,0.2974655032157898,0.17054446041584015
),0.26259949803352356,0.37732169032096863,0.3456730246543884,0.2638341188430786,0.3680361211299896,0.3456730246543884,0.15311799943447113,0.2758678197860718,0.19445191323757172,0.3456730246543884,0.20451702177524567,0.24518834054470062,0.42300865054130554
was,0.22111038863658905,0.5810302495956421,0.48711544275283813,0.2646567225456238,0.4069072902202606,0.48711544275283813,0.21553055942058563,0.2830964922904968,0.21521566808223724,0.48711544275283813,0.2205008864402771,0.1376325935125351,0.18412111699581146
imposed,0.26510581374168396,0.12874911725521088,0.21278446912765503,0.070653036236763,0.28079909086227417,0.21278446912765503,0.35758107900619507,0.2741646468639374,0.9999998807907104,0.21278446912765503,0.16264504194259644,0.3400033116340637,0.1671440154314041
through,0.23167094588279724,0.27805060148239136,0.44071322679519653,0.13352233171463013,0.3647414743900299,0.44071322679519653,0.15485407412052155,0.40321648120880127,0.19926226139068604,0.44071322679519653,0.25337672233581543,0.2259945422410965,0.16913433372974396
the,0.42745697498321533,0.5823672413825989,1.0,0.3171212375164032,0.733189046382904,1.0,0.24548950791358948,0.6521818041801453,0.21278446912765503,1.0,0.2310667634010315,0.26700517535209656,0.22068053483963013
emergency,0.25711625814437866,0.1768258661031723,0.21307751536369324,0.07790140062570572,0.2012619823217392,0.21307751536369324,0.20441919565200806,0.23908482491970062,0.22514942288398743,0.21307751536369324,0.18583999574184418,0.23913449048995972,0.16178704798221588
highway,0.1961357742547989,0.1804402470588684,0.20523275434970856,0.15321113169193268,0.19589227437973022,0.20523275434970856,0.09377114474773407,0.17357602715492249,0.09418497234582901,0.20523275434970856,0.1582210510969162,0.14884893596172333,0.15589815378189087
energy,0.190252885222435,0.2171693742275238,0.26756542921066284,0.09192274510860443,0.26257598400115967,0.26756542921066284,0.1985999345779419,0.29086095094680786,0.1675940603017807,0.26756542921066284,0.331529438495636,0.21993966400623322,0.14860127866268158
conservation,0.18246638774871826,0.24397225677967072,0.2678036689758301,0.11365625262260437,0.2804107666015625,0.2678036689758301,0.3171550929546356,0.29743874073028564,0.17967623472213745,0.2678036689758301,0.2312646359205246,0.22159309685230255,0.1391831338405609
act,0.2622668445110321,0.18206438422203064,0.28682878613471985,0.12832999229431152,0.2802577316761017,0.28682878613471985,0.38416895270347595,0.3216746747493744,0.2953738868236542,0.28682878613471985,0.17601414024829865,0.19746267795562744,0.1482519507408142
.,0.3567904531955719,0.4569662809371948,0.5934505462646484,0.24737101793289185,0.5352458953857422,0.5934505462646484,0.24482665956020355,0.45942068099975586,0.16620571911334991,0.5934505462646484,0.20181311666965485,0.2149888575077057,0.4130953550338745
