,which,mongolian,word,meaning,wide-spreading,may,have,contributed,to,the,appellation,genghis,?
and,0.506277859210968,0.22904802858829498,0.20273149013519287,0.20612139999866486,0.37751150131225586,0.34598252177238464,0.4711785912513733,0.2908022403717041,0.48971283435821533,0.5171257257461548,0.1284041702747345,0.26551535725593567,0.20544172823429108
turkic,0.2068209946155548,0.49547135829925537,0.2730708718299866,0.31432369351387024,0.25776731967926025,0.1350381076335907,0.24546968936920166,0.1317794919013977,0.18624402582645416,0.27274230122566223,0.19297310709953308,0.46669715642929077,0.16415703296661377
word,0.3399123549461365,0.1348094642162323,1.0,0.6874851584434509,0.30186522006988525,0.13857966661453247,0.2115316241979599,0.10777239501476288,0.2865414023399353,0.2835540175437927,0.2532258629798889,0.18000701069831848,0.19046713411808014
tenggis,0.38207724690437317,0.38659217953681946,0.26699426770210266,0.25658974051475525,0.304110586643219,0.233305886387825,0.28350764513015747,0.17465460300445557,0.28327247500419617,0.34892356395721436,0.2811228632926941,0.49645596742630005,0.27265721559524536
",",0.3658004403114319,0.22636307775974274,0.24605005979537964,0.2096743881702423,0.318525493144989,0.5007920861244202,0.3541618287563324,0.2899704575538635,0.44245919585227966,0.4933079481124878,0.22336161136627197,0.2891939878463745,0.31091248989105225
meaning,0.3784721791744232,0.22304292023181915,0.6874851584434509,0.9999999403953552,0.2744992971420288,0.19846902787685394,0.29970523715019226,0.05816325172781944,0.24619491398334503,0.31918859481811523,0.24937011301517487,0.22963641583919525,0.20420892536640167
``,0.05178012326359749,0.08506778627634048,0.12403237819671631,0.1370125412940979,0.04568091034889221,0.13614267110824585,0.1022237241268158,-0.015549185685813427,0.06720756739377975,0.029072100296616554,-0.01807241514325142,0.05644606053829193,0.0685480609536171
ocean,0.2893344461917877,0.1723785698413849,0.09320991486310959,0.09451869130134583,0.3287862241268158,0.15699148178100586,0.20145320892333984,0.10654651373624802,0.30701687932014465,0.3185477554798126,0.11837051063776016,0.190556138753891,0.15205028653144836
'',-0.03332270681858063,0.03795024752616882,0.05225009098649025,-0.004718669690191746,0.005293115507811308,0.020231230184435844,0.0312618687748909,0.015464568510651588,-0.009905828163027763,0.041273195296525955,0.034320540726184845,0.1005975604057312,0.018684765323996544
",",0.3658004403114319,0.22636307775974274,0.24605005979537964,0.2096743881702423,0.318525493144989,0.5007920861244202,0.3541618287563324,0.2899704575538635,0.44245919585227966,0.4933079481124878,0.22336161136627197,0.2891939878463745,0.31091248989105225
``,0.05178012326359749,0.08506778627634048,0.12403237819671631,0.1370125412940979,0.04568091034889221,0.13614267110824585,0.1022237241268158,-0.015549185685813427,0.06720756739377975,0.029072100296616554,-0.01807241514325142,0.05644606053829193,0.0685480609536171
oceanic,0.24667339026927948,0.2511521875858307,0.07800747454166412,0.15173305571079254,0.2609539031982422,0.17525993287563324,0.2500763237476349,0.12891380488872528,0.21392962336540222,0.26616084575653076,0.15937522053718567,0.1204012930393219,0.12940600514411926
'',-0.03332270681858063,0.03795024752616882,0.05225009098649025,-0.004718669690191746,0.005293115507811308,0.020231230184435844,0.0312618687748909,0.015464568510651588,-0.009905828163027763,0.041273195296525955,0.034320540726184845,0.1005975604057312,0.018684765323996544
or,0.5105096101760864,0.26400884985923767,0.39034852385520935,0.4644525647163391,0.40729236602783203,0.399771511554718,0.46389055252075195,0.18766231834888458,0.38921234011650085,0.4174870550632477,0.24101631343364716,0.1795828640460968,0.32389625906944275
``,0.05178012326359749,0.08506778627634048,0.12403237819671631,0.1370125412940979,0.04568091034889221,0.13614267110824585,0.1022237241268158,-0.015549185685813427,0.06720756739377975,0.029072100296616554,-0.01807241514325142,0.05644606053829193,0.0685480609536171
wide-spreading,0.4706285297870636,0.19715462625026703,0.30186522006988525,0.2744992971420288,1.0000001192092896,0.23570697009563446,0.33012139797210693,0.30734845995903015,0.37463101744651794,0.40878912806510925,0.20608630776405334,0.25395897030830383,0.2575041353702545
'',-0.03332270681858063,0.03795024752616882,0.05225009098649025,-0.004718669690191746,0.005293115507811308,0.020231230184435844,0.0312618687748909,0.015464568510651588,-0.009905828163027763,0.041273195296525955,0.034320540726184845,0.1005975604057312,0.018684765323996544
.,0.45942068099975586,0.18073968589305878,0.13155406713485718,0.15429382026195526,0.3473040461540222,0.35826805233955383,0.41614407300949097,0.25505968928337097,0.4645031690597534,0.5934505462646484,0.23568452894687653,0.25373268127441406,0.4130953550338745
