,who,had,five,sacks,in,nine,games,as,a,carolina,panthers,starter,?
was,0.3318818509578705,0.5927209258079529,0.310379296541214,0.1737009435892105,0.45514053106307983,0.2782309651374817,0.21596553921699524,0.3677520453929901,0.4508470594882965,0.26687008142471313,0.2605615258216858,0.3373163640499115,0.18412111699581146
the,0.3733934462070465,0.3875846862792969,0.41977158188819885,0.23296904563903809,0.6662389636039734,0.33253175020217896,0.2676136791706085,0.48381632566452026,0.5829201340675354,0.24749229848384857,0.2602776288986206,0.36284002661705017,0.22068053483963013
nfl,0.13425186276435852,0.17032240331172943,0.13938015699386597,0.4087333679199219,0.12599408626556396,0.14208729565143585,0.3467232584953308,0.18464252352714539,0.1210956797003746,0.25462281703948975,0.4153780937194824,0.29949721693992615,0.10610254108905792
's,0.05599616840481758,-0.004401352722197771,0.04895230755209923,-0.023768125101923943,-0.037580832839012146,0.011213268153369427,0.15553481876850128,-0.05775856226682663,0.04866964742541313,0.030589593574404716,0.06940732896327972,-0.050872910767793655,-0.023395681753754616
active,0.264361709356308,0.18591521680355072,0.19767247140407562,0.04485788941383362,0.2698204517364502,0.14670489728450775,0.14726389944553375,0.22280307114124298,0.2637912929058075,0.12634426355361938,0.18215951323509216,0.14944395422935486,0.20374006032943726
career,0.21169690787792206,0.2950170934200287,0.23067684471607208,0.24076944589614868,0.2564375698566437,0.2494482398033142,0.24179381132125854,0.2811086177825928,0.21774303913116455,0.2012605518102646,0.29685142636299133,0.2681785225868225,0.1300809234380722
sack,0.2028942108154297,0.2283831238746643,0.127039834856987,0.7892225384712219,0.2109685093164444,0.15396824479103088,0.1721341758966446,0.2220577597618103,0.17421549558639526,0.04853670671582222,0.19392235577106476,0.25762295722961426,0.08557938784360886
leader,0.31168457865715027,0.24065792560577393,0.19051146507263184,0.2244478166103363,0.22669851779937744,0.20903384685516357,0.14018571376800537,0.20746754109859467,0.21384623646736145,0.15804430842399597,0.27155420184135437,0.21865999698638916,0.09527933597564697
with,0.3282766342163086,0.4739086329936981,0.29665374755859375,0.15947255492210388,0.4080928862094879,0.25953325629234314,0.23660777509212494,0.40387406945228577,0.3783375024795532,0.1565731316804886,0.23276561498641968,0.263652503490448,0.2433311939239502
136,-0.07951108366250992,-0.11448509991168976,-0.05243213474750519,-0.05734487250447273,-0.08773104846477509,-0.010594241321086884,-0.14337991178035736,-0.05286090821027756,-0.136453315615654,-0.12491846084594727,-0.007386199664324522,0.0029034544713795185,-0.03456587344408035
",",0.3365725874900818,0.35487717390060425,0.3101605772972107,0.2979430854320526,0.5201468467712402,0.273027628660202,0.2778109014034271,0.48816442489624023,0.427140474319458,0.2566046118736267,0.2494642585515976,0.32691359519958496,0.31091248989105225
along,0.2523764669895172,0.2801559567451477,0.19166745245456696,0.16373014450073242,0.3603311777114868,0.17320860922336578,0.14343512058258057,0.31813573837280273,0.24426962435245514,0.18167099356651306,0.26302406191825867,0.252064049243927,0.17134909331798553
with,0.3282766342163086,0.4739086329936981,0.29665374755859375,0.15947255492210388,0.4080928862094879,0.25953325629234314,0.23660777509212494,0.40387406945228577,0.3783375024795532,0.1565731316804886,0.23276561498641968,0.263652503490448,0.2433311939239502
defensive,0.18336546421051025,0.20860235393047333,0.14753037691116333,0.4047272801399231,0.22513550519943237,0.13197430968284607,0.24385221302509308,0.2411186248064041,0.2169283777475357,0.231546550989151,0.37187400460243225,0.27772286534309387,0.1711898148059845
end,0.15423893928527832,0.23549215495586395,0.22070643305778503,0.224653422832489,0.28539085388183594,0.18614552915096283,0.1755668967962265,0.23417671024799347,0.28924596309661865,0.12590210139751434,0.14626342058181763,0.31562697887420654,0.12543344497680664
kony,0.310282826423645,0.25977692008018494,0.18064092099666595,0.17656536400318146,0.23260802030563354,0.13997603952884674,0.21772171556949615,0.15706130862236023,0.1972775012254715,0.15753889083862305,0.20317906141281128,0.19131654500961304,0.07727755606174469
ealy,0.2409643977880478,0.19832709431648254,0.21249207854270935,0.18310190737247467,0.2399526834487915,0.26452863216400146,0.19893212616443634,0.281698614358902,0.2892864942550659,0.31961870193481445,0.30163872241973877,0.3159101605415344,0.24052083492279053
",",0.3365725874900818,0.35487717390060425,0.3101605772972107,0.2979430854320526,0.5201468467712402,0.273027628660202,0.2778109014034271,0.48816442489624023,0.427140474319458,0.2566046118736267,0.2494642585515976,0.32691359519958496,0.31091248989105225
who,0.9999998807907104,0.36173108220100403,0.22190363705158234,0.16894300282001495,0.2792111933231354,0.20492319762706757,0.21274375915527344,0.3923053741455078,0.36608949303627014,0.1409980058670044,0.2132880985736847,0.2485215663909912,0.26220351457595825
had,0.36173108220100403,0.9999999403953552,0.3599399924278259,0.2547798454761505,0.385026752948761,0.33927053213119507,0.18404078483581543,0.3393979072570801,0.34897568821907043,0.20392835140228271,0.1570805162191391,0.24189803004264832,0.20728366076946259
5,0.05488086864352226,0.030117131769657135,0.0011743379291146994,0.05967717990279198,0.0862177163362503,-0.06254267692565918,0.009724400006234646,0.06577667593955994,0.07282212376594543,0.06503359973430634,0.0241268128156662,0.009676129557192326,0.06222071498632431
sacks,0.16894300282001495,0.2547798454761505,0.17752641439437866,1.0,0.2059689611196518,0.18301618099212646,0.24844862520694733,0.20099258422851562,0.1267087310552597,0.14851652085781097,0.3019881248474121,0.2756606936454773,0.0761517658829689
in,0.2792111933231354,0.385026752948761,0.3634254038333893,0.2059689611196518,1.0,0.303353875875473,0.24802106618881226,0.3887844979763031,0.539380669593811,0.2380082756280899,0.2115829735994339,0.25909727811813354,0.20430970191955566
just,0.357815682888031,0.33298444747924805,0.25901177525520325,0.10538406670093536,0.3910168707370758,0.24480344355106354,0.2196352779865265,0.45285287499427795,0.47693389654159546,0.20654571056365967,0.2082705944776535,0.30830296874046326,0.4144178032875061
9,0.009060523472726345,0.08006619662046432,0.026934154331684113,-0.06985853612422943,0.002698394237086177,-0.01324143074452877,-0.10587581992149353,0.017764441668987274,0.010403415188193321,-0.06950739771127701,-0.07862349599599838,-0.046190954744815826,-0.026682810857892036
starts,0.11292428523302078,0.14270062744617462,0.15312787890434265,0.17528916895389557,0.27525144815444946,0.10906782001256943,0.24166448414325714,0.15215837955474854,0.34893372654914856,0.09317383170127869,0.080185167491436,0.4384278953075409,0.17788195610046387
.,0.3541337847709656,0.37348684668540955,0.34172043204307556,0.20474085211753845,0.5591574311256409,0.295397013425827,0.27173087000846863,0.515582263469696,0.50484299659729,0.2702518403530121,0.23446570336818695,0.32520607113838196,0.4130953550338745
