,who,said,people,involved,in,the,ozone,situation,had,``,a,better,understanding,of,scientific,ignorance,and,uncertainties,'',?
ozone,0.09804783761501312,0.10717802494764328,0.15678508579730988,0.17026309669017792,0.19661612808704376,0.23899611830711365,1.0,0.2524513006210327,0.12113212794065475,0.02274705469608307,0.14839500188827515,0.1749754101037979,0.19818805158138275,0.22780866920948029,0.29515188932418823,0.1259242743253708,0.20956946909427643,0.1948215812444687,0.00826572347432375,0.159791961312294
depletion,0.1009710505604744,0.09347664564847946,0.1036052331328392,0.22004060447216034,0.3032035529613495,0.3154614269733429,0.5406686663627625,0.2851608991622925,0.20469333231449127,-0.04897519201040268,0.24505363404750824,0.13973690569400787,0.30573201179504395,0.26158493757247925,0.2784299850463867,0.19130457937717438,0.2876605689525604,0.24780915677547455,-0.028566783294081688,0.14076945185661316
case,0.2483663111925125,0.2618368864059448,0.1554080694913864,0.3122168779373169,0.2190418541431427,0.31022098660469055,0.16658608615398407,0.38342398405075073,0.23267912864685059,0.15698134899139404,0.3104211390018463,0.20555852353572845,0.2842218577861786,0.24743439257144928,0.2779593765735626,0.3321947157382965,0.2394348531961441,0.3649897873401642,-0.030417632311582565,0.33232852816581726
had,0.36173108220100403,0.5090447068214417,0.2759630084037781,0.31280651688575745,0.385026752948761,0.3875846862792969,0.12113212794065475,0.22980831563472748,0.9999999403953552,0.0518546998500824,0.34897568821907043,0.2658165991306305,0.2437402904033661,0.37755560874938965,0.14830075204372406,0.17988480627536774,0.3872550129890442,0.22887147963047028,0.024004416540265083,0.20728366076946259
a,0.36608949303627014,0.31069710850715637,0.3483705520629883,0.2598431408405304,0.539380669593811,0.5829201340675354,0.14839500188827515,0.2909733057022095,0.34897568821907043,0.07272057235240936,1.0,0.2532222270965576,0.3053482472896576,0.5052502155303955,0.20989106595516205,0.17764364182949066,0.3739250600337982,0.22419175505638123,0.04890415817499161,0.23916715383529663
better,0.273277223110199,0.2453191876411438,0.2386009246110916,0.2413707971572876,0.20443932712078094,0.2113795131444931,0.1749754101037979,0.2807859182357788,0.2658165991306305,0.031008988618850708,0.2532222270965576,1.0000001192092896,0.3177056610584259,0.18950162827968597,0.1848982870578766,0.17035286128520966,0.3038354516029358,0.2299470603466034,0.03596384823322296,0.32159438729286194
understanding,0.31609630584716797,0.3028925061225891,0.23766736686229706,0.34097498655319214,0.23784463107585907,0.3089916408061981,0.19818805158138275,0.4910165071487427,0.2437402904033661,0.05828457325696945,0.3053482472896576,0.3177056610584259,1.0000001192092896,0.31433331966400146,0.4477703869342804,0.44693437218666077,0.34223711490631104,0.41932961344718933,-0.004208056256175041,0.3107462525367737
of,0.2827862501144409,0.29014745354652405,0.3251037895679474,0.30147984623908997,0.5696388483047485,0.733189046382904,0.22780866920948029,0.22593308985233307,0.37755560874938965,0.06780257821083069,0.5052502155303955,0.18950162827968597,0.31433331966400146,1.0,0.2751598358154297,0.15825118124485016,0.5116966962814331,0.28876736760139465,0.13035868108272552,0.1826142966747284
scientific,0.18213701248168945,0.18301402032375336,0.18052081763744354,0.17685867846012115,0.1717730164527893,0.24748262763023376,0.29515188932418823,0.17874464392662048,0.14830075204372406,0.07185360044240952,0.20989106595516205,0.1848982870578766,0.4477703869342804,0.2751598358154297,1.0,0.21675381064414978,0.2165914624929428,0.32858237624168396,0.019004184752702713,0.16215236485004425
ignorance,0.2485516369342804,0.30335333943367004,0.14607945084571838,0.18445149064064026,0.14805984497070312,0.17791736125946045,0.1259242743253708,0.3970690369606018,0.17988480627536774,0.07575798034667969,0.17764364182949066,0.17035286128520966,0.44693437218666077,0.15825118124485016,0.21675381064414978,0.9999999403953552,0.2064705342054367,0.4445161819458008,-0.0052276719361543655,0.2956826090812683
and,0.41279885172843933,0.2940692901611328,0.3016039729118347,0.3208049237728119,0.4954058527946472,0.5171257257461548,0.20956946909427643,0.25539255142211914,0.3872550129890442,0.036644238978624344,0.3739250600337982,0.3038354516029358,0.34223711490631104,0.5116966962814331,0.2165914624929428,0.2064705342054367,1.0,0.2027732878923416,0.021612688899040222,0.20544172823429108
uncertainties,0.17955851554870605,0.23230434954166412,0.21899373829364777,0.26371556520462036,0.21443992853164673,0.23152977228164673,0.1948215812444687,0.3560953438282013,0.22887147963047028,0.19206906855106354,0.22419175505638123,0.2299470603466034,0.41932961344718933,0.28876736760139465,0.32858237624168396,0.4445161819458008,0.2027732878923416,0.9999999403953552,0.07438448816537857,0.23810426890850067
.,0.3541337847709656,0.33782967925071716,0.33118996024131775,0.25169795751571655,0.5591574311256409,0.5934505462646484,0.2529839873313904,0.23848983645439148,0.37348684668540955,0.05720457062125206,0.50484299659729,0.2761487066745758,0.2826120853424072,0.5352458953857422,0.18281413614749908,0.21478958427906036,0.588965117931366,0.20980115234851837,-0.07181349396705627,0.4130953550338745
