,who,",",with,jim,nantz,",",was,a,member,of,the,game,'s,lead,broadcast,team,?
the,0.3733934462070465,0.4933079481124878,0.4223487675189972,0.21709053218364716,0.1839083880186081,0.4933079481124878,0.48711544275283813,0.5829201340675354,0.2806392312049866,0.733189046382904,1.0,0.285271555185318,-0.01540423184633255,0.21995973587036133,0.2713715434074402,0.22564226388931274,0.22068053483963013
contest,0.22248178720474243,0.26351213455200195,0.21526622772216797,0.20461909472942352,0.0909404531121254,0.26351213455200195,0.22809730470180511,0.229091614484787,0.17738184332847595,0.2265491932630539,0.25173527002334595,0.24918979406356812,0.08847914636135101,0.13864193856716156,0.2886519134044647,0.20403243601322174,0.18081821501255035
",",0.3365725874900818,1.0000001192092896,0.4120737314224243,0.2449302077293396,0.26447686553001404,1.0000001192092896,0.45456063747406006,0.427140474319458,0.25757819414138794,0.4946078956127167,0.4933079481124878,0.2653886377811432,-0.0016132977325469255,0.2561914026737213,0.24917922914028168,0.21287471055984497,0.31091248989105225
with,0.3282766342163086,0.4120737314224243,0.9999999403953552,0.23149578273296356,0.12747496366500854,0.4120737314224243,0.27411898970603943,0.3783375024795532,0.1763933300971985,0.41827285289764404,0.4223487675189972,0.19394829869270325,-0.04624466598033905,0.22399857640266418,0.1932039111852646,0.21111343801021576,0.2433311939239502
tracy,0.17968818545341492,0.2476142942905426,0.14200828969478607,0.35876357555389404,0.39461013674736023,0.2476142942905426,0.20683248341083527,0.25477343797683716,0.08063391596078873,0.15498878061771393,0.2243674397468567,0.22456753253936768,0.07884997129440308,0.20803309977054596,0.22516964375972748,0.14762702584266663,0.1499924659729004
wolfson,0.303815633058548,0.3486311137676239,0.26281148195266724,0.2846110165119171,0.408816933631897,0.3486311137676239,0.29762256145477295,0.24819861352443695,0.22155778110027313,0.27931320667266846,0.2862018346786499,0.3093126118183136,-0.0293861273676157,0.22914092242717743,0.25907662510871887,0.2825186252593994,0.2640695571899414
and,0.41279885172843933,0.6633074283599854,0.5477725267410278,0.20620384812355042,0.22546076774597168,0.6633074283599854,0.3740963041782379,0.3739250600337982,0.28606608510017395,0.5116966962814331,0.5171257257461548,0.25192898511886597,0.06895173341035843,0.31077226996421814,0.22526025772094727,0.22394508123397827,0.20544172823429108
evan,0.2592737078666687,0.19114191830158234,0.20241451263427734,0.37196269631385803,0.26989227533340454,0.19114191830158234,0.2511838674545288,0.15043525397777557,0.15509720146656036,0.10851188749074936,0.16844803094863892,0.2361893355846405,0.015610544010996819,0.18549449741840363,0.2393052875995636,0.1842757612466812,0.15305468440055847
washburn,0.2153020203113556,0.311233252286911,0.12288525700569153,0.24630583822727203,0.38757985830307007,0.311233252286911,0.22940026223659515,0.17650075256824493,0.0975329801440239,0.21686263382434845,0.2330774962902069,0.13444793224334717,-0.008227174170315266,0.15519919991493225,0.24079783260822296,0.12086331099271774,0.18174831569194794
on,0.2340552806854248,0.49057599902153015,0.40749499201774597,0.17169763147830963,0.15781950950622559,0.49057599902153015,0.3909217119216919,0.3848365545272827,0.1643621176481247,0.3966929316520691,0.5107308030128479,0.22967135906219482,0.0026888418942689896,0.18420197069644928,0.2845228910446167,0.13870710134506226,0.2714994251728058
the,0.3733934462070465,0.4933079481124878,0.4223487675189972,0.21709053218364716,0.1839083880186081,0.4933079481124878,0.48711544275283813,0.5829201340675354,0.2806392312049866,0.733189046382904,1.0,0.285271555185318,-0.01540423184633255,0.21995973587036133,0.2713715434074402,0.22564226388931274,0.22068053483963013
sidelines,0.23730218410491943,0.24788469076156616,0.2618001401424408,0.28282245993614197,0.23737898468971252,0.24788469076156616,0.1830575168132782,0.2111242711544037,0.13255824148654938,0.14888499677181244,0.27194881439208984,0.30739566683769226,0.0627470538020134,0.23465725779533386,0.33571261167526245,0.2586188316345215,0.29124948382377625
.,0.3541337847709656,0.6812511086463928,0.4446153938770294,0.20377755165100098,0.18255333602428436,0.6812511086463928,0.40146201848983765,0.50484299659729,0.19907453656196594,0.5352458953857422,0.5934505462646484,0.2581658959388733,-0.003708066651597619,0.2305188626050949,0.2280997633934021,0.26467522978782654,0.4130953550338745
