,when,did,the,y.,pestis,reach,england,?
of,0.3757161796092987,0.2513895630836487,0.733189046382904,0.013823704794049263,0.19618989527225494,0.20552729070186615,0.24624483287334442,0.1826142966747284
marseille,0.18156017363071442,0.12781962752342224,0.21727094054222107,-0.035779889672994614,0.22867269814014435,0.08996856957674026,0.3133000135421753,0.17454060912132263
around,0.39192935824394226,0.1658935695886612,0.40085816383361816,-0.0546601377427578,0.1771499365568161,0.27066704630851746,0.18782445788383484,0.14729668200016022
november,0.2606481611728668,0.27178457379341125,0.25734350085258484,-0.07371193915605545,0.054322004318237305,0.18851523101329803,0.20286133885383606,0.3159552216529846
1347,0.009000875987112522,-0.023625802248716354,0.11885491758584976,-0.14843341708183289,0.17881444096565247,0.21155017614364624,-0.024561313912272453,-0.038942355662584305
and,0.4716290831565857,0.34479495882987976,0.5171257257461548,-0.017943840473890305,0.21790508925914764,0.25625354051589966,0.35173749923706055,0.20544172823429108
spread,0.22687478363513947,0.1917719841003418,0.28994160890579224,-0.0705142468214035,0.3921716809272766,0.2837783694267273,0.19012199342250824,0.16482828557491302
through,0.34666842222213745,0.14190755784511566,0.44071322679519653,0.010168254375457764,0.13016562163829803,0.30852174758911133,0.14989835023880005,0.16913433372974396
france,0.24438227713108063,0.2138325721025467,0.35517507791519165,-0.028736749663949013,0.18782980740070343,0.07139299809932709,0.4915108382701874,0.15069349110126495
over,0.36642953753471375,0.2535076439380646,0.39856547117233276,0.00042192175169475377,0.2002456933259964,0.30072587728500366,0.23213495314121246,0.25742942094802856
the,0.5091903209686279,0.34736719727516174,1.0,-0.0005152968224138021,0.23376873135566711,0.31808504462242126,0.28280043601989746,0.22068053483963013
next,0.31436362862586975,0.22386232018470764,0.35833123326301575,0.07302763313055038,0.13113202154636383,0.22528760135173798,0.17505455017089844,0.167460098862648
two,0.3743424117565155,0.2755576968193054,0.43858039379119873,-0.032659150660037994,0.18834610283374786,0.2420833706855774,0.21697291731834412,0.19645625352859497
years,0.3409145474433899,0.2695724070072174,0.2912273406982422,-0.07645279914140701,0.17446815967559814,0.23334191739559174,0.23933982849121094,0.1914375126361847
",",0.36674630641937256,0.3015086054801941,0.4933079481124878,-0.0173106100410223,0.2664850056171417,0.2441277652978897,0.2732875645160675,0.31091248989105225
eventually,0.5233907699584961,0.36719876527786255,0.42022404074668884,-0.013287559151649475,0.3019512891769409,0.28526294231414795,0.24683497846126556,0.13642115890979767
reaching,0.2850120961666107,0.2354024350643158,0.3691650927066803,-0.009387555532157421,0.11935395002365112,0.7410047650337219,0.20929215848445892,0.13075216114521027
england,0.26359328627586365,0.22023706138134003,0.28280043601989746,-0.0917016863822937,0.1387265920639038,0.13913191854953766,0.9999998807907104,0.13436897099018097
in,0.4431333839893341,0.2593238651752472,0.6662389636039734,-0.0645652711391449,0.16708125174045563,0.20601192116737366,0.33311840891838074,0.20430970191955566
the,0.5091903209686279,0.34736719727516174,1.0,-0.0005152968224138021,0.23376873135566711,0.31808504462242126,0.28280043601989746,0.22068053483963013
spring,0.3221275508403778,0.15532095730304718,0.316989928483963,-0.07626870274543762,0.19572198390960693,0.13980518281459808,0.21597149968147278,0.06767474114894867
of,0.3757161796092987,0.2513895630836487,0.733189046382904,0.013823704794049263,0.19618989527225494,0.20552729070186615,0.24624483287334442,0.1826142966747284
1349,0.07998857647180557,-0.0045248656533658504,-0.003843689104542136,-0.036299362778663635,0.047812145203351974,0.011658769100904465,0.013936620205640793,0.04325690120458603
",",0.36674630641937256,0.3015086054801941,0.4933079481124878,-0.0173106100410223,0.2664850056171417,0.2441277652978897,0.2732875645160675,0.31091248989105225
where,0.5747735500335693,0.24159270524978638,0.5003893971443176,0.03664446249604225,0.23489247262477875,0.28462475538253784,0.23118865489959717,0.24793872237205505
it,0.4775012135505676,0.2993364930152893,0.6251175999641418,-0.018616031855344772,0.2283667027950287,0.27278128266334534,0.2441660463809967,0.25732165575027466
spread,0.22687478363513947,0.1917719841003418,0.28994160890579224,-0.0705142468214035,0.3921716809272766,0.2837783694267273,0.19012199342250824,0.16482828557491302
through,0.34666842222213745,0.14190755784511566,0.44071322679519653,0.010168254375457764,0.13016562163829803,0.30852174758911133,0.14989835023880005,0.16913433372974396
the,0.5091903209686279,0.34736719727516174,1.0,-0.0005152968224138021,0.23376873135566711,0.31808504462242126,0.28280043601989746,0.22068053483963013
country,0.21558639407157898,0.24348343908786774,0.30432501435279846,0.06893105059862137,0.13282518088817596,0.1429775059223175,0.2488383948802948,0.12647280097007751
in,0.4431333839893341,0.2593238651752472,0.6662389636039734,-0.0645652711391449,0.16708125174045563,0.20601192116737366,0.33311840891838074,0.20430970191955566
three,0.2820437252521515,0.2043166607618332,0.43452659249305725,-0.0288346279412508,0.18733197450637817,0.20679229497909546,0.2107662856578827,0.20928427577018738
epidemics,0.30807751417160034,0.2626070976257324,0.2566956579685211,-0.04911280423402786,0.5270857810974121,0.22445985674858093,0.26988059282302856,0.19384340941905975
.,0.475719153881073,0.35288307070732117,0.5934505462646484,0.034963399171829224,0.2792564034461975,0.2684406638145447,0.31012484431266785,0.4130953550338745
