,who,is,the,third,riches,man,in,america,?
and,0.41279885172843933,0.3859752118587494,0.5171257257461548,0.26207348704338074,0.2937069535255432,0.22261469066143036,0.4954058527946472,0.2647855281829834,0.20544172823429108
mf,0.16323484480381012,0.14867278933525085,0.15809521079063416,0.16557517647743225,0.041638899594545364,0.054646313190460205,0.11114872992038727,0.04686957597732544,0.17066726088523865
global,0.10570837557315826,0.15464714169502258,0.17898012697696686,0.14391334354877472,0.11765845865011215,0.14653298258781433,0.10151144117116928,0.18534216284751892,0.22985349595546722
ceo,0.18829603493213654,0.14999867975711823,0.16098161041736603,0.10705234110355377,0.22575819492340088,0.14585739374160767,0.13535729050636292,0.16139987111091614,0.13378572463989258
as,0.3923053741455078,0.43216490745544434,0.48381632566452026,0.19291457533836365,0.18957850337028503,0.19683623313903809,0.3887844979763031,0.22265762090682983,0.27043893933296204
well,0.3480316996574402,0.33406564593315125,0.42630070447921753,0.2107742428779602,0.21827219426631927,0.258188933134079,0.36612698435783386,0.28345465660095215,0.24815571308135986
as,0.3923053741455078,0.43216490745544434,0.48381632566452026,0.19291457533836365,0.18957850337028503,0.19683623313903809,0.3887844979763031,0.22265762090682983,0.27043893933296204
former,0.25351381301879883,0.2175939530134201,0.2251449078321457,0.14543156325817108,0.10603775829076767,0.10335057228803635,0.2668642997741699,0.13980761170387268,0.10570605844259262
governor,0.20484673976898193,0.11671670526266098,0.19955585896968842,0.14705944061279297,0.20510248839855194,0.17910261452198029,0.19612561166286469,0.15878577530384064,0.135940283536911
of,0.2827862501144409,0.4854315221309662,0.733189046382904,0.30602210760116577,0.2675797641277313,0.16490690410137177,0.5696388483047485,0.28803038597106934,0.1826142966747284
new,0.2378052920103073,0.2208656519651413,0.3845241069793701,0.22532865405082703,0.16506849229335785,0.15531548857688904,0.3758552670478821,0.27665242552757263,0.14782847464084625
jersey,0.20014655590057373,0.17775407433509827,0.24937452375888824,0.11099299788475037,0.09720119833946228,0.17920833826065063,0.27480635046958923,0.2490805983543396,0.08899276703596115
jon,0.2891683280467987,0.15072263777256012,0.153504878282547,0.17170150578022003,0.02916460484266281,0.14288876950740814,0.14590106904506683,0.10866963118314743,0.1621117740869522
corzine,0.3304073214530945,0.29551073908805847,0.36138591170310974,0.24121269583702087,0.1907491385936737,0.21435882151126862,0.31634992361068726,0.2515334188938141,0.26413819193840027
",",0.3365725874900818,0.4691906273365021,0.4933079481124878,0.283071368932724,0.24265006184577942,0.26654794812202454,0.5201468467712402,0.253568559885025,0.31091248989105225
mckinsey,0.28430065512657166,0.24893952906131744,0.26681777834892273,0.10615575313568115,0.13260795176029205,0.28138571977615356,0.27133509516716003,0.3014112114906311,0.2758098244667053
&,0.09244576841592789,0.08384179323911667,0.14992168545722961,0.12044452130794525,0.13206978142261505,0.10566289722919464,0.1358654648065567,0.15439684689044952,0.12596383690834045
company,0.2383776307106018,0.18005689978599548,0.26591673493385315,0.13131287693977356,0.23611865937709808,0.1712692826986313,0.22141718864440918,0.18648169934749603,0.12195809185504913
founder,0.28227898478507996,0.1966208815574646,0.24715600907802582,0.1416163295507431,0.2433405965566635,0.12799526751041412,0.1495717167854309,0.12470302730798721,0.13665783405303955
and,0.41279885172843933,0.3859752118587494,0.5171257257461548,0.26207348704338074,0.2937069535255432,0.22261469066143036,0.4954058527946472,0.2647855281829834,0.20544172823429108
author,0.23989170789718628,0.20993228256702423,0.199458509683609,0.07548540085554123,0.09705168008804321,0.1648831069469452,0.18350110948085785,0.10924262553453445,0.14162757992744446
of,0.2827862501144409,0.4854315221309662,0.733189046382904,0.30602210760116577,0.2675797641277313,0.16490690410137177,0.5696388483047485,0.28803038597106934,0.1826142966747284
the,0.3733934462070465,0.5823672413825989,1.0,0.4229298532009125,0.21917222440242767,0.23171134293079376,0.6662389636039734,0.37090015411376953,0.22068053483963013
first,0.39065709710121155,0.30889374017715454,0.49448907375335693,0.6071826219558716,0.14077453315258026,0.26658472418785095,0.4127444326877594,0.297447144985199,0.18701928853988647
management,0.14967867732048035,0.24706420302391052,0.26673808693885803,0.1638510525226593,0.14217108488082886,0.14990612864494324,0.2783967852592468,0.15391801297664642,0.15866325795650482
accounting,0.250713050365448,0.20961740612983704,0.254071444272995,0.15015149116516113,0.1678818166255951,0.1477910578250885,0.1982230842113495,0.18514606356620789,0.21913275122642517
textbook,0.16980695724487305,0.15998037159442902,0.1896098256111145,0.14244408905506134,0.1799590289592743,0.15767636895179749,0.1993776559829712,0.17072556912899017,0.21686993539333344
james,0.2562035918235779,0.1426199972629547,0.22481533885002136,0.16188979148864746,0.10362052172422409,0.21200761198997498,0.1994210183620453,0.17043903470039368,0.12139993160963058
o.,0.1067383661866188,-0.06064101308584213,-0.06308206915855408,0.05549437180161476,0.03107900358736515,0.14480338990688324,0.008862092159688473,0.058471884578466415,0.07719738036394119
mckinsey,0.28430065512657166,0.24893952906131744,0.26681777834892273,0.10615575313568115,0.13260795176029205,0.28138571977615356,0.27133509516716003,0.3014112114906311,0.2758098244667053
",",0.3365725874900818,0.4691906273365021,0.4933079481124878,0.283071368932724,0.24265006184577942,0.26654794812202454,0.5201468467712402,0.253568559885025,0.31091248989105225
arley,0.1926937699317932,0.21116550266742706,0.25246840715408325,0.05917619168758392,0.24605970084667206,0.21084927022457123,0.24174264073371887,0.2122553288936615,0.21392783522605896
d.,0.2071729600429535,-0.03094921074807644,0.03410084545612335,0.01226024329662323,0.12050587683916092,0.11656037718057632,0.06950818002223969,0.03232415020465851,-0.049560099840164185
cathey,0.29093611240386963,0.24244466423988342,0.279380738735199,0.1768585741519928,0.2575426399707794,0.16856718063354492,0.2974424660205841,0.22033117711544037,0.20362809300422668
",",0.3365725874900818,0.4691906273365021,0.4933079481124878,0.283071368932724,0.24265006184577942,0.26654794812202454,0.5201468467712402,0.253568559885025,0.31091248989105225
bloomberg,0.20992925763130188,0.1906847208738327,0.28575897216796875,0.18289396166801453,0.24197733402252197,0.2117847204208374,0.23734799027442932,0.2711930274963379,0.2340536117553711
l.p.,0.01387840136885643,0.015076140873134136,0.06786594539880753,0.0404571071267128,-0.04940697178244591,-0.004007790703326464,0.11006627976894379,-0.0011523247230798006,0.0221394095569849
ceo,0.18829603493213654,0.14999867975711823,0.16098161041736603,0.10705234110355377,0.22575819492340088,0.14585739374160767,0.13535729050636292,0.16139987111091614,0.13378572463989258
daniel,0.2651176154613495,0.13591395318508148,0.16781723499298096,0.139292374253273,0.028031472116708755,0.20613165199756622,0.1751832365989685,0.11845549196004868,0.1540297418832779
doctoroff,0.30346187949180603,0.15856394171714783,0.2233399748802185,0.1654130518436432,0.17167352139949799,0.24118104577064514,0.2502325475215912,0.1815202683210373,0.191873237490654
",",0.3365725874900818,0.4691906273365021,0.4933079481124878,0.283071368932724,0.24265006184577942,0.26654794812202454,0.5201468467712402,0.253568559885025,0.31091248989105225
credit,0.24263934791088104,0.07379506528377533,0.20452284812927246,0.08006088435649872,0.20535503327846527,0.14925381541252136,0.07863761484622955,0.18712712824344635,0.13371090590953827
suisse,0.07614371180534363,0.13617320358753204,0.2753676772117615,0.23651108145713806,0.2522852122783661,0.1424366533756256,0.2443348914384842,0.1779664307832718,0.10149852931499481
ceo,0.18829603493213654,0.14999867975711823,0.16098161041736603,0.10705234110355377,0.22575819492340088,0.14585739374160767,0.13535729050636292,0.16139987111091614,0.13378572463989258
brady,0.24164094030857086,0.11863109469413757,0.22030501067638397,0.15356549620628357,0.010855160653591156,0.23597721755504608,0.19781969487667084,0.22559309005737305,0.20001526176929474
dougan,0.28604525327682495,0.25375545024871826,0.2884640693664551,0.17940732836723328,0.21582067012786865,0.23428849875926971,0.2388257086277008,0.28387540578842163,0.17870637774467468
",",0.3365725874900818,0.4691906273365021,0.4933079481124878,0.283071368932724,0.24265006184577942,0.26654794812202454,0.5201468467712402,0.253568559885025,0.31091248989105225
morningstar,0.12441740185022354,0.20345363020896912,0.238221675157547,0.13517573475837708,0.17349250614643097,0.1838688999414444,0.24561063945293427,0.28852578997612,0.1662367731332779
",",0.3365725874900818,0.4691906273365021,0.4933079481124878,0.283071368932724,0.24265006184577942,0.26654794812202454,0.5201468467712402,0.253568559885025,0.31091248989105225
inc.,0.2538697421550751,0.2031414806842804,0.26402559876441956,0.17013683915138245,0.31664878129959106,0.23134981095790863,0.1839877963066101,0.1375076174736023,0.2727344036102295
founder,0.28227898478507996,0.1966208815574646,0.24715600907802582,0.1416163295507431,0.2433405965566635,0.12799526751041412,0.1495717167854309,0.12470302730798721,0.13665783405303955
and,0.41279885172843933,0.3859752118587494,0.5171257257461548,0.26207348704338074,0.2937069535255432,0.22261469066143036,0.4954058527946472,0.2647855281829834,0.20544172823429108
ceo,0.18829603493213654,0.14999867975711823,0.16098161041736603,0.10705234110355377,0.22575819492340088,0.14585739374160767,0.13535729050636292,0.16139987111091614,0.13378572463989258
joe,0.2509482800960541,0.12634335458278656,0.18907766044139862,0.05037705600261688,0.12122579663991928,0.21516670286655426,0.13063541054725647,0.11876356601715088,0.14875642955303192
mansueto,0.3131633698940277,0.22799688577651978,0.26005929708480835,0.20187589526176453,0.3149838447570801,0.2969748377799988,0.22492900490760803,0.23732846975326538,0.19016650319099426
",",0.3365725874900818,0.4691906273365021,0.4933079481124878,0.283071368932724,0.24265006184577942,0.26654794812202454,0.5201468467712402,0.253568559885025,0.31091248989105225
chicago,0.2047077715396881,0.12146236002445221,0.27360326051712036,0.14460968971252441,0.1420295536518097,0.22013410925865173,0.23921214044094086,0.270107239484787,0.16446958482265472
cubs,0.2319127321243286,0.15445806086063385,0.26889070868492126,0.16160841286182404,0.2064162641763687,0.2193596065044403,0.22390882670879364,0.23827998340129852,0.17322473227977753
owner,0.2990386188030243,0.20626334846019745,0.22181597352027893,0.11426293849945068,0.16723573207855225,0.19096732139587402,0.21050013601779938,0.130128413438797,0.1461835652589798
and,0.41279885172843933,0.3859752118587494,0.5171257257461548,0.26207348704338074,0.2937069535255432,0.22261469066143036,0.4954058527946472,0.2647855281829834,0.20544172823429108
chairman,0.17702560126781464,0.18031281232833862,0.2121211588382721,0.09469401091337204,0.16374091804027557,0.1855390965938568,0.19268719851970673,0.0743604376912117,0.08324678242206573
thomas,0.26103657484054565,0.15801864862442017,0.23505409061908722,0.13459661602973938,0.21388806402683258,0.18135137856006622,0.21133768558502197,0.17121510207653046,0.16133050620555878
s.,0.05014374107122421,-0.06830571591854095,-0.04539619758725166,0.10695323348045349,-0.1507546454668045,-0.06483945995569229,-0.11448613554239273,-0.11601942777633667,0.07581593841314316
ricketts,0.3089001178741455,0.16179293394088745,0.2604096531867981,0.1432507336139679,0.21049761772155762,0.26108518242836,0.2559121549129486,0.21252106130123138,0.20245489478111267
",",0.3365725874900818,0.4691906273365021,0.4933079481124878,0.283071368932724,0.24265006184577942,0.26654794812202454,0.5201468467712402,0.253568559885025,0.31091248989105225
and,0.41279885172843933,0.3859752118587494,0.5171257257461548,0.26207348704338074,0.2937069535255432,0.22261469066143036,0.4954058527946472,0.2647855281829834,0.20544172823429108
nba,0.14645421504974365,0.11861348152160645,0.19036747515201569,0.20630185306072235,0.1232355460524559,0.0950932502746582,0.15801222622394562,0.08598355203866959,0.17903099954128265
commissioner,0.23451058566570282,0.18475627899169922,0.25271227955818176,0.14871513843536377,0.19586791098117828,0.2163957804441452,0.25561144948005676,0.1242481991648674,0.1209191158413887
adam,0.2311738133430481,0.17023596167564392,0.18194441497325897,0.13574951887130737,0.11575744301080704,0.28623726963996887,0.14893478155136108,0.022541921585798264,0.12292556464672089
silver,0.12375656515359879,0.20722414553165436,0.2600913643836975,0.14856015145778656,0.2244974672794342,0.20068305730819702,0.2021934986114502,0.1704702079296112,0.11920861899852753
.,0.3541337847709656,0.4569662809371948,0.5934505462646484,0.3039522171020508,0.20087341964244843,0.27014487981796265,0.5591574311256409,0.29180291295051575,0.4130953550338745
