,what,did,luther,fear,to,cause,him,to,avoid,marriage,?
wood,0.09460487961769104,0.13600805401802063,0.14643988013267517,0.11977032572031021,0.19757768511772156,0.1501365453004837,0.17646463215351105,0.19757768511772156,0.08692659437656403,0.1265881061553955,0.1346656233072281
nor,0.33353856205940247,0.3459411859512329,0.1316022276878357,0.1824997216463089,0.29058706760406494,0.29054495692253113,0.1968507319688797,0.29058706760406494,0.1869775503873825,0.18775570392608643,0.2602383494377136
stone,0.1478947550058365,0.10463202744722366,0.15800073742866516,0.02106129378080368,0.19767935574054718,0.19244974851608276,0.2289932370185852,0.19767935574054718,0.07356835156679153,0.13904663920402527,0.11966012418270111
),0.26259949803352356,0.18584993481636047,0.18587662279605865,0.16886824369430542,0.31236231327056885,0.19041776657104492,0.1530005782842636,0.31236231327056885,0.13975003361701965,0.1683250516653061,0.42300865054130554
;,0.10986888408660889,0.10727239400148392,0.022799020633101463,0.08383914828300476,0.0979827418923378,-0.01763676479458809,0.050773736089468,0.0979827418923378,0.0006227983976714313,0.11052429676055908,0.10349778085947037
but,0.5029441118240356,0.49033689498901367,0.20694120228290558,0.2516789138317108,0.5542377829551697,0.3522830903530121,0.4199651777744293,0.5542377829551697,0.3428083658218384,0.2636440694332123,0.27921953797340393
my,0.3588488698005676,0.2537900507450104,0.2192668318748474,0.2619195580482483,0.27499768137931824,0.2800787091255188,0.31396451592445374,0.27499768137931824,0.22814837098121643,0.22407139837741852,0.4195883572101593
mind,0.305233895778656,0.19437313079833984,0.16319639980793,0.3296949565410614,0.21568894386291504,0.2151150405406952,0.2826076149940491,0.21568894386291504,0.23582521080970764,0.16344088315963745,0.22109316289424896
is,0.28837618231773376,0.19247472286224365,0.08282390236854553,0.18346050381660461,0.42745086550712585,0.218277707695961,0.21291719377040863,0.42745086550712585,0.2189902514219284,0.1394161880016327,0.22961433231830597
averse,0.20066344738006592,0.07094823569059372,0.13838572800159454,0.15974056720733643,0.2645047903060913,0.21804048120975494,0.06045098230242729,0.2645047903060913,0.16892068088054657,0.08914665132761002,0.17291666567325592
to,0.455847829580307,0.4452643394470215,0.18029534816741943,0.26140296459198,1.0,0.3172815442085266,0.4702378511428833,1.0,0.33193957805633545,0.21359077095985413,0.29463258385658264
wedlock,0.19475886225700378,0.22217197716236115,0.2611938416957855,0.2673785984516144,0.23959067463874817,0.15917280316352844,0.36052122712135315,0.23959067463874817,0.1429886817932129,0.4626278877258301,0.1703268587589264
because,0.46729007363319397,0.45674043893814087,0.19194559752941132,0.28871408104896545,0.5166091918945312,0.48923319578170776,0.3792544901371002,0.5166091918945312,0.4196107089519501,0.23994788527488708,0.2528740465641022
i,0.4411132335662842,0.32301032543182373,0.232476145029068,0.1894734650850296,0.3140375316143036,0.24491052329540253,0.33029890060424805,0.3140375316143036,0.2341829240322113,0.2119419425725937,0.4695145785808563
daily,0.19118091464042664,0.14632445573806763,0.08759739995002747,0.14090535044670105,0.21294255554676056,0.10691327601671219,0.19083081185817719,0.21294255554676056,0.14172235131263733,0.09609247744083405,0.1472100466489792
expect,0.4876005947589874,0.40357884764671326,0.14439544081687927,0.351789653301239,0.3964124023914337,0.39978528022766113,0.27137991786003113,0.3964124023914337,0.318825900554657,0.1705281287431717,0.34726691246032715
the,0.42745697498321533,0.34736719727516174,0.1759674996137619,0.23606698215007782,0.535392165184021,0.2551237642765045,0.39213326573371887,0.535392165184021,0.24833035469055176,0.17375090718269348,0.22068053483963013
death,0.2267695665359497,0.2252790331840515,0.15764257311820984,0.26764217019081116,0.19568277895450592,0.2642045021057129,0.28298714756965637,0.19568277895450592,0.06313412636518478,0.3462028503417969,0.21149799227714539
of,0.33290785551071167,0.2513895630836487,0.1719115972518921,0.2209668904542923,0.41548454761505127,0.25979894399642944,0.2764812409877777,0.41548454761505127,0.22642050683498383,0.1860882043838501,0.1826142966747284
a,0.3320399522781372,0.2552328109741211,0.17967689037322998,0.20806382596492767,0.45503583550453186,0.2715701162815094,0.32137390971183777,0.45503583550453186,0.2583659291267395,0.17188730835914612,0.23916715383529663
heretic,0.21118874847888947,0.20290781557559967,0.3025546967983246,0.27584871649742126,0.23604300618171692,0.20727211236953735,0.2743358016014099,0.23604300618171692,0.1492062211036682,0.25275659561157227,0.1706521213054657
.,0.3567904531955719,0.35288307070732117,0.24907569587230682,0.20022699236869812,0.4645031690597534,0.267557293176651,0.30228540301322937,0.4645031690597534,0.19342699646949768,0.2275817096233368,0.4130953550338745
'',0.08143015950918198,0.01978493109345436,-0.04572787508368492,0.042626313865184784,-0.009905828163027763,0.009545077569782734,-0.017931023612618446,-0.009905828163027763,0.06084027513861656,-0.048450298607349396,0.018684765323996544
