,what,did,the,italian,government,fail,to,do,in,francovich,v,italy,?
unpaid,0.2540018558502197,0.2844315469264984,0.18282175064086914,0.16741089522838593,0.38532161712646484,0.2456672191619873,0.30490055680274963,0.24487441778182983,0.20145583152770996,0.17023569345474243,0.14056754112243652,0.16607356071472168,0.1707172393798828
wages,0.20351257920265198,0.2757721543312073,0.15546856820583344,0.14485524594783783,0.41265255212783813,0.2887537479400635,0.24337364733219147,0.18496131896972656,0.16484716534614563,0.19899295270442963,0.14524297416210175,0.1552787721157074,0.19884631037712097
if,0.5277165174484253,0.3197491765022278,0.33724796772003174,0.1339951604604721,0.21401992440223694,0.3956166207790375,0.4559597074985504,0.4196736514568329,0.2589588761329651,0.13335035741329193,0.18749232590198517,0.1680036038160324,0.4441644251346588
their,0.35142919421195984,0.38078752160072327,0.516537070274353,0.13103073835372925,0.2597605884075165,0.23950693011283875,0.44619059562683105,0.35424983501434326,0.34976133704185486,0.12221850454807281,0.12335491925477982,0.13154082000255585,0.1898253709077835
employers,0.22766001522541046,0.22175830602645874,0.2401597499847412,0.09997940808534622,0.4006676971912384,0.1915537267923355,0.29388850927352905,0.26500749588012695,0.23528721928596497,0.16578173637390137,0.17499907314777374,0.11749249696731567,0.1917707920074463
had,0.23849567770957947,0.540525496006012,0.3875846862792969,0.23470720648765564,0.24793484807014465,0.2421232908964157,0.37984350323677063,0.24590566754341125,0.385026752948761,0.2061464488506317,0.1252606064081192,0.2250007539987564,0.20728366076946259
gone,0.34073033928871155,0.3055346608161926,0.295327752828598,0.18150533735752106,0.14078979194164276,0.27144062519073486,0.2740478217601776,0.2516968548297882,0.15523068606853485,0.1587395817041397,0.07702624052762985,0.12542881071567535,0.2220623642206192
insolvent,0.25695085525512695,0.20427395403385162,0.2508750557899475,0.15539191663265228,0.25708991289138794,0.20675873756408691,0.2785785496234894,0.2624811828136444,0.23038920760154724,0.20069842040538788,0.16463711857795715,0.20805582404136658,0.1901768445968628
",",0.3087472915649414,0.3015086054801941,0.4933079481124878,0.2153971791267395,0.27344048023223877,0.32029256224632263,0.44245919585227966,0.3283645510673523,0.5201468467712402,0.3258834183216095,0.22053663432598114,0.2497674822807312,0.31091248989105225
as,0.31749409437179565,0.3596470057964325,0.48381632566452026,0.18211542069911957,0.1883569210767746,0.2009112387895584,0.42092081904411316,0.38329678773880005,0.3887844979763031,0.2549009621143341,0.10349564254283905,0.14815199375152588,0.27043893933296204
the,0.42745697498321533,0.34736719727516174,1.0,0.19855095446109772,0.31798112392425537,0.27147823572158813,0.535392165184021,0.30239659547805786,0.6662389636039734,0.2441958785057068,0.18580520153045654,0.2633645832538605,0.22068053483963013
insolvency,0.2897535264492035,0.2337278574705124,0.2591404914855957,0.16225458681583405,0.34287965297698975,0.25702691078186035,0.30753037333488464,0.27583691477775574,0.23445719480514526,0.1985265165567398,0.1564362794160843,0.20536063611507416,0.21335133910179138
protection,0.24867326021194458,0.21425142884254456,0.26689648628234863,0.15017832815647125,0.2748168706893921,0.19745783507823944,0.30331313610076904,0.23318009078502655,0.15337345004081726,0.09715554118156433,0.18163548409938812,0.1776456981897354,0.21348094940185547
directive,0.28384625911712646,0.20067515969276428,0.299225389957428,0.1445721834897995,0.19846591353416443,0.19136904180049896,0.3225650489330292,0.27172011137008667,0.20046965777873993,0.1570429652929306,0.22822029888629913,0.1694687008857727,0.15005457401275635
required,0.2506856620311737,0.30923745036125183,0.27848219871520996,0.10920945554971695,0.20596395432949066,0.3920009136199951,0.3613971471786499,0.3894413411617279,0.20162324607372284,0.1429186910390854,0.1638973355293274,0.10516376793384552,0.24962718784809113
.,0.3567904531955719,0.35288307070732117,0.5934505462646484,0.21152353286743164,0.2521961033344269,0.2996665835380554,0.4645031690597534,0.3613996207714081,0.5591574311256409,0.25552859902381897,0.2973858416080475,0.26594269275665283,0.4130953550338745
