,which,super,bowl,did,roger,goodell,speak,about,?
it,0.616637647151947,0.19638319313526154,0.1748591959476471,0.2993364930152893,0.1760876625776291,0.19893643260002136,0.28542783856391907,0.4291239380836487,0.25732165575027466
would,0.3854503035545349,0.16404198110103607,0.17156143486499786,0.6268245577812195,0.13326995074748993,0.21928122639656067,0.2250860184431076,0.2849528193473816,0.37178951501846313
be,0.476310670375824,0.1880253106355667,0.18567830324172974,0.22657383978366852,0.09867391735315323,0.17473284900188446,0.20446938276290894,0.26362910866737366,0.3324260413646698
``,0.05178012326359749,0.012585706077516079,-0.004176590591669083,-0.029888948425650597,-0.014167015440762043,-0.12794704735279083,0.08599372208118439,0.008102871477603912,0.0685480609536171
an,0.3611921966075897,0.09755856543779373,0.13908697664737701,0.22598257660865784,0.12185677886009216,0.2664170563220978,0.10398297011852264,0.2700941264629364,0.19793890416622162
important,0.37798872590065,0.10205074399709702,0.11682874709367752,0.22188524901866913,0.14276210963726044,0.13641658425331116,0.17169257998466492,0.34283536672592163,0.17812499403953552
game,0.23652023077011108,0.3480181396007538,0.2413962334394455,0.19789010286331177,0.1911574751138687,0.23549653589725494,0.1277739405632019,0.13730934262275696,0.1829071193933487
for,0.44095608592033386,0.22938419878482819,0.24430087208747864,0.318512886762619,0.202398419380188,0.2673582136631012,0.17226319015026093,0.3312419354915619,0.264628142118454
us,0.24368898570537567,0.1514306664466858,0.125444233417511,0.23250600695610046,0.10898207873106003,0.2294151484966278,0.14379334449768066,0.2063043713569641,0.2742428481578827
as,0.41006597876548767,0.21450649201869965,0.14539222419261932,0.3596470057964325,0.1688738912343979,0.31536251306533813,0.20215177536010742,0.2989700436592102,0.27043893933296204
a,0.56894451379776,0.26005712151527405,0.19533146917819977,0.2552328109741211,0.20693595707416534,0.2894425094127655,0.2206171452999115,0.34171196818351746,0.23916715383529663
league,0.22541923820972443,0.37144264578819275,0.3365440368652344,0.17557655274868011,0.1720457822084427,0.2768418490886688,0.15709665417671204,0.09382462501525879,0.15941482782363892
'',-0.03332270681858063,-0.02655862085521221,-0.008809788152575493,0.01978493109345436,-0.003441191976889968,0.07086741179227829,0.014348580501973629,0.007750829216092825,0.018684765323996544
.,0.45942068099975586,0.2757420241832733,0.21516893804073334,0.35288307070732117,0.2322678565979004,0.324575275182724,0.2704809308052063,0.42038556933403015,0.4130953550338745
