,the,umc,supports,federal,funding,for,research,on,embryos,created,for,what,purpose,?
efforts,0.26890742778778076,0.15587663650512695,0.30937516689300537,0.15227918326854706,0.5004929304122925,0.34140706062316895,0.35221824049949646,0.2287449687719345,0.16907818615436554,0.2825128436088562,0.34140706062316895,0.20077113807201385,0.3918965458869934,0.16157089173793793
have,0.40389683842658997,0.26201900839805603,0.3053959906101227,0.11861259490251541,0.2834905683994293,0.41175219416618347,0.29737016558647156,0.36494916677474976,0.3043467700481415,0.23259617388248444,0.41175219416618347,0.39808809757232666,0.31335708498954773,0.32991164922714233
ceased,0.30325502157211304,0.16036981344223022,0.16411776840686798,0.25402361154556274,0.3120579719543457,0.23000623285770416,0.17276252806186676,0.24627618491649628,0.1403217762708664,0.34348252415657043,0.23000623285770416,0.23302510380744934,0.3018222749233246,0.17789196968078613
",",0.4933079481124878,0.1953766793012619,0.24231195449829102,0.2547801733016968,0.23183828592300415,0.4464869201183319,0.2764695882797241,0.49057599902153015,0.21359196305274963,0.2755771577358246,0.4464869201183319,0.3087472915649414,0.21281862258911133,0.31091248989105225
if,0.33724796772003174,0.22860237956047058,0.2608291208744049,0.21187105774879456,0.27329131960868835,0.3609124422073364,0.1715564727783203,0.24549968540668488,0.2479446977376938,0.1636093556880951,0.3609124422073364,0.5277165174484253,0.2850358486175537,0.4441644251346588
the,1.0,0.21262750029563904,0.2929544150829315,0.27537089586257935,0.3006567358970642,0.4739971458911896,0.24391183257102966,0.5107308030128479,0.26437774300575256,0.3539263904094696,0.4739971458911896,0.42745697498321533,0.3061215281486511,0.22068053483963013
embryos,0.26437774300575256,0.15995833277702332,0.20649302005767822,0.2230769842863083,0.2160392850637436,0.16572800278663635,0.2688644826412201,0.17875118553638458,1.0,0.17819081246852875,0.16572800278663635,0.20116986334323883,0.17999014258384705,0.17293721437454224
were,0.3906462490558624,0.14944110810756683,0.1241258978843689,0.1766611635684967,0.17581689357757568,0.33592689037323,0.16198860108852386,0.2774328887462616,0.163913294672966,0.2975761294364929,0.33592689037323,0.22298263013362885,0.2242058962583542,0.17890112102031708
provided,0.304488867521286,0.17269209027290344,0.36937054991722107,0.158476784825325,0.3034200072288513,0.38938868045806885,0.23226265609264374,0.24629086256027222,0.14521051943302155,0.34329327940940857,0.38938868045806885,0.2206064909696579,0.28171107172966003,0.16893617808818817
for,0.4739971458911896,0.20637543499469757,0.36074456572532654,0.2636280953884125,0.34661975502967834,0.9999999403953552,0.29481053352355957,0.36199691891670227,0.16572800278663635,0.25684574246406555,0.9999999403953552,0.3017193675041199,0.3468001186847687,0.264628142118454
research,0.24391183257102966,0.24150115251541138,0.23982840776443481,0.22519339621067047,0.46900227665901184,0.29481053352355957,1.0,0.2395089864730835,0.2688644826412201,0.19419915974140167,0.29481053352355957,0.237140491604805,0.24280546605587006,0.13481977581977844
instead,0.3940567970275879,0.15524975955486298,0.23468805849552155,0.18601877987384796,0.2712733745574951,0.4413341283798218,0.16553950309753418,0.3444349467754364,0.22951045632362366,0.2159029245376587,0.4413341283798218,0.4104403555393219,0.35040372610092163,0.2942638397216797
of,0.733189046382904,0.18128293752670288,0.29851028323173523,0.264590859413147,0.27515512704849243,0.4185989499092102,0.22573977708816528,0.3966929316520691,0.2483600378036499,0.32043445110321045,0.4185989499092102,0.33290785551071167,0.23855330049991608,0.1826142966747284
being,0.419739305973053,0.21290655434131622,0.16762855648994446,0.14965078234672546,0.302754282951355,0.41687241196632385,0.23452793061733246,0.3119087219238281,0.20928329229354858,0.2414107620716095,0.41687241196632385,0.3760843276977539,0.32461604475975037,0.26743772625923157
destroyed,0.3403017520904541,0.07146713137626648,0.11912228912115097,0.17430894076824188,0.13424620032310486,0.13619165122509003,0.18293848633766174,0.22352316975593567,0.10491818189620972,0.268200159072876,0.13619165122509003,0.19114850461483002,0.19472190737724304,0.10318030416965485
",",0.4933079481124878,0.1953766793012619,0.24231195449829102,0.2547801733016968,0.23183828592300415,0.4464869201183319,0.2764695882797241,0.49057599902153015,0.21359196305274963,0.2755771577358246,0.4464869201183319,0.3087472915649414,0.21281862258911133,0.31091248989105225
were,0.3906462490558624,0.14944110810756683,0.1241258978843689,0.1766611635684967,0.17581689357757568,0.33592689037323,0.16198860108852386,0.2774328887462616,0.163913294672966,0.2975761294364929,0.33592689037323,0.22298263013362885,0.2242058962583542,0.17890112102031708
not,0.4310511648654938,0.2476341724395752,0.296915203332901,0.22421978414058685,0.2770644724369049,0.39280617237091064,0.2425752729177475,0.3516409695148468,0.29077276587486267,0.23838622868061066,0.39280617237091064,0.5449194312095642,0.35319599509239197,0.41942933201789856
obtained,0.2607382833957672,0.09276331961154938,0.21702805161476135,0.19341428577899933,0.2290666401386261,0.2933777868747711,0.17631709575653076,0.11431832611560822,0.17263101041316986,0.1979260891675949,0.2933777868747711,0.15716862678527832,0.15473638474941254,0.10347618907690048
by,0.4408751428127289,0.16236968338489532,0.19289402663707733,0.16916346549987793,0.26025402545928955,0.3248702883720398,0.1734425127506256,0.33887791633605957,0.13430927693843842,0.3492257595062256,0.3248702883720398,0.2455483376979828,0.2327440232038498,0.17966607213020325
sale,0.23683100938796997,0.1267537623643875,0.09801500290632248,0.15376511216163635,0.24914924800395966,0.2401578575372696,0.1614978015422821,0.24374507367610931,0.14600661396980286,0.2103017121553421,0.2401578575372696,0.19106879830360413,0.277863085269928,0.10629682242870331
",",0.4933079481124878,0.1953766793012619,0.24231195449829102,0.2547801733016968,0.23183828592300415,0.4464869201183319,0.2764695882797241,0.49057599902153015,0.21359196305274963,0.2755771577358246,0.4464869201183319,0.3087472915649414,0.21281862258911133,0.31091248989105225
and,0.5171257257461548,0.21982228755950928,0.3107730448246002,0.23157308995723724,0.30138206481933594,0.5064792633056641,0.27611881494522095,0.4077630043029785,0.21218302845954895,0.2873832881450653,0.5064792633056641,0.31309178471565247,0.2336888313293457,0.20544172823429108
those,0.42861196398735046,0.23079229891300201,0.2824702858924866,0.19628404080867767,0.2585703134536743,0.3446582555770874,0.25588640570640564,0.3098534643650055,0.27320680022239685,0.2873998284339905,0.3446582555770874,0.44466671347618103,0.3719014823436737,0.3328189253807068
donating,0.32038500905036926,0.14933180809020996,0.2717829942703247,0.23363226652145386,0.510701060295105,0.353799432516098,0.245481476187706,0.22373172640800476,0.23624025285243988,0.2962549030780792,0.353799432516098,0.2517426609992981,0.25785836577415466,0.1736663430929184
had,0.3875846862792969,0.1339196115732193,0.15780341625213623,0.1341598927974701,0.2636057436466217,0.3270139992237091,0.2039167881011963,0.36692994832992554,0.20545580983161926,0.2629251778125763,0.3270139992237091,0.23849567770957947,0.18726231157779694,0.20728366076946259
given,0.37508252263069153,0.2361617088317871,0.184790700674057,0.14138895273208618,0.2507888078689575,0.44294488430023193,0.17316320538520813,0.2107619345188141,0.1624806672334671,0.2853628098964691,0.44294488430023193,0.21883496642112732,0.17734068632125854,0.2570464313030243
prior,0.33782097697257996,0.17336834967136383,0.1532725691795349,0.20881427824497223,0.2297268509864807,0.31561535596847534,0.17311134934425354,0.3162264823913574,0.18668729066848755,0.2325202077627182,0.31561535596847534,0.2537507116794586,0.30148229002952576,0.16978254914283752
informed,0.25312116742134094,0.18552669882774353,0.22394061088562012,0.13796545565128326,0.29808497428894043,0.24115386605262756,0.2474704384803772,0.25225603580474854,0.0825207531452179,0.24688711762428284,0.24115386605262756,0.36891627311706543,0.28919076919555664,0.24280300736427307
consent,0.22271060943603516,0.23985852301120758,0.2354344129562378,0.30508559942245483,0.30962732434272766,0.2607952356338501,0.17961454391479492,0.1979646533727646,0.21126306056976318,0.09258948266506195,0.2607952356338501,0.3003043532371521,0.28889012336730957,0.2684990465641022
for,0.4739971458911896,0.20637543499469757,0.36074456572532654,0.2636280953884125,0.34661975502967834,0.9999999403953552,0.29481053352355957,0.36199691891670227,0.16572800278663635,0.25684574246406555,0.9999999403953552,0.3017193675041199,0.3468001186847687,0.264628142118454
the,1.0,0.21262750029563904,0.2929544150829315,0.27537089586257935,0.3006567358970642,0.4739971458911896,0.24391183257102966,0.5107308030128479,0.26437774300575256,0.3539263904094696,0.4739971458911896,0.42745697498321533,0.3061215281486511,0.22068053483963013
research,0.24391183257102966,0.24150115251541138,0.23982840776443481,0.22519339621067047,0.46900227665901184,0.29481053352355957,1.0,0.2395089864730835,0.2688644826412201,0.19419915974140167,0.29481053352355957,0.237140491604805,0.24280546605587006,0.13481977581977844
purposes,0.27476897835731506,0.22220754623413086,0.2956075668334961,0.19505009055137634,0.27997487783432007,0.43634605407714844,0.29225143790245056,0.254168301820755,0.1768864542245865,0.302696168422699,0.43634605407714844,0.2370537966489792,0.746640145778656,0.15262550115585327
.,0.5934505462646484,0.23154163360595703,0.29172956943511963,0.26819559931755066,0.24722786247730255,0.4726039469242096,0.2517603039741516,0.49257001280784607,0.24421124160289764,0.3230568766593933,0.4726039469242096,0.3567904531955719,0.22145536541938782,0.4130953550338745
