,when,did,the,umc,'s,general,board,of,church,and,society,call,on,all,united,methodists,to,abstain,from,alcohol,for,lent,?
church,0.20053261518478394,0.16781097650527954,0.23846197128295898,0.20494024455547333,0.023664841428399086,0.17155873775482178,0.1316540390253067,0.3079429268836975,0.9999999403953552,0.1976170688867569,0.234016552567482,0.14745277166366577,0.1726921796798706,0.175497367978096,0.19284281134605408,0.5860596895217896,0.24439501762390137,0.27929922938346863,0.1894836276769638,0.2091454267501831,0.15542230010032654,0.25783196091651917,0.18081501126289368
's,-0.03368149697780609,0.05069678649306297,-0.01540423184633255,-0.057754456996917725,0.9999999403953552,-0.0757286474108696,-0.025999367237091064,-0.03817026689648628,0.023664841428399086,0.06895173341035843,-0.027537118643522263,-0.021786727011203766,0.0026888418942689896,0.03181743621826172,-0.03853745758533478,0.005206766072660685,0.03782717138528824,0.03139914199709892,-0.01936490088701248,-0.07598280161619186,-0.07241261005401611,0.12386477738618851,-0.023395681753754616
general,0.20438088476657867,0.19499315321445465,0.28634732961654663,0.14920271933078766,-0.0757286474108696,1.0000001192092896,0.1445818543434143,0.28352999687194824,0.17155873775482178,0.25860127806663513,0.12220939248800278,-0.003686151932924986,0.18019753694534302,0.24806559085845947,0.2596476078033447,0.11092935502529144,0.24755197763442993,0.18557971715927124,0.1645994782447815,0.14287742972373962,0.23497237265110016,0.15167468786239624,0.1972234547138214
board,0.2081456184387207,0.12808117270469666,0.2871673107147217,0.11159598082304001,-0.025999367237091064,0.1445818543434143,1.0000001192092896,0.23488809168338776,0.1316540390253067,0.24616685509681702,0.25911304354667664,0.11638376116752625,0.31186380982398987,0.3248329758644104,0.18866221606731415,0.1501021832227707,0.20624859631061554,0.1443960815668106,0.17346777021884918,0.10455472022294998,0.207724466919899,0.09850391745567322,0.1261475533246994
of,0.3757161796092987,0.2513895630836487,0.733189046382904,0.18128293752670288,-0.03817026689648628,0.28352999687194824,0.23488809168338776,1.0,0.3079429268836975,0.5116966962814331,0.23646748065948486,0.2378445267677307,0.3966929316520691,0.42798417806625366,0.3187655806541443,0.3035426437854767,0.41548454761505127,0.1554262787103653,0.4249346852302551,0.22975631058216095,0.4185989499092102,0.2766977548599243,0.1826142966747284
church,0.20053261518478394,0.16781097650527954,0.23846197128295898,0.20494024455547333,0.023664841428399086,0.17155873775482178,0.1316540390253067,0.3079429268836975,0.9999999403953552,0.1976170688867569,0.234016552567482,0.14745277166366577,0.1726921796798706,0.175497367978096,0.19284281134605408,0.5860596895217896,0.24439501762390137,0.27929922938346863,0.1894836276769638,0.2091454267501831,0.15542230010032654,0.25783196091651917,0.18081501126289368
and,0.4716290831565857,0.34479495882987976,0.5171257257461548,0.21982228755950928,0.06895173341035843,0.25860127806663513,0.24616685509681702,0.5116966962814331,0.1976170688867569,1.0,0.24110737442970276,0.237839937210083,0.4077630043029785,0.4542157053947449,0.28213179111480713,0.24762584269046783,0.48971283435821533,0.28949645161628723,0.3601827025413513,0.22778749465942383,0.5064792633056641,0.24293620884418488,0.20544172823429108
society,0.17042754590511322,0.18197309970855713,0.2789285480976105,0.15534190833568573,-0.027537118643522263,0.12220939248800278,0.25911304354667664,0.23646748065948486,0.234016552567482,0.24110737442970276,0.9999998807907104,0.20215368270874023,0.15271499752998352,0.2045668363571167,0.23282189667224884,0.25837600231170654,0.20199917256832123,0.11788646131753922,0.18421071767807007,0.15302781760692596,0.21769006550312042,0.17495377361774445,0.1373005360364914
called,0.39188069105148315,0.277748167514801,0.489897221326828,0.22966033220291138,-0.021773243322968483,0.07864619791507721,0.11636144667863846,0.4222904443740845,0.20342940092086792,0.3251761794090271,0.17855575680732727,0.4729457497596741,0.25462663173675537,0.2586316168308258,0.20738625526428223,0.26121893525123596,0.2987143397331238,0.11451634764671326,0.2703215777873993,0.20980699360370636,0.29870352149009705,0.3068163990974426,0.18963319063186646
on,0.37706470489501953,0.2670976221561432,0.5107308030128479,0.1817861646413803,0.0026888418942689896,0.18019753694534302,0.31186380982398987,0.3966929316520691,0.1726921796798706,0.4077630043029785,0.15271499752998352,0.14074347913265228,0.9999999403953552,0.3832052946090698,0.2703288793563843,0.17854467034339905,0.41031414270401,0.23715053498744965,0.36926645040512085,0.13676191866397858,0.36199691891670227,0.20918449759483337,0.2714994251728058
all,0.35107192397117615,0.33943864703178406,0.4860881567001343,0.1810837835073471,0.03181743621826172,0.24806559085845947,0.3248329758644104,0.42798417806625366,0.175497367978096,0.4542157053947449,0.2045668363571167,0.27686041593551636,0.3832052946090698,1.0000001192092896,0.20563383400440216,0.25643035769462585,0.42520734667778015,0.28405362367630005,0.2866387963294983,0.18882353603839874,0.41144001483917236,0.22505885362625122,0.29575422406196594
united,0.2490900456905365,0.21137088537216187,0.34367692470550537,0.1928277611732483,-0.03853745758533478,0.2596476078033447,0.18866221606731415,0.3187655806541443,0.19284281134605408,0.28213179111480713,0.23282189667224884,0.11909500509500504,0.2703288793563843,0.20563383400440216,1.0000001192092896,0.3031267821788788,0.2715383470058441,0.1699724942445755,0.27339106798171997,0.20968736708164215,0.30487096309661865,0.11238011717796326,0.17266890406608582
methodists,0.18112710118293762,0.2833806574344635,0.25832629203796387,0.2926216125488281,0.005206766072660685,0.11092935502529144,0.1501021832227707,0.3035426437854767,0.5860596895217896,0.24762584269046783,0.25837600231170654,0.2676449716091156,0.17854467034339905,0.25643035769462585,0.3031267821788788,1.0,0.27666956186294556,0.2951338291168213,0.21399511396884918,0.3016018569469452,0.20424288511276245,0.2653452455997467,0.1608453392982483
to,0.5423505902290344,0.4452643394470215,0.535392165184021,0.23076260089874268,0.03782717138528824,0.24755197763442993,0.20624859631061554,0.41548454761505127,0.24439501762390137,0.48971283435821533,0.20199917256832123,0.27641981840133667,0.41031414270401,0.42520734667778015,0.2715383470058441,0.27666956186294556,1.0,0.3490791618824005,0.4069952368736267,0.26212915778160095,0.4451248347759247,0.20854751765727997,0.29463258385658264
abstain,0.20006419718265533,0.28817087411880493,0.16985012590885162,0.259543240070343,0.03139914199709892,0.18557971715927124,0.1443960815668106,0.1554262787103653,0.27929922938346863,0.28949645161628723,0.11788646131753922,0.21766093373298645,0.23715053498744965,0.28405362367630005,0.1699724942445755,0.2951338291168213,0.3490791618824005,1.0,0.15573760867118835,0.368164598941803,0.31381306052207947,0.2517458498477936,0.3955206274986267
from,0.405669629573822,0.20248863101005554,0.40150508284568787,0.07631135731935501,-0.01936490088701248,0.1645994782447815,0.17346777021884918,0.4249346852302551,0.1894836276769638,0.3601827025413513,0.18421071767807007,0.20354944467544556,0.36926645040512085,0.2866387963294983,0.27339106798171997,0.21399511396884918,0.4069952368736267,0.15573760867118835,1.0,0.20539508759975433,0.314039945602417,0.24308811128139496,0.19969791173934937
alcohol,0.25236910581588745,0.22730612754821777,0.22147142887115479,0.18624944984912872,-0.07598280161619186,0.14287742972373962,0.10455472022294998,0.22975631058216095,0.2091454267501831,0.22778749465942383,0.15302781760692596,0.15413326025009155,0.13676191866397858,0.18882353603839874,0.20968736708164215,0.3016018569469452,0.26212915778160095,0.368164598941803,0.20539508759975433,1.0,0.20439019799232483,0.2475288212299347,0.14563840627670288
for,0.43402108550071716,0.318512886762619,0.4739971458911896,0.20637543499469757,-0.07241261005401611,0.23497237265110016,0.207724466919899,0.4185989499092102,0.15542230010032654,0.5064792633056641,0.21769006550312042,0.272861123085022,0.36199691891670227,0.41144001483917236,0.30487096309661865,0.20424288511276245,0.4451248347759247,0.31381306052207947,0.314039945602417,0.20439019799232483,0.9999999403953552,0.23968617618083954,0.264628142118454
lent,0.24866116046905518,0.18714214861392975,0.28438815474510193,0.18818727135658264,0.12386477738618851,0.15167468786239624,0.09850391745567322,0.2766977548599243,0.25783196091651917,0.24293620884418488,0.17495377361774445,0.20342423021793365,0.20918449759483337,0.22505885362625122,0.11238011717796326,0.2653452455997467,0.20854751765727997,0.2517458498477936,0.24308811128139496,0.2475288212299347,0.23968617618083954,0.9999998807907104,0.1618482917547226
.,0.475719153881073,0.35288307070732117,0.5934505462646484,0.23154163360595703,-0.003708066651597619,0.2929490804672241,0.2503213584423065,0.5352458953857422,0.28898224234580994,0.588965117931366,0.18022798001766205,0.2601918876171112,0.49257001280784607,0.43406882882118225,0.3406063914299011,0.2883146405220032,0.4645031690597534,0.33679133653640747,0.41536515951156616,0.25397148728370667,0.4726039469242096,0.24337172508239746,0.4130953550338745
