,what,is,an,annual,two-day,multicultural,event,held,in,newcastle,in,late,august,?
two-day,0.3179096281528473,0.2285001426935196,0.1454920619726181,0.23183095455169678,1.0,0.18774831295013428,0.3073682188987732,0.2649441361427307,0.26299431920051575,0.18851928412914276,0.26299431920051575,0.3232502341270447,0.2719002962112427,0.2771150767803192
multicultural,0.19224520027637482,0.19974255561828613,0.1748722344636917,0.35489287972450256,0.18774831295013428,0.9999999403953552,0.21774409711360931,0.30063557624816895,0.29528364539146423,0.22780361771583557,0.29528364539146423,0.21338404715061188,0.11618686467409134,0.06831108033657074
event,0.26981404423713684,0.2078172266483307,0.188729926943779,0.39826729893684387,0.3073682188987732,0.21774409711360931,0.9999998807907104,0.45807647705078125,0.27304479479789734,0.13599464297294617,0.27304479479789734,0.23195019364356995,0.23204189538955688,0.16076280176639557
",",0.3087472915649414,0.4691906273365021,0.3581022024154663,0.1683935970067978,0.32929521799087524,0.29306697845458984,0.22701776027679443,0.2880980372428894,0.5201468467712402,0.251589834690094,0.5201468467712402,0.3051932752132416,0.4532424807548523,0.31091248989105225
blending,0.24293240904808044,0.2609167993068695,0.20111626386642456,0.2073570191860199,0.21938787400722504,0.33024516701698303,0.16939184069633484,0.14883409440517426,0.24453994631767273,0.17812630534172058,0.24453994631767273,0.163652241230011,0.04060528427362442,0.0956295058131218
drama,0.21173490583896637,0.25312909483909607,0.18521735072135925,0.07673639059066772,0.1822299063205719,0.16146469116210938,0.1686854064464569,0.05180927366018295,0.24534137547016144,0.10167139023542404,0.24534137547016144,0.24730543792247772,0.23648923635482788,0.21114452183246613
",",0.3087472915649414,0.4691906273365021,0.3581022024154663,0.1683935970067978,0.32929521799087524,0.29306697845458984,0.22701776027679443,0.2880980372428894,0.5201468467712402,0.251589834690094,0.5201468467712402,0.3051932752132416,0.4532424807548523,0.31091248989105225
music,0.23070453107357025,0.17702555656433105,0.17823971807956696,0.19403398036956787,0.2515752911567688,0.24684377014636993,0.15844756364822388,0.14816948771476746,0.22969312965869904,0.21259021759033203,0.22969312965869904,0.23245957493782043,0.17265397310256958,0.18264494836330414
and,0.31309178471565247,0.3859752118587494,0.2838519215583801,0.20847271382808685,0.26278865337371826,0.33980268239974976,0.17869816720485687,0.22757986187934875,0.4954058527946472,0.20204751193523407,0.4954058527946472,0.3247620165348053,0.2596009075641632,0.20544172823429108
food,0.23540689051151276,0.20563258230686188,0.18289192020893097,0.18694870173931122,0.20277610421180725,0.31924137473106384,0.10873312503099442,0.14634312689304352,0.21391697227954865,0.16980412602424622,0.21391697227954865,0.16912822425365448,0.09371523559093475,0.15376032888889313
from,0.2737620174884796,0.27355384826660156,0.20876385271549225,0.18915630877017975,0.17711544036865234,0.21823261678218842,0.2522880434989929,0.2241152971982956,0.4274188280105591,0.1747848093509674,0.4274188280105591,0.27701494097709656,0.23848767578601837,0.19969791173934937
punjabi,0.20940417051315308,0.18417535722255707,0.1479058563709259,0.15131768584251404,0.15334978699684143,0.3242148160934448,0.1113840714097023,0.12781064212322235,0.16608764231204987,0.18653742969036102,0.16608764231204987,0.21747617423534393,0.15291745960712433,0.1839015781879425
",",0.3087472915649414,0.4691906273365021,0.3581022024154663,0.1683935970067978,0.32929521799087524,0.29306697845458984,0.22701776027679443,0.2880980372428894,0.5201468467712402,0.251589834690094,0.5201468467712402,0.3051932752132416,0.4532424807548523,0.31091248989105225
pakistani,0.1892566680908203,0.16862337291240692,0.16289159655570984,0.10122805088758469,0.10703830420970917,0.24428613483905792,0.06826701015233994,0.06920216977596283,0.1763751357793808,0.1598898321390152,0.1763751357793808,0.19879840314388275,0.17719219624996185,0.13618601858615875
",",0.3087472915649414,0.4691906273365021,0.3581022024154663,0.1683935970067978,0.32929521799087524,0.29306697845458984,0.22701776027679443,0.2880980372428894,0.5201468467712402,0.251589834690094,0.5201468467712402,0.3051932752132416,0.4532424807548523,0.31091248989105225
bengali,0.228427916765213,0.13890144228935242,0.14463143050670624,0.15295615792274475,0.17054565250873566,0.2680775225162506,0.13472837209701538,0.1222194954752922,0.11758455634117126,0.16785702109336853,0.11758455634117126,0.18539723753929138,0.1649647355079651,0.1873306781053543
and,0.31309178471565247,0.3859752118587494,0.2838519215583801,0.20847271382808685,0.26278865337371826,0.33980268239974976,0.17869816720485687,0.22757986187934875,0.4954058527946472,0.20204751193523407,0.4954058527946472,0.3247620165348053,0.2596009075641632,0.20544172823429108
hindu,0.20552411675453186,0.16499918699264526,0.13507239520549774,0.18195131421089172,0.16518966853618622,0.2891387939453125,0.10718594491481781,0.12994688749313354,0.18382437527179718,0.13199061155319214,0.18382437527179718,0.1673724502325058,0.11749529838562012,0.14208142459392548
cultures,0.22179487347602844,0.2155856341123581,0.10882240533828735,0.14930018782615662,0.271659255027771,0.520769476890564,0.156497523188591,0.23529374599456787,0.2573188841342926,0.1790720522403717,0.2573188841342926,0.20755642652511597,0.06677646189928055,0.1482744663953781
.,0.3567904531955719,0.4569662809371948,0.3581749200820923,0.17968490719795227,0.3019351363182068,0.23691214621067047,0.2068977802991867,0.2628571093082428,0.5591574311256409,0.2714749276638031,0.5591574311256409,0.3287466764450073,0.3784620463848114,0.4130953550338745
