,what,directions,the,local,church,to,offer,membership,preparation,to,all,people,?
sacrament,0.26787394285202026,0.2496093362569809,0.2597883939743042,0.15487685799598694,0.45027050375938416,0.2604728043079376,0.24813692271709442,0.19871151447296143,0.3043578565120697,0.2604728043079376,0.21403397619724274,0.2038232833147049,0.1619669646024704
in,0.30808621644973755,0.2085569202899933,0.6662389636039734,0.2223825752735138,0.2493300437927246,0.45010748505592346,0.1875079721212387,0.21524956822395325,0.2713048458099365,0.45010748505592346,0.3335905969142914,0.39605680108070374,0.20430970191955566
the,0.42745697498321533,0.310249000787735,1.0,0.2130540907382965,0.23846197128295898,0.535392165184021,0.21118608117103577,0.2937599718570709,0.3215954303741455,0.535392165184021,0.4860881567001343,0.36838498711586,0.22068053483963013
umc,0.2557855546474457,0.20894841849803925,0.21262750029563904,0.14685961604118347,0.20494024455547333,0.23076260089874268,0.26954928040504456,0.2736656069755554,0.120536208152771,0.23076260089874268,0.1810837835073471,0.1635398417711258,0.2609967589378357
.,0.3567904531955719,0.28556028008461,0.5934505462646484,0.26217252016067505,0.28898224234580994,0.4645031690597534,0.23210087418556213,0.19005811214447021,0.26678740978240967,0.4645031690597534,0.43406882882118225,0.33118996024131775,0.4130953550338745
,what,directions,the,local,church,to,offer,membership,preparation,to,all,people,?
the,0.42745697498321533,0.310249000787735,1.0,0.2130540907382965,0.23846197128295898,0.535392165184021,0.21118608117103577,0.2937599718570709,0.3215954303741455,0.535392165184021,0.4860881567001343,0.36838498711586,0.22068053483963013
term,0.25282326340675354,0.1285724639892578,0.2740369141101837,0.08231751620769501,0.13217052817344666,0.3310292959213257,0.135153666138649,0.19679893553256989,0.21988044679164886,0.3310292959213257,0.1779089868068695,0.1534789502620697,0.1901002675294876
confirmation,0.3684285879135132,0.20668071508407593,0.3052189350128174,0.2469029724597931,0.2546837329864502,0.3208828270435333,0.2583271861076355,0.3617737889289856,0.25030261278152466,0.3208828270435333,0.2645755708217621,0.20398932695388794,0.38350698351860046
is,0.28837618231773376,0.21295377612113953,0.5823672413825989,0.13173899054527283,0.203276589512825,0.42745086550712585,0.13858625292778015,0.1935994029045105,0.17207185924053192,0.42745086550712585,0.2553904056549072,0.34254953265190125,0.22961433231830597
generally,0.40614598989486694,0.2833777666091919,0.41466525197029114,0.2316989004611969,0.1768280267715454,0.3871513605117798,0.24340853095054626,0.25095534324645996,0.3167988657951355,0.3871513605117798,0.42350268363952637,0.23223119974136353,0.23411904275417328
reserved,0.17611517012119293,0.08319320529699326,0.23639146983623505,0.16407211124897003,0.12658311426639557,0.18730998039245605,0.20650061964988708,0.25583070516586304,0.1984122395515442,0.18730998039245605,0.28046366572380066,0.13273152709007263,0.1177138090133667
for,0.3017193675041199,0.29713428020477295,0.4739971458911896,0.23619583249092102,0.15542230010032654,0.4451248347759247,0.35623615980148315,0.3243728280067444,0.3282301127910614,0.4451248347759247,0.41144001483917236,0.24900002777576447,0.264628142118454
youth,0.1100270077586174,0.1178794652223587,0.26209625601768494,0.23388788104057312,0.14205121994018555,0.1984357386827469,0.19265645742416382,0.2780115604400635,0.18080128729343414,0.1984357386827469,0.16190828382968903,0.21191729605197906,0.18005552887916565
",",0.3087472915649414,0.2676805257797241,0.4933079481124878,0.20673875510692596,0.2707274258136749,0.44245919585227966,0.2830800712108612,0.2181890308856964,0.23246389627456665,0.44245919585227966,0.425624817609787,0.36644625663757324,0.31091248989105225
while,0.35511791706085205,0.25882333517074585,0.39804592728614807,0.17081208527088165,0.1766446828842163,0.43899232149124146,0.26907241344451904,0.22239314019680023,0.336212158203125,0.43899232149124146,0.3794350028038025,0.25970518589019775,0.21076419949531555
some,0.4491020441055298,0.2931155860424042,0.4566698372364044,0.24176858365535736,0.23829415440559387,0.4636894166469574,0.31400197744369507,0.27650249004364014,0.28883805871009827,0.4636894166469574,0.583402693271637,0.40364471077919006,0.2562315762042999
variation,0.2104281336069107,0.23053275048732758,0.28104788064956665,0.09997324645519257,0.17147094011306763,0.224077507853508,0.17460200190544128,0.13477090001106262,0.2553427517414093,0.224077507853508,0.1935393214225769,0.12802796065807343,0.2178945690393448
on,0.34226128458976746,0.24565306305885315,0.5107308030128479,0.1699344664812088,0.1726921796798706,0.41031414270401,0.23681293427944183,0.22208115458488464,0.26128458976745605,0.41031414270401,0.3832052946090698,0.2559742033481598,0.2714994251728058
membership,0.2070973664522171,0.17617638409137726,0.2937599718570709,0.1973733901977539,0.25890153646469116,0.2628730833530426,0.2766612768173218,1.0,0.18119245767593384,0.2628730833530426,0.3413727581501007,0.22061002254486084,0.15225854516029358
class,0.16880196332931519,0.0818144679069519,0.18034407496452332,0.1704840213060379,0.1129351556301117,0.18696844577789307,0.13438400626182556,0.24926553666591644,0.14913351833820343,0.18696844577789307,0.2166067510843277,0.12438123673200607,0.12778934836387634
is,0.28837618231773376,0.21295377612113953,0.5823672413825989,0.13173899054527283,0.203276589512825,0.42745086550712585,0.13858625292778015,0.1935994029045105,0.17207185924053192,0.42745086550712585,0.2553904056549072,0.34254953265190125,0.22961433231830597
generally,0.40614598989486694,0.2833777666091919,0.41466525197029114,0.2316989004611969,0.1768280267715454,0.3871513605117798,0.24340853095054626,0.25095534324645996,0.3167988657951355,0.3871513605117798,0.42350268363952637,0.23223119974136353,0.23411904275417328
used,0.27546408772468567,0.20897850394248962,0.3718377649784088,0.13996946811676025,0.1413264274597168,0.40058770775794983,0.21635769307613373,0.11566945910453796,0.30323871970176697,0.40058770775794983,0.2536942958831787,0.2769155204296112,0.22430120408535004
for,0.3017193675041199,0.29713428020477295,0.4739971458911896,0.23619583249092102,0.15542230010032654,0.4451248347759247,0.35623615980148315,0.3243728280067444,0.3282301127910614,0.4451248347759247,0.41144001483917236,0.24900002777576447,0.264628142118454
adults,0.2567427158355713,0.15978501737117767,0.24781310558319092,0.07646976411342621,0.0851399227976799,0.2642943561077118,0.16536851227283478,0.18160508573055267,0.1530628204345703,0.2642943561077118,0.22117462754249573,0.331067830324173,0.22581297159194946
wishing,0.3505333364009857,0.1810532659292221,0.24310189485549927,0.18247075378894806,0.11235223710536957,0.41424834728240967,0.4095105528831482,0.21230651438236237,0.22135291993618011,0.41424834728240967,0.38358166813850403,0.23709480464458466,0.2677502930164337
to,0.455847829580307,0.3757004141807556,0.535392165184021,0.2207600325345993,0.24439501762390137,1.0,0.34615713357925415,0.2628730833530426,0.3090265393257141,1.0,0.42520734667778015,0.37275731563568115,0.29463258385658264
join,0.22255058586597443,0.16654233634471893,0.3205963969230652,0.1197095587849617,0.08843396604061127,0.34188714623451233,0.2719140946865082,0.3406578004360199,0.22938752174377441,0.34188714623451233,0.30926573276519775,0.19725172221660614,0.13127188384532928
the,0.42745697498321533,0.310249000787735,1.0,0.2130540907382965,0.23846197128295898,0.535392165184021,0.21118608117103577,0.2937599718570709,0.3215954303741455,0.535392165184021,0.4860881567001343,0.36838498711586,0.22068053483963013
church,0.1944202184677124,0.15110769867897034,0.23846197128295898,0.2117328941822052,0.9999999403953552,0.24439501762390137,0.1490767002105713,0.25890153646469116,0.23337262868881226,0.24439501762390137,0.175497367978096,0.2693098783493042,0.18081501126289368
.,0.3567904531955719,0.28556028008461,0.5934505462646484,0.26217252016067505,0.28898224234580994,0.4645031690597534,0.23210087418556213,0.19005811214447021,0.26678740978240967,0.4645031690597534,0.43406882882118225,0.33118996024131775,0.4130953550338745
