,when,was,the,gerald,ratner,athletics,center,constructed,?
residential,0.15638606250286102,0.19117902219295502,0.25597885251045227,0.16157180070877075,0.1548813432455063,0.14162641763687134,0.34821900725364685,0.34436455368995667,0.08603290468454361
commons,0.15362508594989777,0.15254253149032593,0.2904264032840729,0.20418065786361694,0.15255708992481232,0.12936167418956757,0.10963444411754608,0.07514474540948868,0.27964192628860474
(,0.2459595799446106,0.2980341613292694,0.33289089798927307,0.2073564976453781,0.26089346408843994,0.17154242098331451,0.1899242252111435,0.16104654967784882,0.40561532974243164
2001,-0.12046102434396744,-0.1705034077167511,-0.07246288657188416,-0.11169426888227463,-0.11268588900566101,-0.028758453205227852,-0.0620066300034523,-0.04093734920024872,-0.08740651607513428
),0.2538422644138336,0.3267642855644226,0.3456730246543884,0.19669467210769653,0.26545679569244385,0.1628049612045288,0.2161751240491867,0.16799308359622955,0.42300865054130554
",",0.36674630641937256,0.45456063747406006,0.4933079481124878,0.23060858249664307,0.33211493492126465,0.2174725979566574,0.1905742734670639,0.21606628596782684,0.31091248989105225
south,0.18115942180156708,0.2792486846446991,0.3129390776157379,0.15088723599910736,0.19057850539684296,0.219438835978508,0.20582665503025055,0.2223874032497406,0.12336621433496475
campus,0.12283117324113846,0.271132230758667,0.20087170600891113,0.08525702357292175,0.16365069150924683,0.22760701179504395,0.2788240909576416,0.2686580419540405,0.06952692568302155
residence,0.13373388350009918,0.23680193722248077,0.2597247362136841,0.18344047665596008,0.21660451591014862,0.2333381325006485,0.2836497724056244,0.2685336172580719,0.08006593585014343
hall,0.21217741072177887,0.2961261570453644,0.28526565432548523,0.22102533280849457,0.2990274727344513,0.2663307785987854,0.22164562344551086,0.2515764832496643,0.13520537316799164
and,0.4716290831565857,0.3740963041782379,0.5171257257461548,0.1701488196849823,0.3176746964454651,0.2268504798412323,0.28670641779899597,0.22972804307937622,0.20544172823429108
dining,0.24148602783679962,0.20881572365760803,0.311797171831131,0.12745703756809235,0.16122588515281677,0.20459480583667755,0.23568184673786163,0.34149372577667236,0.13553477823734283
commons,0.15362508594989777,0.15254253149032593,0.2904264032840729,0.20418065786361694,0.15255708992481232,0.12936167418956757,0.10963444411754608,0.07514474540948868,0.27964192628860474
(,0.2459595799446106,0.2980341613292694,0.33289089798927307,0.2073564976453781,0.26089346408843994,0.17154242098331451,0.1899242252111435,0.16104654967784882,0.40561532974243164
2009,-0.2985190749168396,-0.17510849237442017,-0.23935742676258087,-0.16339713335037231,-0.15673775970935822,-0.18083524703979492,-0.238423690199852,-0.22763437032699585,-0.2287932187318802
),0.2538422644138336,0.3267642855644226,0.3456730246543884,0.19669467210769653,0.26545679569244385,0.1628049612045288,0.2161751240491867,0.16799308359622955,0.42300865054130554
",",0.36674630641937256,0.45456063747406006,0.4933079481124878,0.23060858249664307,0.33211493492126465,0.2174725979566574,0.1905742734670639,0.21606628596782684,0.31091248989105225
a,0.44397395849227905,0.4508470594882965,0.5829201340675354,0.1612137109041214,0.22996148467063904,0.1596474051475525,0.2640431225299835,0.257233589887619,0.23916715383529663
new,0.257220059633255,0.2748313844203949,0.3845241069793701,0.19781072437763214,0.23140446841716766,0.16828995943069458,0.18740497529506683,0.24144673347473145,0.14782847464084625
children,0.21386036276817322,0.16522078216075897,0.15654058754444122,0.1609790176153183,0.35265496373176575,0.109647735953331,0.18491555750370026,0.10892146825790405,0.21788206696510315
's,-0.03368149697780609,0.008974763564765453,-0.01540423184633255,-0.0218622088432312,0.1238383874297142,0.02800878882408142,-0.006294060964137316,0.01325368694961071,-0.023395681753754616
hospital,0.17734786868095398,0.2941000163555145,0.17318566143512726,0.19699178636074066,0.2837375998497009,0.15647710859775543,0.25606590509414673,0.18976075947284698,0.12508831918239594
",",0.36674630641937256,0.45456063747406006,0.4933079481124878,0.23060858249664307,0.33211493492126465,0.2174725979566574,0.1905742734670639,0.21606628596782684,0.31091248989105225
and,0.4716290831565857,0.3740963041782379,0.5171257257461548,0.1701488196849823,0.3176746964454651,0.2268504798412323,0.28670641779899597,0.22972804307937622,0.20544172823429108
other,0.34102705121040344,0.14651623368263245,0.44152235984802246,0.005719123408198357,0.1929319053888321,0.19109994173049927,0.18266704678535461,0.2283773273229599,0.24682199954986572
construction,0.16481471061706543,0.224521666765213,0.2671978175640106,0.04969305545091629,0.11661214381456375,0.20701949298381805,0.19075962901115417,0.7395875453948975,0.13494056463241577
",",0.36674630641937256,0.45456063747406006,0.4933079481124878,0.23060858249664307,0.33211493492126465,0.2174725979566574,0.1905742734670639,0.21606628596782684,0.31091248989105225
expansions,0.194879412651062,0.1464279294013977,0.30108970403671265,0.06700663268566132,0.11839750409126282,0.17403703927993774,0.2436455637216568,0.30769675970077515,0.20206446945667267
",",0.36674630641937256,0.45456063747406006,0.4933079481124878,0.23060858249664307,0.33211493492126465,0.2174725979566574,0.1905742734670639,0.21606628596782684,0.31091248989105225
and,0.4716290831565857,0.3740963041782379,0.5171257257461548,0.1701488196849823,0.3176746964454651,0.2268504798412323,0.28670641779899597,0.22972804307937622,0.20544172823429108
restorations,0.20201466977596283,0.2521670460700989,0.3627951741218567,0.10778073221445084,0.10326923429965973,0.11512643843889236,0.14604726433753967,0.362155556678772,0.18544019758701324
.,0.475719153881073,0.40146201848983765,0.5934505462646484,0.2580433785915375,0.30305060744285583,0.20519854128360748,0.29649654030799866,0.20673608779907227,0.4130953550338745
