,which,player,did,the,turf,collapse,under,during,a,game,in,the,levi,'s,stadium,?
enough,0.3905327022075653,0.14637361466884613,0.3866412043571472,0.304282009601593,0.1914173662662506,0.19081595540046692,0.208082377910614,0.18609726428985596,0.36969423294067383,0.17542530596256256,0.24705477058887482,0.304282009601593,0.1443893313407898,-0.07335468381643295,0.09274795651435852,0.3526461720466614
quality,0.296709269285202,0.15413112938404083,0.21685834228992462,0.21949779987335205,0.30773311853408813,0.042455270886421204,0.1587749421596527,0.13453426957130432,0.1999066025018692,0.19866319000720978,0.18835508823394775,0.21949779987335205,0.12847104668617249,0.03701535984873772,0.14504903554916382,0.23524069786071777
to,0.5345056653022766,0.17719191312789917,0.4452643394470215,0.535392165184021,0.22923210263252258,0.1598730832338333,0.27177539467811584,0.2828781306743622,0.45503583550453186,0.2540906071662903,0.45010748505592346,0.535392165184021,0.18474219739437103,0.03782717138528824,0.2075904905796051,0.29463258385658264
host,0.27663925290107727,0.23437511920928955,0.08573058992624283,0.26909032464027405,0.18523931503295898,0.0811421126127243,0.12403635680675507,0.18944571912288666,0.1733594834804535,0.26605361700057983,0.21661671996116638,0.26909032464027405,0.12580302357673645,-0.04823359102010727,0.24011856317520142,0.1021634042263031
a,0.56894451379776,0.2591003477573395,0.2552328109741211,0.5829201340675354,0.2702938914299011,0.2268700748682022,0.18317826092243195,0.30341604351997375,1.0,0.23211604356765747,0.539380669593811,0.5829201340675354,0.14748936891555786,0.04866964742541313,0.14596018195152283,0.23916715383529663
super,0.25759580731391907,0.19942335784435272,0.16038043797016144,0.21959073841571808,0.2351023554801941,0.13643452525138855,0.1673695296049118,0.16951335966587067,0.26005712151527405,0.3480181396007538,0.18576006591320038,0.21959073841571808,0.08340612053871155,0.09726737439632416,0.1715150624513626,0.166326642036438
bowl,0.23468568921089172,0.1651131808757782,0.18569406867027283,0.21576224267482758,0.264580100774765,0.08042445033788681,0.07314430177211761,0.22041946649551392,0.19533146917819977,0.2413962334394455,0.17236235737800598,0.21576224267482758,0.1602962166070938,-0.02838491089642048,0.25985562801361084,0.21118052303791046
;,-0.01244901679456234,0.008247075602412224,0.10727239400148392,0.09152708947658539,-0.09007593989372253,-0.07311560958623886,-0.015183132141828537,0.04684014990925789,-0.02122584730386734,0.04804868623614311,0.092739537358284,0.09152708947658539,-0.014587413519620895,0.006909397430717945,0.06735169887542725,0.10349778085947037
during,0.3590145409107208,0.15464608371257782,0.30679523944854736,0.4838213622570038,0.11135489493608475,0.2433658093214035,0.27601271867752075,1.0,0.30341604351997375,0.23073366284370422,0.4627237319946289,0.4838213622570038,0.07856635004281998,0.011294117197394371,0.11316139996051788,0.1325719803571701
the,0.6521818041801453,0.19900773465633392,0.34736719727516174,1.0,0.18297892808914185,0.31475353240966797,0.3348022699356079,0.4838213622570038,0.5829201340675354,0.285271555185318,0.6662389636039734,1.0,0.15661084651947021,-0.01540423184633255,0.21145665645599365,0.22068053483963013
inaugural,0.18137262761592865,0.22917723655700684,0.17149940133094788,0.2678447663784027,0.1846214085817337,0.1738174557685852,0.17094768583774567,0.30719515681266785,0.15900948643684387,0.21544361114501953,0.19557854533195496,0.2678447663784027,0.16849297285079956,-0.019868766888976097,0.2559598386287689,0.16871942579746246
season,0.20103639364242554,0.2349400818347931,0.19368280470371246,0.2507155239582062,0.2273017019033432,0.10500164330005646,0.059347424656152725,0.30325618386268616,0.1855505406856537,0.3434298038482666,0.2184021919965744,0.2507155239582062,0.09874927997589111,0.06624794006347656,0.20871607959270477,0.16793298721313477
",",0.3658004403114319,0.25826331973075867,0.3015086054801941,0.4933079481124878,0.21927887201309204,0.192181795835495,0.24875585734844208,0.3225448727607727,0.427140474319458,0.2653886377811432,0.5201468467712402,0.4933079481124878,0.2592664957046509,-0.0016132977325469255,0.2056228220462799,0.31091248989105225
the,0.6521818041801453,0.19900773465633392,0.34736719727516174,1.0,0.18297892808914185,0.31475353240966797,0.3348022699356079,0.4838213622570038,0.5829201340675354,0.285271555185318,0.6662389636039734,1.0,0.15661084651947021,-0.01540423184633255,0.21145665645599365,0.22068053483963013
field,0.21286733448505402,0.1546873152256012,0.16789361834526062,0.2105809599161148,0.22418086230754852,0.11546068638563156,0.1685141921043396,0.10801912844181061,0.2030690312385559,0.24591608345508575,0.20553018152713776,0.2105809599161148,0.1189475953578949,0.07850787043571472,0.31675073504447937,0.11279727518558502
had,0.3188965916633606,0.12922927737236023,0.540525496006012,0.3875846862792969,0.0948357805609703,0.22298564016819,0.25874900817871094,0.39748913049697876,0.34897568821907043,0.18758456408977509,0.385026752948761,0.3875846862792969,0.24291031062602997,-0.004401352722197771,0.1497623771429062,0.20728366076946259
to,0.5345056653022766,0.17719191312789917,0.4452643394470215,0.535392165184021,0.22923210263252258,0.1598730832338333,0.27177539467811584,0.2828781306743622,0.45503583550453186,0.2540906071662903,0.45010748505592346,0.535392165184021,0.18474219739437103,0.03782717138528824,0.2075904905796051,0.29463258385658264
be,0.476310670375824,0.16268029808998108,0.22657383978366852,0.4248143136501312,0.2580720782279968,0.1638946384191513,0.23514987528324127,0.24990400671958923,0.39883795380592346,0.24152140319347382,0.3481820821762085,0.4248143136501312,0.12446195632219315,0.025217169895768166,0.1513574868440628,0.3324260413646698
re-sodded,0.37468400597572327,0.16075535118579865,0.298442006111145,0.32192739844322205,0.22948704659938812,0.18381273746490479,0.2084430307149887,0.27009832859039307,0.2414533495903015,0.2871147394180298,0.2551881670951843,0.32192739844322205,0.14817176759243011,-0.029789293184876442,0.1386032998561859,0.2500745952129364
multiple,0.29593557119369507,0.15430130064487457,0.13390448689460754,0.20022359490394592,0.09638140350580215,0.1692359298467636,0.11990848928689957,0.15117841958999634,0.23904410004615784,0.14501532912254333,0.18657618761062622,0.20022359490394592,0.04573646932840347,-0.002423811238259077,0.03324197232723236,0.1591399908065796
times,0.29070794582366943,0.17755413055419922,0.23068773746490479,0.29093852639198303,0.14380288124084473,0.15582722425460815,0.1951698511838913,0.36593833565711975,0.2745400369167328,0.17801880836486816,0.2427823841571808,0.29093852639198303,0.11801004409790039,-0.048017483204603195,0.12687304615974426,0.18880689144134521
due,0.26323074102401733,0.0581938736140728,0.15152592957019806,0.22577603161334991,0.24671418964862823,0.24827320873737335,0.20082376897335052,0.2717488408088684,0.2190696746110916,0.12858666479587555,0.2516716718673706,0.22577603161334991,0.12446139007806778,0.03925589844584465,0.16195087134838104,0.10954997688531876
to,0.5345056653022766,0.17719191312789917,0.4452643394470215,0.535392165184021,0.22923210263252258,0.1598730832338333,0.27177539467811584,0.2828781306743622,0.45503583550453186,0.2540906071662903,0.45010748505592346,0.535392165184021,0.18474219739437103,0.03782717138528824,0.2075904905796051,0.29463258385658264
various,0.42230772972106934,0.050944194197654724,0.19538888335227966,0.3235042691230774,0.23841027915477753,0.15930987894535065,0.21850796043872833,0.2775112986564636,0.17124241590499878,0.16809354722499847,0.266343355178833,0.3235042691230774,0.09583251923322678,0.0089445561170578,0.0882943794131279,0.12823495268821716
issues,0.24184490740299225,0.07696370780467987,0.22840259969234467,0.2638932764530182,0.11671234667301178,0.20465876162052155,0.15912777185440063,0.1676650047302246,0.24391965568065643,0.08913295716047287,0.17748555541038513,0.2638932764530182,0.09587151557207108,-0.05637482926249504,0.07234929502010345,0.320565789937973
",",0.3658004403114319,0.25826331973075867,0.3015086054801941,0.4933079481124878,0.21927887201309204,0.192181795835495,0.24875585734844208,0.3225448727607727,0.427140474319458,0.2653886377811432,0.5201468467712402,0.4933079481124878,0.2592664957046509,-0.0016132977325469255,0.2056228220462799,0.31091248989105225
and,0.506277859210968,0.22685286402702332,0.34479495882987976,0.5171257257461548,0.18188157677650452,0.17414039373397827,0.3005301356315613,0.36462149024009705,0.3739250600337982,0.25192898511886597,0.4954058527946472,0.5171257257461548,0.16145840287208557,0.06895173341035843,0.11777293682098389,0.20544172823429108
during,0.3590145409107208,0.15464608371257782,0.30679523944854736,0.4838213622570038,0.11135489493608475,0.2433658093214035,0.27601271867752075,1.0,0.30341604351997375,0.23073366284370422,0.4627237319946289,0.4838213622570038,0.07856635004281998,0.011294117197394371,0.11316139996051788,0.1325719803571701
a,0.56894451379776,0.2591003477573395,0.2552328109741211,0.5829201340675354,0.2702938914299011,0.2268700748682022,0.18317826092243195,0.30341604351997375,1.0,0.23211604356765747,0.539380669593811,0.5829201340675354,0.14748936891555786,0.04866964742541313,0.14596018195152283,0.23916715383529663
week,0.24782997369766235,0.1633760780096054,0.2459598332643509,0.28402599692344666,0.16488902270793915,0.15454059839248657,0.09027282148599625,0.3375038504600525,0.20796456933021545,0.29780805110931396,0.2674444317817688,0.28402599692344666,0.13201266527175903,-0.04274718090891838,0.17579275369644165,0.25105318427085876
6,0.07327836006879807,-0.007175673730671406,-0.0043754540383815765,0.041227471083402634,-0.03673005849123001,0.03222988173365593,0.0010243613505735993,-0.0028753727674484253,0.023897485807538033,-0.004587014205753803,-0.0005521549028344452,0.041227471083402634,0.0590386725962162,0.06298240274190903,0.0643739253282547,0.045001473277807236
game,0.23652023077011108,0.46623334288597107,0.19789010286331177,0.285271555185318,0.22300665080547333,0.14505954086780548,0.10370329767465591,0.23073366284370422,0.23211604356765747,0.9999998807907104,0.23986028134822845,0.285271555185318,0.06744404137134552,0.07448072731494904,0.27498841285705566,0.1829071193933487
earlier,0.29554668068885803,0.1111413985490799,0.24518106877803802,0.26843780279159546,0.14702270925045013,0.21108996868133545,0.1608532965183258,0.31365686655044556,0.19610044360160828,0.2132072001695633,0.24141792953014374,0.26843780279159546,0.14750060439109802,0.04531743377447128,0.14518886804580688,0.13306351006031036
in,0.4840516746044159,0.1851271539926529,0.2593238651752472,0.6662389636039734,0.1566915065050125,0.2279185801744461,0.2535393238067627,0.4627237319946289,0.539380669593811,0.23986028134822845,1.0,0.6662389636039734,0.13398480415344238,-0.037580832839012146,0.21361783146858215,0.20430970191955566
the,0.6521818041801453,0.19900773465633392,0.34736719727516174,1.0,0.18297892808914185,0.31475353240966797,0.3348022699356079,0.4838213622570038,0.5829201340675354,0.285271555185318,0.6662389636039734,1.0,0.15661084651947021,-0.01540423184633255,0.21145665645599365,0.22068053483963013
2015,-0.028074992820620537,-0.08832229673862457,0.02002497762441635,0.1466771513223648,-0.002875641919672489,0.0595000684261322,0.14021112024784088,0.12330828607082367,-0.008371892385184765,-0.003872275585308671,0.0891268327832222,0.1466771513223648,0.11664821952581406,0.023902352899312973,0.08520212769508362,-0.029954981058835983
season,0.20103639364242554,0.2349400818347931,0.19368280470371246,0.2507155239582062,0.2273017019033432,0.10500164330005646,0.059347424656152725,0.30325618386268616,0.1855505406856537,0.3434298038482666,0.2184021919965744,0.2507155239582062,0.09874927997589111,0.06624794006347656,0.20871607959270477,0.16793298721313477
",",0.3658004403114319,0.25826331973075867,0.3015086054801941,0.4933079481124878,0.21927887201309204,0.192181795835495,0.24875585734844208,0.3225448727607727,0.427140474319458,0.2653886377811432,0.5201468467712402,0.4933079481124878,0.2592664957046509,-0.0016132977325469255,0.2056228220462799,0.31091248989105225
a,0.56894451379776,0.2591003477573395,0.2552328109741211,0.5829201340675354,0.2702938914299011,0.2268700748682022,0.18317826092243195,0.30341604351997375,1.0,0.23211604356765747,0.539380669593811,0.5829201340675354,0.14748936891555786,0.04866964742541313,0.14596018195152283,0.23916715383529663
portion,0.4238881468772888,0.0242366474121809,0.21140550076961517,0.42017096281051636,0.1345006823539734,0.16466045379638672,0.1494409292936325,0.19588935375213623,0.3207106590270996,0.09340614825487137,0.2811550498008728,0.42017096281051636,0.14559979736804962,-0.014645480550825596,0.13463465869426727,0.11719609797000885
of,0.5011631846427917,0.1627044975757599,0.2513895630836487,0.733189046382904,0.2042369246482849,0.26751232147216797,0.32766106724739075,0.3869180977344513,0.5052502155303955,0.2298848181962967,0.5696388483047485,0.733189046382904,0.14476609230041504,-0.03817026689648628,0.17126937210559845,0.1826142966747284
the,0.6521818041801453,0.19900773465633392,0.34736719727516174,1.0,0.18297892808914185,0.31475353240966797,0.3348022699356079,0.4838213622570038,0.5829201340675354,0.285271555185318,0.6662389636039734,1.0,0.15661084651947021,-0.01540423184633255,0.21145665645599365,0.22068053483963013
turf,0.2650839686393738,0.20633158087730408,0.10967846214771271,0.18297892808914185,0.9999999403953552,0.14942102134227753,0.12460670620203018,0.11135489493608475,0.2702938914299011,0.22300665080547333,0.1566915065050125,0.18297892808914185,0.1276061236858368,0.07264405488967896,0.3282683491706848,0.11744038760662079
collapsed,0.20304518938064575,0.13210786879062653,0.25112998485565186,0.27221426367759705,0.1453099548816681,0.8582494258880615,0.21918243169784546,0.22315867245197296,0.1930953413248062,0.1419115513563156,0.2266564816236496,0.27221426367759705,0.07512390613555908,0.04584195092320442,0.18463100492954254,0.12967832386493683
under,0.3235377371311188,0.10890445113182068,0.20815621316432953,0.3348022699356079,0.12460670620203018,0.23199516534805298,0.9999999403953552,0.27601271867752075,0.18317826092243195,0.10370329767465591,0.2535393238067627,0.3348022699356079,0.11446783691644669,-0.03376881033182144,0.12728263437747955,0.18233340978622437
baltimore,0.1787351816892624,0.17847342789173126,0.1808740198612213,0.24688681960105896,0.15919587016105652,0.13143138587474823,0.1341186761856079,0.2167126089334488,0.23398126661777496,0.17012909054756165,0.25970259308815,0.24688681960105896,0.22614836692810059,-0.09558355063199997,0.23798617720603943,0.13640713691711426
ravens,0.20767049491405487,0.21794140338897705,0.19025254249572754,0.23830419778823853,0.19484567642211914,0.10167708992958069,0.13569039106369019,0.13770394027233124,0.2072288990020752,0.2771136462688446,0.17661747336387634,0.23830419778823853,0.21804921329021454,0.0613437183201313,0.260965496301651,0.13021303713321686
kicker,0.17172542214393616,0.42254623770713806,0.12325023859739304,0.21651580929756165,0.3378943204879761,0.05999583750963211,0.14079953730106354,0.1740882396697998,0.29131606221199036,0.2448699176311493,0.17224794626235962,0.21651580929756165,0.148453950881958,0.03639395907521248,0.2695585787296295,0.2049250453710556
justin,0.09905311465263367,0.20871533453464508,0.1406216323375702,0.17751482129096985,0.12291478365659714,0.1017746701836586,0.1013345941901207,0.17377479374408722,0.21040329337120056,0.20827536284923553,0.16384002566337585,0.17751482129096985,0.19211864471435547,-0.012240738607943058,0.07341364771127701,0.17168305814266205
tucker,0.1787911206483841,0.23166927695274353,0.16738790273666382,0.18514882028102875,0.2058369517326355,0.1360604465007782,0.1053381934762001,0.15778478980064392,0.18715037405490875,0.15281064808368683,0.16661880910396576,0.18514882028102875,0.23404647409915924,-0.0074017723090946674,0.06501549482345581,0.1057906299829483
",",0.3658004403114319,0.25826331973075867,0.3015086054801941,0.4933079481124878,0.21927887201309204,0.192181795835495,0.24875585734844208,0.3225448727607727,0.427140474319458,0.2653886377811432,0.5201468467712402,0.4933079481124878,0.2592664957046509,-0.0016132977325469255,0.2056228220462799,0.31091248989105225
causing,0.34433284401893616,0.1423313319683075,0.2553318440914154,0.2816545367240906,0.20064283907413483,0.33331337571144104,0.15952949225902557,0.2695426046848297,0.23259559273719788,0.15802842378616333,0.25844457745552063,0.2816545367240906,0.05667898431420326,-0.13326315581798553,0.10512444376945496,0.1852436512708664
him,0.3357398211956024,0.2453635185956955,0.4290095865726471,0.39213326573371887,0.07662911713123322,0.1370977759361267,0.21678456664085388,0.2599809467792511,0.32137390971183777,0.25263139605522156,0.2284061461687088,0.39213326573371887,0.18453527987003326,0.004161491058766842,0.14557886123657227,0.23943768441677094
to,0.5345056653022766,0.17719191312789917,0.4452643394470215,0.535392165184021,0.22923210263252258,0.1598730832338333,0.27177539467811584,0.2828781306743622,0.45503583550453186,0.2540906071662903,0.45010748505592346,0.535392165184021,0.18474219739437103,0.03782717138528824,0.2075904905796051,0.29463258385658264
slip,0.32078099250793457,0.18391579389572144,0.21692362427711487,0.24078814685344696,0.24949268996715546,0.23678654432296753,0.17704612016677856,0.07617275416851044,0.23211777210235596,0.15812109410762787,0.15796400606632233,0.24078814685344696,0.052373889833688736,0.04653271287679672,0.12727349996566772,0.19108696281909943
and,0.506277859210968,0.22685286402702332,0.34479495882987976,0.5171257257461548,0.18188157677650452,0.17414039373397827,0.3005301356315613,0.36462149024009705,0.3739250600337982,0.25192898511886597,0.4954058527946472,0.5171257257461548,0.16145840287208557,0.06895173341035843,0.11777293682098389,0.20544172823429108
miss,0.09314073622226715,0.15192928910255432,0.15212443470954895,0.15176062285900116,0.1319853514432907,0.03929029405117035,0.09711634367704391,0.12669681012630463,0.1587100327014923,0.08815382421016693,0.2159871757030487,0.15176062285900116,0.10321230441331863,0.0012329015880823135,0.07837405800819397,0.21144157648086548
a,0.56894451379776,0.2591003477573395,0.2552328109741211,0.5829201340675354,0.2702938914299011,0.2268700748682022,0.18317826092243195,0.30341604351997375,1.0,0.23211604356765747,0.539380669593811,0.5829201340675354,0.14748936891555786,0.04866964742541313,0.14596018195152283,0.23916715383529663
field,0.21286733448505402,0.1546873152256012,0.16789361834526062,0.2105809599161148,0.22418086230754852,0.11546068638563156,0.1685141921043396,0.10801912844181061,0.2030690312385559,0.24591608345508575,0.20553018152713776,0.2105809599161148,0.1189475953578949,0.07850787043571472,0.31675073504447937,0.11279727518558502
goal,0.19597876071929932,0.3257410526275635,0.23877869546413422,0.2443244755268097,0.24689757823944092,0.09868185222148895,0.14676684141159058,0.1779095083475113,0.20853768289089203,0.34820306301116943,0.2241991013288498,0.2443244755268097,0.1729503720998764,0.0441170372068882,0.21689622104167938,0.1964566856622696
",",0.3658004403114319,0.25826331973075867,0.3015086054801941,0.4933079481124878,0.21927887201309204,0.192181795835495,0.24875585734844208,0.3225448727607727,0.427140474319458,0.2653886377811432,0.5201468467712402,0.4933079481124878,0.2592664957046509,-0.0016132977325469255,0.2056228220462799,0.31091248989105225
although,0.3901670575141907,0.09973786771297455,0.29252153635025024,0.3265823423862457,0.1817939281463623,0.16807036101818085,0.23775877058506012,0.2962360084056854,0.29747897386550903,0.15637414157390594,0.28763338923454285,0.3265823423862457,0.10843170434236526,0.06846998631954193,0.14878042042255402,0.15541206300258636
the,0.6521818041801453,0.19900773465633392,0.34736719727516174,1.0,0.18297892808914185,0.31475353240966797,0.3348022699356079,0.4838213622570038,0.5829201340675354,0.285271555185318,0.6662389636039734,1.0,0.15661084651947021,-0.01540423184633255,0.21145665645599365,0.22068053483963013
field,0.21286733448505402,0.1546873152256012,0.16789361834526062,0.2105809599161148,0.22418086230754852,0.11546068638563156,0.1685141921043396,0.10801912844181061,0.2030690312385559,0.24591608345508575,0.20553018152713776,0.2105809599161148,0.1189475953578949,0.07850787043571472,0.31675073504447937,0.11279727518558502
has,0.4350704550743103,0.2232464849948883,0.2124989777803421,0.4177538752555847,0.1601027399301529,0.12514358758926392,0.19055907428264618,0.23098520934581757,0.4670248031616211,0.1961202621459961,0.4173259735107422,0.4177538752555847,0.10805345326662064,-0.040683966130018234,0.11947191506624222,0.15994466841220856
not,0.46766895055770874,0.14681431651115417,0.6481515765190125,0.4310511648654938,0.21950699388980865,0.24590280652046204,0.21131709218025208,0.2700311541557312,0.3791346549987793,0.2181175947189331,0.3403114080429077,0.4310511648654938,0.19568251073360443,0.002583299996331334,0.12905821204185486,0.41942933201789856
had,0.3188965916633606,0.12922927737236023,0.540525496006012,0.3875846862792969,0.0948357805609703,0.22298564016819,0.25874900817871094,0.39748913049697876,0.34897568821907043,0.18758456408977509,0.385026752948761,0.3875846862792969,0.24291031062602997,-0.004401352722197771,0.1497623771429062,0.20728366076946259
any,0.5186169743537903,0.13901761174201965,0.37563082575798035,0.4525727927684784,0.2510215938091278,0.2202124446630478,0.19034957885742188,0.22442151606082916,0.45031747221946716,0.2225327491760254,0.3135753571987152,0.4525727927684784,0.04334890842437744,0.09017360955476761,0.12602420151233673,0.4113408327102661
major,0.31470122933387756,0.1840788722038269,0.20997437834739685,0.31775903701782227,0.13795433938503265,0.19694115221500397,0.1991327702999115,0.2254045009613037,0.22990699112415314,0.12348651885986328,0.3249945342540741,0.31775903701782227,0.08974981307983398,-0.010959804058074951,0.13614912331104279,0.19788557291030884
issues,0.24184490740299225,0.07696370780467987,0.22840259969234467,0.2638932764530182,0.11671234667301178,0.20465876162052155,0.15912777185440063,0.1676650047302246,0.24391965568065643,0.08913295716047287,0.17748555541038513,0.2638932764530182,0.09587151557207108,-0.05637482926249504,0.07234929502010345,0.320565789937973
since,0.3523256182670593,0.16642019152641296,0.27613121271133423,0.4054957628250122,0.15632067620754242,0.18426594138145447,0.2258605659008026,0.3730084002017975,0.3303585946559906,0.19464720785617828,0.4325680434703827,0.4054957628250122,0.07723598182201385,-0.04899144917726517,0.21743766963481903,0.2876587212085724
.,0.45942068099975586,0.22491109371185303,0.35288307070732117,0.5934505462646484,0.1862017661333084,0.20924827456474304,0.2901604175567627,0.3485563397407532,0.50484299659729,0.2581658959388733,0.5591574311256409,0.5934505462646484,0.16844750940799713,-0.003708066651597619,0.1958179920911789,0.4130953550338745
