,how,many,huguenots,were,killed,during,this,purge,?
also,0.43506327271461487,0.6258217096328735,0.1992371529340744,0.31877249479293823,0.22747358679771423,0.4275238513946533,0.5539565086364746,0.20078490674495697,0.21848613023757935
underlying,0.41113176941871643,0.3089153468608856,0.16959317028522491,0.18367809057235718,0.09177965670824051,0.19669806957244873,0.42368680238723755,0.23997782170772552,0.2342413365840912
political,0.1886202096939087,0.2416682094335556,0.2822909355163574,0.16721121966838837,0.14546413719654083,0.23011183738708496,0.19633908569812775,0.25505104660987854,0.17130474746227264
reasons,0.3283638060092926,0.383806437253952,0.25668662786483765,0.29966098070144653,0.20940008759498596,0.2686840891838074,0.44395795464515686,0.2796380817890167,0.248102068901062
for,0.3308170735836029,0.40972793102264404,0.17568211257457733,0.33592689037323,0.1274932473897934,0.3448435664176941,0.5082864165306091,0.13445918262004852,0.264628142118454
this,0.45272302627563477,0.43532639741897583,0.2504573166370392,0.25469228625297546,0.20144015550613403,0.34351885318756104,0.9999999403953552,0.2859341502189636,0.3155723512172699
as,0.33782753348350525,0.4070141911506653,0.14947842061519623,0.3025437891483307,0.18260051310062408,0.29671990871429443,0.43993282318115234,0.12603911757469177,0.27043893933296204
well,0.410734087228775,0.5438802242279053,0.22066359221935272,0.37577003240585327,0.11288145929574966,0.3035556674003601,0.3988443613052368,0.16719961166381836,0.24815571308135986
",",0.22659391164779663,0.40610817074775696,0.23394492268562317,0.36755475401878357,0.3006497025489807,0.3225448727607727,0.4316047728061676,0.19248788058757782,0.31091248989105225
as,0.33782753348350525,0.4070141911506653,0.14947842061519623,0.3025437891483307,0.18260051310062408,0.29671990871429443,0.43993282318115234,0.12603911757469177,0.27043893933296204
some,0.4180530905723572,0.7976660132408142,0.24430227279663086,0.4592604339122772,0.17315854132175446,0.2788774073123932,0.5247883796691895,0.22266051173210144,0.2562315762042999
of,0.2480744868516922,0.37253960967063904,0.27577435970306396,0.34038281440734863,0.2589981257915497,0.3869180977344513,0.45148900151252747,0.1214258149266243,0.1826142966747284
the,0.33890387415885925,0.4335206151008606,0.30745792388916016,0.3906462490558624,0.23115427792072296,0.4838213622570038,0.6274310946464539,0.22348129749298096,0.22068053483963013
huguenots,0.17459295690059662,0.27507859468460083,1.0,0.2728680968284607,0.25953033566474915,0.3058221638202667,0.2504573166370392,0.23519381880760193,0.16010338068008423
were,0.2082374095916748,0.4804460406303406,0.2728680968284607,1.0000001192092896,0.3441145420074463,0.4064035415649414,0.25469228625297546,0.1390606313943863,0.17890112102031708
nobles,0.20205186307430267,0.21203655004501343,0.4702047109603882,0.32437461614608765,0.2865905463695526,0.18943974375724792,0.2607577443122864,0.14046527445316315,0.13999377191066742
trying,0.4241889417171478,0.29575449228286743,0.21803995966911316,0.1787530928850174,0.29422685503959656,0.22856180369853973,0.3603173494338989,0.3077456057071686,0.3144860565662384
to,0.44169697165489197,0.40243685245513916,0.2685132324695587,0.31913647055625916,0.1682852953672409,0.2828781306743622,0.5759071707725525,0.2648797631263733,0.29463258385658264
establish,0.19256964325904846,0.2051573246717453,0.2915187180042267,0.15369434654712677,0.13188868761062622,0.16017988324165344,0.27082255482673645,0.14980268478393555,0.21678102016448975
separate,0.21848078072071075,0.33082273602485657,0.11631520092487335,0.3257561922073364,0.1031838059425354,0.1989026665687561,0.3903748691082001,0.20848549902439117,0.16835719347000122
centers,0.20586660504341125,0.32130712270736694,0.1710466891527176,0.2284010797739029,0.13927699625492096,0.2711573839187622,0.22260043025016785,0.09121982753276825,0.16634750366210938
of,0.2480744868516922,0.37253960967063904,0.27577435970306396,0.34038281440734863,0.2589981257915497,0.3869180977344513,0.45148900151252747,0.1214258149266243,0.1826142966747284
power,0.23785550892353058,0.22982899844646454,0.12253915518522263,0.18395109474658966,0.21175232529640198,0.20807330310344696,0.24943022429943085,0.26749348640441895,0.15304024517536163
in,0.2601168751716614,0.41474202275276184,0.25916293263435364,0.3815755248069763,0.1957504004240036,0.4627237319946289,0.45205554366111755,0.16706912219524384,0.20430970191955566
southern,0.11308442056179047,0.18025599420070648,0.195220947265625,0.21199744939804077,0.1852230429649353,0.29425209760665894,0.20097827911376953,0.06626670062541962,0.11225555837154388
france,0.13197430968284607,0.24514140188694,0.44966813921928406,0.24330811202526093,0.16892902553081512,0.251496821641922,0.23969228565692902,0.1564588099718094,0.15069349110126495
.,0.3287222981452942,0.3974229395389557,0.2170230895280838,0.3378238379955292,0.2666846215724945,0.3485563397407532,0.500583827495575,0.1914558857679367,0.4130953550338745
