,how,many,residential,dorms,house,upper,class,",",sophomore,",",jr,",",and,sr,students,?
residential,0.11582820117473602,0.2515426278114319,0.9999998807907104,0.2615352272987366,0.2547960877418518,0.12092367559671402,0.18640874326229095,0.21989741921424866,0.27361756563186646,0.21989741921424866,0.11301817744970322,0.21989741921424866,0.3452662229537964,0.12197218835353851,0.32141172885894775,0.08603290468454361
houses,0.15148693323135376,0.27926701307296753,0.3919602334499359,0.3200041353702545,0.637040376663208,0.31103765964508057,0.14384065568447113,0.25159695744514465,0.2062942385673523,0.25159695744514465,0.09689519554376602,0.25159695744514465,0.33128079771995544,0.027443112805485725,0.28558650612831116,0.10120081901550293
",",0.22659391164779663,0.40610817074775696,0.21989741921424866,0.2878994345664978,0.28236111998558044,0.22235287725925446,0.1753857135772705,1.0000001192092896,0.3307931125164032,1.0000001192092896,0.31571900844573975,1.0000001192092896,0.6633074283599854,0.25801849365234375,0.26501646637916565,0.31091248989105225
nine,0.1557593196630478,0.3415135145187378,0.1915622502565384,0.18392851948738098,0.19828808307647705,0.1564234048128128,0.12052838504314423,0.273027628660202,0.33909809589385986,0.273027628660202,0.15963082015514374,0.273027628660202,0.3451005816459656,0.12468837201595306,0.21907253563404083,0.13964155316352844
of,0.2480744868516922,0.37253960967063904,0.2898116707801819,0.27682003378868103,0.285114049911499,0.25818127393722534,0.19740594923496246,0.4946078956127167,0.2736928462982178,0.4946078956127167,0.17231892049312592,0.4946078956127167,0.5116966962814331,0.12508514523506165,0.25513339042663574,0.1826142966747284
which,0.4852597713470459,0.5168171525001526,0.2647222578525543,0.3336436450481415,0.20384521782398224,0.2984105050563812,0.23547251522541046,0.3658004403114319,0.25090983510017395,0.3658004403114319,0.10922621935606003,0.3658004403114319,0.506277859210968,0.15141841769218445,0.23087917268276215,0.25814583897590637
are,0.311818927526474,0.5655534863471985,0.2325010895729065,0.36189034581184387,0.15609823167324066,0.17645308375358582,0.1495869755744934,0.4062570035457611,0.1782643347978592,0.4062570035457611,0.07040775567293167,0.4062570035457611,0.48576638102531433,0.11512477695941925,0.2835792899131775,0.24591213464736938
south,0.11786635220050812,0.2319321483373642,0.2829141318798065,0.25013092160224915,0.21744099259376526,0.22815074026584625,0.13234908878803253,0.3256652057170868,0.3051755428314209,0.3256652057170868,0.16148249804973602,0.3256652057170868,0.3140619993209839,0.13389869034290314,0.23090268671512604,0.12336621433496475
of,0.2480744868516922,0.37253960967063904,0.2898116707801819,0.27682003378868103,0.285114049911499,0.25818127393722534,0.19740594923496246,0.4946078956127167,0.2736928462982178,0.4946078956127167,0.17231892049312592,0.4946078956127167,0.5116966962814331,0.12508514523506165,0.25513339042663574,0.1826142966747284
harvard,0.19650645554065704,0.19690528512001038,0.22624336183071136,0.1852012276649475,0.18613672256469727,0.11730608344078064,0.15633030235767365,0.2719281017780304,0.34040993452072144,0.2719281017780304,0.32201439142227173,0.2719281017780304,0.2453373372554779,0.23625069856643677,0.33647945523262024,0.11685016006231308
yard,0.15072651207447052,0.10225845128297806,0.2692517936229706,0.17307960987091064,0.25532200932502747,0.07143460959196091,0.13458263874053955,0.10565341264009476,0.35049721598625183,0.10565341264009476,0.13789042830467224,0.10565341264009476,0.20639188587665558,0.11689738184213638,0.10206849128007889,0.06376948207616806
along,0.2501010298728943,0.280875027179718,0.24346591532230377,0.17341116070747375,0.1440812051296234,0.1772904247045517,0.11251207441091537,0.29824912548065186,0.20292499661445618,0.29824912548065186,0.16798783838748932,0.29824912548065186,0.4213258922100067,0.20076070725917816,0.1698276400566101,0.17134909331798553
or,0.3378981947898865,0.36905089020729065,0.24983489513397217,0.31003302335739136,0.1695612519979477,0.20617228746414185,0.1972517967224121,0.3769497275352478,0.1506660282611847,0.3769497275352478,0.10557898879051208,0.3769497275352478,0.4713204801082611,0.13784895837306976,0.21765491366386414,0.32389625906944275
near,0.10767845064401627,0.16392192244529724,0.28641974925994873,0.2478032261133194,0.16752874851226807,0.2751629650592804,0.06646145135164261,0.3141826391220093,0.15456408262252808,0.3141826391220093,0.07075221091508865,0.3141826391220093,0.25046437978744507,0.08921600133180618,0.14297452569007874,0.10734958201646805
the,0.33890387415885925,0.4335206151008606,0.25597885251045227,0.3125455677509308,0.2847244441509247,0.35289278626441956,0.18034407496452332,0.4933079481124878,0.3121117651462555,0.4933079481124878,0.17156341671943665,0.4933079481124878,0.5171257257461548,0.12376830726861954,0.25268980860710144,0.22068053483963013
charles,0.18120063841342926,0.17667710781097412,0.17176811397075653,0.12869702279567719,0.24593892693519592,0.09191708266735077,0.10100467503070831,0.24990057945251465,0.19225633144378662,0.24990057945251465,0.22861149907112122,0.24990057945251465,0.23640480637550354,0.1856052726507187,0.171151265501976,0.17366734147071838
river,0.09142279624938965,0.12832623720169067,0.17137901484966278,0.24891561269760132,0.15888923406600952,0.30176234245300293,0.03523758053779602,0.26637205481529236,0.16465651988983154,0.26637205481529236,0.12390518933534622,0.26637205481529236,0.19898422062397003,0.0608692429959774,0.13162586092948914,0.15390869975090027
.,0.3287222981452942,0.3974229395389557,0.2399243861436844,0.26012858748435974,0.2607949376106262,0.23727275431156158,0.24688394367694855,0.6812511086463928,0.31809940934181213,0.6812511086463928,0.24554190039634705,0.6812511086463928,0.588965117931366,0.23631086945533752,0.2607303857803345,0.4130953550338745
