,which,british,monarch,appears,above,the,frame,around,the,arches,and,entrance,?
around,0.3772764205932617,0.13922783732414246,0.10926968604326248,0.2448582947254181,0.30128180980682373,0.40085816383361816,0.2078724056482315,1.0,0.40085816383361816,0.26080164313316345,0.34341543912887573,0.1815856397151947,0.14729668200016022
the,0.6521818041801453,0.28973397612571716,0.294361412525177,0.3605367839336395,0.33988961577415466,1.0,0.1209321841597557,0.40085816383361816,1.0,0.32370784878730774,0.5171257257461548,0.31372344493865967,0.22068053483963013
arches,0.3066873252391815,0.13649630546569824,0.26822909712791443,0.2902279496192932,0.3280772268772125,0.32370784878730774,0.2879312038421631,0.26080164313316345,0.32370784878730774,1.0,0.281974732875824,0.37752658128738403,0.15862171351909637
and,0.506277859210968,0.325880765914917,0.1969962865114212,0.24003387987613678,0.2363634556531906,0.5171257257461548,0.20931656658649445,0.34341543912887573,0.5171257257461548,0.281974732875824,1.0,0.24038183689117432,0.20544172823429108
entrance,0.2874296009540558,0.12424667179584503,0.16558262705802917,0.15924739837646484,0.19681398570537567,0.31372344493865967,0.15469536185264587,0.1815856397151947,0.31372344493865967,0.37752658128738403,0.24038183689117432,1.0000001192092896,0.07963564246892929
",",0.3658004403114319,0.25734075903892517,0.16403017938137054,0.27400943636894226,0.2902800738811493,0.4933079481124878,0.15437807142734528,0.3298884332180023,0.4933079481124878,0.22068120539188385,0.6633074283599854,0.14223605394363403,0.31091248989105225
sculpted,0.21757838129997253,0.1501077115535736,0.1455967277288437,0.21204742789268494,0.22480207681655884,0.2524046003818512,0.18946573138237,0.24543732404708862,0.2524046003818512,0.39853182435035706,0.2868989109992981,0.28725704550743103,0.12233168631792068
by,0.40543368458747864,0.26707085967063904,0.18319906294345856,0.19730228185653687,0.18431022763252258,0.4408751428127289,0.19081400334835052,0.2682798206806183,0.4408751428127289,0.16432872414588928,0.4289871156215668,0.17967933416366577,0.17966607213020325
alfred,0.08948897570371628,0.2391991913318634,0.11495737731456757,0.15046611428260803,0.11791533976793289,0.24956922233104706,0.13143949210643768,0.09182588756084442,0.24956922233104706,0.1251867413520813,0.20860691368579865,0.1308170109987259,0.10596195608377457
drury,0.20411476492881775,0.2877296805381775,0.21656467020511627,0.19532185792922974,0.14102104306221008,0.2910057604312897,0.09121289849281311,0.15793514251708984,0.2910057604312897,0.2500324249267578,0.32562658190727234,0.2940797507762909,0.17688389122486115
.,0.45942068099975586,0.23159366846084595,0.2502276599407196,0.2625799775123596,0.34496572613716125,0.5934505462646484,0.21271292865276337,0.3712388277053833,0.5934505462646484,0.24557629227638245,0.588965117931366,0.21017757058143616,0.4130953550338745
