,in,what,area,is,it,common,for,spiritual,mentorship,to,be,extremely,high,?
on,0.46853652596473694,0.34226128458976746,0.20868615806102753,0.3635730445384979,0.4529881477355957,0.22368024289608002,0.36199691891670227,0.17063623666763306,0.2458476424217224,0.41031414270401,0.37900757789611816,0.20792809128761292,0.20843200385570526,0.2714994251728058
spiritual,0.1903325319290161,0.2431802898645401,0.11835930496454239,0.1757679283618927,0.1510281264781952,0.14830952882766724,0.19519944489002228,1.0,0.3217136859893799,0.24096204340457916,0.217450812458992,0.17463240027427673,0.11829879879951477,0.1801415979862213
mentorship,0.2141905128955841,0.3901286721229553,0.07084525376558304,0.1776241511106491,0.2906839847564697,0.08384296298027039,0.31298860907554626,0.3217136859893799,1.0000001192092896,0.3409256339073181,0.3396228551864624,0.22556975483894348,0.15253755450248718,0.37482789158821106
is,0.5394441485404968,0.28837618231773376,0.29283958673477173,1.0,0.6328473687171936,0.2952355444431305,0.43268078565597534,0.1757679283618927,0.1776241511106491,0.42745086550712585,0.4819129705429077,0.3267810046672821,0.2383800595998764,0.22961433231830597
extremely,0.26208269596099854,0.295386403799057,0.17969860136508942,0.3267810046672821,0.3861957788467407,0.23180989921092987,0.28279924392700195,0.17463240027427673,0.22556975483894348,0.32372695207595825,0.402263343334198,1.0,0.29282647371292114,0.14809079468250275
high,0.2652597725391388,0.20466077327728271,0.15111616253852844,0.2383800595998764,0.22461844980716705,0.20265968143939972,0.1925620585680008,0.11829879879951477,0.15253755450248718,0.28947713971138,0.1991795301437378,0.29282647371292114,1.0,0.11137914657592773
",",0.5201468467712402,0.3087472915649414,0.2664283812046051,0.4691906273365021,0.48329564929008484,0.2497023195028305,0.4464869201183319,0.2115405946969986,0.2504138946533203,0.44245919585227966,0.39254459738731384,0.25114306807518005,0.27938312292099,0.31091248989105225
with,0.4080928862094879,0.2464839518070221,0.2303420901298523,0.3250955045223236,0.3369046747684479,0.26739466190338135,0.39140474796295166,0.18031524121761322,0.19270199537277222,0.4239959120750427,0.36101722717285156,0.30065199732780457,0.19851811230182648,0.2433311939239502
gurus,0.14385110139846802,0.2520514130592346,0.12141137570142746,0.15414868295192719,0.21301792562007904,0.21184100210666656,0.17525988817214966,0.4887569546699524,0.23088906705379486,0.1743345856666565,0.2351803332567215,0.1976739466190338,0.09642384946346283,0.18777289986610413
often,0.3380797803401947,0.3849453330039978,0.2406948357820511,0.3856629431247711,0.3385609984397888,0.4435911774635315,0.37495917081832886,0.22369293868541718,0.14823555946350098,0.4351843297481537,0.463177889585495,0.4223688840866089,0.253610223531723,0.23748154938220978
exercising,0.20428696274757385,0.23033717274665833,0.199295774102211,0.19836832582950592,0.21434350311756134,0.18700715899467468,0.31356507539749146,0.3122819662094116,0.3048584759235382,0.2550686001777649,0.2785702049732208,0.2515391707420349,0.1987093687057495,0.19943128526210785
a,0.539380669593811,0.3320399522781372,0.2782127559185028,0.658733606338501,0.5452592968940735,0.29638534784317017,0.44038116931915283,0.2160448133945465,0.277292937040329,0.45503583550453186,0.39883795380592346,0.3637830913066864,0.22865821421146393,0.23916715383529663
great,0.23348836600780487,0.2562883198261261,0.12584024667739868,0.1345067322254181,0.21287621557712555,0.16507665812969208,0.19302397966384888,0.24455760419368744,0.20320867002010345,0.1880372017621994,0.17040422558784485,0.2632524073123932,0.21161620318889618,0.13135133683681488
deal,0.23030675947666168,0.3379717469215393,0.1333092302083969,0.17207108438014984,0.23528285324573517,0.1384640634059906,0.2706057131290436,0.16180044412612915,0.3753015100955963,0.29972702264785767,0.2771417796611786,0.2483055144548416,0.16605274379253387,0.2513751685619354
of,0.5696388483047485,0.33290785551071167,0.3409860134124756,0.4854315221309662,0.38761502504348755,0.2949881851673126,0.4185989499092102,0.3108343183994293,0.2184096872806549,0.41548454761505127,0.33904364705085754,0.2816111445426941,0.2803038954734802,0.1826142966747284
control,0.24831421673297882,0.2821830213069916,0.21139094233512878,0.17722277343273163,0.2016621232032776,0.12170319259166718,0.2014283388853073,0.168338343501091,0.19176854193210602,0.28164729475975037,0.21166473627090454,0.1613135039806366,0.18641188740730286,0.1620711386203766
over,0.3605569899082184,0.28007611632347107,0.26123467087745667,0.2159561663866043,0.3669605255126953,0.20692884922027588,0.3419422209262848,0.1893053948879242,0.22052769362926483,0.38635820150375366,0.27136483788490295,0.2754703164100647,0.2199782133102417,0.25742942094802856
the,0.6662389636039734,0.42745697498321533,0.37834644317626953,0.5823672413825989,0.6251175999641418,0.2705984115600586,0.4739971458911896,0.2149372547864914,0.24017667770385742,0.535392165184021,0.4248143136501312,0.28996992111206055,0.28034812211990356,0.22068053483963013
lives,0.3182811737060547,0.19772474467754364,0.1704483926296234,0.3232544958591461,0.2263665348291397,0.18033066391944885,0.1823655217885971,0.16142332553863525,0.1526309698820114,0.24778319895267487,0.1481751799583435,0.22686026990413666,0.2082582265138626,0.15810374915599823
of,0.5696388483047485,0.33290785551071167,0.3409860134124756,0.4854315221309662,0.38761502504348755,0.2949881851673126,0.4185989499092102,0.3108343183994293,0.2184096872806549,0.41548454761505127,0.33904364705085754,0.2816111445426941,0.2803038954734802,0.1826142966747284
their,0.34976133704185486,0.35142919421195984,0.20344668626785278,0.2101074606180191,0.3067983090877533,0.25892671942710876,0.3406745493412018,0.27462247014045715,0.1955152153968811,0.44619059562683105,0.3200586438179016,0.2749623656272888,0.21960610151290894,0.1898253709077835
disciples,0.15744136273860931,0.30790162086486816,0.150324746966362,0.12796756625175476,0.16123905777931213,0.11309243738651276,0.20812088251113892,0.44617602229118347,0.2764129340648651,0.28728994727134705,0.19218309223651886,0.16061455011367798,0.1287079155445099,0.1523444652557373
.,0.5591574311256409,0.3567904531955719,0.2760866582393646,0.4569662809371948,0.5593622326850891,0.21817955374717712,0.4726039469242096,0.20261000096797943,0.24698078632354736,0.4645031690597534,0.4383580684661865,0.2966903746128082,0.24301011860370636,0.4130953550338745
