,what,made,the,student,decide,to,occupy,the,president,'s,office,in,protest,?
",",0.3087472915649414,0.32507219910621643,0.4933079481124878,0.2261858433485031,0.24334396421909332,0.44245919585227966,0.2732933461666107,0.4933079481124878,0.26552814245224,-0.0016132977325469255,0.25194036960601807,0.5201468467712402,0.2963520884513855,0.31091248989105225
when,0.4700249433517456,0.2936893105506897,0.5091903209686279,0.2584058940410614,0.3481963872909546,0.5423505902290344,0.17663456499576569,0.5091903209686279,0.17933911085128784,-0.03368149697780609,0.22369864583015442,0.4431333839893341,0.1924060732126236,0.22841128706932068
students,0.2380729615688324,0.13892392814159393,0.25268980860710144,0.7746244072914124,0.26407334208488464,0.2905822694301605,0.16833363473415375,0.25268980860710144,0.2517184913158417,0.03619067743420601,0.2083270102739334,0.2676171064376831,0.28739237785339355,0.18017297983169556
occupied,0.2295091450214386,0.14369428157806396,0.3288927674293518,0.10725071281194687,0.09172938019037247,0.18831755220890045,0.646261990070343,0.3288927674293518,0.13614621758460999,-0.009159070439636707,0.13964219391345978,0.30793076753616333,0.19442196190357208,0.11679025739431381
president,0.1870913952589035,0.18822956085205078,0.24330610036849976,0.3333226144313812,0.19533176720142365,0.21247753500938416,0.15378518402576447,0.24330610036849976,1.0000001192092896,-0.08566092699766159,0.40359655022621155,0.18811661005020142,0.28411880135536194,0.14148259162902832
george,0.22000353038311005,0.14986836910247803,0.2510760426521301,0.14137698709964752,0.13571472465991974,0.17226167023181915,0.1372639685869217,0.2510760426521301,0.26513686776161194,-0.019076833501458168,0.17837925255298615,0.18167929351329803,0.16190029680728912,0.1479024887084961
beadle,0.21112795174121857,0.15011979639530182,0.2600449025630951,0.23418483138084412,0.18120458722114563,0.17773249745368958,0.03864889591932297,0.2600449025630951,0.15537723898887634,-0.048404935747385025,0.16882112622261047,0.31287235021591187,0.1371391862630844,0.20671437680721283
's,0.02692362666130066,0.08483956009149551,-0.01540423184633255,0.018150636926293373,0.032991811633110046,0.03782717138528824,-0.0007275697425939143,-0.01540423184633255,-0.08566092699766159,0.9999999403953552,-0.06233545020222664,-0.037580832839012146,-0.0016888814279809594,-0.023395681753754616
office,0.12159775197505951,0.13045258820056915,0.27314993739128113,0.23292922973632812,0.12608928978443146,0.20860034227371216,0.20048965513706207,0.27314993739128113,0.40359655022621155,-0.06233545020222664,1.0000001192092896,0.28433957695961,0.20978176593780518,0.16497313976287842
in,0.30808621644973755,0.25271502137184143,0.6662389636039734,0.254856139421463,0.24276606738567352,0.45010748505592346,0.3150743544101715,0.6662389636039734,0.18811661005020142,-0.037580832839012146,0.28433957695961,1.0,0.29343265295028687,0.20430970191955566
a,0.3320399522781372,0.3180864453315735,0.5829201340675354,0.3207114636898041,0.3188471794128418,0.45503583550453186,0.21937653422355652,0.5829201340675354,0.16959697008132935,0.04866964742541313,0.24789826571941376,0.539380669593811,0.25490954518318176,0.23916715383529663
protest,0.20248152315616608,0.17451706528663635,0.25126034021377563,0.3371713161468506,0.19423392415046692,0.22359536588191986,0.30267781019210815,0.25126034021377563,0.28411880135536194,-0.0016888814279809594,0.20978176593780518,0.29343265295028687,0.9999998807907104,0.1878921240568161
over,0.28007611632347107,0.2679975628852844,0.39856547117233276,0.17360585927963257,0.2514612674713135,0.38635820150375366,0.29579031467437744,0.39856547117233276,0.22208066284656525,0.016215575858950615,0.23785270750522614,0.3605569899082184,0.19541476666927338,0.25742942094802856
the,0.42745697498321533,0.3885267674922943,1.0,0.21259291470050812,0.35331496596336365,0.535392165184021,0.31747862696647644,1.0,0.24330610036849976,-0.01540423184633255,0.27314993739128113,0.6662389636039734,0.25126034021377563,0.22068053483963013
university,0.20256435871124268,0.143972709774971,0.263973206281662,0.46536099910736084,0.12647351622581482,0.20192374289035797,0.25297173857688904,0.263973206281662,0.2515452206134796,-0.007441582623869181,0.2374965250492096,0.3201795518398285,0.21110603213310242,0.11887256056070328
's,0.02692362666130066,0.08483956009149551,-0.01540423184633255,0.018150636926293373,0.032991811633110046,0.03782717138528824,-0.0007275697425939143,-0.01540423184633255,-0.08566092699766159,0.9999999403953552,-0.06233545020222664,-0.037580832839012146,-0.0016888814279809594,-0.023395681753754616
off-campus,0.18111102283000946,0.1772642880678177,0.2558174431324005,0.4244968891143799,0.14322926104068756,0.1832549124956131,0.2152450978755951,0.2558174431324005,0.24108028411865234,0.04859750345349312,0.286453515291214,0.30061405897140503,0.18214157223701477,0.09390006214380264
rental,0.17012232542037964,0.16413520276546478,0.2814933657646179,0.1326281875371933,0.18528202176094055,0.2608352303504944,0.15642309188842773,0.2814933657646179,0.11055275797843933,0.05264870822429657,0.34297260642051697,0.24991044402122498,0.19575154781341553,0.13753974437713623
policies,0.37312451004981995,0.1467372179031372,0.22566401958465576,0.2324443757534027,0.2920050024986267,0.31011244654655457,0.16968722641468048,0.22566401958465576,0.25397640466690063,-0.0030640345066785812,0.22684618830680847,0.12669669091701508,0.3443377614021301,0.2969106435775757
.,0.3567904531955719,0.4032190144062042,0.5934505462646484,0.20994822680950165,0.26475638151168823,0.4645031690597534,0.2559439539909363,0.5934505462646484,0.26255303621292114,-0.003708066651597619,0.26038533449172974,0.5591574311256409,0.2598128020763397,0.4130953550338745
