,what,may,cause,``,motivational,embellishment,'',?
may,0.25739946961402893,0.9999998807907104,0.3391842246055603,0.13614267110824585,0.2769565284252167,0.17626892030239105,0.020231230184435844,0.2768254578113556
act,0.2622668445110321,0.16605353355407715,0.24972961843013763,0.07749094814062119,0.19203025102615356,0.2015194594860077,-0.013956046663224697,0.1482519507408142
as,0.31749409437179565,0.32133710384368896,0.22159208357334137,0.03910288214683533,0.2322983741760254,0.21617764234542847,0.006628023460507393,0.27043893933296204
a,0.3320399522781372,0.29255667328834534,0.2715701162815094,0.07272057235240936,0.2666890323162079,0.24169491231441498,0.04890415817499161,0.23916715383529663
``,0.008517155423760414,0.13614267110824585,0.09377360343933105,1.0,0.04795670136809349,-0.0199899785220623,-0.09173435717821121,0.0685480609536171
motivational,0.29906561970710754,0.2769565284252167,0.25041842460632324,0.04795670136809349,0.9999999403953552,0.1753818541765213,0.01193150319159031,0.2348088026046753
embellishment,0.20834322273731232,0.17626892030239105,0.1553591638803482,-0.0199899785220623,0.1753818541765213,1.0,0.05140208080410957,0.18362782895565033
'',0.08143015950918198,0.020231230184435844,0.009545077569782734,-0.09173435717821121,0.01193150319159031,0.05140208080410957,1.0,0.018684765323996544
;,0.10986888408660889,-0.015097163617610931,-0.01763676479458809,-0.03673741593956947,-0.0027585856150835752,0.16030266880989075,0.026332683861255646,0.10349778085947037
increasing,0.2066856026649475,0.17513030767440796,0.3302958607673645,0.11886032670736313,0.337899774312973,0.25936684012413025,-0.025965111330151558,0.0681626945734024
a,0.3320399522781372,0.29255667328834534,0.2715701162815094,0.07272057235240936,0.2666890323162079,0.24169491231441498,0.04890415817499161,0.23916715383529663
student,0.20548318326473236,0.17901644110679626,0.09006141871213913,-0.020459214225411415,0.29681313037872314,0.15434977412223816,0.009886643849313259,0.13282090425491333
's,0.02692362666130066,-0.07006479054689407,-0.04770376905798912,-0.03416389226913452,-0.00786914024502039,-0.011063234880566597,-0.04859459400177002,-0.023395681753754616
interest,0.23849236965179443,0.21503946185112,0.20297183096408844,0.04597019776701927,0.3428015112876892,0.28424960374832153,-0.04869057983160019,0.2411724328994751
by,0.2455483376979828,0.1970296949148178,0.20837076008319855,-0.030704375356435776,0.20887546241283417,0.26221561431884766,-0.010275691747665405,0.17966607213020325
the,0.42745697498321533,0.2694292366504669,0.2551237642765045,0.029072100296616554,0.193790003657341,0.2772134244441986,0.041273195296525955,0.22068053483963013
variety,0.20492127537727356,0.26090145111083984,0.15850111842155457,0.0587359257042408,0.2687782049179077,0.23582717776298523,-0.029031217098236084,0.13376861810684204
",",0.3087472915649414,0.5007920861244202,0.2546827793121338,0.09681109338998795,0.2767159044742584,0.23889735341072083,-0.037358131259679794,0.31091248989105225
novelty,0.2921082675457001,0.17990578711032867,0.1964484602212906,-0.04935670271515846,0.33326348662376404,0.3753174841403961,0.07129264622926712,0.16588915884494781
",",0.3087472915649414,0.5007920861244202,0.2546827793121338,0.09681109338998795,0.2767159044742584,0.23889735341072083,-0.037358131259679794,0.31091248989105225
and,0.31309178471565247,0.34598252177238464,0.2858448028564453,0.036644238978624344,0.3079034090042114,0.21549099683761597,0.021612688899040222,0.20544172823429108
surprise,0.36677178740501404,0.18572942912578583,0.1812540590763092,0.08299709856510162,0.24533043801784515,0.1365749090909958,-0.02861078828573227,0.19950073957443237
of,0.33290785551071167,0.26447007060050964,0.25979894399642944,0.06780257821083069,0.24062757194042206,0.2714916169643402,0.13035868108272552,0.1826142966747284
the,0.42745697498321533,0.2694292366504669,0.2551237642765045,0.029072100296616554,0.193790003657341,0.2772134244441986,0.041273195296525955,0.22068053483963013
enthusiastic,0.2375817894935608,0.1678847074508667,0.18881016969680786,-0.010903093963861465,0.32867076992988586,0.27065226435661316,-0.042709894478321075,0.18814921379089355
teacher,0.20492632687091827,0.15417979657649994,0.08935278654098511,0.07266681641340256,0.30067580938339233,0.16088901460170746,-0.0015530947130173445,0.1797819435596466
's,0.02692362666130066,-0.07006479054689407,-0.04770376905798912,-0.03416389226913452,-0.00786914024502039,-0.011063234880566597,-0.04859459400177002,-0.023395681753754616
presentation,0.28562942147254944,0.21821865439414978,0.14609847962856293,-0.07938370853662491,0.2978441119194031,0.34423303604125977,-0.03549039736390114,0.17073048651218414
of,0.33290785551071167,0.26447007060050964,0.25979894399642944,0.06780257821083069,0.24062757194042206,0.2714916169643402,0.13035868108272552,0.1826142966747284
the,0.42745697498321533,0.2694292366504669,0.2551237642765045,0.029072100296616554,0.193790003657341,0.2772134244441986,0.041273195296525955,0.22068053483963013
material,0.2591213285923004,0.27227187156677246,0.29361751675605774,-0.11744832247495651,0.22948366403579712,0.24612627923488617,0.03926503285765648,0.18117131292819977
.,0.3567904531955719,0.35826805233955383,0.267557293176651,0.05720457062125206,0.2462569624185562,0.25876861810684204,-0.07181349396705627,0.4130953550338745
