,who,experimented,by,rolling,stones,and,canonballs,down,a,steep,incline,?
of,0.2827862501144409,0.16629961133003235,0.3646814823150635,0.2538992762565613,0.23857183754444122,0.5116966962814331,0.25573474168777466,0.23279321193695068,0.5052502155303955,0.17447429895401,0.1496601104736328,0.1826142966747284
galileo,0.20970220863819122,0.32101625204086304,0.257488876581192,0.06380130350589752,0.11976845562458038,0.162038192152977,0.3281295895576477,0.15100431442260742,0.1346738189458847,0.06166066229343414,0.27278047800064087,0.1773405522108078
galilei,0.25985780358314514,0.2823754847049713,0.24475055932998657,0.0430687740445137,0.12598447501659393,0.18562039732933044,0.32130035758018494,0.13112516701221466,0.1657203733921051,0.09705732017755508,0.2731066048145294,0.17844437062740326
",",0.3365725874900818,0.2458738535642624,0.3680937886238098,0.19440892338752747,0.2548624277114868,0.6633074283599854,0.2773369252681732,0.23362469673156738,0.427140474319458,0.18229752779006958,0.24017877876758575,0.31091248989105225
who,0.9999998807907104,0.24770063161849976,0.39727845788002014,0.16741105914115906,0.20231275260448456,0.41279885172843933,0.25735509395599365,0.23123176395893097,0.36608949303627014,0.11551612615585327,0.1120799332857132,0.26220351457595825
was,0.3318818509578705,0.27227652072906494,0.4752357602119446,0.17862264811992645,0.20504534244537354,0.3740963041782379,0.20286600291728973,0.19277216494083405,0.4508470594882965,0.12862278521060944,0.13797004520893097,0.18412111699581146
influenced,0.21744515001773834,0.4245260953903198,0.37002116441726685,0.18344193696975708,0.17878976464271545,0.2976251244544983,0.17416733503341675,0.10963398963212967,0.14859096705913544,0.12427619099617004,0.17507942020893097,0.1310873031616211
by,0.39727845788002014,0.3157486915588379,1.0000001192092896,0.2130497694015503,0.15127535164356232,0.4289871156215668,0.21599480509757996,0.27259311079978943,0.32094135880470276,0.13942132890224457,0.11106490343809128,0.17966607213020325
the,0.3733934462070465,0.1823195219039917,0.4408751428127289,0.2699836790561676,0.2682363986968994,0.5171257257461548,0.2532973885536194,0.3325848877429962,0.5829201340675354,0.23276886343955994,0.17890620231628418,0.22068053483963013
late,0.19296042621135712,0.18979060649871826,0.2580295205116272,0.1791437864303589,0.2361215502023697,0.3247620165348053,0.11378418654203415,0.22826655209064484,0.22989967465400696,0.17345798015594482,0.15822242200374603,0.11339222639799118
medieval,0.1664111316204071,0.1796884834766388,0.18843704462051392,0.15204134583473206,0.251518577337265,0.2673880457878113,0.2656234800815582,0.19275741279125214,0.22829298675060272,0.20307572185993195,0.13107116520404816,0.15571735799312592
idea,0.3689709007740021,0.33577683568000793,0.2571745216846466,0.16572542488574982,0.1456274837255478,0.24201342463493347,0.23785121738910675,0.1970689296722412,0.3483608067035675,0.1302194893360138,0.210564523935318,0.2952161729335785
that,0.45444270968437195,0.32407376170158386,0.37496164441108704,0.2315756231546402,0.22543799877166748,0.4731321930885315,0.306784451007843,0.3273264467716217,0.47537946701049805,0.230005145072937,0.31396377086639404,0.32716336846351624
objects,0.19808335602283478,0.2536529004573822,0.22672481834888458,0.227484330534935,0.3508954346179962,0.2794862985610962,0.36898213624954224,0.17367339134216309,0.24898670613765717,0.23200947046279907,0.3373578190803528,0.15479016304016113
in,0.2792111933231354,0.21066159009933472,0.370934396982193,0.18477682769298553,0.2168799340724945,0.4954058527946472,0.2463577538728714,0.2321847528219223,0.539380669593811,0.1665322482585907,0.14863325655460358,0.20430970191955566
forced,0.35712045431137085,0.1279056817293167,0.24928836524486542,0.09582705050706863,0.19966067373752594,0.28385210037231445,0.24135001003742218,0.30506381392478943,0.23652443289756775,0.23045052587985992,0.1578027307987213,0.17547516524791718
motion,0.1509658545255661,0.1536964476108551,0.2258811891078949,0.19864769279956818,0.16229932010173798,0.2186078429222107,0.26257088780403137,0.1803649365901947,0.23572494089603424,0.17423145473003387,0.2881719470024109,0.20143945515155792
carried,0.20820923149585724,0.29329511523246765,0.2679203748703003,0.20145021378993988,0.223575621843338,0.2700822949409485,0.2703702747821808,0.25719887018203735,0.21944114565849304,0.13325689733028412,0.1088436171412468,0.1305524855852127
an,0.2848317325115204,0.2624862492084503,0.2719563841819763,0.14090952277183533,0.07160677760839462,0.2838519215583801,0.17984279990196228,0.12891331315040588,0.44552403688430786,0.10776825249195099,0.164729043841362,0.19793890416622162
innate,0.17238426208496094,0.31430870294570923,0.20461761951446533,0.15143729746341705,0.1735730916261673,0.22914032638072968,0.16700489819049835,0.12903770804405212,0.22946256399154663,0.12198851257562637,0.20703314244747162,0.16386382281780243
force,0.19492056965827942,0.16409708559513092,0.24997374415397644,0.1438448578119278,0.131989523768425,0.24372100830078125,0.21053172647953033,0.20784908533096313,0.2451154738664627,0.14586694538593292,0.16555774211883545,0.1650998443365097
of,0.2827862501144409,0.16629961133003235,0.3646814823150635,0.2538992762565613,0.23857183754444122,0.5116966962814331,0.25573474168777466,0.23279321193695068,0.5052502155303955,0.17447429895401,0.1496601104736328,0.1826142966747284
impetus,0.17951735854148865,0.1681070476770401,0.16571862995624542,0.06563395261764526,0.09767630696296692,0.19215521216392517,0.2326926290988922,0.0951077863574028,0.18209655582904816,0.10820969939231873,0.17344900965690613,0.12819479405879974
.,0.3541337847709656,0.261768102645874,0.3936232924461365,0.21656537055969238,0.238577738404274,0.588965117931366,0.2701278626918793,0.2362249493598938,0.50484299659729,0.2033594697713852,0.18949578702449799,0.4130953550338745
