,whose,former,headquarters,was,the,wse,located,in,until,2000,?
the,0.38253846764564514,0.2251449078321457,0.30217429995536804,0.48711544275283813,1.0,0.3031875491142273,0.407527357339859,0.6662389636039734,0.37191009521484375,-0.015081177465617657,0.22068053483963013
polish,0.20729434490203857,0.15958210825920105,0.12694963812828064,0.2319551259279251,0.17708231508731842,0.15892143547534943,0.06673045456409454,0.1896398365497589,0.16759993135929108,0.01649540290236473,0.14012759923934937
united,0.13012927770614624,0.2564601004123688,0.31867262721061707,0.31727492809295654,0.34367692470550537,0.25827980041503906,0.21170265972614288,0.3938477039337158,0.22941277921199799,-0.02091298997402191,0.17266890406608582
workers,0.1102287694811821,0.15293827652931213,0.2482215166091919,0.21813365817070007,0.23066683113574982,0.08276506513357162,0.16463682055473328,0.2254374474287033,0.18306365609169006,-0.08276734501123428,0.1706571877002716
',0.2224467694759369,0.30317968130111694,0.17452172935009003,0.33675912022590637,0.474788099527359,0.3106772005558014,0.25896891951560974,0.4158826768398285,0.2319411337375641,0.0006778527167625725,0.330942302942276
party,0.1311964988708496,0.24437592923641205,0.20233699679374695,0.25508102774620056,0.23779736459255219,0.3255093991756439,0.07394751906394958,0.20446790754795074,0.2511882483959198,-0.0006227083504199982,0.19031576812267303
(,0.2345174252986908,0.2858748733997345,0.1505599319934845,0.2980341613292694,0.33289089798927307,0.30854958295822144,0.21025894582271576,0.3087427020072937,0.24892988801002502,-0.01192599069327116,0.40561532974243164
pzpr,0.07121169567108154,0.20926307141780853,0.24884386360645294,0.17692019045352936,0.15176860988140106,0.3280516564846039,0.18365493416786194,0.16159066557884216,0.14218389987945557,-0.1461113840341568,0.2566041052341461
),0.24064770340919495,0.3046077489852905,0.17593353986740112,0.3267642855644226,0.3456730246543884,0.333153635263443,0.19755883514881134,0.3326910734176636,0.2535041272640228,-0.001137865474447608,0.42300865054130554
.,0.2718997597694397,0.20895031094551086,0.237182155251503,0.40146201848983765,0.5934505462646484,0.3599298298358917,0.28226932883262634,0.5591574311256409,0.36876651644706726,-0.03837863355875015,0.4130953550338745
