,besides,the,study,of,prime,numbers,",",what,general,theory,was,considered,the,official,example,of,pure,mathematics,?
and,0.3610946238040924,0.5171257257461548,0.300253301858902,0.5116966962814331,0.21528048813343048,0.24053069949150085,0.6633074283599854,0.31309178471565247,0.25860127806663513,0.1765792816877365,0.3740963041782379,0.3359341621398926,0.5171257257461548,0.15831619501113892,0.35305824875831604,0.5116966962814331,0.2798963785171509,0.2017074078321457,0.20544172823429108
the,0.367077499628067,1.0,0.2533665597438812,0.733189046382904,0.19960100948810577,0.293011337518692,0.4933079481124878,0.42745697498321533,0.28634732961654663,0.2277156263589859,0.48711544275283813,0.4028765559196472,1.0,0.3133983910083771,0.3755223751068115,0.733189046382904,0.20113824307918549,0.17393603920936584,0.22068053483963013
study,0.1676967442035675,0.2533665597438812,1.0,0.29377859830856323,0.12386365979909897,0.16116143763065338,0.26425549387931824,0.3123835027217865,0.1688927263021469,0.44104549288749695,0.18420368432998657,0.23117636144161224,0.2533665597438812,0.08341573178768158,0.2476237714290619,0.29377859830856323,0.20347048342227936,0.45629358291625977,0.15902167558670044
of,0.3665722906589508,0.733189046382904,0.29377859830856323,1.0,0.23935265839099884,0.228018656373024,0.4946078956127167,0.33290785551071167,0.28352999687194824,0.23506702482700348,0.4069072902202606,0.4190242290496826,0.733189046382904,0.2864961326122284,0.3570667505264282,1.0,0.2222386747598648,0.24904926121234894,0.1826142966747284
prime,0.16548949480056763,0.19960100948810577,0.12386365979909897,0.23935265839099884,1.0,0.26943376660346985,0.2565026581287384,0.15586113929748535,0.3252279460430145,0.15658484399318695,0.21048103272914886,0.1126614436507225,0.19960100948810577,0.17040877044200897,0.16545042395591736,0.23935265839099884,0.09086952358484268,0.23533178865909576,0.11276303976774216
numbers,0.2507035434246063,0.293011337518692,0.16116143763065338,0.228018656373024,0.26943376660346985,1.0,0.26479464769363403,0.24586999416351318,0.2060379683971405,0.21611954271793365,0.13953587412834167,0.22274668514728546,0.293011337518692,0.1356218159198761,0.3534485995769501,0.228018656373024,0.22074447572231293,0.3495168089866638,0.19297972321510315
in,0.3447916507720947,0.6662389636039734,0.2875489294528961,0.5696388483047485,0.18097394704818726,0.23087690770626068,0.5201468467712402,0.30808621644973755,0.259066641330719,0.16955126821994781,0.45514053106307983,0.28591203689575195,0.6662389636039734,0.25180214643478394,0.30483278632164,0.5696388483047485,0.18685252964496613,0.2075900435447693,0.20430970191955566
particular,0.3392623960971832,0.4066357910633087,0.30084866285324097,0.3490585684776306,0.09801287204027176,0.3110363185405731,0.2547086179256439,0.4548671245574951,0.2711929380893707,0.31689029932022095,0.20213615894317627,0.36257293820381165,0.4066357910633087,0.15188702940940857,0.5105355978012085,0.3490585684776306,0.24369178712368011,0.2728426158428192,0.2741454839706421
",",0.340058833360672,0.4933079481124878,0.26425549387931824,0.4946078956127167,0.2565026581287384,0.26479464769363403,1.0000001192092896,0.3087472915649414,0.3022127151489258,0.18095813691616058,0.45456063747406006,0.32932984828948975,0.4933079481124878,0.2088543325662613,0.3094974756240845,0.4946078956127167,0.2349223643541336,0.24772751331329346,0.31091248989105225
was,0.24878661334514618,0.48711544275283813,0.18420368432998657,0.4069072902202606,0.21048103272914886,0.13953587412834167,0.45456063747406006,0.22111038863658905,0.2445744127035141,0.18278326094150543,1.0000001192092896,0.384328156709671,0.48711544275283813,0.24680811166763306,0.16563157737255096,0.4069072902202606,0.19016699492931366,0.17032746970653534,0.18412111699581146
seen,0.26436543464660645,0.3442007005214691,0.1754010170698166,0.28639769554138184,0.11119347810745239,0.16602841019630432,0.28642043471336365,0.3087027072906494,0.05654805898666382,0.1095551997423172,0.2286430299282074,0.4663122892379761,0.3442007005214691,0.11341716349124908,0.29183828830718994,0.28639769554138184,0.16710980236530304,0.08295038342475891,0.2567344307899475
as,0.4068778455257416,0.48381632566452026,0.23803003132343292,0.3886612355709076,0.17482610046863556,0.2396276444196701,0.48816442489624023,0.31749409437179565,0.250458300113678,0.18675357103347778,0.3677520453929901,0.4031961262226105,0.48381632566452026,0.21676523983478546,0.35903409123420715,0.3886612355709076,0.2306712418794632,0.22385366261005402,0.27043893933296204
the,0.367077499628067,1.0,0.2533665597438812,0.733189046382904,0.19960100948810577,0.293011337518692,0.4933079481124878,0.42745697498321533,0.28634732961654663,0.2277156263589859,0.48711544275283813,0.4028765559196472,1.0,0.3133983910083771,0.3755223751068115,0.733189046382904,0.20113824307918549,0.17393603920936584,0.22068053483963013
canonical,0.2327859103679657,0.26466962695121765,0.24263113737106323,0.32816314697265625,0.17094863951206207,0.26882198452949524,0.2706122100353241,0.293842613697052,0.15312403440475464,0.2278209775686264,0.15766282379627228,0.28890374302864075,0.26466962695121765,0.2129240334033966,0.2513013184070587,0.32816314697265625,0.15631870925426483,0.33558788895606995,0.23857992887496948
example,0.32122766971588135,0.3755223751068115,0.2476237714290619,0.3570667505264282,0.16545042395591736,0.3534485995769501,0.3094974756240845,0.3456268310546875,0.23668405413627625,0.2446725219488144,0.16563157737255096,0.3231664299964905,0.3755223751068115,0.18149258196353912,1.0,0.3570667505264282,0.23220765590667725,0.2535356283187866,0.30374911427497864
of,0.3665722906589508,0.733189046382904,0.29377859830856323,1.0,0.23935265839099884,0.228018656373024,0.4946078956127167,0.33290785551071167,0.28352999687194824,0.23506702482700348,0.4069072902202606,0.4190242290496826,0.733189046382904,0.2864961326122284,0.3570667505264282,1.0,0.2222386747598648,0.24904926121234894,0.1826142966747284
pure,0.22924217581748962,0.20113824307918549,0.20347048342227936,0.2222386747598648,0.09086952358484268,0.22074447572231293,0.2349223643541336,0.19111844897270203,0.06573713570833206,0.23979900777339935,0.19016699492931366,0.2762170732021332,0.20113824307918549,0.04588930308818817,0.23220765590667725,0.2222386747598648,1.0,0.25135645270347595,0.06826777756214142
mathematics,0.24511095881462097,0.17393603920936584,0.45629358291625977,0.24904926121234894,0.23533178865909576,0.3495168089866638,0.24772751331329346,0.23833249509334564,0.2193361073732376,0.5324837565422058,0.17032746970653534,0.1592811495065689,0.17393603920936584,0.09514274448156357,0.2535356283187866,0.24904926121234894,0.25135645270347595,1.0,0.1453448086977005
",",0.340058833360672,0.4933079481124878,0.26425549387931824,0.4946078956127167,0.2565026581287384,0.26479464769363403,1.0000001192092896,0.3087472915649414,0.3022127151489258,0.18095813691616058,0.45456063747406006,0.32932984828948975,0.4933079481124878,0.2088543325662613,0.3094974756240845,0.4946078956127167,0.2349223643541336,0.24772751331329346,0.31091248989105225
with,0.32692623138427734,0.4223487675189972,0.15485534071922302,0.41827285289764404,0.09384632855653763,0.21640020608901978,0.4120737314224243,0.2464839518070221,0.1510423719882965,0.21627245843410492,0.27411898970603943,0.24176937341690063,0.4223487675189972,0.1332864612340927,0.3082926869392395,0.41827285289764404,0.22160521149635315,0.19530506432056427,0.2433311939239502
no,0.2803768217563629,0.3461136817932129,0.1928689032793045,0.24809792637825012,0.13853290677070618,0.24570758640766144,0.29972612857818604,0.339326947927475,0.19708362221717834,0.22813816368579865,0.19955526292324066,0.22748105227947235,0.3461136817932129,0.24114970862865448,0.22094443440437317,0.24809792637825012,0.20994676649570465,0.143840953707695,0.32165053486824036
applications,0.25313636660575867,0.23664557933807373,0.26451802253723145,0.24918507039546967,0.10206010937690735,0.34362873435020447,0.29862213134765625,0.20821766555309296,0.17046169936656952,0.3342345356941223,0.18077130615711212,0.1612224131822586,0.23664557933807373,0.19940117001533508,0.32013005018234253,0.24918507039546967,0.2355712205171585,0.41536635160446167,0.19125857949256897
outside,0.25497961044311523,0.3879719078540802,0.23201097548007965,0.2973117530345917,0.14383502304553986,0.17448674142360687,0.2726076543331146,0.3224688768386841,0.15732340514659882,0.18424956500530243,0.21273015439510345,0.2576434314250946,0.3879719078540802,0.23331965506076813,0.2952578067779541,0.2973117530345917,0.11796776205301285,0.15417277812957764,0.14839068055152893
of,0.3665722906589508,0.733189046382904,0.29377859830856323,1.0,0.23935265839099884,0.228018656373024,0.4946078956127167,0.33290785551071167,0.28352999687194824,0.23506702482700348,0.4069072902202606,0.4190242290496826,0.733189046382904,0.2864961326122284,0.3570667505264282,1.0,0.2222386747598648,0.24904926121234894,0.1826142966747284
the,0.367077499628067,1.0,0.2533665597438812,0.733189046382904,0.19960100948810577,0.293011337518692,0.4933079481124878,0.42745697498321533,0.28634732961654663,0.2277156263589859,0.48711544275283813,0.4028765559196472,1.0,0.3133983910083771,0.3755223751068115,0.733189046382904,0.20113824307918549,0.17393603920936584,0.22068053483963013
self-interest,0.292094886302948,0.21719126403331757,0.3070589303970337,0.21212652325630188,0.1304263323545456,0.1725027859210968,0.3407120704650879,0.30644944310188293,0.24563394486904144,0.29876869916915894,0.23073318600654602,0.2342435121536255,0.21719126403331757,0.17903585731983185,0.2880728244781494,0.21212652325630188,0.14444179832935333,0.2275739312171936,0.2922072410583496
of,0.3665722906589508,0.733189046382904,0.29377859830856323,1.0,0.23935265839099884,0.228018656373024,0.4946078956127167,0.33290785551071167,0.28352999687194824,0.23506702482700348,0.4069072902202606,0.4190242290496826,0.733189046382904,0.2864961326122284,0.3570667505264282,1.0,0.2222386747598648,0.24904926121234894,0.1826142966747284
studying,0.1718711405992508,0.24704718589782715,0.7506858110427856,0.2883101999759674,0.17727702856063843,0.1587427854537964,0.28254297375679016,0.3393959105014801,0.17159366607666016,0.2991636097431183,0.24193638563156128,0.24350887537002563,0.24704718589782715,0.09954363107681274,0.24172967672348022,0.2883101999759674,0.1672288179397583,0.4515814781188965,0.14438828825950623
the,0.367077499628067,1.0,0.2533665597438812,0.733189046382904,0.19960100948810577,0.293011337518692,0.4933079481124878,0.42745697498321533,0.28634732961654663,0.2277156263589859,0.48711544275283813,0.4028765559196472,1.0,0.3133983910083771,0.3755223751068115,0.733189046382904,0.20113824307918549,0.17393603920936584,0.22068053483963013
topic,0.2320644110441208,0.20863579213619232,0.2730768620967865,0.17743106186389923,0.1097840666770935,0.22034406661987305,0.21878677606582642,0.391994446516037,0.22680029273033142,0.3156704008579254,0.1838468760251999,0.2559346556663513,0.20863579213619232,0.08366846293210983,0.3158396780490875,0.17743106186389923,0.112298883497715,0.3110402822494507,0.45180636644363403
with,0.32692623138427734,0.4223487675189972,0.15485534071922302,0.41827285289764404,0.09384632855653763,0.21640020608901978,0.4120737314224243,0.2464839518070221,0.1510423719882965,0.21627245843410492,0.27411898970603943,0.24176937341690063,0.4223487675189972,0.1332864612340927,0.3082926869392395,0.41827285289764404,0.22160521149635315,0.19530506432056427,0.2433311939239502
the,0.367077499628067,1.0,0.2533665597438812,0.733189046382904,0.19960100948810577,0.293011337518692,0.4933079481124878,0.42745697498321533,0.28634732961654663,0.2277156263589859,0.48711544275283813,0.4028765559196472,1.0,0.3133983910083771,0.3755223751068115,0.733189046382904,0.20113824307918549,0.17393603920936584,0.22068053483963013
exception,0.30952781438827515,0.35692375898361206,0.12648709118366241,0.33949241042137146,0.11721736192703247,0.2654765546321869,0.3348684012889862,0.2586587369441986,0.1442987024784088,0.1386539787054062,0.22176820039749146,0.351644903421402,0.35692375898361206,0.18737049400806427,0.4033803641796112,0.33949241042137146,0.1878596842288971,0.09881017357110977,0.2036404013633728
of,0.3665722906589508,0.733189046382904,0.29377859830856323,1.0,0.23935265839099884,0.228018656373024,0.4946078956127167,0.33290785551071167,0.28352999687194824,0.23506702482700348,0.4069072902202606,0.4190242290496826,0.733189046382904,0.2864961326122284,0.3570667505264282,1.0,0.2222386747598648,0.24904926121234894,0.1826142966747284
use,0.3092212975025177,0.34342584013938904,0.20468193292617798,0.2750902473926544,0.13823524117469788,0.3483348786830902,0.3276674151420593,0.3453877568244934,0.16113027930259705,0.1979062557220459,0.17744606733322144,0.3013906180858612,0.34342584013938904,0.18477553129196167,0.5154585838317871,0.2750902473926544,0.27838000655174255,0.19296394288539886,0.32795652747154236
of,0.3665722906589508,0.733189046382904,0.29377859830856323,1.0,0.23935265839099884,0.228018656373024,0.4946078956127167,0.33290785551071167,0.28352999687194824,0.23506702482700348,0.4069072902202606,0.4190242290496826,0.733189046382904,0.2864961326122284,0.3570667505264282,1.0,0.2222386747598648,0.24904926121234894,0.1826142966747284
prime,0.16548949480056763,0.19960100948810577,0.12386365979909897,0.23935265839099884,1.0,0.26943376660346985,0.2565026581287384,0.15586113929748535,0.3252279460430145,0.15658484399318695,0.21048103272914886,0.1126614436507225,0.19960100948810577,0.17040877044200897,0.16545042395591736,0.23935265839099884,0.09086952358484268,0.23533178865909576,0.11276303976774216
numbered,0.22207799553871155,0.32330355048179626,0.09331148862838745,0.2646600008010864,0.1864357590675354,0.6312539577484131,0.24938026070594788,0.23809881508350372,0.24099330604076385,0.11116613447666168,0.19551539421081543,0.25084444880485535,0.32330355048179626,0.07276956737041473,0.29519447684288025,0.2646600008010864,0.09765860438346863,0.2194882035255432,0.20463265478610992
gear,0.1752631664276123,0.2773571014404297,0.04633922874927521,0.17945949733257294,0.13697540760040283,0.10327445715665817,0.2104131132364273,0.17239733040332794,0.09980465471744537,0.19134147465229034,0.19044701755046844,0.16157369315624237,0.2773571014404297,0.11243978887796402,0.18349333107471466,0.17945949733257294,0.1703266054391861,0.124701589345932,0.15315064787864685
teeth,0.18025794625282288,0.19723956286907196,0.1773364096879959,0.19241274893283844,0.15150956809520721,0.27364709973335266,0.20114922523498535,0.22073125839233398,0.10263131558895111,0.16384291648864746,0.15685057640075684,0.12877576053142548,0.19723956286907196,0.020998792722821236,0.21091380715370178,0.19241274893283844,0.1570722460746765,0.17624913156032562,0.1356803923845291
to,0.3272998631000519,0.535392165184021,0.3326032757759094,0.41548454761505127,0.2015804797410965,0.29515770077705383,0.44245919585227966,0.455847829580307,0.24755197763442993,0.21947365999221802,0.3636345863342285,0.2954166829586029,0.535392165184021,0.18259026110172272,0.3451666533946991,0.41548454761505127,0.2610398232936859,0.22706298530101776,0.29463258385658264
distribute,0.13090628385543823,0.2716403603553772,0.19008775055408478,0.2148754745721817,0.1455724686384201,0.28631865978240967,0.16857647895812988,0.20130157470703125,0.15111975371837616,0.217152401804924,0.10795029997825623,0.2131211906671524,0.2716403603553772,0.13499797880649567,0.2355126440525055,0.2148754745721817,0.14350803196430206,0.19913361966609955,0.1343344748020172
wear,0.18197892606258392,0.27011215686798096,0.2092202603816986,0.24815733730793,0.09912028908729553,0.20977672934532166,0.2098228484392166,0.21155497431755066,0.08193626999855042,0.1173424944281578,0.16459625959396362,0.1857992559671402,0.27011215686798096,0.14162881672382355,0.13742448389530182,0.24815733730793,0.18321052193641663,0.12897855043411255,0.1366986185312271
evenly,0.23119041323661804,0.3584669828414917,0.15733468532562256,0.2536168694496155,0.17338526248931885,0.39291808009147644,0.2134273648262024,0.24592803418636322,0.14818523824214935,0.2609970271587372,0.16048724949359894,0.24547730386257172,0.3584669828414917,0.05807032808661461,0.2809121906757355,0.2536168694496155,0.27527812123298645,0.2081247717142105,0.10661140084266663
.,0.28636154532432556,0.5934505462646484,0.23432257771492004,0.5352458953857422,0.17658381164073944,0.2591777741909027,0.6812511086463928,0.3567904531955719,0.2929490804672241,0.18047811090946198,0.40146201848983765,0.29356086254119873,0.5934505462646484,0.2367454320192337,0.41217929124832153,0.5352458953857422,0.21052415668964386,0.18747641146183014,0.4130953550338745
