,which,cultures,are,represented,in,the,v,&,a,'s,collections,?
",",0.3658004403114319,0.25762316584587097,0.4062570035457611,0.3088570833206177,0.5201468467712402,0.4933079481124878,0.22053663432598114,0.2516871392726898,0.427140474319458,-0.0016132977325469255,0.2696824073791504,0.31091248989105225
from,0.38755592703819275,0.2233029156923294,0.2674213647842407,0.27583742141723633,0.4274188280105591,0.40150508284568787,0.13980557024478912,0.14301162958145142,0.322764128446579,-0.01936490088701248,0.27473148703575134,0.19969791173934937
the,0.6521818041801453,0.2909663915634155,0.40399202704429626,0.3256146013736725,0.6662389636039734,1.0,0.18580520153045654,0.14992168545722961,0.5829201340675354,-0.01540423184633255,0.27174001932144165,0.22068053483963013
cultures,0.275738924741745,0.9999998807907104,0.3495432436466217,0.22532565891742706,0.2573188841342926,0.2909663915634155,0.07095468044281006,0.11083927005529404,0.21986372768878937,0.004949934780597687,0.29376569390296936,0.1482744663953781
of,0.5011631846427917,0.2692214250564575,0.39081433415412903,0.3891753554344177,0.5696388483047485,0.733189046382904,0.1655031144618988,0.19900451600551605,0.5052502155303955,-0.03817026689648628,0.3185039758682251,0.1826142966747284
europe,0.23978596925735474,0.30814555287361145,0.22028589248657227,0.15309318900108337,0.33061710000038147,0.34463706612586975,0.10453177988529205,0.1580963432788849,0.18710176646709442,0.08762212097644806,0.16971082985401154,0.18278923630714417
",",0.3658004403114319,0.25762316584587097,0.4062570035457611,0.3088570833206177,0.5201468467712402,0.4933079481124878,0.22053663432598114,0.2516871392726898,0.427140474319458,-0.0016132977325469255,0.2696824073791504,0.31091248989105225
north,0.2384447455406189,0.18926000595092773,0.22930844128131866,0.1854068487882614,0.39050599932670593,0.36298373341560364,0.15953503549098969,0.1503286510705948,0.25008413195610046,0.06196961551904678,0.12600581347942352,0.11829731613397598
america,0.26265275478363037,0.23256465792655945,0.2022080272436142,0.19503889977931976,0.3098583221435547,0.37090015411376953,0.11695870757102966,0.15439684689044952,0.22012436389923096,0.04083184897899628,0.22649435698986053,0.19333907961845398
",",0.3658004403114319,0.25762316584587097,0.4062570035457611,0.3088570833206177,0.5201468467712402,0.4933079481124878,0.22053663432598114,0.2516871392726898,0.427140474319458,-0.0016132977325469255,0.2696824073791504,0.31091248989105225
asia,0.24878287315368652,0.34214168787002563,0.21773061156272888,0.14313764870166779,0.26562291383743286,0.2838890850543976,0.060981590300798416,0.12218131124973297,0.14726082980632782,0.10478635132312775,0.1736319363117218,0.1340748518705368
and,0.506277859210968,0.3095247149467468,0.48576638102531433,0.2506123185157776,0.4954058527946472,0.5171257257461548,0.19040757417678833,0.34093084931373596,0.3739250600337982,0.06895173341035843,0.2914140522480011,0.20544172823429108
north,0.2384447455406189,0.18926000595092773,0.22930844128131866,0.1854068487882614,0.39050599932670593,0.36298373341560364,0.15953503549098969,0.1503286510705948,0.25008413195610046,0.06196961551904678,0.12600581347942352,0.11829731613397598
africa,0.23808510601520538,0.2691548466682434,0.19885441660881042,0.17877426743507385,0.27806714177131653,0.2903064787387848,0.059770625084638596,0.08740679919719696,0.18140724301338196,0.0768766924738884,0.15281467139720917,0.12926554679870605
.,0.45942068099975586,0.23830652236938477,0.3452940285205841,0.26645728945732117,0.5591574311256409,0.5934505462646484,0.2973858416080475,0.16452857851982117,0.50484299659729,-0.003708066651597619,0.30024775862693787,0.4130953550338745
