,what,have,studies,on,income,inequality,sometimes,found,evidence,confirming,?
that,0.6297725439071655,0.6182622313499451,0.26255905628204346,0.42569106817245483,0.2627509534358978,0.3467824459075928,0.3928869664669037,0.29063743352890015,0.4093261957168579,0.39868485927581787,0.32716336846351624
with,0.2464839518070221,0.48046383261680603,0.17316602170467377,0.40749499201774597,0.19497792422771454,0.2160445749759674,0.30637601017951965,0.2364431470632553,0.1642714887857437,0.24512825906276703,0.2433311939239502
economic,0.18082544207572937,0.18631099164485931,0.3205581605434418,0.20757777988910675,0.408316433429718,0.4401332437992096,0.20467376708984375,0.0887618139386177,0.13647836446762085,0.144255131483078,0.1206481084227562
development,0.19014155864715576,0.2828937768936157,0.38890406489372253,0.23800693452358246,0.28954026103019714,0.312652587890625,0.140165776014328,0.16671839356422424,0.21959789097309113,0.19120429456233978,0.1211358830332756
",",0.3087472915649414,0.3541618287563324,0.26373082399368286,0.49057599902153015,0.19703416526317596,0.21822890639305115,0.26600122451782227,0.27385151386260986,0.2751304507255554,0.23652184009552002,0.31091248989105225
inequality,0.30072227120399475,0.2617298364639282,0.28749555349349976,0.16136983036994934,0.46967795491218567,1.0000001192092896,0.22946806252002716,0.11657499521970749,0.2529197633266449,0.213083878159523,0.23619021475315094
first,0.28086137771606445,0.3030114769935608,0.2089807391166687,0.3120559751987457,0.1526508331298828,0.20953580737113953,0.23543648421764374,0.12677021324634552,0.22345468401908875,0.30489930510520935,0.18701928853988647
increases,0.23849372565746307,0.36174991726875305,0.18985004723072052,0.22925710678100586,0.3327620327472687,0.35470065474510193,0.31315699219703674,0.18971124291419983,0.22364546358585358,0.16589410603046417,0.10270863026380539
",",0.3087472915649414,0.3541618287563324,0.26373082399368286,0.49057599902153015,0.19703416526317596,0.21822890639305115,0.26600122451782227,0.27385151386260986,0.2751304507255554,0.23652184009552002,0.31091248989105225
then,0.4072686731815338,0.3610527813434601,0.13077902793884277,0.30262795090675354,0.15363982319831848,0.16427282989025116,0.25019925832748413,0.16172561049461365,0.19393301010131836,0.2931591272354126,0.2884598970413208
decreases,0.23214028775691986,0.30881768465042114,0.19259221851825714,0.21738779544830322,0.3018980026245117,0.3263569474220276,0.28037431836128235,0.1818685084581375,0.23587840795516968,0.1805030107498169,0.09293979406356812
.,0.3567904531955719,0.41614407300949097,0.22173671424388885,0.49257001280784607,0.26448529958724976,0.22563500702381134,0.24956031143665314,0.3618174195289612,0.24887976050376892,0.2815914750099182,0.4130953550338745
