,what,is,missing,a,theory,on,quantum,gravity,?
offers,0.1298302859067917,0.2611624300479889,0.08886975795030594,0.29487600922584534,0.1082850843667984,0.21075260639190674,0.12494779378175735,0.08314452320337296,0.1211681216955185
an,0.2821882665157318,0.4654068350791931,0.14609776437282562,0.44552403688430786,0.15698443353176117,0.3192969560623169,0.2102346420288086,0.13670778274536133,0.19793890416622162
equivalence,0.24512086808681488,0.3425457179546356,0.19089244306087494,0.31207218766212463,0.3550485372543335,0.10565663129091263,0.36105427145957947,0.3551858067512512,0.20289474725723267
between,0.2462156116962433,0.26809602975845337,0.17525553703308105,0.29385313391685486,0.1496092528104782,0.3335416913032532,0.19940030574798584,0.1609266698360443,0.12887074053287506
space-time,0.26121973991394043,0.24063287675380707,0.3076074719429016,0.2669183909893036,0.25846561789512634,0.22136758267879486,0.3514694571495056,0.42418336868286133,0.2640974819660187
and,0.31309178471565247,0.3859752118587494,0.2305000275373459,0.3739250600337982,0.1765792816877365,0.4077630043029785,0.16976895928382874,0.20030911266803741,0.20544172823429108
mass,0.23905135691165924,0.21063528954982758,0.09437170624732971,0.21558082103729248,0.21673078835010529,0.18456357717514038,0.30142128467559814,0.45285552740097046,0.2076406031847
",",0.3087472915649414,0.4691906273365021,0.2425287365913391,0.427140474319458,0.18095813691616058,0.49057599902153015,0.2181866616010666,0.18731217086315155,0.31091248989105225
but,0.5029441118240356,0.4106791317462921,0.269147664308548,0.44750767946243286,0.2337767779827118,0.3584071099758148,0.19941727817058563,0.21621856093406677,0.27921953797340393
lacking,0.38683444261550903,0.24207308888435364,0.30176660418510437,0.23854507505893707,0.24364957213401794,0.28944677114486694,0.19448725879192352,0.1491822749376297,0.30209288001060486
a,0.3320399522781372,0.658733606338501,0.25094693899154663,1.0,0.2233850657939911,0.3848365545272827,0.19849064946174622,0.18152470886707306,0.23916715383529663
coherent,0.37597349286079407,0.19951416552066803,0.13260255753993988,0.23296619951725006,0.31262779235839844,0.1923791915178299,0.3966929614543915,0.3322997987270355,0.326977401971817
theory,0.297923743724823,0.19279582798480988,0.12444792687892914,0.2233850657939911,0.9999999403953552,0.16873858869075775,0.5336992144584656,0.4349239766597748,0.1387292891740799
of,0.33290785551071167,0.4854315221309662,0.23175521194934845,0.5052502155303955,0.23506702482700348,0.3966929316520691,0.24717314541339874,0.17525646090507507,0.1826142966747284
quantum,0.3095471262931824,0.2059895545244217,0.20628498494625092,0.19849064946174622,0.5336992144584656,0.24093563854694366,1.0000001192092896,0.47777873277664185,0.20770002901554108
gravity,0.259439080953598,0.2301630824804306,0.16286823153495789,0.18152470886707306,0.4349239766597748,0.18129420280456543,0.47777873277664185,0.9999999403953552,0.18354056775569916
",",0.3087472915649414,0.4691906273365021,0.2425287365913391,0.427140474319458,0.18095813691616058,0.49057599902153015,0.2181866616010666,0.18731217086315155,0.31091248989105225
it,0.45803478360176086,0.6328473687171936,0.1552146077156067,0.5452592968940735,0.19945570826530457,0.4529881477355957,0.18909627199172974,0.27437588572502136,0.25732165575027466
is,0.28837618231773376,1.0,0.14084705710411072,0.658733606338501,0.19279582798480988,0.3635730445384979,0.2059895545244217,0.2301630824804306,0.22961433231830597
unclear,0.4435768723487854,0.26719632744789124,0.24268808960914612,0.23634278774261475,0.26704859733581543,0.22517159581184387,0.2677727937698364,0.18349027633666992,0.28961181640625
as,0.31749409437179565,0.43216490745544434,0.20531243085861206,0.39550232887268066,0.18675357103347778,0.36047765612602234,0.2451295405626297,0.1831320971250534,0.27043893933296204
to,0.455847829580307,0.42745086550712585,0.260368674993515,0.45503583550453186,0.21947365999221802,0.41031414270401,0.2208167314529419,0.23946231603622437,0.29463258385658264
how,0.6468034982681274,0.22544461488723755,0.1787308156490326,0.29312583804130554,0.31550133228302,0.32655060291290283,0.2949175238609314,0.2978796660900116,0.4024120569229126
or,0.33867141604423523,0.41870999336242676,0.258948415517807,0.48853766918182373,0.21121910214424133,0.2897229492664337,0.21973198652267456,0.2287169098854065,0.32389625906944275
whether,0.5516265630722046,0.30252501368522644,0.22907881438732147,0.38829004764556885,0.31533193588256836,0.2535785734653473,0.2757304608821869,0.18474768102169037,0.3150278329849243
this,0.5489566326141357,0.480927973985672,0.2162148654460907,0.5422310829162598,0.2884212136268616,0.4193967580795288,0.2800767123699188,0.3038611114025116,0.3155723512172699
connection,0.24457211792469025,0.2946256697177887,0.13298773765563965,0.29948776960372925,0.3002015948295593,0.26318687200546265,0.25920727849006653,0.16947811841964722,0.1714525669813156
is,0.28837618231773376,1.0,0.14084705710411072,0.658733606338501,0.19279582798480988,0.3635730445384979,0.2059895545244217,0.2301630824804306,0.22961433231830597
relevant,0.41105255484580994,0.2515393793582916,0.3618428409099579,0.2772544026374817,0.2884286344051361,0.2981732487678528,0.3594401180744171,0.25331974029541016,0.37889617681503296
on,0.34226128458976746,0.3635730445384979,0.21545620262622833,0.3848365545272827,0.16873858869075775,0.9999999403953552,0.24093563854694366,0.18129420280456543,0.2714994251728058
microscales,0.22704282402992249,0.25270915031433105,0.21551194787025452,0.27191728353500366,0.3236222565174103,0.2958492636680603,0.4326004683971405,0.3755805194377899,0.19776126742362976
.,0.3567904531955719,0.4569662809371948,0.2528116703033447,0.50484299659729,0.18047811090946198,0.49257001280784607,0.1690797209739685,0.19336320459842682,0.4130953550338745
