,what,did,germanic,tribes,establish,with,help,from,the,rhine,?
5th,0.1135459691286087,0.10252652317285538,0.08932619541883469,0.028725640848279,0.005554256495088339,0.19018153846263885,0.12718474864959717,0.1405417025089264,0.25751444697380066,0.14252839982509613,0.042656198143959045
century,0.20422613620758057,0.2333737462759018,0.3033807873725891,0.21368655562400818,0.24902085959911346,0.1467021107673645,0.11789199709892273,0.24901773035526276,0.3617299497127533,0.21836237609386444,0.1026201918721199
establishing,0.1974942833185196,0.19417203962802887,0.21219143271446228,0.2350296676158905,0.8143178224563599,0.2623748779296875,0.19628043472766876,0.14880594611167908,0.3532279133796692,0.15612861514091492,0.1457604318857193
the,0.42745697498321533,0.34736719727516174,0.3006645441055298,0.26830655336380005,0.31343501806259155,0.4223487675189972,0.30064165592193604,0.40150508284568787,1.0,0.30735138058662415,0.22068053483963013
kingdoms,0.19833604991436005,0.19706082344055176,0.3995022177696228,0.45838356018066406,0.22683069109916687,0.18012723326683044,0.10600985586643219,0.18202541768550873,0.28153273463249207,0.19060249626636505,0.1562991738319397
of,0.33290785551071167,0.2513895630836487,0.27129584550857544,0.21502000093460083,0.210533007979393,0.41827285289764404,0.22745388746261597,0.4249346852302551,0.733189046382904,0.2548927664756775,0.1826142966747284
francia,0.18983517587184906,0.2047673910856247,0.39651283621788025,0.28684866428375244,0.12749750912189484,0.1743364781141281,0.14697393774986267,0.27853935956954956,0.292795330286026,0.3275870084762573,0.14648514986038208
on,0.34226128458976746,0.2670976221561432,0.1591455042362213,0.1324390172958374,0.1519933044910431,0.40749499201774597,0.24844828248023987,0.36926645040512085,0.5107308030128479,0.20067645609378815,0.2714994251728058
the,0.42745697498321533,0.34736719727516174,0.3006645441055298,0.26830655336380005,0.31343501806259155,0.4223487675189972,0.30064165592193604,0.40150508284568787,1.0,0.30735138058662415,0.22068053483963013
lower,0.20079238712787628,0.1054062619805336,0.19930827617645264,0.11744959652423859,0.15813234448432922,0.1784515678882599,0.144214928150177,0.2286408692598343,0.3463275134563446,0.28043457865715027,0.08471795171499252
rhine,0.16475653648376465,0.15695837140083313,0.49177953600883484,0.2798510789871216,0.14490574598312378,0.18184249103069305,0.18281587958335876,0.2181936800479889,0.30735138058662415,1.0,0.13754533231258392
",",0.3087472915649414,0.3015086054801941,0.22153666615486145,0.19590550661087036,0.19669954478740692,0.4120737314224243,0.2855570912361145,0.39760664105415344,0.4933079481124878,0.167837992310524,0.31091248989105225
burgundy,0.13651934266090393,0.08586354553699493,0.38040509819984436,0.22206147015094757,0.13221079111099243,0.2356356531381607,0.12504173815250397,0.17190806567668915,0.30270883440971375,0.34098881483078003,0.14489750564098358
on,0.34226128458976746,0.2670976221561432,0.1591455042362213,0.1324390172958374,0.1519933044910431,0.40749499201774597,0.24844828248023987,0.36926645040512085,0.5107308030128479,0.20067645609378815,0.2714994251728058
the,0.42745697498321533,0.34736719727516174,0.3006645441055298,0.26830655336380005,0.31343501806259155,0.4223487675189972,0.30064165592193604,0.40150508284568787,1.0,0.30735138058662415,0.22068053483963013
upper,0.1592642068862915,0.14103727042675018,0.21949221193790436,0.17004480957984924,0.1510266810655594,0.1428503692150116,0.10899333655834198,0.21286499500274658,0.35289278626441956,0.27324220538139343,0.051342256367206573
rhine,0.16475653648376465,0.15695837140083313,0.49177953600883484,0.2798510789871216,0.14490574598312378,0.18184249103069305,0.18281587958335876,0.2181936800479889,0.30735138058662415,1.0,0.13754533231258392
and,0.31309178471565247,0.34479495882987976,0.2491096705198288,0.2041163444519043,0.2462419867515564,0.5477725267410278,0.34926167130470276,0.3601827025413513,0.5171257257461548,0.22029656171798706,0.20544172823429108
alemannia,0.21234911680221558,0.19947047531604767,0.4945221543312073,0.31816911697387695,0.18884870409965515,0.229231059551239,0.2008340060710907,0.21905122697353363,0.2989829182624817,0.4832868278026581,0.22770395874977112
on,0.34226128458976746,0.2670976221561432,0.1591455042362213,0.1324390172958374,0.1519933044910431,0.40749499201774597,0.24844828248023987,0.36926645040512085,0.5107308030128479,0.20067645609378815,0.2714994251728058
the,0.42745697498321533,0.34736719727516174,0.3006645441055298,0.26830655336380005,0.31343501806259155,0.4223487675189972,0.30064165592193604,0.40150508284568787,1.0,0.30735138058662415,0.22068053483963013
high,0.20466077327728271,0.15957149863243103,0.13646674156188965,0.08671918511390686,0.11251536756753922,0.19851811230182648,0.13416601717472076,0.193696990609169,0.28034812211990356,0.11970903724431992,0.11137914657592773
rhine,0.16475653648376465,0.15695837140083313,0.49177953600883484,0.2798510789871216,0.14490574598312378,0.18184249103069305,0.18281587958335876,0.2181936800479889,0.30735138058662415,1.0,0.13754533231258392
.,0.3567904531955719,0.35288307070732117,0.20167726278305054,0.10744687169790268,0.2126183956861496,0.4446153938770294,0.32205137610435486,0.41536515951156616,0.5934505462646484,0.2089352011680603,0.4130953550338745
