,when,did,abc,adopt,it,'s,iconic,circle,logo,?
",",0.36674630641937256,0.3015086054801941,0.2097204476594925,0.16473941504955292,0.48329564929008484,-0.0016132977325469255,0.24123728275299072,0.18733185529708862,0.20034073293209076,0.31091248989105225
a,0.44397395849227905,0.2552328109741211,0.21331243216991425,0.21967531740665436,0.5452592968940735,0.04866964742541313,0.2699674665927887,0.18641255795955658,0.21248295903205872,0.23916715383529663
design,0.1777849793434143,0.23409053683280945,0.131185382604599,0.19026266038417816,0.27284783124923706,0.04322526603937149,0.31459957361221313,0.11948458850383759,0.3563442528247833,0.16351860761642456
known,0.1836930811405182,0.25943970680236816,0.1306922435760498,0.21145392954349518,0.2640952467918396,0.008368984796106815,0.32910698652267456,0.1738326996564865,0.1000099778175354,0.18314571678638458
as,0.4437963366508484,0.3596470057964325,0.2286096066236496,0.2332809567451477,0.4461488723754883,-0.05775856226682663,0.23846124112606049,0.2017572969198227,0.19516409933567047,0.27043893933296204
the,0.5091903209686279,0.34736719727516174,0.2068762183189392,0.215359166264534,0.6251175999641418,-0.01540423184633255,0.2524588406085968,0.22970527410507202,0.2806010842323303,0.22068053483963013
``,0.07174111902713776,-0.029888948425650597,-0.04806871339678764,0.029735850170254707,0.035206809639930725,-0.03416389226913452,-0.019377391785383224,0.06529601663351059,-0.06913861632347107,0.0685480609536171
abc,0.13294127583503723,0.13353709876537323,1.0000001192092896,0.1589745581150055,0.17324577271938324,0.06670809537172318,0.23092737793922424,0.0819765031337738,0.23574566841125488,0.19065172970294952
circle,0.1252449005842209,0.12245865911245346,0.0819765031337738,0.11076144874095917,0.20637056231498718,-0.051524288952350616,0.24676592648029327,1.0,0.22424812614917755,0.08528484404087067
a,0.44397395849227905,0.2552328109741211,0.21331243216991425,0.21967531740665436,0.5452592968940735,0.04866964742541313,0.2699674665927887,0.18641255795955658,0.21248295903205872,0.23916715383529663
'',-0.07688097655773163,0.01978493109345436,-0.05768610164523125,0.05487188324332237,-0.016964951530098915,-0.04859459400177002,0.05680066719651222,0.0793832316994667,0.029102830216288567,0.018684765323996544
.,0.475719153881073,0.35288307070732117,0.2567209303379059,0.20626747608184814,0.5593622326850891,-0.003708066651597619,0.23595774173736572,0.2219461053609848,0.2531629800796509,0.4130953550338745
